target,view_id,split,method,score_std,gate_spearman,abs_delta_spearman,signed_delta_spearman,gate_top20_lift,abs_delta_top20_lift,base_logloss,aug_logloss,logloss_delta,teacher_r2,teacher_spearman,gate_null_abs_p95,abs_delta_null_abs_p95,signed_delta_null_abs_p95,gate_support,abs_delta_support,signed_delta_support,any_transfer_support
Q2,jepa_resid,dateblock,knn16_train_residual,0.1302845926060587,0.28018486834442413,0.11727587572619198,-0.02735050407347303,0.03094395977357002,0.0,,,,,,0.11022203824052411,0.12572914938583854,0.127722426487674,True,False,False,True
Q2,family_story,subject,kmeans6_train_residual,0.04430310342737507,0.2787836451724588,0.03143493524150076,-0.017598319116222033,0.02457631451320595,0.0,,,,,,0.14177819302652545,0.1258902287529621,0.11857303463510496,True,False,False,True
Q2,family_story,subject,kmeans8_train_residual,0.03465219066516524,0.27643536890029474,0.023796203366713037,0.029214037915441263,0.02135594037345228,0.0,,,,,,0.1321597807528612,0.12854465768985848,0.14878779576987475,True,False,False,True
Q2,family_jepa_story,subject,kmeans10_train_residual,0.09064443827071764,0.26297006478011986,-0.01577633905060625,-0.05428090446079484,0.04533638411699946,0.0,,,,,,0.11724951009811044,0.12335110837501509,0.13149752949876167,True,False,False,True
Q2,jepa_resid,subject,knn16_train_residual,0.1252892439807245,0.25738761187555187,-0.05121280319157012,-0.006785344378967288,0.03975753867208662,0.0,,,,,,0.12547076309379257,0.12844851540529337,0.12277728932062536,True,False,False,True
Q2,jepa_resid,dateblock,knn32_train_residual,0.08032344822297204,0.24406624105985697,0.09641516792620237,-0.07199606728835549,0.014981346281738597,0.0,,,,,,0.11473377814045024,0.11570284172059012,0.10908944808070119,True,False,False,True
Q2,family,dateblock,kmeans10_train_residual,0.08159142250903681,0.24155208715754065,0.045656349634440464,-0.08937817818372827,-0.0003569233001161883,0.0,,,,,,0.11527447027329313,0.10717907621680837,0.11902092241668973,True,False,False,True
Q2,family,subject,knn16_train_residual,0.1302518366559418,0.2251862382155733,0.03599385147740601,-0.05602795831763239,0.07148120608128547,0.0,,,,,,0.12974842408648518,0.13334028617951765,0.12833016439726042,True,False,False,True
Q2,family_story,subject,kmeans10_train_residual,0.06190831634091892,0.2223904009250085,0.021318027135828064,-0.007133800818613693,0.03806738699927157,0.0,,,,,,0.11730491002908694,0.1208105944352274,0.11979722604374107,True,False,False,True
Q2,family,subject,knn32_train_residual,0.0774579890686512,0.19858916142658284,0.049240997208622114,0.0015834713715278386,0.025675937423584032,0.0,,,,,,0.12549708635338164,0.1315275660967319,0.12276546560855539,True,False,False,True
Q2,jepa_resid,subject,kmeans10_train_residual,0.0889387351503176,0.19679641692281533,-0.061556502892447885,-0.082501225829017,0.0319358612703696,0.0,,,,,,0.11511419801392747,0.12912131208044175,0.1311367249240004,True,False,False,True
Q2,story_bundle,subject,kmeans12_train_residual,0.07652431965809811,0.1960430848668845,-0.00029575692955601917,-0.001371414145301013,0.03965225396296594,0.0,,,,,,0.1206968611995139,0.13781064185744704,0.13556399543436198,True,False,False,True
Q2,family,subject,masked_residual_student_test,0.1604351454385973,0.19347343157490518,0.06173798270528321,0.02862622359809668,0.015378139511020591,0.0,0.765899724395758,0.761606747817211,-0.004292976578546992,-0.3329701014680846,-0.1035484948896867,0.11379008304132857,0.12520566781758452,0.11907305140323875,True,False,False,True
Q2,family_jepa_story,subject,kmeans12_train_residual,0.10127969493751876,0.19261129324167722,0.026056913588440145,-0.09484609981921284,0.036318304290212884,0.0,,,,,,0.14297808949675542,0.12302676135340129,0.13990392649536465,True,False,False,True
Q2,jepa_resid,dateblock,kmeans6_train_residual,0.04012018153957683,0.18613229227125044,0.09766863500216966,-0.10628106748113107,0.00502669546865233,0.0,,,,,,0.10771471367522638,0.11597110326046031,0.1299952684074314,True,False,False,True
Q2,family,dateblock,kmeans8_train_residual,0.04513295592136253,0.1787742869282816,0.042818148951158465,-0.05660499837017979,0.000654591701757707,0.0,,,,,,0.11648228759334724,0.12836698746794187,0.12584949137581197,True,False,False,True
Q2,family_story,subject,knn8_train_residual,0.1953296438841487,0.17710492169537922,0.10321122017408495,0.05159272060728948,0.06622691249419896,0.0,,,,,,0.1342769523559767,0.11160460771148605,0.13076124253367288,True,False,False,True
Q2,family,subject,knn8_train_residual,0.17837393649743283,0.17231595732598898,0.09399092934531772,-0.021394648154335966,0.05318789295215086,0.0,,,,,,0.11466539048304784,0.12355966780305735,0.10853398283576873,True,False,False,True
Q2,jepa_resid,dateblock,kmeans12_train_residual,0.08739883582509396,0.17162236732653774,0.06360137688445303,0.04739846705808236,0.007525123771864151,0.0,,,,,,0.11160806001840552,0.12478628813135699,0.1057873688947216,True,False,False,True
Q2,family_jepa_story,subject,kmeans8_train_residual,0.09471417126811235,0.16921840773352156,-0.031437610340441825,-0.05004771864914262,0.04093938083973657,0.0,,,,,,0.1273884141072879,0.11802300391820789,0.1326041633424476,True,False,False,True
Q2,family_story,dateblock,knn8_train_residual,0.1655970998039037,0.1484700310643529,0.09064145172937675,0.07104298647603963,0.039247089007890985,0.0,,,,,,0.11414434771966993,0.11862311054806599,0.12529498301272496,True,False,False,True
Q2,family,subject,kmeans6_train_residual,0.04310158970655723,0.14296979791194475,0.04692069089428523,-0.013626003452750222,-0.009993522277656864,0.0,,,,,,0.13963001650268383,0.12976024277885434,0.12004622040687987,True,False,False,True
Q2,family_story,subject,knn16_train_residual,0.1463748646098674,0.13926333769053495,0.014730736279002753,-0.022561092222034798,0.040507704995913385,0.0,,,,,,0.11891893396782288,0.10756124939168506,0.12192121992796962,True,False,False,True
Q2,family_story,subject,kmeans12_train_residual,0.06966329041751936,0.13868180134572144,0.014567519683064644,-0.021884749400290823,0.0323073349895066,0.0,,,,,,0.13145943061138007,0.12887608130945005,0.1211347752691727,True,False,False,True
Q2,jepa_resid,subject,knn32_train_residual,0.08774681648223366,0.13582258916142656,-0.08658565821576583,-0.03664411832059479,0.015482509696230148,0.0,,,,,,0.12467224115585848,0.11383663982782125,0.11967982319660203,True,False,False,True
Q2,jepa_resid,subject,knn8_train_residual,0.1756121463603894,0.1351283579430265,0.016767273297931252,-0.00278992682118401,0.002163676264014029,0.0,,,,,,0.12305212808607552,0.11539384488096417,0.1279850089018291,True,False,False,True
Q2,story_bundle,subject,kmeans6_train_residual,0.051973245900916655,0.13197961843081019,-0.02678702980023565,0.03277141150512757,0.031398600574438926,0.0,,,,,,0.12051494938987127,0.1270238688448108,0.12272308948388314,True,False,False,True
Q2,family_jepa_story,subject,knn16_train_residual,0.11901997827459469,0.13150408131408706,0.06302243047670648,0.059900600278737726,0.015960454933431647,0.0,,,,,,0.11002862958357212,0.1216323434438273,0.1082851498410759,True,False,False,True
Q2,family_jepa_story,subject,knn8_train_residual,0.1930247564288444,0.12763257963766125,0.06802196067699899,0.06312395931129579,0.04130239101524455,0.0,,,,,,0.1129900329228043,0.1439664707867161,0.12027269530521217,True,False,False,True
Q2,family_story,dateblock,knn16_train_residual,0.1257595441315982,0.12398907963117967,0.01727060397299062,-0.009761197394391968,0.028565094265401922,0.0,,,,,,0.10597164229283389,0.12237999728624334,0.12562013672834763,True,False,False,True
Q2,story_bundle,subject,knn16_train_residual,0.14500807096471532,0.1144011904190467,0.05466230822909104,0.0013875514297515003,0.05107971360212979,0.0,,,,,,0.10505882014112224,0.136163392824316,0.11220106277440983,True,False,False,True
Q2,story_bundle,subject,masked_residual_student_test,0.3379797556787018,-0.1443644218307493,-0.09060072807519538,0.030384991759634924,-0.050132959612072064,0.0,0.765899724395758,0.7665933701067598,0.0006936457110017225,-0.6188852243571705,0.005532405921346115,0.11828679498871982,0.12341232365316372,0.13624311419536114,True,False,False,True
Q2,raw_day,dateblock,kmeans8_train_residual,0.06619740878730956,-0.17102775218994679,0.04181761585856583,-0.21983916161958963,-0.011857635710314332,0.0,,,,,,0.10979704990210037,0.1195184548509523,0.12334172595516997,True,False,True,True
Q2,family,dateblock,kmeans6_train_residual,0.0469188303962903,-0.19115290694157253,0.12116812114196605,0.07409919407683649,-0.020820720553643573,0.0,,,,,,0.11198082505240362,0.13036533332084305,0.12258196490606643,True,False,False,True
Q2,jepa_resid,subject,kmeans8_train_residual,0.07242324802282969,0.10429559826933026,-0.12212530849671263,-0.052975038690975196,0.022537403206006976,0.0,,,,,,0.1141376857130646,0.11605191243710715,0.12559189452672362,False,True,False,True
Q2,family,subject,kmeans10_train_residual,0.08606563192546617,0.016726055448431323,-0.17669464026624362,-0.048973037694717815,-0.008011477199868477,0.0,,,,,,0.13471797184761505,0.11724764177130771,0.1186595390494954,False,True,False,True
Q2,raw_day,subject,kmeans8_train_residual,0.08361291920826472,0.009906120221874627,-0.4211469832220306,0.008458499321162936,0.021051662927826405,0.0,,,,,,0.10958624878650376,0.13069475179009346,0.1288991477836627,False,True,False,True
Q2,raw_day,subject,kmeans6_train_residual,0.04520323658152799,-0.021492373903596863,-0.2514491522941004,0.027184366264410068,0.003736661755095688,0.0,,,,,,0.12173643942790675,0.12329410704097263,0.1258277804535592,False,True,False,True
Q2,raw_day,subject,kmeans10_train_residual,0.10697888125443854,-0.029594923112464394,-0.38780589777728225,-0.02938597814101222,0.011155617206894302,0.0,,,,,,0.12346516732974788,0.11543216279585834,0.12047286559155647,False,True,False,True
Q2,raw_day,dateblock,knn8_train_residual,0.18332452180070857,-0.038617998961280174,0.23967347728507485,-0.026304855330521435,-0.032372544986197266,0.0,,,,,,0.11933574553429921,0.1303373164579534,0.13045696307673307,False,True,False,True
Q2,raw_day,dateblock,knn16_train_residual,0.11714276746636301,-0.06029935594465224,0.2561531772406139,-0.029719906527812572,-0.024763135647918662,0.0,,,,,,0.10876742044542449,0.12445235831878934,0.13388447318378963,False,True,False,True
Q2,raw_day,dateblock,knn32_train_residual,0.08224839630977271,-0.08159901725128883,0.261098174117232,-0.016627419303797228,-0.009966328090545599,0.0,,,,,,0.12144607525485272,0.140269521496769,0.12274335151118454,False,True,False,True
Q2,raw_day,subject,kmeans12_train_residual,0.10038240227303745,-0.08717977758524552,-0.40702486181465913,-0.032099217208200304,0.020879125226325485,0.0,,,,,,0.12404839917024428,0.11787554395566083,0.11847827108607864,False,True,False,True
Q2,raw_day,subject,knn32_train_residual,0.0991757766087801,-0.10056742700568673,-0.18357548000189602,0.027395617243946617,-0.0014021934630177174,0.0,,,,,,0.13127764485826288,0.12568932090104903,0.1286587664526998,False,True,False,True
Q2,raw_day,dateblock,kmeans10_train_residual,0.09741461459180852,-0.111948025805144,0.15895864490371298,-0.14305769461302725,-0.019961077860941333,0.0,,,,,,0.12959202924758925,0.12706984559966172,0.11661808583622851,False,True,True,True
Q2,family_story,dateblock,kmeans12_train_residual,0.05421041529025722,0.05216274456245628,0.11350466540955922,0.17407414351214348,0.01852949113476875,0.0,,,,,,0.11072898307537858,0.14066370352035606,0.12509525891121487,False,False,True,True
Q2,story_bundle,dateblock,kmeans12_train_residual,0.06010625807400395,0.012461621581361906,0.04637821576627494,0.17033075655865101,0.019869509722609594,0.0,,,,,,0.12699173417644027,0.11413423458615672,0.1148873699852141,False,False,True,True
Q2,family_jepa_story,dateblock,kmeans12_train_residual,0.05920877057043728,0.0019771310901301677,0.03863683726605554,0.14974872866031647,0.011033690404626111,0.0,,,,,,0.11916045582110386,0.11458877142552355,0.11977234377903373,False,False,True,True
Q2,raw_day,dateblock,kmeans12_train_residual,0.10794907256363484,-0.09767769697828176,0.09835205441706248,-0.159895925940721,-0.024673332502276844,0.0,,,,,,0.12964971376825377,0.11333455042103348,0.11996092936344613,False,False,True,True
Q2,family,dateblock,kmeans12_train_residual,0.1087850667225337,0.12397757231770097,0.00262135710907346,-0.1009004733168749,-0.01961250099013425,0.0,,,,,,0.1411839095275051,0.12651232908743604,0.1093408608922163,False,False,False,False
Q2,jepa_resid,subject,kmeans6_train_residual,0.06064773245848125,0.12140367272167692,-0.10697256693295361,-0.01879772642781972,0.029964686593545148,0.0,,,,,,0.13864399692490936,0.12886651879645308,0.11394432036572173,False,False,False,False
Q2,family_jepa_story,dateblock,knn16_train_residual,0.10725075794417531,0.10702673642778285,0.04846247322945824,0.09216164287447924,0.0053802651990051565,0.0,,,,,,0.11650980655690489,0.11077580964533623,0.12768560181743766,False,False,False,False
Q2,family_story,dateblock,kmeans8_train_residual,0.04013569607782906,0.10413858009132902,0.027137973876625414,0.03959212644962264,0.01812966352510273,0.0,,,,,,0.11231969944281127,0.12735159388025014,0.12147736348650423,False,False,False,False
Q2,story_bundle,subject,knn32_train_residual,0.08252518309255116,0.10301005193876288,-0.010308999968354281,-0.04257779394281658,0.02071753169637253,0.0,,,,,,0.13250468631588325,0.12107812835738156,0.12188492876594509,False,False,False,False
Q2,family_story,dateblock,kmeans10_train_residual,0.052227900685078404,0.09490656798394063,0.049578698177775764,0.1172889061265989,0.003941786298721697,0.0,,,,,,0.12013248138820055,0.11811858335118122,0.1283472738420331,False,False,False,False
Q2,story_bundle,dateblock,knn16_train_residual,0.11809661173419903,0.08572093999346193,0.027763278922026385,-0.00792766995565929,0.03497445641141852,0.0,,,,,,0.13291227051548657,0.12892983098550456,0.10282262369192796,False,False,False,False
Q2,family_jepa_story,dateblock,knn8_train_residual,0.16476103945624418,0.084174162948048,0.05197131913903737,0.0916412481245387,0.017095770727268252,0.0,,,,,,0.12162421573930347,0.12098070005841831,0.10600709672541332,False,False,False,False
Q2,story_bundle,subject,knn8_train_residual,0.1981349387314506,0.08155176882830124,0.1066326506792355,0.028503129160993783,0.03202862221686288,0.0,,,,,,0.11888484615753846,0.12466437453107812,0.11933512654903931,False,False,False,False
Q2,family_story,subject,knn32_train_residual,0.07907928886343858,0.07942514280228484,-0.044005294554046545,-0.08695429705358183,0.021959662587865005,0.0,,,,,,0.11358387174194783,0.13117310567575505,0.11926423446484387,False,False,False,False
Q2,story_bundle,dateblock,knn8_train_residual,0.16414338919068597,0.059110077110369655,0.10375380750846185,0.025214385769060568,0.004030992706572409,0.0,,,,,,0.11858532493358348,0.1273019873014543,0.12943540442575058,False,False,False,False
Q2,story_bundle,dateblock,kmeans6_train_residual,0.04943307951195134,0.05027369901667173,-0.0430870752183485,0.0752494356247425,0.005744060554786492,0.0,,,,,,0.13003003339067903,0.10467539637829766,0.12435682248525452,False,False,False,False
Q2,family,subject,kmeans12_train_residual,0.06674134237375111,0.043718817808547174,-0.06236733694724438,-0.05152009968654815,-0.01775199294344349,0.0,,,,,,0.11925320040732383,0.12601875278484662,0.1286697915127224,False,False,False,False
Q2,family_jepa_story,dateblock,kmeans6_train_residual,0.043568375028283146,0.03951258056580625,0.012146815554629778,0.0838483295967862,0.011469756163043856,0.0,,,,,,0.12098683742735224,0.11929934032702076,0.12367527257468294,False,False,False,False
Q2,family_jepa_story,subject,knn32_train_residual,0.07322045091934448,0.03526674026784428,0.050398471601484945,-0.04051353717067746,0.010602569864533534,0.0,,,,,,0.12497698843181487,0.1217928584370694,0.1068096553240012,False,False,False,False
Q2,jepa_resid,subject,kmeans12_train_residual,0.10321311982000488,0.009364916066659547,0.005748340963228956,-0.0168964213916901,0.00713944055588521,0.0,,,,,,0.12110219411508041,0.11870227979308998,0.11210514305160779,False,False,False,False
Q2,story_bundle,dateblock,kmeans8_train_residual,0.04777742489032917,-0.007896490647397773,0.02430600295570353,0.07197801573548139,0.013758066499050151,0.0,,,,,,0.1220082872636735,0.13540530888020186,0.11539993769495388,False,False,False,False
Q2,family_jepa_story,dateblock,kmeans8_train_residual,0.06092584308824147,-0.010413787302340388,-0.0475069483219103,-0.0011245988096725988,0.010804324653142105,0.0,,,,,,0.11765109170808871,0.12198464804152923,0.12425297560285752,False,False,False,False
Q2,story_bundle,dateblock,knn32_train_residual,0.06938244931731943,-0.015573369173906783,-0.019376095557584235,0.0008874399994276898,0.003603048909689264,0.0,,,,,,0.1260674890798252,0.12833719674221714,0.13231901176942415,False,False,False,False
Q2,family_story,dateblock,knn32_train_residual,0.06992597321321622,-0.017084052624980417,-0.011253153816418737,-0.019974170793898738,0.011036079019984772,0.0,,,,,,0.11591527210008792,0.12790506959986558,0.12357169345037719,False,False,False,False
Q2,family_story,dateblock,kmeans6_train_residual,0.0434208410494304,-0.025603107632564345,-0.0076372608906002,0.0817615724413594,0.00887668555315882,0.0,,,,,,0.12686987381350462,0.11355122832026318,0.1439468939419159,False,False,False,False
Q2,family_jepa_story,dateblock,masked_residual_student_test,0.36025985079497697,-0.03044976719627514,0.08738287192621756,0.03386192625267224,-0.023592010244948766,0.0,0.7153337395560486,0.7207754427454898,0.005441703189441149,-0.6668994938230486,0.00857110405483484,0.13790344165506646,0.12805501402344488,0.12932749471107738,False,False,False,False
Q2,raw_day,subject,masked_residual_student_test,0.298950229318546,-0.0336531464503432,-0.1035585121191265,0.008934336029096632,-0.001418767877878254,0.0,0.765899724395758,0.7669708104311173,0.0010710860353592144,-0.6891053628920492,-0.027644515116947082,0.12084051264820223,0.13412704992947813,0.12710986142274708,False,False,False,False
Q2,family_jepa_story,dateblock,knn32_train_residual,0.06570653849952895,-0.03821744347909566,0.07313742984390119,0.023255181510057198,0.001006838070904353,0.0,,,,,,0.1162458023328373,0.11113716593268491,0.10673138401831479,False,False,False,False
Q2,story_bundle,dateblock,kmeans10_train_residual,0.0428766994355626,-0.03970366504788219,-0.006374886634735693,0.12486466975642509,0.004158373759350676,0.0,,,,,,0.1344883140852642,0.12420006360109508,0.13096309778863172,False,False,False,False
Q2,raw_day,dateblock,masked_residual_student_test,0.28934256638987477,-0.05081054096865549,0.10671578775979189,-0.03579534673072821,-0.06263329518364305,0.0,0.7153337395560486,0.7119287366520164,-0.0034050029040322283,-0.44715225874805054,-0.09872239698303038,0.10769494551912827,0.11714391667390908,0.12212898358717938,False,False,False,False
Q2,family_jepa_story,dateblock,kmeans10_train_residual,0.0718058823588376,-0.060150760259532254,0.05308865900662075,0.10054769409201722,0.014483111665573641,0.0,,,,,,0.10830191927606642,0.12793990166754343,0.14324002343857462,False,False,False,False
Q2,family_story,dateblock,masked_residual_student_test,0.34340191521962743,-0.06448346373541976,0.08717212909410949,0.034061068561912,-0.03513274859002801,0.0,0.7153337395560486,0.7210379402924325,0.005704200736383891,-0.5608679096092644,0.041964256613612916,0.1334956655306484,0.12256284314245518,0.1265656680055237,False,False,False,False
Q2,family_jepa_story,subject,masked_residual_student_test,0.3693904913324537,-0.0832828685258964,-0.11304129509049836,0.06415411382936048,-0.014330580495024767,0.0,0.765899724395758,0.770790649206137,0.004890924810379005,-0.9679086663715111,-0.04430882786252443,0.12805671770748325,0.12355488118974571,0.12202267768456078,False,False,False,False
Q2,family_story,subject,masked_residual_student_test,0.35418169967980184,-0.09154514472231555,-0.08681315735868377,0.053352093618461785,-0.017568050023546784,0.0,0.765899724395758,0.7704494919315803,0.004549767535822258,-0.8367165407713519,-0.016266944528121132,0.12534309988959821,0.1135390864162484,0.12275341395424222,False,False,False,False
Q2,raw_day,subject,knn8_train_residual,0.19228812214301585,-0.09270447707089442,-0.06445316190517274,0.03169327903499365,-0.019199455700941805,0.0,,,,,,0.12295612210553131,0.1271783128144622,0.11357013962073907,False,False,False,False
Q2,story_bundle,dateblock,masked_residual_student_test,0.2991378518298241,-0.09831824509192146,0.03986261894306528,0.030546110132806253,-0.04296403755512185,0.0,0.7153337395560486,0.721137997328054,0.005804257772005328,-0.4955830973282107,-0.0016543291571810234,0.10194441511064176,0.12148708798846472,0.11563475309608785,False,False,False,False
S1,family,dateblock,knn16_train_residual,0.10521089456079077,0.1458283092510295,-0.12484032067900133,0.005696798765807888,0.021690022317624784,-0.01822464486977859,,,,,,0.11839670461161703,0.1173107730634452,0.12310094859466364,True,True,False,True
S1,family,dateblock,knn32_train_residual,0.07410697547696998,0.1440165122641962,-0.1509704187288912,0.07028395739711954,0.019067205420544034,-0.01090304065924386,,,,,,0.1143115249843997,0.10985482672644323,0.15211223610311717,True,True,False,True
S1,family_jepa_story,dateblock,knn8_train_residual,0.16933304518686915,-0.11396118502062182,-0.18190587906573266,0.02340663055884036,-0.008914214304223848,-0.006770235606935331,,,,,,0.10782971698540658,0.12211151458966163,0.1107642640498271,True,True,False,True
S1,raw_day,subject,kmeans10_train_residual,0.14910814104703482,0.23245786777370867,0.05820466298121883,0.06626546564456318,0.06772422550510816,-0.01750858526856237,,,,,,0.10581796822355474,0.12703456713131786,0.12288477233456437,True,False,False,True
S1,family,subject,kmeans10_train_residual,0.13173221076885186,0.22512090486626402,-0.10940478779681151,0.02182525044791821,0.029693096158972383,-0.028357960869952875,,,,,,0.12396313291729713,0.12992979366897625,0.12501600240639957,True,False,False,True
S1,jepa_resid,subject,kmeans12_train_residual,0.12094661112934792,0.22436858150446967,-0.09365724487792387,-0.002070810460031085,0.01906916121899124,-0.041918637510942214,,,,,,0.12532895570192085,0.1301542612116449,0.12246708502983596,True,False,False,True
S1,family,subject,kmeans12_train_residual,0.10931460801546926,0.216476271657941,-0.03257300381574641,0.019724729916641398,0.033112204001236156,-0.011799558198735259,,,,,,0.11546113017367446,0.12510516194353072,0.12937905445616693,True,False,False,True
S1,family,dateblock,kmeans12_train_residual,0.06935353522066691,0.21474803306313991,-0.08137603154755343,0.1122890636326646,0.026745653062743603,-0.012342763801084854,,,,,,0.12548562515366643,0.123051981795086,0.1141506793932508,True,False,False,True
S1,jepa_resid,subject,kmeans6_train_residual,0.09619228965610055,0.2128051531432431,-0.058501410628212985,0.042964170121163686,0.025538383953861626,-0.01957579281038352,,,,,,0.11606819893790009,0.11621593467913065,0.11273649827524339,True,False,False,True
S1,family,subject,kmeans8_train_residual,0.10746265781346952,0.20529793156249335,-0.08339555992153037,0.018786345845414706,0.01404726704756037,-0.024269534124185192,,,,,,0.1140641206949199,0.12548727793879919,0.10568747394606133,True,False,False,True
S1,jepa_resid,dateblock,kmeans8_train_residual,0.048852684581652255,0.20350356591573424,-0.03553960312611967,-0.004572203894384092,0.019252950972114238,0.0007135111412053842,,,,,,0.13538709313698444,0.10531100901738154,0.12023593413190513,True,False,False,True
S1,raw_day,subject,kmeans6_train_residual,0.037950067680053746,0.20091969144144584,0.009592745288401039,0.056404411505932346,0.013316394244578686,0.0033292124378429475,,,,,,0.12941365639687827,0.1286559463959102,0.11551010817228294,True,False,False,True
S1,raw_day,subject,knn16_train_residual,0.18653225430829526,0.19602480603366287,0.03741264208102229,0.08553789882472283,0.05210109949728581,-0.015752728769605828,,,,,,0.1111631375535253,0.11058727076020271,0.12962022852053037,True,False,False,True
S1,family,dateblock,kmeans10_train_residual,0.054347534175880556,0.19498479404063013,-0.039459608999681116,0.026339329486984524,0.0171327879873854,-0.014621916919847242,,,,,,0.12340326478364158,0.1095825280402372,0.1178478952882926,True,False,False,True
S1,raw_day,subject,kmeans12_train_residual,0.15755826216132895,0.19403143629117495,0.07014593130864621,0.055049193724281464,0.05960847588014068,-0.02309984080659624,,,,,,0.12017333894932349,0.13700063703991142,0.12668123933968575,True,False,False,True
S1,raw_day,subject,knn32_train_residual,0.13369521066460147,0.19383024771479282,0.061901411456373255,0.08183371785954272,0.03843031142909054,0.008759134425213795,,,,,,0.10906466051540586,0.12340255249894597,0.11551449198487816,True,False,False,True
S1,raw_day,subject,masked_residual_student_test,0.2717288752386444,0.18803974463591416,0.01619368996254447,0.06611784306140045,0.04477650627353208,0.04570518028802731,0.6566789899315844,0.6525359065432796,-0.0041430833883047136,-0.7335180964895158,0.15253639112621134,0.12007557240915852,0.12130259549407521,0.12622516261119,True,False,False,True
S1,family,subject,knn16_train_residual,0.14881341924322278,0.1750697211825519,-0.07179248771191156,0.03251739328031238,0.02348639530354128,-0.033699541478424966,,,,,,0.12717913615820775,0.13129946883143737,0.11502471613718544,True,False,False,True
