row,target,target_i,subject_id,sleep_date,lifelog_date,e247_prob,h012_prob,h012_logit_delta,h012_support,abs_h012_logit_delta,h012post_posterior_minus_base,h012post_logit_delta_to_posterior,h012post_direction_consistency,h012post_cell_score,h014mem_memory_alignment_q,h014mem_private_safe_score,h014mem_posterior_gain,h014mem_row_full_reliability_q,h016_weight_score,h016_combined_score,h016_h015_cell_score,h016_public_weight_median,h019_inclusion_prob,h019_inclusion_lift,h019_row_weight,h019_row_score,h019_row_gain_to_proxy,h020cell_q_joint_vector,h020cell_joint_minus_h012,h020cell_row_weight,h020cell_row_score,h020cell_cell_gain,h020cell_gain_score,h020cell_shift_score,h020cell_move_score,h020cell_combined_score,h020row_row_weight,h020row_max_vector_prob,h020row_row_vector_entropy,h020row_row_gain_to_joint_vector,h020row_row_abs_shift_vs_h018,h020row_row_score,score_h012_support,score_h012_posterior,score_public_cell_weight,score_public_row_subset,score_joint_vector_cell,score_joint_vector_row,score_memory_state,score_identity_combo,score_no_h012_combo,score_memory_public_combo,score_exact_support_plus_identity
0,Q1,0,id01,2024-07-31,2024-07-30,0.2375246548677801,0.1952401438424609,-0.25001486416632535,True,0.25001486416632535,-0.058572489976381,-0.3571640916661787,1.0,0.3571640916661787,0.2043369474562135,0.4087559958625317,0.0092330426778737,0.0763052208835341,0.5302857142857142,0.5501371428571428,0.3214009596981118,0.0005631852658867,0.4835026266544198,0.9670052533088396,0.0038680210132353,0.57024,0.0006218010849581,0.1820514649065051,-0.0131886789359557,0.0038680210132353,0.456,0.0005633228108826,0.5342857142857143,0.4731428571428571,0.5691428571428572,0.5080228571428571,0.0038680210132353,0.0327226743871175,4.299150198098523,0.0006962293889653,0.0141974088360772,0.456,0.8302857142857143,0.8314285714285714,0.5885714285714285,0.5902857142857143,0.5411428571428571,0.41828571428571426,0.284,0.5992114285714286,0.5288571428571428,0.44896571428571425,0.819645142857143
0,Q2,1,id01,2024-07-31,2024-07-30,0.4975144875918229,0.5282565708634688,0.12308897141995406,True,0.12308897141995406,0.0438654631092377,0.1758413877427911,1.0,0.1758413877427911,0.7631359466221852,0.9189557954859078,0.0035063482433309,0.0763052208835341,0.6971428571428572,0.6380571428571429,0.0402482318985166,0.000568022220754,0.4835026266544198,0.9670052533088396,0.0038680210132353,0.57024,0.0006218010849581,0.5275006088585029,-0.0007559620049658,0.0038680210132353,0.456,1.1465540240562788e-06,0.0245714285714285,0.4737142857142857,0.0222857142857142,0.1949028571428571,0.0038680210132353,0.0327226743871175,4.299150198098523,0.0006962293889653,0.0141974088360772,0.456,0.5834285714285714,0.5885714285714285,0.74,0.5902857142857143,0.05085714285714286,0.41828571428571426,0.7251428571428571,0.48233142857142863,0.4603142857142857,0.6173885714285714,0.7670491428571429
0,Q3,2,id01,2024-07-31,2024-07-30,0.5541805485467693,0.5541805485467693,0.0,False,0.0,-0.0126517760448976,-0.0510778172029832,0.9629629629629628,0.0491860461954653,0.0,0.0812629592124932,-0.0,0.0763052208835341,0.6142857142857143,0.45764,0.0070426705360818,0.0005651498115247,0.4835026266544198,0.9670052533088396,0.0038680210132353,0.57024,0.0006218010849581,0.5155809249016432,-0.0385996236451261,0.0038680210132353,0.456,0.0030013715418311,0.9102857142857144,0.9228571428571428,0.8154285714285714,0.8156114285714285,0.0038680210132353,0.0327226743871175,4.299150198098523,0.0006962293889653,0.0141974088360772,0.456,0.15742857142857142,0.216,0.568,0.5902857142857143,0.9331428571428572,0.41828571428571426,0.026285714285714287,0.5373885714285714,0.6154342857142856,0.36279428571428574,0.188086
0,S1,3,id01,2024-07-31,2024-07-30,0.5668133559792676,0.5454902757586634,-0.08639571773033647,True,0.08639571773033647,-0.0305175788056379,-0.1234224539004808,1.0,0.1234224539004808,0.6088407005838199,0.7408755294361073,0.0017169665999977,0.0763052208835341,0.5868571428571429,0.4171542857142857,0.0206280679854716,0.0005644631663795,0.4835026266544198,0.9670052533088396,0.0038680210132353,0.57024,0.0006218010849581,0.5231979874489454,-0.0222922883097179,0.0038680210132353,0.456,0.0009997979708636,0.6702857142857143,0.6977142857142857,0.584,0.6192914285714285,0.0038680210132353,0.0327226743871175,4.299150198098523,0.0006962293889653,0.0141974088360772,0.456,0.4674285714285714,0.4697142857142857,0.5228571428571429,0.5902857142857143,0.6942857142857143,0.41828571428571426,0.6171428571428571,0.5596857142857142,0.5786285714285715,0.5437428571428571,0.8018585714285715
0,S2,4,id01,2024-07-31,2024-07-30,0.5279983569898583,0.4713998480827134,-0.22663632673863873,True,0.22663632673863873,-0.0807155703636747,-0.3237661810551981,1.0,0.3237661810551981,0.4161801501251042,0.6152246988173001,0.0118792952581279,0.0763052208835341,0.796,0.7648571428571429,0.0623635853751166,0.0005737791858831,0.4835026266544198,0.9670052533088396,0.0038680210132353,0.57024,0.0006218010849581,0.4634102151679761,-0.0079896329147373,0.0038680210132353,0.456,0.0001281714138106,0.3,0.7708571428571429,0.2468571428571428,0.4213028571428572,0.0038680210132353,0.0327226743871175,4.299150198098523,0.0006962293889653,0.0141974088360772,0.456,0.8022857142857143,0.8045714285714286,0.8542857142857143,0.5902857142857143,0.41314285714285715,0.41828571428571426,0.5,0.6224914285714287,0.5745657142857143,0.5659142857142857,0.8301211428571429
0,S3,5,id01,2024-07-31,2024-07-30,0.8144085433008215,0.8468215168945182,0.23097180338709689,True,0.23097180338709689,0.0448171966622298,0.3299597191244239,1.0,0.3299597191244239,0.2210175145954962,0.4210912228074177,0.0065129278382434,0.0763052208835341,0.1594285714285714,0.4516914285714286,0.2837350281012847,0.0005566020160224,0.4835026266544198,0.9670052533088396,0.0038680210132353,0.57024,0.0006218010849581,0.8510606287168067,0.0042391118222884,0.0038680210132353,0.456,6.979864751144316e-05,0.2365714285714285,0.5685714285714286,0.2531428571428571,0.3486399999999999,0.0038680210132353,0.0327226743871175,4.299150198098523,0.0006962293889653,0.0141974088360772,0.456,0.808,0.8097142857142857,0.2765714285714286,0.5902857142857143,0.2925714285714286,0.41828571428571426,0.296,0.48170285714285715,0.3820971428571429,0.39664571428571427,0.7667662857142857
0,S4,6,id01,2024-07-31,2024-07-30,0.480407646947656,0.5111230093690158,0.12290893888562268,True,0.12290893888562268,0.0438669138488427,0.1755841984080327,0.9629629629629628,0.1690810799484759,0.74395329441201,0.8974861221207868,0.003504367181666,0.0763052208835341,0.8622857142857143,0.7714742857142858,0.1222537002178801,0.0005816010656694,0.4835026266544198,0.9670052533088396,0.0038680210132353,0.57024,0.0006218010849581,0.5037080748745798,-0.0074149344944359,0.0038680210132353,0.456,0.0001099967838341,0.2805714285714286,0.8285714285714286,0.228,0.4236114285714285,0.0038680210132353,0.0327226743871175,4.299150198098523,0.0006962293889653,0.0141974088360772,0.456,0.5828571428571429,0.5771428571428572,0.884,0.5902857142857143,0.4165714285714286,0.41828571428571426,0.7142857142857143,0.5893085714285714,0.5979542857142858,0.6398342857142858,0.8151888571428572
1,Q1,0,id01,2024-08-01,2024-07-31,0.0681101766719186,0.0950246972067914,0.3623171280296793,True,0.3623171280296793,0.041133295109703,0.5175958971852577,1.0,0.5175958971852577,0.9866555462885738,1.3972247527886736,0.0102738421638088,0.4618473895582329,0.1897142857142857,0.2231085714285714,0.0452629067586129,0.0005576035762594,0.5196860209210342,1.0393720418420684,0.0041574881673682,0.5716,0.0003981136925974,0.1043503035093675,0.0093256063025761,0.0041574881673682,0.5319999999999999,0.0004915414260168,0.5102857142857142,0.364,0.6594285714285715,0.5082057142857143,0.0041574881673682,0.0536847803846499,3.947235378532412,0.000701437900407,0.0116025060384373,0.5319999999999999,0.8965714285714286,0.8982857142857142,0.088,0.6062857142857143,0.5285714285714286,0.5302857142857142,0.9617142857142857,0.5695314285714286,0.46843428571428575,0.6077314285714285,0.8062891428571429
1,Q2,1,id01,2024-08-01,2024-07-31,0.5142003796073951,0.5142003796073951,0.0,False,0.0,0.003014473418007,0.0120698423069859,0.925925925925926,0.0111757799138758,0.0,0.242015747380603,-0.0,0.4618473895582329,0.44,0.37804,0.0025889781021748,0.0005617073623647,0.5196860209210342,1.0393720418420684,0.0041574881673682,0.5716,0.0003981136925974,0.5187505477991277,0.0045501681917325,0.0041574881673682,0.5319999999999999,4.144920898019322e-05,0.1965714285714285,0.2142857142857142,0.1502857142857142,0.24496,0.0041574881673682,0.0536847803846499,3.947235378532412,0.000701437900407,0.0116025060384373,0.5319999999999999,0.15742857142857142,0.056,0.39485714285714285,0.6062857142857143,0.09714285714285714,0.5302857142857142,0.15542857142857142,0.29992,0.3679085714285714,0.4049542857142857,0.104972
1,Q3,2,id01,2024-08-01,2024-07-31,0.5380175347484274,0.510501737615549,-0.11035108657594989,True,0.11035108657594989,-0.0393375800951993,-0.1576444093942143,1.0,0.1576444093942143,0.5704753961634695,0.9125483190729462,0.0028241009776905,0.4618473895582329,0.7302857142857143,0.6440914285714286,0.0391636223938055,0.0005701372433404,0.5196860209210342,1.0393720418420684,0.0041574881673682,0.5716,0.0003981136925974,0.4726780803870616,-0.0378236572284873,0.0041574881673682,0.5319999999999999,0.0028622194528785,0.9022857142857142,0.9205714285714286,0.8102857142857143,0.8287542857142858,0.0041574881673682,0.0536847803846499,3.947235378532412,0.000701437900407,0.0116025060384373,0.5319999999999999,0.5514285714285714,0.556,0.7662857142857142,0.6062857142857143,0.936,0.5302857142857142,0.6948571428571428,0.6966857142857144,0.7334057142857143,0.6444285714285715,0.8635085714285715
