row,target,subject_id,sleep_date,lifelog_date,h012_prob,world_q_post,world_q_cond,row_public_prob,abs_logit_shift_cond,signed_logit_shift_cond,cell_world_score,public_route_score,private_memory_route_score,transition_exception_route_score,route_uncertainty_score
70,Q1,id03,2024-09-16,2024-09-15,0.9816512441781002,0.9996631038357188,1.0000000000000004,0.9816392911022587,9.835835230736132,9.835835230736132,9.655242323298438,0.88572,0.28656,0.75128,0.6010965975119806
140,S3,id06,2024-07-21,2024-07-20,0.9960938897116238,0.9999183212591655,0.9999999997416177,0.9790895592225979,8.274210105701766,8.274210105701766,8.101192725306706,0.92292,0.31848,0.7794,0.6579610197979633
143,S2,id06,2024-08-13,2024-08-12,0.9987967568387583,0.9999778451143697,1.0000000000000004,0.9815873579469129,7.09397879220503,7.09397879220503,6.963359899971968,0.95036,0.37848,0.8242400000000001,0.7451764593120721
146,S2,id06,2024-08-20,2024-08-19,0.9801156599750932,0.9995994061484881,0.9999732633311892,0.98117309647106,6.631709737462913,6.631709737462913,6.506855178003766,0.87228,0.5422399999999999,0.7871599999999999,0.7260402882945096
138,S3,id06,2024-07-18,2024-07-17,0.9951216136908172,0.9996202110212488,0.999994021914165,0.9232800545888306,6.709353693944715,6.709353693944715,6.194612444801049,0.7457999999999999,0.25432,0.6689200000000001,0.591941776234413
93,S1,id04,2024-09-27,2024-09-26,0.9896214550237332,0.999380545164123,0.999967173538799,0.9432974738466252,5.766660987756848,5.766660987756848,5.439676742280919,0.68876,0.84588,0.47584,0.4807915994092306
43,Q1,id02,2024-09-29,2024-09-28,0.999959881588841,0.9999989884613684,1.0000000000000002,0.9747861741618588,3.691874479278596,3.691874479278596,3.598788199141787,0.927,0.09316,0.89388,0.7095939141480052
96,Q3,id04,2024-10-17,2024-10-16,0.9999592460567452,0.9999976221133993,1.0,0.9416526006843546,3.707592356737603,3.707592356737603,3.4912639849993994,0.64284,0.36116,0.67964,0.496530784383895
140,S2,id06,2024-07-21,2024-07-20,0.9999673286286056,0.999999,1.0,0.9790895592225979,3.4865308737856395,3.4865308737856395,3.413625976430761,0.92292,0.31848,0.7794,0.6579610197979633
79,Q1,id03,2024-10-10,2024-10-09,0.999965092483008,0.9999980344478838,1.0000000000000009,0.9436925829592758,3.5527361007026563,3.5527361007026563,3.3526907074447556,0.83244,0.4358399999999999,0.6197600000000001,0.583499494297111
32,S2,id02,2024-08-31,2024-08-30,0.9999671167436616,0.9999986495810047,1.0000000000000007,0.9589329298147589,3.492995486108878,3.492995486108878,3.3495483953241143,0.80508,0.27704,0.60328,0.4903990795972936
31,S2,id02,2024-08-30,2024-08-29,0.9999670949632326,0.9999985856889972,1.0000000000000007,0.9570184037972788,3.4936576448382066,3.4936576448382066,3.343494662677221,0.69856,0.13348,0.6161199999999999,0.4118102455814429
144,S4,id06,2024-08-14,2024-08-13,0.999970888874143,0.999999,1.0000000000000004,0.9907782012186345,3.3711485444838587,3.3711485444838587,3.340060490944535,0.94276,0.21448,0.86652,0.7466241402788941
59,Q1,id03,2024-08-17,2024-08-16,0.9999686570433794,0.999999,1.0,0.9684839538789682,3.445019916054642,3.445019916054642,3.336446509492391,0.901,0.69872,0.72764,0.5835910560259441
