source_file,row,subject_id,sleep_date,lifelog_date,target_index,target,flat_idx,h057_prob,source_prob,source_move,pos_frac,mean_benefit,min_benefit,allfull_benefit,frontier_benefit,no_pre_benefit,h088_same_direction,h088_penalty,score,passes_gate,hard_h088_veto,h151_score
submission_h071_rowtarget_assignment_a52b6b57_uploadsafe.csv,2,id01,2024-08-02,2024-08-01,0,Q1,14,0.1032837510399468,0.1001592175335197,-0.0341973305214984,0.9,9.92432061436178e-06,-1.2467407307345305e-06,1.0203890745293807e-05,4.002218754694173e-06,3.785561453370984e-06,True,0.6657142857142857,1.7782285714285715,True,True,0.3684962069429356
submission_h071_rowtarget_assignment_a52b6b57_uploadsafe.csv,2,id01,2024-08-02,2024-08-01,1,Q2,15,0.536621580933206,0.5558458654282564,0.0775702682022699,0.0,-8.429680009491387e-05,-0.0001956027225932,-9.647079764460106e-05,-1.604219231857705e-05,-4.4166768461556186e-05,True,0.7291428571428571,-3.0680571428571426,False,True,-5.713999771699705
submission_h071_rowtarget_assignment_a52b6b57_uploadsafe.csv,2,id01,2024-08-02,2024-08-01,2,Q3,16,0.5682112561937659,0.5616751943609942,-0.026593293919569,0.9,5.725415692055158e-06,-1.8011418350983215e-06,6.86789578557196e-06,4.081872736123021e-06,1.2738501160578283e-06,True,0.4862857142857142,1.8428285714285713,True,True,0.5711951662519468
submission_h071_rowtarget_assignment_a52b6b57_uploadsafe.csv,2,id01,2024-08-02,2024-08-01,3,S1,17,0.2518576456277656,0.2450768042172474,-0.0363151250099851,0.2,-7.262400915325193e-06,-2.8845538785243263e-05,-6.035714154937072e-06,3.0665478302569156e-07,-9.962002775339133e-06,True,0.68,-1.9772571428571428,False,True,-3.9950711680345696
submission_h071_rowtarget_assignment_a52b6b57_uploadsafe.csv,2,id01,2024-08-02,2024-08-01,4,S2,18,0.4522512987540221,0.4449546457295745,-0.0294988611810487,0.1,-5.544848582114708e-06,-1.2460613727645774e-05,-9.028119498714705e-06,9.253241535079512e-07,-1.5515275656333674e-06,True,0.6108571428571429,-1.9888571428571429,False,True,-3.9965163556745162
submission_h071_rowtarget_assignment_a52b6b57_uploadsafe.csv,2,id01,2024-08-02,2024-08-01,5,S3,19,0.8949298069616637,0.9238245894751468,0.3533668460102208,0.9,1.4719685377146722e-05,-6.276377186207014e-06,1.818359788419936e-05,-6.276377186207014e-06,1.7331072742872443e-05,True,0.972,0.8365714285714283,True,True,-0.8267136375792763
submission_h074_antishortcut_inversion_816703df_uploadsafe.csv,2,id01,2024-08-02,2024-08-01,6,S4,20,0.4013011799248306,0.357790335207552,-0.1849212224620982,0.0,-0.0001263282796676,-0.0003418440555351,-0.0001561733008217,-3.95774205585794e-06,-0.00011853388279,True,0.9388571428571428,-3.1730857142857145,False,True,-6.27416903706893
submission_h074_antishortcut_inversion_816703df_uploadsafe.csv,3,id01,2024-08-03,2024-08-02,1,Q2,22,0.6600442750657125,0.6987517935481184,0.1778695323065956,0.0,-0.0002472939955115,-0.0006438572592238,-0.0002898014156416,-4.551166911547298e-05,-0.0001331234148458,True,0.8942857142857142,-3.148714285714285,False,True,-6.891432324647938
submission_h074_antishortcut_inversion_816703df_uploadsafe.csv,4,id01,2024-08-04,2024-08-03,0,Q1,28,0.5445439902464404,0.5326987990380605,-0.0476674532399616,0.7,7.665746372594814e-06,-1.3148410072367027e-05,1.6419255170879252e-06,6.731543057453319e-06,9.79583455209975e-06,True,0.6005714285714285,1.5666285714285717,True,True,0.07433616671553955
submission_h071_rowtarget_assignment_a52b6b57_uploadsafe.csv,4,id01,2024-08-04,2024-08-03,2,Q3,30,0.5388232923930961,0.5556042658277728,0.0677344395810596,0.1,-1.576374469809686e-05,-6.11976258088574e-05,-1.4934353255695449e-05,-1.2504225672386612e-05,-7.371631447242212e-06,True,0.588,-2.8284571428571423,False,True,-4.89260383630345
submission_h073_humanaction_bridge_7a2cbf07_uploadsafe.csv,4,id01,2024-08-04,2024-08-03,3,S1,31,0.7815781459655472,0.7545566712665177,-0.1518225305625917,0.1,-1.7366779195109635e-05,-0.0001163544882453,-1.216394641366e-06,-1.1263935735741109e-06,-3.379065548882408e-05,True,0.8817142857142857,-3.0125714285714285,False,True,-5.358428427539019
submission_h071_rowtarget_assignment_a52b6b57_uploadsafe.csv,4,id01,2024-08-04,2024-08-03,4,S2,32,0.6868186532777408,0.71704153215778,0.1445457506099304,0.9,3.167070757051488e-05,-6.068502216976375e-06,5.108506493442572e-05,-6.068502216976375e-06,1.080148497339093e-05,True,0.916,0.8908857142857143,True,True,-0.643462016213785
submission_h075_antibad_transport_f6863945_uploadsafe.csv,4,id01,2024-08-04,2024-08-03,5,S3,33,0.8598191584284451,0.8782196371913952,0.1618888295388156,0.9,7.47654292869582e-06,-3.1464914470404067e-06,9.049711035252431e-06,-3.1464914470404067e-06,8.790377525450263e-06,True,0.8605714285714285,0.8450571428571425,True,True,-0.7580037878587742
submission_h149_bundle_listener_route_d8e1d789_uploadsafe.csv,4,id01,2024-08-04,2024-08-03,6,S4,34,0.6844363334065584,0.6926084511485304,0.0381073244835512,1.0,2.7039540074174787e-05,5.489597586316071e-07,3.3958258545269716e-05,5.489597586316071e-07,2.520428349191281e-05,True,0.6508571428571429,2.3204571428571428,True,False,2.595911137786448
submission_h074_antishortcut_inversion_816703df_uploadsafe.csv,5,id01,2024-08-06,2024-08-05,0,Q1,35,0.1250884806363739,0.0963479988481428,-0.2933762782366036,0.9,1.526434501051747e-05,-6.853620835431627e-05,9.94598322472596e-06,7.301495295334234e-07,4.313595377191225e-05,True,0.9337142857142856,1.6065999999999998,True,True,0.016810045975942378
submission_h074_antishortcut_inversion_816703df_uploadsafe.csv,5,id01,2024-08-06,2024-08-05,2,Q3,37,0.5251374051887717,0.5393650310295239,0.0571522098279112,0.6,1.759474995294904e-05,-4.157496478419175e-06,1.828353225996185e-05,-2.3792810824719223e-06,1.3518989598220487e-06,False,0.0,1.1818857142857144,False,False,1.6876424413865738
