flat_idx,row,target,target_idx,cell_key,direction,source_families,source_family_count,source_records,mean_health,max_health,mean_local_score,max_abs_proposed_step,mean_abs_proposed_step,bad_tangent_value,bad_tangent_abs,bad_tangent_abs_rank,anti_tangent_direction,proposed_is_anti_bad,proposed_is_bad_aligned,action_health,anti_bad_score,orthogonal_score,release_sign,raw_projection_step,bad_tangent_dot,anti_bad_benefit,old_global_energy,new_global_energy,global_energy_delta,old_subject_energy,new_subject_energy,subject_energy_delta,old_combined_energy,new_combined_energy,combined_energy_delta,subject_id,invariant_good_rank,subject_good_rank,anti_benefit_rank,projection_score
787,112,S1,3,112:S1,1,"listener_dropout,public_loss_tomography,route_frontier,route_toxicity_fusion",4,4,0.4524223336815679,0.5669264437689969,0.3695876324065195,0.8,0.6296569831710154,-0.0005605912810569909,0.0005605912810569909,0.18884892086330934,1,True,False,0.6120286731934972,0.4748603380947746,0.6752419437657711,1,0.18064511483221976,-0.00010126807634048129,0.00010126807634048129,2.2701151337105965,2.1707542224531187,-0.09936091125747781,0.03245572569474915,0.02350903930439072,-0.008946686390358432,2.282448309474601,2.1796876573887873,-0.10276065208581375,id05,0.9612068965517241,0.9267241379310345,0.5862068965517241,0.7693901049523388
789,112,S3,5,112:S3,1,"listener_dropout,route_frontier,route_toxicity_fusion",3,3,0.4622262923811535,0.5087491986961834,0.35837071954339406,0.5175749935185845,0.3454399006604978,-0.0024643512943980867,0.0024643512943980867,0.8057553956834532,1,True,False,0.5531026028893422,0.6806830428750044,0.48231758369272154,1,0.36165969027696604,-0.0008912565258656523,0.0008912565258656523,2.2701151337105965,2.1227752501007617,-0.14733988360983474,0.03245572569474915,0.03294670190139166,0.0004909762066425058,2.282448309474601,2.1352949968232906,-0.14715331265131049,id05,0.9956896551724138,0.5646551724137931,0.8189655172413793,0.7690998647381568
668,95,S1,3,95:S1,1,"listener_dropout,route_toxicity_fusion",2,2,0.3227113131294596,0.3272683227114716,0.033465909090909046,0.2755621472445604,0.1503970587017767,0.0038423568544189734,0.0038423568544189734,0.8830935251798561,-1,False,True,0.3875703734658648,0.6338701138981524,0.3187601066537507,-1,-0.3322297467874573,-0.0012765452448106666,0.0012765452448106666,0.5693268638211363,0.5321290538270291,-0.037197809994107156,0.06271533650370825,0.057082645584980066,-0.0056326909187281865,0.5931586916925454,0.5538204591493215,-0.03933823254322388,id04,0.8103448275862069,0.896551724137931,0.875,0.7672698804441935
1442,206,Q1,0,206:Q1,-1,public_loss_tomography,1,1,0.45826200607902734,0.45826200607902734,0.1702127659574468,0.5682027141746866,0.5682027141746866,0.002919458141756058,0.002919458141756058,0.8381294964028777,-1,True,False,0.38061404716486746,0.5943051259623028,0.2869536651315828,-1,-0.31932484272010464,-0.0009322555119441822,0.0009322555119441822,0.36834400416447777,0.2961190792305341,-0.07222492493394367,0.08653478251485679,0.07453160955568224,-0.012003172959174552,0.40122722152012336,0.32444109086169337,-0.07678613065842999,id09,0.9224137931034483,0.9525862068965517,0.8275862068965517,0.7601223854774133
909,129,S4,6,129:S4,-1,"listener_dropout,route_frontier,route_toxicity_fusion",3,3,0.5020460841976871,0.5163090961761299,0.3406939518666263,0.5368177578959871,0.35636055951354956,0.0016086223687107196,0.0016086223687107196,0.60431654676259,-1,True,False,0.5624633080605482,0.5900616687029967,0.5279245579023593,-1,-0.3032812261564819,-0.0004878649644053314,0.0004878649644053314,1.2892885239257372,1.2329998752211675,-0.05628864870456973,0.07068016592381174,0.06969178118074848,-0.0009883847430632586,1.3161469869767857,1.259482752069852,-0.05666423490693373,id06,0.8620689655172413,0.771551724137931,0.7456896551724138,0.7508561982552051
530,75,S3,5,75:S3,1,"listener_dropout,route_toxicity_fusion",2,2,0.3371022223112777,0.38668749999999996,0.0598863636363636,0.3855456695655455,0.2408020906659183,-0.0023061982660152035,0.0023061982660152035,0.7715827338129496,1,True,False,0.41529773185518953,0.5924189392186344,0.35971979117304576,1,0.3131327009131573,-0.0007221460918785807,0.0007221460918785807,1.1192137937085553,1.0258282228871154,-0.09338557082143994,0.030784693615280138,0.030511981889407336,-0.00027271172587280124,1.1309119772823617,1.0374227760050903,-0.09348920127727145,id03,0.9482758620689655,0.7068965517241379,0.7931034482758621,0.742826947441658
906,129,S1,3,129:S1,-1,"listener_dropout,route_frontier,route_toxicity_fusion",3,3,0.44647922935066275,0.48025,0.16116030495784803,0.4742864517522182,0.29449922413228447,-0.1261613043439233,0.1261613043439233,0.9820143884892086,1,False,True,0.5157132877417427,0.7461976615252667,0.3955356402768242,1,0.40130468316280027,-0.05062912226714376,0.05062912226714376,1.2892885239257372,1.2893041697425869,1.564581684965205e-05,0.07068016592381174,0.07068070208389243,5.361600806941258e-07,1.3161469869767857,1.316162836534466,1.584955768030305e-05,id06,0.5818965517241379,0.6422413793103449,0.9913793103448276,0.7363934363835065
137,19,S2,4,19:S2,1,"listener_dropout,route_frontier,route_toxicity_fusion",3,7,0.8140724397026187,0.864305619930475,0.9198653760720201,0.5700349982149544,0.4727888450524575,-0.002323975417350538,0.002323975417350538,0.7877697841726619,1,True,False,0.853302218831293,0.7681748073308122,0.7082013942841342,1,0.4414012479592056,-0.0010258056494450432,0.0010258056494450432,0.49795640206996283,0.43619358667409364,-0.0617628153958692,0.09080695316055122,0.10071368685354998,0.009906733692998757,0.5324630442709724,0.47446478767844263,-0.05799825659252972,id01,0.8706896551724138,0.13793103448275862,0.8362068965517241,0.7161835274268
351,50,Q2,1,50:Q2,-1,public_loss_tomography,1,1,0.9164893617021277,0.9164893617021277,0.8617021276595744,0.8,0.8,0.0031086400071981117,0.0031086400071981117,0.8489208633093526,-1,True,False,0.7293646368305209,0.737652388563104,0.5486681217373863,-1,-0.42847345160115485,-0.0013319697136696138,0.0013319697136696138,0.984339200860236,0.9252782824899877,-0.059060918370248294,0.16474261275966234,0.168484356628205,0.0037417438685426463,1.0469413937089076,0.9893023380087056,-0.057639055700202,id02,0.8663793103448276,0.3577586206896552,0.8879310344827587,0.7159224798239179
372,53,Q2,1,53:Q2,-1,public_loss_tomography,1,1,0.6292544072948328,0.6292544072948328,0.5531914893617021,0.8,0.8,0.0017436271996776745,0.0017436271996776745,0.658273381294964,-1,True,False,0.5257470866785453,0.5891286831536443,0.45165714358602294,-1,-0.31094466931792286,-0.0005421715830175104,0.0005421715830175104,1.248438754240626,1.2004438461941462,-0.047994908046479656,0.056342127905549946,0.05540121155060538,-0.0009409163549445668,1.2698487628447348,1.2214963065833764,-0.04835245626135842,id02,0.8448275862068966,0.7672413793103449,0.7629310344827587,0.7093781545582225
