row,target,target_i,e247_prob_check,h012_prob_check,h012_abs_logit_delta_check,subject_id,sleep_date,lifelog_date,base_prob,h012_prob,posterior_prob,memory_prob_full,memory_prob_date,memory_prob_state,h012_changed,h012_logit_delta,posterior_logit_delta,memory_logit_delta,memory_alignment,memory_agrees_h012,memory_disagrees_h012,posterior_cell_delta,posterior_gain,cell_score,row_full_reliability,row_full_reliability_q,row_full_ess,neighbor_count,min_day_gap,memory_alignment_q,private_safe_score,score_identity_combo,score_joint_vector_cell,score_public_row_subset,score_h012_posterior,gain_rank,abs_move_rank,anti_memory_rank,low_gain_rank,target_group_Q,target_group_S,target_group_S124,target_group_Q3S,public_conflict_core_score,public_conflict_s_route_score,rollback_cost_score,h031_cell_role
0,Q1,0,0.2375246548677801,0.1952401438424609,0.25001486416632535,id01,2024-07-31,2024-07-30,0.2375246548677801,0.1952401438424609,0.178952164891399,0.4120111778183677,0.3663177589215589,0.3753179172452702,True,-0.2500148641663253,-0.3571640916661789,0.8106412874354132,-0.2026723713657799,False,True,-0.0092330426778737,0.0092330426778737,0.3571640916661787,0.1779471280358209,0.0763052208835341,10.45947977205954,28,2.0,0.2043369474562135,0.4087559958625317,0.5992114285714286,0.5411428571428571,0.5902857142857143,0.8314285714285714,0.7408333333333333,0.8302857142857143,0.86,0.1777142857142857,1.0,0.0,0.0,0.0,0.7911029904761905,0.5142169438095239,0.15344120253528948,conflict_core
0,Q2,1,0.4975144875918229,0.5282565708634688,0.12308897141995406,id01,2024-07-31,2024-07-30,0.4975144875918229,0.5282565708634688,0.5413799507010606,0.5998009470013197,0.6157461577410871,0.615938682388588,True,0.123088971419954,0.1758413877427911,0.4145779208756643,0.0510299698540086,True,False,-0.0035063482433309,0.0035063482433309,0.1758413877427911,0.1779471280358209,0.0763052208835341,10.45947977205954,28,2.0,0.7631359466221852,0.9189557954859078,0.4823314285714286,0.0508571428571428,0.5902857142857143,0.5885714285714285,0.4666666666666667,0.5834285714285714,0.16285714285714287,0.36571428571428577,1.0,0.0,0.0,0.0,0.2933464380952381,0.19067518476190476,0.6776070023370111,other
0,Q3,2,0.5541805485467693,0.5541805485467693,0.0,id01,2024-07-31,2024-07-30,0.5541805485467693,0.5541805485467693,0.5415287725018717,0.5576494718897963,0.5921283710094533,0.5934027540689976,False,0.0,-0.0510778172029832,0.0140514797418479,0.0,False,False,0.0,-0.0,0.0491860461954653,0.1779471280358209,0.0763052208835341,10.45947977205954,28,2.0,0.0,0.0812629592124932,0.5373885714285714,0.9331428571428572,0.5902857142857143,0.216,0.0,0.15742857142857142,0.43514285714285716,0.8425714285714285,1.0,0.0,0.0,1.0,0.22135520000000003,0.14388088000000002,0.2557399659702274,other
0,S1,3,0.5668133559792676,0.5454902757586634,0.08639571773033647,id01,2024-07-31,2024-07-30,0.5668133559792676,0.5454902757586634,0.5362957771736296,0.5556813725288936,0.6815163080779623,0.619934509604957,True,-0.0863957177303364,-0.1234224539004808,-0.0452082632025009,0.003905800346722,True,False,-0.0017169665999977,0.0017169665999977,0.1234224539004808,0.1779471280358209,0.0763052208835341,10.45947977205954,28,2.0,0.6088407005838199,0.7408755294361073,0.5596857142857142,0.6942857142857143,0.5902857142857143,0.4697142857142857,0.2816666666666667,0.4674285714285714,0.26857142857142857,0.49257142857142855,0.0,1.0,1.0,1.0,0.2988375238095238,0.2988375238095238,0.6601847706030189,agree_cost
0,S2,4,0.5279983569898583,0.4713998480827134,0.22663632673863873,id01,2024-07-31,2024-07-30,0.5279983569898583,0.4713998480827134,0.4472827866261835,0.5909551897625872,0.7106202744015162,0.6511012907147988,True,-0.2266363267386387,-0.3237661810551982,0.2558047775560824,-0.057974655147505,False,True,-0.0118792952581279,0.0118792952581279,0.3237661810551981,0.1779471280358209,0.0763052208835341,10.45947977205954,28,2.0,0.4161801501251042,0.6152246988173001,0.6224914285714287,0.4131428571428571,0.5902857142857143,0.8045714285714286,0.7975,0.8022857142857143,0.7148571428571429,0.1388571428571429,0.0,1.0,1.0,1.0,0.7774603999999998,0.7774603999999998,0.20954485243221616,conflict_core
0,S3,5,0.8144085433008215,0.8468215168945182,0.23097180338709689,id01,2024-07-31,2024-07-30,0.8144085433008215,0.8468215168945182,0.8592257399630513,0.6710105412676551,0.8410244003638393,0.7576029790061404,True,0.2309718033870968,0.3299597191244239,-0.7661552107535342,-0.1769602507021651,False,True,-0.0065129278382434,0.0065129278382434,0.3299597191244239,0.1779471280358209,0.0763052208835341,10.45947977205954,28,2.0,0.2210175145954962,0.4210912228074177,0.4817028571428571,0.2925714285714286,0.5902857142857143,0.8097142857142857,0.6475,0.808,0.8485714285714285,0.24171428571428566,0.0,1.0,0.0,1.0,0.7217714857142857,0.46915146571428573,0.1760471829907004,conflict_core
0,S4,6,0.480407646947656,0.5111230093690158,0.12290893888562268,id01,2024-07-31,2024-07-30,0.480407646947656,0.5111230093690158,0.5242745607964987,0.5697109881413573,0.6784004360173772,0.6268155147038068,True,0.1229089388856226,0.1755841984080327,0.3590816501191042,0.0441343445894375,True,False,-0.003504367181666,0.003504367181666,0.1690810799484759,0.1779471280358209,0.0763052208835341,10.45947977205954,28,2.0,0.74395329441201,0.8974861221207868,0.5893085714285714,0.4165714285714286,0.5902857142857143,0.5771428571428572,0.4658333333333333,0.5828571428571429,0.176,0.3662857142857143,0.0,1.0,1.0,1.0,0.3372146476190476,0.3372146476190476,0.6712855004565133,other
1,Q1,0,0.0681101766719186,0.0950246972067914,0.3623171280296793,id01,2024-08-01,2024-07-31,0.0681101766719186,0.0950246972067914,0.1092434717816216,0.4254570204709936,0.3701563287032196,0.391076936440804,True,0.3623171280296793,0.5175958971852568,2.3156769801054207,0.8390094328762369,True,False,-0.0102738421638088,0.0102738421638088,0.5175958971852577,0.2547768296430849,0.4618473895582329,8.853862010732056,28,3.0,0.9866555462885738,1.3972247527886736,0.5695314285714286,0.5285714285714286,0.6062857142857143,0.8982857142857142,0.76,0.8965714285714286,0.009714285714285713,0.1645714285714286,1.0,0.0,0.0,0.0,0.44230948571428574,0.28750116571428574,0.7695798947431819,other
1,Q2,1,0.5142003796073951,0.5142003796073951,0.0,id01,2024-08-01,2024-07-31,0.5142003796073951,0.5142003796073951,0.5172148530254022,0.5854617180925707,0.6124226070595306,0.6111350181029427,False,0.0,0.0120698423069859,0.288418672562228,0.0,False,False,0.0,-0.0,0.0111757799138758,0.2547768296430849,0.4618473895582329,8.853862010732056,28,3.0,0.0,0.242015747380603,0.29992,0.0971428571428571,0.6062857142857143,0.056,0.0,0.15742857142857142,0.43514285714285716,0.8425714285714285,1.0,0.0,0.0,0.0,0.12597897142857145,0.08188633142857145,0.31840710106291376,other
1,Q3,2,0.5380175347484274,0.510501737615549,0.11035108657594989,id01,2024-08-01,2024-07-31,0.5380175347484274,0.510501737615549,0.498679954653228,0.5526997482224537,0.5894829846205237,0.5815611291671599,True,-0.1103510865759498,-0.1576444093942143,0.0592206142371341,-0.0065350591287629,False,True,-0.0028241009776905,0.0028241009776905,0.1576444093942143,0.2547768296430849,0.4618473895582329,8.853862010732056,28,3.0,0.5704753961634695,0.9125483190729462,0.6966857142857144,0.936,0.6062857142857143,0.556,0.41333333333333333,0.5514285714285714,0.6091428571428571,0.40228571428571425,1.0,0.0,0.0,1.0,0.6605927619047619,0.42938529523809527,0.39268780416455507,other
1,S1,3,0.2378075063190286,0.2239016388290741,0.07833483246620943,id01,2024-08-01,2024-07-31,0.2378075063190286,0.2239016388290741,0.2181219462130418,0.5741690693765056,0.676304224487459,0.6203127927810318,True,-0.0783348324662094,-0.1119069035231563,1.463619098603002,-0.1146523568834106,False,True,-0.000993579959312,0.000993579959312,0.1119069035231556,0.2547768296430849,0.4618473895582329,8.853862010732056,28,3.0,0.2852376980817347,0.6038686541530183,0.6206114285714287,0.8285714285714286,0.6062857142857143,0.4388571428571428,0.12833333333333333,0.43542857142857144,0.8045714285714286,0.5977142857142856,0.0,1.0,1.0,1.0,0.5679581333333333,0.5679581333333333,0.35261544575267095,other
1,S2,4,0.4840410685567564,0.467637104525372,0.06577539711857776,id01,2024-08-01,2024-07-31,0.4840410685567564,0.467637104525372,0.4606261252996861,0.6051010873102188,0.7045724956225209,0.6473668810567742,True,-0.0657753971185777,-0.093964853026539,0.4906231322099249,-0.0322709313566682,False,True,-0.0010003527419601,0.0010003527419601,0.0939648530265389,0.2547768296430849,0.4618473895582329,8.853862010732056,28,3.0,0.4870725604670559,0.792667495955149,0.4544114285714286,0.0874285714285714,0.6062857142857143,0.3737142857142857,0.13083333333333333,0.36857142857142855,0.6662857142857143,0.596,0.0,1.0,1.0,1.0,0.4620984190476191,0.4620984190476191,0.41476719862849515,other
