row,subject_id,sleep_date,lifelog_date,target,flat_idx,h057_prob,listener_coef,listener_abs,listener_rank
144,id06,2024-08-14,2024-08-13,S4,1014,0.9998058840987556,2.1739325238959652e-05,2.1739325238959652e-05,1.0
139,id06,2024-07-19,2024-07-18,S3,978,0.9998322183658211,2.1739325238938513e-05,2.1739325238938513e-05,0.9994285714285714
135,id06,2024-07-14,2024-07-13,S3,950,0.9998174319302912,2.173932523890737e-05,2.173932523890737e-05,0.9988571428571429
188,id08,2024-08-10,2024-08-09,Q3,1318,0.6598227977319086,1.8382613859726127e-05,1.8382613859726127e-05,0.9982857142857143
164,id07,2024-07-26,2024-07-25,S1,1151,0.9223507042282848,1.480905810507883e-05,1.480905810507883e-05,0.9977142857142857
70,id03,2024-09-16,2024-09-15,Q1,490,0.9972051395458154,-1.4636150008697003e-05,1.4636150008697003e-05,0.9971428571428571
164,id07,2024-07-26,2024-07-25,S4,1154,0.3773264958983826,-1.4420789474419751e-05,1.4420789474419751e-05,0.9965714285714286
128,id06,2024-07-07,2024-07-06,S1,899,0.9999771775503488,1.3308828531179617e-05,1.3308828531179617e-05,0.996
54,id02,2024-10-12,2024-10-11,S1,381,0.9999754620986482,1.3308828531047529e-05,1.3308828531047529e-05,0.9954285714285714
32,id02,2024-08-31,2024-08-30,S2,228,0.9999671167436616,1.330882853100512e-05,1.330882853100512e-05,0.9948571428571429
130,id06,2024-07-09,2024-07-08,S1,913,0.9999797655728808,1.3308828530997943e-05,1.3308828530997943e-05,0.9942857142857143
31,id02,2024-08-30,2024-08-29,S2,221,0.9999670949632326,1.330882853098811e-05,1.330882853098811e-05,0.9937142857142857
140,id06,2024-07-21,2024-07-20,S2,984,0.9999673286286056,1.330882853097195e-05,1.330882853097195e-05,0.9931428571428571
142,id06,2024-08-12,2024-08-11,S2,998,0.9999723956511856,1.3308828530959147e-05,1.3308828530959147e-05,0.9925714285714285
138,id06,2024-07-18,2024-07-17,S3,971,0.9951216136908172,1.330882853091629e-05,1.330882853091629e-05,0.992
129,id06,2024-07-08,2024-07-07,S2,907,0.993291558834372,1.3308828530914761e-05,1.3308828530914761e-05,0.9914285714285714
140,id06,2024-07-21,2024-07-20,S3,985,0.9960938897116238,1.3308828530913985e-05,1.3308828530913985e-05,0.9908571428571429
129,id06,2024-07-08,2024-07-07,S1,906,0.9999803025710006,1.330882853088832e-05,1.330882853088832e-05,0.9902857142857143
142,id06,2024-08-12,2024-08-11,S1,997,0.9999759958193288,1.3308828530694292e-05,1.3308828530694292e-05,0.9897142857142858
147,id06,2024-08-21,2024-08-20,S2,1033,0.99997013173659,1.3308828530635528e-05,1.3308828530635528e-05,0.9891428571428571
54,id02,2024-10-12,2024-10-11,S2,382,0.9874623635995506,1.255198563504719e-05,1.255198563504719e-05,0.9885714285714285
164,id07,2024-07-26,2024-07-25,Q1,1148,0.5726236359257583,-1.1323013260113187e-05,1.1323013260113187e-05,0.988
151,id06,2024-08-25,2024-08-24,Q3,1059,0.8051517532471274,1.1154266802336668e-05,1.1154266802336668e-05,0.9874285714285714
145,id06,2024-08-15,2024-08-14,S2,1019,0.9999705088278752,1.09206068487552e-05,1.09206068487552e-05,0.9868571428571429
137,id06,2024-07-17,2024-07-16,S1,962,0.9999777475943514,1.091612532517482e-05,1.091612532517482e-05,0.9862857142857143
55,id02,2024-10-13,2024-10-12,S1,388,0.9999760576985588,1.084413257918776e-05,1.084413257918776e-05,0.9857142857142858
53,id02,2024-10-10,2024-10-09,S2,375,0.9999707660155708,1.0759138118529146e-05,1.0759138118529146e-05,0.9851428571428571
205,id09,2024-08-10,2024-08-09,S1,1438,0.999966985574648,1.0700756838636588e-05,1.0700756838636588e-05,0.9845714285714285
102,id04,2024-10-25,2024-10-24,S1,717,0.9999704219951868,1.068089817398043e-05,1.068089817398043e-05,0.984
147,id06,2024-08-21,2024-08-20,S4,1035,0.9780412979073642,9.651623340450987e-06,9.651623340450987e-06,0.9834285714285714
66,id03,2024-08-25,2024-08-24,Q1,462,0.9886989098935578,9.4780670526208e-06,9.4780670526208e-06,0.9828571428571429
148,id06,2024-08-22,2024-08-21,Q2,1037,0.8053003646868163,-8.94122254170451e-06,8.94122254170451e-06,0.9822857142857143
96,id04,2024-10-17,2024-10-16,Q3,674,0.9999592460567452,-8.273336539767386e-06,8.273336539767386e-06,0.9817142857142858
43,id02,2024-09-29,2024-09-28,Q1,301,0.999959881588841,-8.238262756750932e-06,8.238262756750932e-06,0.9811428571428571
79,id03,2024-10-10,2024-10-09,Q1,553,0.999965092483008,-7.004876380308301e-06,7.004876380308301e-06,0.9805714285714285
36,id02,2024-09-04,2024-09-03,S1,255,0.982714851520107,5.866479727365175e-06,5.866479727365175e-06,0.98
59,id03,2024-08-17,2024-08-16,Q1,413,0.9999686570433794,-5.7581950723411155e-06,5.7581950723411155e-06,0.9794285714285714
78,id03,2024-10-06,2024-10-05,Q1,546,0.9999954459625952,-5.700735991295858e-06,5.700735991295858e-06,0.9788571428571429
128,id06,2024-07-07,2024-07-06,S2,900,0.9672789969212284,5.4290180532244554e-06,5.4290180532244554e-06,0.9782857142857143
135,id06,2024-07-14,2024-07-13,Q1,945,0.3265168623517541,-5.395486875582337e-06,5.395486875582337e-06,0.9777142857142858
98,id04,2024-10-19,2024-10-18,Q2,687,0.4631417001415242,5.381931736645426e-06,5.381931736645426e-06,0.9771428571428571
40,id02,2024-09-08,2024-09-07,S1,283,0.9898682589348432,5.367757804807098e-06,5.367757804807098e-06,0.9765714285714285
48,id02,2024-10-05,2024-10-04,S1,339,0.9999961043386288,-5.367719624822566e-06,5.367719624822566e-06,0.976
148,id06,2024-08-22,2024-08-21,S4,1042,0.9974938621405658,-5.268736721883815e-06,5.268736721883815e-06,0.9754285714285714
93,id04,2024-09-27,2024-09-26,S1,654,0.998429958276754,-5.166236747614066e-06,5.166236747614066e-06,0.9748571428571429
44,id02,2024-09-30,2024-09-29,Q2,309,0.6205899898125083,5.089939548164884e-06,5.089939548164884e-06,0.9742857142857143
135,id06,2024-07-14,2024-07-13,Q2,946,0.6690357346201358,-4.955775321564833e-06,4.955775321564833e-06,0.9737142857142858
91,id04,2024-09-25,2024-09-24,Q2,638,0.517487560784734,4.939844125036358e-06,4.939844125036358e-06,0.9731428571428572
205,id09,2024-08-10,2024-08-09,S2,1439,0.9120536048553756,4.937434559745466e-06,4.937434559745466e-06,0.9725714285714285
10,id01,2024-08-13,2024-08-12,Q2,71,0.5036388558656353,4.891861923685e-06,4.891861923685e-06,0.972
143,id06,2024-08-13,2024-08-12,S4,1007,0.9950664304036774,-4.888530443363686e-06,4.888530443363686e-06,0.9714285714285714
143,id06,2024-08-13,2024-08-12,S2,1005,0.9998193973754448,4.878331822807192e-06,4.878331822807192e-06,0.9708571428571429
225,id09,2024-09-20,2024-09-19,Q2,1576,0.5141995124977706,-4.733255503672327e-06,4.733255503672327e-06,0.9702857142857143
150,id06,2024-08-24,2024-08-23,Q2,1051,0.7826729064812187,-4.7217110188073156e-06,4.7217110188073156e-06,0.9697142857142858
35,id02,2024-09-03,2024-09-02,S3,250,0.9675101967434528,-4.719091994312119e-06,4.719091994312119e-06,0.9691428571428572
97,id04,2024-10-18,2024-10-17,S1,682,0.9999958211825608,-4.672888078478114e-06,4.672888078478114e-06,0.9685714285714285
174,id07,2024-08-25,2024-08-24,Q2,1219,0.4594026148283482,-4.599982028980506e-06,4.599982028980506e-06,0.968
146,id06,2024-08-20,2024-08-19,S2,1026,0.9928343115073028,-4.59188406806689e-06,4.59188406806689e-06,0.9674285714285714
226,id09,2024-09-21,2024-09-20,Q2,1583,0.6608545272191213,-4.5892261660034985e-06,4.5892261660034985e-06,0.9668571428571429
110,id05,2024-10-02,2024-10-01,Q2,771,0.4201425908624313,4.566559920952596e-06,4.566559920952596e-06,0.9662857142857143
203,id09,2024-08-08,2024-08-07,Q2,1422,0.3613005920532577,4.564369202747225e-06,4.564369202747225e-06,0.9657142857142857
150,id06,2024-08-24,2024-08-23,S2,1054,0.997425887183088,-4.488864397806876e-06,4.488864397806876e-06,0.9651428571428572
135,id06,2024-07-14,2024-07-13,Q3,947,0.8233562803446187,4.467699051953055e-06,4.467699051953055e-06,0.9645714285714285
151,id06,2024-08-25,2024-08-24,Q2,1058,0.7887665583504021,-4.395714705088666e-06,4.395714705088666e-06,0.964
32,id02,2024-08-31,2024-08-30,S1,227,0.9818631015384331,4.293928055547428e-06,4.293928055547428e-06,0.9634285714285714
31,id02,2024-08-30,2024-08-29,S3,222,0.9388626524625228,4.282069484730553e-06,4.282069484730553e-06,0.9628571428571429
149,id06,2024-08-23,2024-08-22,Q3,1045,0.777022604386795,4.268459749654008e-06,4.268459749654008e-06,0.9622857142857143
168,id07,2024-08-16,2024-08-15,Q2,1177,0.427742815510214,4.2388616636672194e-06,4.2388616636672194e-06,0.9617142857142857
152,id07,2024-07-14,2024-07-13,Q2,1065,0.5076083726478272,-4.115361728784947e-06,4.115361728784947e-06,0.9611428571428572
158,id07,2024-07-20,2024-07-19,Q2,1107,0.3439340829685295,3.978123218983452e-06,3.978123218983452e-06,0.9605714285714285
117,id05,2024-10-17,2024-10-16,Q1,819,0.9530576960281656,-3.645010870738445e-06,3.645010870738445e-06,0.96
38,id02,2024-09-06,2024-09-05,S3,271,0.9381766551384754,3.62631689118171e-06,3.62631689118171e-06,0.9594285714285714
27,id02,2024-08-26,2024-08-25,Q2,190,0.6544527640464474,3.575330480022294e-06,3.575330480022294e-06,0.9588571428571429
242,id10,2024-09-19,2024-09-18,Q2,1695,0.3160642944373842,-3.5257608382505593e-06,3.5257608382505593e-06,0.9582857142857143
87,id04,2024-09-20,2024-09-19,Q3,611,0.5262087064141104,-3.5093777956409467e-06,3.5093777956409467e-06,0.9577142857142857
103,id04,2024-10-26,2024-10-25,S1,724,0.9999957361111348,-3.403130695168159e-06,3.403130695168159e-06,0.9571428571428572
136,id06,2024-07-16,2024-07-15,S1,955,0.999996621705469,-3.3628504782313583e-06,3.3628504782313583e-06,0.9565714285714285
228,id10,2024-08-05,2024-08-04,S4,1602,0.8382240324012181,3.3561898299162224e-06,3.3561898299162224e-06,0.956
121,id05,2024-11-13,2024-11-12,Q2,848,0.4463584382757546,3.349819912912275e-06,3.349819912912275e-06,0.9554285714285714
136,id06,2024-07-16,2024-07-15,Q2,953,0.5593206571344809,-3.291351407010067e-06,3.291351407010067e-06,0.9548571428571428
142,id06,2024-08-12,2024-08-11,S4,1000,0.9592212049504338,3.27311916196364e-06,3.27311916196364e-06,0.9542857142857143
151,id06,2024-08-25,2024-08-24,S2,1061,0.9981439428441186,-3.172074284450366e-06,3.172074284450366e-06,0.9537142857142857
70,id03,2024-09-16,2024-09-15,Q3,492,0.7379400612256236,3.137097561637573e-06,3.137097561637573e-06,0.9531428571428572
50,id02,2024-10-07,2024-10-06,Q2,351,0.6835694225546829,3.0747936945659323e-06,3.0747936945659323e-06,0.9525714285714286
194,id08,2024-09-09,2024-09-08,Q2,1359,0.7100675875039203,3.01612916725907e-06,3.01612916725907e-06,0.952
