file,actual_delta,role,h_frontier_fit_delta,h_frontier_fit_error,h_plus_bad_fit_delta,h_plus_bad_fit_error,all_observed_fit_delta,all_observed_fit_error
submission_h057_q2row_fullvector_state_7cde1a77_uploadsafe.csv,0.0,frontier,0.0,0.0,0.0,0.0,0.0,0.0
submission_h042_target_Q2_phase_k45_s0.5_c45_50fc6607_uploadsafe.csv,0.00015723090000008266,frontier_basin,0.0002414216617138065,8.419076171372383e-05,0.00015723713349963904,6.233499556373284e-09,0.00026432383864425,0.00010709293864416731
submission_h050_target_route_phase_b140216b_uploadsafe.csv,0.00015723090000008266,frontier_basin,0.0001795454797697117,2.2314579769629038e-05,0.0001572304997601086,-4.002399740571285e-10,0.00015326912281905526,-3.961777181027404e-06
submission_h144_targetxor_def80b88_uploadsafe.csv,0.00018204710000002677,tie_sensor,7.608061003171184e-06,-0.00017443903899685558,0.0001820427671934816,-4.332806545162158e-09,2.3504978327145516e-05,-0.00015854212167288126
submission_h145_q3repair_2d818e46_uploadsafe.csv,0.00018204710000002677,tie_sensor,7.616013161444174e-06,-0.0001744310868385826,0.00018203246250079978,-1.46374992269951e-08,2.2906041361694716e-05,-0.00015914105863833205
submission_h012_public_equation_top_all_k1200_a0.7_uploadsafe.csv,0.0003758892000000902,breakthrough_anchor,0.0002560550099664159,-0.00011983419003367427,0.0003758835109539436,-5.68904614660793e-09,0.0002965455390632888,-7.934366093680139e-05
submission_h088_dual_state_gate_c31cc15b_uploadsafe.csv,0.0007466080000000375,negative_sensor,0.0007261328791832453,-2.0475120816792168e-05,0.0007466074409553959,-5.590446415255218e-10,0.000692901905262116,-5.370609473792144e-05
submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,0.00841135550000005,pre_h_world,-0.0015676600239758359,-0.009979015523975886,0.00964935362935391,0.0012379981293538598,0.008603084613861868,0.0001917291138618174
submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,0.008532973700000057,pre_h_world,-0.0015697646562808634,-0.010102738356280921,0.009608261834994719,0.001075288134994662,0.008599110229557913,6.613652955785553e-05
submission_e368_q2s1rowmask_selected_e368_q2_damp_s1_recover_amp1_06_be814361_uploadsafe.csv,0.00854283510000009,pre_h_world,-0.0015635341800640883,-0.010106369280064179,0.009665384285941303,0.0011225491859412125,0.008597151207982198,5.4316107982108064e-05
submission_e95_hardtail_541e3973.csv,0.008543735900000016,pre_h_world,-0.0015680717476849863,-0.010111807647685002,0.009603864382960348,0.001060128482960332,0.008623010770057532,7.927487005751632e-05
submission_e101_q2s3tail_177569bc.csv,0.00855277210000005,pre_h_world,-0.0015681411635020451,-0.010120913263502096,0.0096040170544209,0.0010512449544208494,0.008621767785132914,6.899568513286415e-05
submission_mixmin_0c916bb4.csv,0.008559046600000064,pre_h_world,-0.0015697760738347902,-0.010128822673834855,0.009596677408688524,0.0010376308086884594,0.008590917691429435,3.187109142937031e-05
submission_e176_abl_q2_to0p75_91e49725.csv,0.008564237100000094,pre_h_world,-0.0015687922548750675,-0.010133029354875162,0.009604011951862347,0.0010397748518622529,0.008621297459034429,5.706035903433465e-05
submission_e267_humansocial_tail_balanced_2936100f.csv,0.008581903499999988,pre_h_world,-0.001567157945365093,-0.01014906144536508,0.00964584760138934,0.0010639441013893525,0.008600481474439115,1.8577974439127135e-05
submission_e72_topabs50_q2s3_gate_4e48cba2.csv,0.008660183300000068,pre_h_world,-0.0015716804530597724,-0.010231863753059841,0.009619602346532209,0.0009594190465321405,0.008617385534180276,-4.279776581979193e-05
submission_e323_5508f966_uploadsafe.csv,0.009287907699999987,bad_anchor,-0.0015698748493581645,-0.01085778254935815,0.009287908131113966,4.3111397958484066e-10,0.009201727813094428,-8.617988690555814e-05
submission_e216_maskfam_jepa_s2_rank_e154_s0p75_eaac6709.csv,0.009538914900000028,bad_anchor,-0.0015954368099520217,-0.01113435170995205,0.009538915086864825,1.8686479620610985e-10,0.009284477115319618,-0.00025443778468041064
submission_h010_objective_s1s4_v2_uploadsafe.csv,0.01042422360000006,bad_anchor,-0.0016054555365958875,-0.012029679136595948,0.010424222857527579,-7.424724810661809e-10,0.010232469293083225,-0.00019175430691683454
