row,target,source,teacher_logit_move,decoded_logit_move,student_full_action_prob,student_full_sign_prob,student_full_signed_move,student_score,atlas_action_health,cohort_outlier_score,peer_only_toxicity,base_prob,base_uncertainty,target_peer_margin,target_peer_margin_abs
5.0,Q3,teacher_keep,1.4806648788912005,1.4806648788912005,0.7732760695692983,0.687718285970415,0.23132714321750183,0.5752546695614925,0.13843485714285714,0.033914285714285716,0.2042857142857143,0.5251374051887717,0.9497251896224566,0.20235985323972394,0.20235985323972394
5.0,S2,teacher_keep,1.156807505380315,1.156807505380315,0.7688729404282821,0.8650597376189927,0.2336525552661909,0.6507832447428442,0.13843485714285714,0.033914285714285716,0.2042857142857143,0.5497473648760006,0.9005052702479988,0.9493752280044827,0.9493752280044827
8.0,S2,teacher_keep,0.6106241140096569,0.6106241140096569,0.696664813676608,0.8564815171278257,0.08187057927826566,0.9400876067289421,0.629633142857143,0.7221142857142856,0.2042857142857143,0.571821952388274,0.8563560952234519,0.06225563101576981,0.06225563101576981
10.0,Q2,teacher_keep,-0.6198789591592779,-0.6198789591592779,0.8041503153130256,0.2788650421713059,-0.07642680727351508,0.7220053961865666,0.16652857142857144,0.04471428571428571,0.2042857142857143,0.5036388558656353,0.9927222882687294,-0.6578964721036651,0.6578964721036651
17.0,S1,teacher_keep,0.9581431158859135,0.9581431158859135,0.6689500785956458,0.9417134430323671,0.12918123369919138,0.5793187919925972,0.5046725714285715,0.5013142857142857,0.2042857142857143,0.814314102085822,0.371371795828356,-0.6513672774323238,0.6513672774323238
19.0,S4,teacher_keep,0.9842402996008779,0.9842402996008779,0.6027806539020002,0.9017596340869712,0.10381804663526427,0.9165316365286158,0.5919274285714287,0.6033142857142857,0.2042857142857143,0.6116864391533945,0.776627121693211,-1.0578580448441803,1.0578580448441803
23.0,S1,teacher_keep,0.5260352035114938,0.5260352035114938,0.7783704362880781,0.758714591643741,0.1547357143500134,0.5773217579130515,0.14993485714285715,0.05251428571428571,0.2042857142857143,0.5226845176938223,0.9546309646123554,-0.07967284600672331,0.07967284600672331
23.0,S4,teacher_keep,1.259674189907575,1.259674189907575,0.8016577421771837,0.851363815068992,0.20282172777070465,0.6778669994884354,0.14993485714285715,0.05251428571428571,0.2042857142857143,0.4919517385756492,0.9839034771512984,0.5592816442632151,0.5592816442632151
24.0,S4,teacher_keep,-0.5772205359072677,-0.5772205359072677,0.7333985413111132,0.2780691463541798,-0.03268357757744849,0.40722095102566974,0.14141885714285715,0.04951428571428572,0.2042857142857143,0.2857725149935417,0.5715450299870835,0.21781784029014206,0.21781784029014206
25.0,Q3,teacher_keep,-0.1906763328726703,-0.1906763328726703,0.7098282594605495,0.5149751986614128,0.013083765944476206,0.5929346662051828,0.24744685714285716,0.16051428571428572,0.2042857142857143,0.5568442417683024,0.8863115164633952,0.034162948962126904,0.034162948962126904
25.0,S4,teacher_keep,1.4814788903706895,1.4814788903706895,0.675364165521843,0.8159908167673201,0.157593942109998,0.7829526726366653,0.24744685714285716,0.16051428571428572,0.2042857142857143,0.5094418267160243,0.9811163465679513,1.2404554435849717,1.2404554435849717
27.0,Q2,teacher_keep,-0.9205827069099282,-0.9205827069099282,0.7881010057237372,0.16202555294581306,-0.20879023686879247,1.1489800862794382,0.6042754285714286,0.6401714285714285,0.5757142857142857,0.6544527640464474,0.6910944719071053,-1.1306295823307284,1.1306295823307284
30.0,Q1,teacher_keep,-0.4902386708218792,-0.4902386708218792,0.5861626609522831,0.0675445904332037,-0.10268946782620297,0.8506337345210724,0.7873617142857142,0.8820571428571429,0.9528571428571428,0.3647736144742344,0.7295472289484688,0.15088424939404455,0.15088424939404455
34.0,S2,teacher_keep,-1.7329295518000791,-1.7329295518000791,0.6622589508752988,0.22878172230268248,-0.15165327703352216,0.6518428896170047,0.7860982857142859,0.8890571428571429,0.7328571428571429,0.8984507302522194,0.20309853949556111,0.9288203257898537,0.9288203257898537
36.0,Q1,teacher_keep,-0.7873006825955612,-0.7873006825955612,0.6845783161131159,0.10546004222372157,-0.10482308535637652,1.033692058143878,0.6694651428571429,0.7410571428571429,0.9828571428571429,0.4739815525917726,0.9479631051835452,0.09164696578987375,0.09164696578987375
36.0,S3,teacher_keep,0.552275039406187,0.552275039406187,0.5744661029850974,0.707025534048374,0.04895929293956682,0.6170803540363944,0.6694651428571429,0.7410571428571429,0.9828571428571429,0.8929273399075288,0.21414532018494237,1.9017162871902498,1.9017162871902498
38.0,Q1,teacher_keep,-0.9679659331752586,-0.9679659331752586,0.6552256483331683,0.2629545769616506,-0.13268833038886826,1.0252742175944307,0.7367028571428572,0.8335714285714286,0.9385714285714286,0.5321733181983741,0.9356533636032518,-0.011887413143883307,0.011887413143883307
44.0,Q2,teacher_keep,-0.7869065731646545,-0.7869065731646545,0.7492028210558738,0.20967231780210224,-0.19457816721329846,1.148329174582265,0.6306508571428573,0.6463714285714285,0.1,0.6205899898125083,0.7588200203749833,-0.9664827617192175,0.9664827617192175
50.0,Q2,teacher_keep,-0.9482045788409167,-0.9482045788409167,0.7944852329775255,0.17833768699771865,-0.22662473370166464,0.863479965101772,0.5693714285714286,0.47568571428571427,0.0014285714285714286,0.6835694225546829,0.6328611548906342,0.17406049309437366,0.17406049309437366
53.0,Q2,teacher_keep,-1.149098503652461,-1.149098503652461,0.712237455533058,0.06898591012941138,-0.2287483857824009,1.0283126426759017,0.8315685714285714,0.8579714285714286,0.005714285714285714,0.7124645921500611,0.5750708156998778,0.5463655756806904,0.5463655756806904
56.0,Q2,teacher_keep,-1.0250412777182194,-1.0250412777182194,0.7817186011728545,0.28100719194810414,-0.2412402066951372,1.1336907230833233,0.663208,0.6583714285714286,0.025714285714285714,0.6413264507944202,0.7173470984111596,-0.7031746119191746,0.7031746119191746
56.0,S3,teacher_keep,1.293004323517617,1.293004323517617,0.6833669091688802,0.5968161819738416,0.12273673595238405,0.5428059858263222,0.663208,0.6583714285714286,0.025714285714285714,0.8958213060093945,0.20835738798121106,0.42689923289596976,0.42689923289596976
59.0,Q1,teacher_keep,0.20074121919521737,0.20074121919521737,0.6868966838163574,0.8269518131696306,0.003079800363329753,0.37757981515610356,0.4851571428571429,0.4762285714285714,0.7214285714285714,0.9999686570433794,6.268591324110062e-05,1.264834116614801,1.264834116614801
68.0,S4,teacher_keep,-0.8970239889964517,-0.8970239889964517,0.5510412429666978,0.1317892396107877,-0.08335126461855066,0.440782405579948,0.4521194285714286,0.4182571428571428,0.055714285714285716,0.1972551728460799,0.3945103456921598,0.4593928519824608,0.4593928519824608
75.0,S2,teacher_keep,0.5087948798937294,0.5087948798937294,0.6472318671323279,0.7279591428809558,0.06087332478499952,0.804188393735506,0.5034605714285714,0.513942857142857,0.3028571428571429,0.5886170540054882,0.8227658919890235,-0.4024197700034948,0.4024197700034948
79.0,Q1,teacher_keep,0.2002641865801884,0.2002641865801884,0.7639285858544841,0.6880577874825513,0.021686957129651293,0.41983898040527945,0.7440188571428571,0.8494285714285714,0.37714285714285717,0.999965092483008,6.981503398395539e-05,-0.018227671291359826,0.018227671291359826
85.0,Q3,teacher_keep,0.36771816699174,0.36771816699174,0.6623124433429838,0.9242112824338122,0.035438166112726106,0.7149347876002384,0.6173565714285715,0.6632857142857143,0.10571428571428572,0.7887204466768212,0.42255910664635765,0.838187778277562,0.838187778277562
87.0,S1,teacher_keep,-1.8638086502559514,-1.8638086502559514,0.7502003501591686,0.3322011312134186,-0.18514246546883967,0.5466689447668501,0.6249805714285716,0.6961428571428572,0.5828571428571429,0.8996670226222974,0.20066595475540527,-0.26677905659812495,0.26677905659812495
89.0,Q3,teacher_keep,-0.2532752501144071,-0.2532752501144071,0.6575469817886401,0.20136049423068203,-0.049339140706807644,0.7216539396690551,0.7243262857142858,0.8171714285714285,0.63,0.8278811022976053,0.3442377954047895,0.8401764771670379,0.8401764771670379
91.0,Q2,teacher_keep,-0.6422547847011687,-0.6422547847011687,0.7525548633585553,0.11702899685967161,-0.1851138784794736,0.7595005314721702,0.32745371428571435,0.2977714285714286,0.51,0.517487560784734,0.965024878430532,-0.06747861923474119,0.06747861923474119
92.0,Q2,teacher_keep,-1.1276783682788845,-1.1276783682788845,0.7282610200859069,0.049016989731142956,-0.3011292406044457,0.6830316009788444,0.247724,0.16345714285714286,0.45714285714285713,0.4572885450824042,0.9145770901648084,0.4369691493779553,0.4369691493779553
93.0,S1,teacher_keep,0.21358018839392034,0.21358018839392034,0.7825904983933195,0.5529819605623574,0.016291740806448445,0.43092153997959326,0.6999354285714288,0.7939714285714287,0.5357142857142857,0.998429958276754,0.0031400834464920813,-0.16938611470031795,0.16938611470031795
94.0,S4,teacher_keep,0.7388417080208447,0.7388417080208447,0.6729823500306175,0.6737774655986554,0.06440163539211657,0.6394477712822834,0.3393771428571429,0.29437142857142856,0.5557142857142857,0.6210667210297325,0.757866557940535,-0.3829845954850857,0.3829845954850857
95.0,S3,teacher_keep,0.8958877501970084,0.8958877501970084,0.6747000030291015,0.8609292436961582,0.10026185676959472,0.923357337314826,0.3660125714285714,0.32831428571428567,0.48714285714285716,0.5184440313613685,0.963111937277263,-1.2254161432280561,1.2254161432280561
98.0,Q2,teacher_keep,-0.6380762463889581,-0.6380762463889581,0.7927662379042806,0.10698702275826603,-0.12247067008624968,1.2646371786337371,0.7111148571428572,0.8143142857142857,0.5428571428571428,0.4631417001415242,0.9262834002830485,-0.21611615561629094,0.21611615561629094
100.0,S2,teacher_keep,-0.49904177442224007,-0.49904177442224007,0.6516638839454048,0.3482868766997333,-0.03941673524651511,0.5250478673174259,0.25962514285714283,0.1843142857142857,0.6571428571428571,0.6676900384440582,0.6646199231118837,-0.5392923274850809,0.5392923274850809
102.0,Q2,teacher_keep,-1.8999999999999997,-1.8999999999999997,0.6685552379626197,0.07878211138337812,-0.27886858647692797,0.7590325916323921,0.32422742857142856,0.24265714285714285,0.41285714285714287,0.4597383530095764,0.9194767060191528,0.7451334786518982,0.7451334786518982
103.0,Q2,teacher_keep,-1.0895520604314144,-1.0895520604314144,0.7545589027152187,0.040336381723904295,-0.2838869802106166,0.6525340927924306,0.21659314285714287,0.13614285714285715,0.5914285714285714,0.4785400070354418,0.9570800140708836,0.19001266228953195,0.19001266228953195
104.0,S1,teacher_keep,-0.9670793324711356,-0.9670793324711356,0.7269966079771764,0.266581312306527,-0.10812379315031127,0.5779146137074614,0.23033314285714288,0.15425714285714287,0.6342857142857142,0.5661595078781306,0.8676809842437387,0.00616747630254233,0.00616747630254233
109.0,S1,teacher_keep,-0.7905199475958276,-0.7905199475958276,0.7730548277836127,0.07648011143641,-0.19238552304020176,0.7470099191004136,0.7500977142857143,0.8247142857142856,0.2042857142857143,0.1835054750871709,0.3670109501743418,-0.05247382406370882,0.05247382406370882
