dayofweek,is_weekend,dayofmonth,month_start_proximity,month_end,peer_group,dist_to_subject_normal,dist_to_peer_normal,subject_minus_peer_dist,subject_outlier_rank,peer_outlier_rank,cohort_outlier_score,q_group_peer_margin,s_group_peer_margin,target_route_margin_q2q3s2,personal_axis,cohort_axis,axis_disagreement,peer_only_toxicity,atlas_action_health,human_state_latent_0,human_state_latent_1,human_state_latent_2,human_state_latent_3,human_state_latent_4,human_state_latent_5,human_state_latent_6,human_state_latent_7,peer_margin_Q1,peer_margin_Q2,peer_margin_Q3,peer_margin_S1,peer_margin_S2,peer_margin_S3,peer_margin_S4,row,row_frac,subject_code,target_idx,is_q_target,is_s_target,is_q2_q3_s2,is_objective_tail,target_prior_rank,target_onehot_Q1,target_onehot_Q2,target_onehot_Q3,target_onehot_S1,target_onehot_S2,target_onehot_S3,target_onehot_S4,target,target_idx_int,base_prob,base_logit,base_uncertainty,target_peer_margin,target_peer_margin_abs,target_peer_margin_sign,teacher_logit_move,teacher_has_action,teacher_action_sign,student_oof_action_prob,student_oof_sign_prob,student_oof_move,student_oof_signed_move,student_full_action_prob,student_full_sign_prob,student_full_move,student_full_signed_move
1.0,0.0,30.0,1.0,0.0,0.0,3.370601218870599,3.370601218870599,0.0,0.38142857142857145,0.15571428571428572,0.24091428571428575,0.5620571428571429,0.7282142857142857,0.6088571428571429,0.38142857142857145,0.15571428571428572,0.09571428571428571,0.2042857142857143,0.3272342857142857,5.242210763639898,5.246933719390009,-0.47399078432882985,-2.7483920461903013,0.3802874389467298,-2.2674750888001656,-1.0767494450932238,-1.9371985195445283,-0.5377175266978416,-0.9426459758347843,-0.1938278161257867,-1.1040572540486213,1.5364388832539944,0.6745594916086408,1.2351633940581954,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Q1,0,0.1839999885504578,-1.4894786736121979,0.3679999771009156,-0.5377175266978416,0.5377175266978416,-1.0,0.0,0.0,0.0,0.09375023967275242,0.2885642206745392,0.007583661116350315,-0.0007109700472547752,0.09123232309864812,0.1099293201587823,-0.009264298494152171,-0.0008452034735008102
1.0,0.0,30.0,1.0,0.0,0.0,3.370601218870599,3.370601218870599,0.0,0.38142857142857145,0.15571428571428572,0.24091428571428575,0.5620571428571429,0.7282142857142857,0.6088571428571429,0.38142857142857145,0.15571428571428572,0.09571428571428571,0.2042857142857143,0.3272342857142857,5.242210763639898,5.246933719390009,-0.47399078432882985,-2.7483920461903013,0.3802874389467298,-2.2674750888001656,-1.0767494450932238,-1.9371985195445283,-0.5377175266978416,-0.9426459758347843,-0.1938278161257867,-1.1040572540486213,1.5364388832539944,0.6745594916086408,1.2351633940581954,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.2857142857142857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Q2,1,0.5115819275521561,0.04633599880720463,0.9768361448956877,-0.9426459758347843,0.9426459758347843,-1.0,0.0,0.0,0.0,0.4650304195940875,0.6223072219685407,0.016620747430085445,0.007729153151379986,0.29877781699414097,0.5880124533117964,-0.01048955453004582,0.0031340462037280923
1.0,0.0,30.0,1.0,0.0,0.0,3.370601218870599,3.370601218870599,0.0,0.38142857142857145,0.15571428571428572,0.24091428571428575,0.5620571428571429,0.7282142857142857,0.6088571428571429,0.38142857142857145,0.15571428571428572,0.09571428571428571,0.2042857142857143,0.3272342857142857,5.242210763639898,5.246933719390009,-0.47399078432882985,-2.7483920461903013,0.3802874389467298,-2.2674750888001656,-1.0767494450932238,-1.9371985195445283,-0.5377175266978416,-0.9426459758347843,-0.1938278161257867,-1.1040572540486213,1.5364388832539944,0.6745594916086408,1.2351633940581954,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.42857142857142855,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Q3,2,0.5074404548458739,0.02976401650913389,0.9851190903082523,-0.1938278161257867,0.1938278161257867,-1.0,0.0,0.0,0.0,0.2198879383789556,0.6205785279409172,0.05282796354934832,0.011616231993624816,0.17286470406875856,0.6663635430323057,0.013017372404491566,0.002250244228455259
1.0,0.0,30.0,1.0,0.0,0.0,3.370601218870599,3.370601218870599,0.0,0.38142857142857145,0.15571428571428572,0.24091428571428575,0.5620571428571429,0.7282142857142857,0.6088571428571429,0.38142857142857145,0.15571428571428572,0.09571428571428571,0.2042857142857143,0.3272342857142857,5.242210763639898,5.246933719390009,-0.47399078432882985,-2.7483920461903013,0.3802874389467298,-2.2674750888001656,-1.0767494450932238,-1.9371985195445283,-0.5377175266978416,-0.9426459758347843,-0.1938278161257867,-1.1040572540486213,1.5364388832539944,0.6745594916086408,1.2351633940581954,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.5714285714285714,0.0,0.0,0.0,1.0,0.0,0.0,0.0,S1,3,0.5202725253271271,0.08113457989091953,0.9594549493457458,-1.1040572540486213,1.1040572540486213,-1.0,0.0,0.0,0.0,0.3337902996822606,0.8482635494603349,0.06239646166971415,0.02082733363984657,0.23067540253058386,0.8683360720172993,0.03169637845606044,0.007311574859113467
1.0,0.0,30.0,1.0,0.0,0.0,3.370601218870599,3.370601218870599,0.0,0.38142857142857145,0.15571428571428572,0.24091428571428575,0.5620571428571429,0.7282142857142857,0.6088571428571429,0.38142857142857145,0.15571428571428572,0.09571428571428571,0.2042857142857143,0.3272342857142857,5.242210763639898,5.246933719390009,-0.47399078432882985,-2.7483920461903013,0.3802874389467298,-2.2674750888001656,-1.0767494450932238,-1.9371985195445283,-0.5377175266978416,-0.9426459758347843,-0.1938278161257867,-1.1040572540486213,1.5364388832539944,0.6745594916086408,1.2351633940581954,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,0.7142857142857143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,S2,4,0.4579375217389834,-0.16864850894878397,0.9158750434779668,1.5364388832539944,1.5364388832539944,1.0,0.0,0.0,0.0,0.18763592540063234,0.855584451641881,0.09001923727051213,0.016890842889111635,0.1403366431944251,0.46291487265886666,0.0241886015131152,-0.003394547139918179
1.0,0.0,30.0,1.0,0.0,0.0,3.370601218870599,3.370601218870599,0.0,0.38142857142857145,0.15571428571428572,0.24091428571428575,0.5620571428571429,0.7282142857142857,0.6088571428571429,0.38142857142857145,0.15571428571428572,0.09571428571428571,0.2042857142857143,0.3272342857142857,5.242210763639898,5.246933719390009,-0.47399078432882985,-2.7483920461903013,0.3802874389467298,-2.2674750888001656,-1.0767494450932238,-1.9371985195445283,-0.5377175266978416,-0.9426459758347843,-0.1938278161257867,-1.1040572540486213,1.5364388832539944,0.6745594916086408,1.2351633940581954,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,1.0,0.0,S3,5,0.8508786159626692,1.741508849197694,0.29824276807466155,0.6745594916086408,0.6745594916086408,1.0,0.0,0.0,0.0,0.22397889322454725,0.9108289907000587,0.08867596656724637,0.019861544847348797,0.18681368649604924,0.8350663295735719,0.02686701954773022,0.0050191269668729
1.0,0.0,30.0,1.0,0.0,0.0,3.370601218870599,3.370601218870599,0.0,0.38142857142857145,0.15571428571428572,0.24091428571428575,0.5620571428571429,0.7282142857142857,0.6088571428571429,0.38142857142857145,0.15571428571428572,0.09571428571428571,0.2042857142857143,0.3272342857142857,5.242210763639898,5.246933719390009,-0.47399078432882985,-2.7483920461903013,0.3802874389467298,-2.2674750888001656,-1.0767494450932238,-1.9371985195445283,-0.5377175266978416,-0.9426459758347843,-0.1938278161257867,-1.1040572540486213,1.5364388832539944,0.6745594916086408,1.2351633940581954,0.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,S4,6,0.5084298008946088,0.033722398974939206,0.9831403982107825,1.2351633940581954,1.2351633940581954,1.0,0.0,0.0,0.0,0.1922211022714002,0.855584451641881,0.06624227539093712,0.012733163192611582,0.19551921286403737,0.8763530237576254,0.05071434936454501,0.009915629668667634
2.0,0.0,31.0,0.0,1.0,0.0,3.031254536437728,3.031254536437728,0.0,0.2985714285714286,0.09428571428571429,0.18031428571428573,0.7742142857142859,0.6121428571428571,0.7085285714285715,0.2985714285714286,0.09428571428571429,0.09571428571428571,0.2042857142857143,0.2938234285714286,4.870870198676074,2.729468974602335,-0.15039235994085473,-2.613949764596354,-0.23764462926800592,-0.9424761576738648,-0.9953368402607774,-2.552745057686292,-0.6079662588203738,-1.114463825746947,-0.740434937708033,-0.8068603981707216,0.8684462153715704,0.7852840095365843,0.7942315862073457,1.0,0.004016064257028112,0.0,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Q1,0,0.0950246972067914,-2.2537708251844486,0.19004939441358282,-0.6079662588203738,0.6079662588203738,-1.0,0.0,0.0,0.0,0.16004437716983963,0.21492887986999296,0.078308448283786,-0.012532826832715126,0.11804394263261549,0.1138350917067598,-0.00026591955733810187,-3.13901929713094e-05
2.0,0.0,31.0,0.0,1.0,0.0,3.031254536437728,3.031254536437728,0.0,0.2985714285714286,0.09428571428571429,0.18031428571428573,0.7742142857142859,0.6121428571428571,0.7085285714285715,0.2985714285714286,0.09428571428571429,0.09571428571428571,0.2042857142857143,0.2938234285714286,4.870870198676074,2.729468974602335,-0.15039235994085473,-2.613949764596354,-0.23764462926800592,-0.9424761576738648,-0.9953368402607774,-2.552745057686292,-0.6079662588203738,-1.114463825746947,-0.740434937708033,-0.8068603981707216,0.8684462153715704,0.7852840095365843,0.7942315862073457,1.0,0.004016064257028112,0.0,1.0,1.0,0.0,1.0,0.0,0.2857142857142857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Q2,1,0.5142003796073951,0.056816797919023165,0.9715992407852099,-1.114463825746947,1.114463825746947,-1.0,0.0,0.0,0.0,0.5926835999961944,0.4729307186265081,0.09580328870198823,-0.05678103803936912,0.36067560181082525,0.5880124533117964,-0.0012124262121150503,0.000437292553705815
2.0,0.0,31.0,0.0,1.0,0.0,3.031254536437728,3.031254536437728,0.0,0.2985714285714286,0.09428571428571429,0.18031428571428573,0.7742142857142859,0.6121428571428571,0.7085285714285715,0.2985714285714286,0.09428571428571429,0.09571428571428571,0.2042857142857143,0.2938234285714286,4.870870198676074,2.729468974602335,-0.15039235994085473,-2.613949764596354,-0.23764462926800592,-0.9424761576738648,-0.9953368402607774,-2.552745057686292,-0.6079662588203738,-1.114463825746947,-0.740434937708033,-0.8068603981707216,0.8684462153715704,0.7852840095365843,0.7942315862073457,1.0,0.004016064257028112,0.0,2.0,1.0,0.0,1.0,0.0,0.42857142857142855,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Q3,2,0.510501737615549,0.04201312916336498,0.9789965247689021,-0.740434937708033,0.740434937708033,-1.0,0.0,0.0,0.0,0.37790418717139923,0.7016857155266679,0.14301464312455456,0.05404583246359253,0.22862316122581408,0.7492033312655626,0.032997583194019395,0.0075440117826285095
