candidate_id,row,subject_id,sleep_date,route_id,route_name,target,target_index,flat_index,value_mode,applied_logit_move,old_prob,new_prob,prob_delta,h085_q,q_hard,source_mean_move,source_action_delta,h082_cell,h086_resp_weight,h080_bad_same_rank,value_law_score
h087_route_value_all_c980_r180_q95_f5aa327b,138,id06,2024-07-18,r138_full_state,full_state,Q1,0,966,triad_consensus,0.09701779426969305,0.3894243550190952,0.412724253482196,0.023299898463100766,0.4185598313108877,0.3955189112209942,0.1210397886493136,-2.7022902590551757e-07,1.0,0.000568336348128,0.7891428571428571,1.0258833025830258
h087_route_value_all_c980_r180_q95_f5aa327b,138,id06,2024-07-18,r138_full_state,full_state,Q2,1,967,triad_consensus,0.13423123842362478,0.6967156497515476,0.7243090727232808,0.027593422971733172,0.72472052772331,0.7191582473616863,0.1358237803245526,-1.1573758512191053e-06,1.0,0.0005403313629365,0.1785714285714285,1.0258833025830258
h087_route_value_all_c980_r180_q95_f5aa327b,138,id06,2024-07-18,r138_full_state,full_state,Q3,2,968,triad_consensus,-0.25272901971460077,0.4927743691253319,0.43005333375953414,-0.06272103536579776,0.4320185470214157,0.4360948678280086,-0.2479050465070215,-4.869222831107984e-06,1.0,0.0007550391546993,0.1785714285714285,1.0258833025830258
h087_route_value_all_c980_r180_q95_f5aa327b,138,id06,2024-07-18,r138_full_state,full_state,S1,3,969,triad_consensus,-0.12261023231756733,0.9262208792442524,0.917391878420205,-0.008829000824047473,0.9154190879405042,0.9233816063429708,-0.1505891580039894,-2.9140570715284063e-06,1.0,0.0005675617081922,0.1785714285714285,1.0258833025830258
h087_route_value_all_c980_r180_q95_f5aa327b,138,id06,2024-07-18,r138_full_state,full_state,S2,4,970,triad_consensus,0.032207024118719736,0.9601512571487648,0.9613654252705245,0.0012141681217596734,0.9605122339289316,0.963165921683059,0.0078078043520364,-7.982520835100627e-10,1.0,0.0005702392307571,0.1785714285714285,1.0258833025830258
h087_route_value_all_c980_r180_q95_f5aa327b,138,id06,2024-07-18,r138_full_state,full_state,S3,5,971,triad_consensus,1.8,0.9951216136908172,0.9991903111181224,0.004068697427305201,0.999999,0.9988552238486972,2.7927174053603614,-1.18473429816903e-06,1.0,0.0006615255715621,0.1785714285714285,1.0258833025830258
h087_route_value_all_c980_r180_q95_f5aa327b,138,id06,2024-07-18,r138_full_state,full_state,S4,6,972,triad_consensus,-0.19563988961925677,0.8634695569049544,0.8387248967411033,-0.02474466016385113,0.8350797811592565,0.8513223988034037,-0.225217890324394,-2.561231972494446e-06,1.0,0.0006057822722053,0.1785714285714285,1.0258833025830258
h087_route_value_all_c980_r180_q95_f5aa327b,195,id08,2024-09-10,r195_full_state,full_state,Q1,0,1365,triad_consensus,-0.253538036456981,0.2879505930243843,0.23886786852162348,-0.04908272450276083,0.2321632337644294,0.263637209867298,-0.2953879956869515,-4.0626237309198974e-06,1.0,0.0006169596490764,0.4228571428571429,1.0126329950799509
h087_route_value_all_c980_r180_q95_f5aa327b,195,id08,2024-09-10,r195_full_state,full_state,Q2,1,1366,triad_consensus,0.08253637212559453,0.6372657358605699,0.656120373920803,0.01885463806023313,0.6534432852891121,0.6593998666587622,0.0706581060906468,-6.443840993101195e-07,1.0,0.0005660792951846,0.364,1.0126329950799509
h087_route_value_all_c980_r180_q95_f5aa327b,195,id08,2024-09-10,r195_full_state,full_state,Q3,2,1367,triad_consensus,0.07590710562859039,0.245948057641614,0.2602953988731635,0.014347341231549487,0.2583787585560785,0.2620486732157501,0.0680765942577125,-2.766087379718056e-07,1.0,0.0005889998875171,0.1785714285714285,1.0126329950799509
h087_route_value_all_c980_r180_q95_f5aa327b,195,id08,2024-09-10,r195_full_state,full_state,S1,3,1368,triad_consensus,-0.11019232658753969,0.1782777642948237,0.16270306119119807,-0.015574703103625631,0.1602045458872255,0.1713832315036511,-0.1304911603013455,-3.444666298099322e-06,1.0,0.0005729018457773,0.5571428571428572,1.0126329950799509
h087_route_value_all_c980_r180_q95_f5aa327b,195,id08,2024-09-10,r195_full_state,full_state,S2,4,1369,triad_consensus,-0.17053160887427624,0.5081526608341731,0.465575031516068,-0.042577629318105104,0.4631021681061589,0.4793411882493738,-0.1854427906486792,-1.6851137852728095e-06,1.0,0.0005321167845948,0.1785714285714285,1.0126329950799509
h087_route_value_all_c980_r180_q95_f5aa327b,195,id08,2024-09-10,r195_full_state,full_state,S3,5,1370,triad_consensus,0.10938634291261208,0.5927041699619153,0.6188198198770403,0.02611564991512494,0.6200429190304597,0.6110942744232409,0.1177332194168573,-1.4558892250959075e-06,1.0,0.0005795102475785,0.1785714285714285,1.0126329950799509
h087_route_value_all_c980_r180_q95_f5aa327b,195,id08,2024-09-10,r195_full_state,full_state,S4,6,1371,triad_consensus,-0.0624058895748491,0.356595612473472,0.34240906900997015,-0.014186543463501844,0.3432567138129344,0.3431795591293927,-0.0609366686166336,-5.695531481234061e-07,1.0,0.0005623613144349,0.1785714285714285,1.0126329950799509
h087_route_value_all_c980_r180_q95_f5aa327b,140,id06,2024-07-21,r140_full_state,full_state,Q1,0,980,triad_consensus,0.017873441409543583,0.2300486672093805,0.23322978744949105,0.003181120240110552,0.2313871729155421,0.237048691045638,0.0075780522284567,-2.609648126542556e-08,1.0,0.000568214274621,0.6942857142857143,1.012376742517425
h087_route_value_all_c980_r180_q95_f5aa327b,140,id06,2024-07-21,r140_full_state,full_state,Q2,1,981,triad_consensus,0.14070058771977006,0.6048681746914182,0.637953256256934,0.03308508156551582,0.6400497505301835,0.6269495778939826,0.1535884531692017,-3.0374862395997496e-06,1.0,0.0006001018687556,0.1785714285714285,1.012376742517425
h087_route_value_all_c980_r180_q95_f5aa327b,140,id06,2024-07-21,r140_full_state,full_state,Q3,2,982,triad_consensus,-0.17336715159802943,0.64958246860714,0.6091729918554084,-0.040409476751731566,0.6195801969201361,0.591579881002531,-0.1310843392933318,-2.598890428407583e-07,1.0,0.0007659342423213,0.1785714285714285,1.012376742517425
h087_route_value_all_c980_r180_q95_f5aa327b,140,id06,2024-07-21,r140_full_state,full_state,S1,3,983,triad_consensus,0.19494591023866017,0.954608877024379,0.9623458620906671,0.00773698506628806,0.9619252028545686,0.9621642945168644,0.1843971077782076,-1.486793957882119e-06,1.0,0.000575240140128,0.1785714285714285,1.012376742517425
h087_route_value_all_c980_r180_q95_f5aa327b,140,id06,2024-07-21,r140_full_state,full_state,S2,4,984,triad_consensus,1.8,0.9999673286286056,0.9999945993113506,2.7270682744995334e-05,0.999999,0.999999,3.45611554137352,-4.059036420586955e-09,1.0,0.0007449829160611,0.1785714285714285,1.012376742517425
