cell_key,row,subject_id,target,expert,expert_family,gain,atlas_global_score,atlas_target_score,atlas_family_score,atlas_target_family_score,atlas_hybrid_score,atlas_contrastive_score
31:Q1,31,id01,Q1,global_prior,prior,-0.18407555855914104,0.004840106507686764,0.011893972589260282,0.02480914378954413,0.03308667148792424,0.01200815370076632,0.021493486704987387
31:Q1,31,id01,Q1,subject_prior,prior,0.0527981855669708,-0.013345565070656429,-0.017389953321921447,0.002402281440178622,0.01864268768268154,-0.012015970481558677,0.0017804256923494213
31:Q1,31,id01,Q1,core_knn_blend,core_geometry,0.020791389431884244,0.006518776771621382,-0.010124357210871265,5.298332865125155e-05,0.00893611107473477,-0.0022637922090943353,0.0027761642686287623
31:Q1,31,id01,Q1,hsjepa_action_health__strict_listener_health,core_action_health,0.05279818556697102,-0.014094588330949454,-0.02287637626548908,-0.019753184215527797,-0.026031906880761582,-0.019178112078407954,-0.022262319739467087
31:Q1,31,id01,Q1,raw_action_core_health__strict_listener_health,raw_action_core_health,0.05279818556697102,-0.015151373185020384,-0.023253323768008677,-0.012967648921276886,-0.02702015692405392,-0.018360506094616414,-0.022257348967863293
31:Q1,31,id01,Q1,hsjepa_action_health__balanced_listener_health,core_action_health,0.05279818556697102,-0.014094588330949454,-0.02287637626548908,-0.01975318421552777,-0.026368317664814303,-0.019178112078407947,-0.022413704592290806
31:Q1,31,id01,Q1,raw_action_core_health__balanced_listener_health,raw_action_core_health,0.05279818556697102,-0.015151373185020356,-0.023253323768008677,-0.012967648921276886,-0.027440765262660136,-0.018360506094616407,-0.022446622720236085
31:Q1,31,id01,Q1,hsjepa_action_health__wide_listener_health,core_action_health,0.05279818556697102,-0.011995946117239281,-0.02287637626548908,-0.018274563495364493,-0.026459625749044147,-0.018147863159576734,-0.021888156324837073
31:Q1,31,id01,Q1,raw_action_core_health__wide_listener_health,raw_action_core_health,0.05279818556697102,-0.0142357101444672,-0.023253323768008677,-0.012236598029074591,-0.027530419673499076,-0.017893813851982344,-0.022230286471664876
31:Q1,31,id01,Q1,hsjepa_action_health__high_margin_listener_health,core_action_health,0.05279818556697102,-0.010208871566816685,-0.021881923357543187,-0.015606274531493464,-0.025645116153190442,-0.016541225465578967,-0.020637976275004133
31:Q1,31,id01,Q1,raw_action_core_health__high_margin_listener_health,raw_action_core_health,0.05279818556697102,-0.011361692112785177,-0.02254117836320163,-0.010932938194766623,-0.027530419673499076,-0.016306710141868873,-0.021357379431102465
31:Q2,31,id01,Q2,global_prior,prior,0.06074643703130589,0.014771717161246839,0.00695489379328279,0.021355297619132435,0.009442186691077756,0.012570862737240136,0.011162958516467066
31:Q2,31,id01,Q2,subject_prior,prior,0.020987944892221444,0.003852311387565227,-0.011318951550411377,0.006009979312559324,0.002479911836126933,-0.002543223349525426,-0.00028281251598186435
31:Q2,31,id01,Q2,core_knn_blend,core_geometry,-0.03181024067474936,0.009866736194718562,0.003242919499431285,0.003949770287939441,0.006433411850439524,0.005702625500483463,0.006031479357963691
