source,avg_log_loss,Q1,Q2,Q3,S1,S2,S3,S4
subject_token_event_cross_missing__absolute_plus_deviation__c0.3_b0.2,0.6260640230869103,0.6706703956609386,0.7031592834248627,0.6739431701687877,0.5764289764780435,0.5799767903448532,0.5313666971979937,0.6469028483328935
subject_token_event_cross_missing__absolute__c0.3_b0.1,0.6261828604377414,0.6701629095396324,0.7011365125218049,0.6738367361604815,0.5764577616568977,0.5798500279021064,0.5355451160674627,0.646290959215804
subject_token_event_cross_missing__absolute__c0.1_b0.1,0.6262499305369238,0.6705333765918244,0.7013835700531283,0.6740182942194066,0.5760653318247496,0.579727645441648,0.536210876142408,0.6458104194853013
subject_token_event_cross_missing__absolute__c0.03_b0.1,0.6263866958726654,0.67098750986075,0.7015077870064981,0.6744131980995992,0.5757993564981987,0.5797175466348422,0.5369124355456609,0.6453690374631085
subject_token_event_cross_missing__absolute__c0.1_b0.2,0.6264012897759014,0.6691410908984244,0.6989762717936714,0.671088433360751,0.577794122816794,0.5818223560060237,0.5402004476558324,0.6457863058998132
subject_token_event_cross_missing__absolute__c0.3_b0.2,0.6264044098016271,0.6685178745902711,0.6986177609777754,0.6708383988272498,0.5786146138371302,0.582206998226691,0.5392129395231235,0.6468222826291501
subject_token_event_cross_missing__absolute_plus_deviation__c0.3_b0.1,0.6264110209141153,0.6714825966305482,0.7037202014901257,0.6754334162445667,0.5757441975729628,0.5795420010283633,0.5322891265775297,0.6466656068547109
subject_token_event_cross_missing__absolute__c0.03_b0.2,0.6265225542278018,0.669938078660234,0.6990864283922008,0.6717462567922948,0.5772051798451222,0.581625575789991,0.5412353548522724,0.6448210052624977
global_event_cross_missing__absolute__c0.3_b0.1,0.6265498297794938,0.671068718657318,0.6995076119439674,0.6740451017392514,0.5755674269693803,0.5801361407024371,0.5399119580700877,0.6456118503740151
global_event_cross_missing__deviation__c0.3_b0.1,0.6265694480104551,0.6717002994930948,0.7001016894316884,0.6763732264218715,0.5755607823973172,0.5793637009663284,0.5377559282134925,0.6451305091493927
global_event_cross_missing__absolute__c0.1_b0.1,0.6265799923186514,0.6710940912263736,0.6994689509819687,0.6743075496964277,0.5755853597161205,0.5801571417126876,0.539719114369674,0.6457277385273072
subject_token_event_cross_missing__deviation__c0.3_b0.1,0.6266029625449215,0.6706967957004564,0.7021975553114199,0.6742238763419048,0.5763477016520219,0.5802052275517245,0.5351725876771801,0.6473769935797433
