row,target,target_i,subject_id,sleep_date,lifelog_date,e247_prob,h012_prob,posterior_prob,h012_support,h012_logit_delta,posterior_logit_delta,abs_h012_logit_delta,posterior_cell_score,posterior_consistency,memory_agrees_h012,memory_disagrees_h012,memory_alignment,memory_alignment_q,private_safe_score,row_full_reliability_q,posterior_gain
0,Q1,0,id01,2024-07-31,2024-07-30,0.2375246548677801,0.1952401438424609,0.178952164891399,True,-0.25001486416632535,-0.3571640916661789,0.25001486416632535,0.3571640916661787,1.0,False,True,-0.2026723713657799,0.2043369474562135,0.4087559958625317,0.0763052208835341,0.0092330426778737
0,Q2,1,id01,2024-07-31,2024-07-30,0.4975144875918229,0.5282565708634688,0.5413799507010606,True,0.12308897141995406,0.17584138774279118,0.12308897141995406,0.1758413877427911,1.0,True,False,0.0510299698540086,0.7631359466221852,0.9189557954859078,0.0763052208835341,0.0035063482433309
0,Q3,2,id01,2024-07-31,2024-07-30,0.5541805485467693,0.5541805485467693,0.5415287725018717,False,0.0,-0.05107781720298327,0.0,0.0491860461954653,0.9629629629629628,False,False,0.0,0.0,0.0812629592124932,0.0763052208835341,-0.0
0,S1,3,id01,2024-07-31,2024-07-30,0.5668133559792676,0.5454902757586634,0.5362957771736296,True,-0.08639571773033647,-0.12342245390048084,0.08639571773033647,0.1234224539004808,1.0,True,False,0.003905800346722,0.6088407005838199,0.7408755294361073,0.0763052208835341,0.0017169665999977
0,S2,4,id01,2024-07-31,2024-07-30,0.5279983569898583,0.4713998480827134,0.4472827866261835,True,-0.22663632673863873,-0.3237661810551982,0.22663632673863873,0.3237661810551981,1.0,False,True,-0.057974655147505,0.4161801501251042,0.6152246988173001,0.0763052208835341,0.0118792952581279
0,S3,5,id01,2024-07-31,2024-07-30,0.8144085433008215,0.8468215168945182,0.8592257399630513,True,0.23097180338709689,0.3299597191244239,0.23097180338709689,0.3299597191244239,1.0,False,True,-0.1769602507021651,0.2210175145954962,0.4210912228074177,0.0763052208835341,0.0065129278382434
0,S4,6,id01,2024-07-31,2024-07-30,0.480407646947656,0.5111230093690158,0.5242745607964987,True,0.12290893888562268,0.17558419840803274,0.12290893888562268,0.1690810799484759,0.9629629629629628,True,False,0.0441343445894375,0.74395329441201,0.8974861221207868,0.0763052208835341,0.003504367181666
1,Q1,0,id01,2024-08-01,2024-07-31,0.0681101766719186,0.0950246972067914,0.1092434717816216,True,0.3623171280296793,0.5175958971852568,0.3623171280296793,0.5175958971852577,1.0,True,False,0.8390094328762369,0.9866555462885738,1.3972247527886736,0.4618473895582329,0.0102738421638088
1,Q2,1,id01,2024-08-01,2024-07-31,0.5142003796073951,0.5142003796073951,0.5172148530254022,False,0.0,0.01206984230698592,0.0,0.0111757799138758,0.925925925925926,False,False,0.0,0.0,0.242015747380603,0.4618473895582329,-0.0
1,Q3,2,id01,2024-08-01,2024-07-31,0.5380175347484274,0.510501737615549,0.498679954653228,True,-0.11035108657594989,-0.1576444093942143,0.11035108657594989,0.1576444093942143,1.0,False,True,-0.0065350591287629,0.5704753961634695,0.9125483190729462,0.4618473895582329,0.0028241009776905
1,S1,3,id01,2024-08-01,2024-07-31,0.2378075063190286,0.2239016388290741,0.2181219462130418,True,-0.07833483246620943,-0.11190690352315635,0.07833483246620943,0.1119069035231556,1.0,False,True,-0.1146523568834106,0.2852376980817347,0.6038686541530183,0.4618473895582329,0.000993579959312
1,S2,4,id01,2024-08-01,2024-07-31,0.4840410685567564,0.467637104525372,0.4606261252996861,True,-0.06577539711857776,-0.09396485302653905,0.06577539711857776,0.0939648530265389,1.0,False,True,-0.0322709313566682,0.4870725604670559,0.792667495955149,0.4618473895582329,0.0010003527419601
1,S3,5,id01,2024-08-01,2024-07-31,0.8211057303909638,0.8477592475098434,0.8581448390355743,True,0.19327659861977464,0.2761094265996793,0.19327659861977464,0.2761094265996793,1.0,False,True,-0.1864594811317613,0.2143452877397831,0.5954119213410838,0.4618473895582329,0.0045275226265522
1,S4,6,id01,2024-08-01,2024-07-31,0.4221150574966743,0.3729978985430439,0.3526629414923649,True,-0.2052802440647733,-0.2932574915211047,0.2052802440647733,0.2932574915211047,1.0,False,True,-0.1415772134005767,0.2527105921601334,0.6388086723023145,0.4618473895582329,0.0091803700870478
2,Q1,0,id01,2024-08-02,2024-08-01,0.1249960260090513,0.1032837510399468,0.0950448599074043,True,-0.21531293044426336,-0.30758990063466163,0.21531293044426336,0.3075899006346607,1.0,False,True,-0.3494586022555574,0.1392827356130108,0.6260614112073264,0.6586345381526104,0.004046663275402
2,Q2,1,id01,2024-08-02,2024-08-01,0.536621580933206,0.536621580933206,0.5377758312344867,False,0.0,0.00464270054399174,0.0,0.0042987967999923,0.925925925925926,False,False,0.0,0.0,0.3340056624439438,0.6586345381526104,-0.0
2,Q3,2,id01,2024-08-02,2024-08-01,0.5509717740384017,0.5682112561937659,0.5755517993613313,True,0.06995899859586327,0.09994142656551894,0.06995899859586327,0.0962398922482774,0.9629629629629628,True,False,0.0033688077930735,0.6055045871559633,1.011437064922949,0.6586345381526104,0.0011157273682508
2,S1,3,id01,2024-08-02,2024-08-01,0.2969551179401048,0.2518576456277656,0.233980901242373,True,-0.22688951955605685,-0.3241278850800816,0.22688951955605685,0.3241278850800814,1.0,False,True,-0.2539931968797506,0.1759799833194328,0.6663035417039143,0.6586345381526104,0.0090847255451955
2,S2,4,id01,2024-08-02,2024-08-01,0.4891944697669016,0.4522512987540221,0.4365545756901297,True,-0.14834975976084572,-0.2119282282297796,0.14834975976084572,0.2119282282297796,1.0,False,True,-0.0663080905302216,0.3894912427022519,0.8527136004006268,0.6586345381526104,0.0050648902646841
2,S3,5,id01,2024-08-02,2024-08-01,0.8259044923772436,0.8949298069616637,0.9162869320069286,True,0.5852415581259061,0.8360593687512934,0.5852415581259061,0.8360593687512934,1.0,False,True,-0.6330700946035633,0.097581317764804,0.6158065342396226,0.6586345381526104,0.0312737807018934
2,S4,6,id01,2024-08-02,2024-08-01,0.440030597638695,0.4013011799248306,0.3850440301233684,True,-0.15900857057962323,-0.2271551008280334,0.15900857057962323,0.2271551008280334,1.0,False,True,-0.0933312932242366,0.3244370308590492,0.7917760266363264,0.6586345381526104,0.005651222681831
3,Q1,0,id01,2024-08-03,2024-08-02,0.6376420060192886,0.6577389160188123,0.6661864583357414,True,0.08808986918242523,0.12584267026060802,0.08808986918242523,0.125842670260608,1.0,False,True,-0.0704693676136632,0.3794829024186822,0.8626305874986246,0.7751004016064257,0.0016254704366526
3,Q2,1,id01,2024-08-03,2024-08-02,0.6162514356140033,0.6501384240276701,0.6642319183005386,True,0.1459802241573634,0.2085431773676623,0.1459802241573634,0.2085431773676623,1.0,False,True,-0.057327875889842,0.4186822351959967,0.9383079076973226,0.7751004016064257,0.0045147454771596
3,Q3,2,id01,2024-08-03,2024-08-02,0.5574422325902662,0.5574422325902662,0.5611151764415474,False,0.0,0.014901296765099797,0.0,0.0121417973641553,0.8148148148148148,False,False,-0.0,0.0,0.3997857639821722,0.7751004016064257,-0.0
3,S1,3,id01,2024-08-03,2024-08-02,0.8615693716719103,0.876117151296551,0.8819393826400942,True,0.1277772104789392,0.18253887211276987,0.1277772104789392,0.1825388721127698,1.0,False,True,-0.2026030881576459,0.2051709758131776,0.7133615425397752,0.7751004016064257,0.0016587829863503
3,S2,4,id01,2024-08-03,2024-08-02,0.5961769881403864,0.5522444759551001,0.5331211386151726,True,-0.17981742918705743,-0.2568820416957963,0.17981742918705743,0.2568820416957963,1.0,True,False,0.0124139175900272,0.6438698915763136,1.177332042065061,0.7751004016064257,0.0074062131001764
