row,target,base_prob_h012,posterior_prob,posterior_minus_h012,logit_delta_to_posterior,direction_consistency,cell_score
70,Q1,0.9816512441781002,0.999999,0.018347755821899736,9.835835230736132,1.0,9.835835230736132
54,S2,0.9874623635995506,0.999999,0.01253663640044933,9.449106207323263,1.0,9.449106207323263
93,S1,0.9896214550237332,0.999999,0.01037754497626675,9.257927748806186,1.0,9.257927748806186
40,S1,0.9898682589348432,0.999999,0.010130741065156768,9.23361087111384,1.0,9.23361087111384
129,S2,0.993291558834372,0.999999,0.0067074411656279365,8.817851931739384,1.0,8.817851931739384
59,Q1,0.9999686570433794,0.9802135301269419,-0.01975512691643755,-6.467697308888022,0.9666666666666667,6.252107398591755
142,S2,0.9999723956511856,0.9870866038269683,-0.01288579182421723,-6.160880596069523,0.9,5.544792536462571
78,Q1,0.9999696289951998,0.987729916766491,-0.012239712228708788,-6.013721600318933,0.9,5.41234944028704
139,S3,0.9999748387283898,0.987398548226569,-0.012576290501820742,-6.228771970707049,0.8666666666666667,5.398269041279443
130,S1,0.9999797655728808,0.9902314725405128,-0.009748293032368016,-6.189287576704402,0.8666666666666667,5.364049233143815
129,S1,0.9999803025710006,0.9918929723534948,-0.00808733021750574,-6.023506741453209,0.8333333333333334,5.019588951211008
136,S1,0.999977469907649,0.9916544751519996,-0.00832299475564946,-5.922666259079696,0.8333333333333334,4.935555215899747
144,S4,0.999970888874143,0.9910059812577012,-0.008964907616441753,-5.742124523431872,0.8,4.5936996187454975
148,S2,0.9999726413510028,0.9943868494020425,-0.005585791948960361,-5.32526225644304,0.7333333333333333,3.9051923213915622
142,S1,0.9999759958193288,0.9939445920411131,-0.00603140377821576,-5.536499258374973,0.7,3.875549480862481
96,Q3,0.9999592460567452,0.9953468138283881,-0.004612432228357166,-4.742264909932667,0.8,3.7938119279461335
97,S1,0.9999721312885276,0.9950459930719371,-0.004926138216590492,-5.185319729702702,0.7,3.6297238107918908
31,S2,0.9999670949632326,0.999999,3.190503676742118e-05,3.4936576448382066,1.0,3.4936576448382066
32,S2,0.9999671167436616,0.999999,3.1883256338405275e-05,3.492995486108878,1.0,3.492995486108878
140,S2,0.9999673286286056,0.999999,3.1671371394370595e-05,3.4865308737856395,1.0,3.4865308737856395
141,S1,0.999970934417142,0.9946006933851672,-0.0053702410319748095,-5.228221339570162,0.6666666666666666,3.485480893046774
135,S3,0.9999726209453156,0.99537840940254,-0.004594211542775617,-5.131659540113233,0.6666666666666666,3.4211063600754885
205,S1,0.999966985574648,0.999999,3.2014425351944986e-05,3.4969766127712507,0.9666666666666667,3.3804107256788756
147,S2,0.99997013173659,0.999999,2.8868263409975725e-05,3.396825360952475,0.9666666666666667,3.2835978489207256
101,S1,0.9999701869447448,0.999999,2.881305525515021e-05,3.3949752068571986,0.9666666666666667,3.281809366628625
102,S1,0.9999704219951868,0.999999,2.8578004813151203e-05,3.387059582885936,0.9666666666666667,3.274157596789738
145,S2,0.9999705088278752,0.999999,2.8491172124778252e-05,3.384119460132755,0.9666666666666667,3.27131547812833
53,S2,0.9999707660155708,0.999999,2.823398442919345e-05,3.375360117223819,0.9666666666666667,3.262848113316358
59,S1,0.9999714620665904,0.999999,2.7537933409593762e-05,3.351261737423748,0.9666666666666667,3.2395530128429564
103,S1,0.9999715639572778,0.999999,2.7436042722150944e-05,3.34768488688154,0.9666666666666667,3.2360953906521552
137,S1,0.9999777475943514,0.9965200064269615,-0.0034577411673899494,-5.055685102773447,0.6333333333333333,3.201933898423183
141,S2,0.999972671168585,0.999999,2.6328831414956788e-05,3.307968569876696,0.9666666666666667,3.197702950880806
144,S2,0.9999728520521736,0.999999,2.6147947826404838e-05,3.301327605306856,0.9666666666666667,3.1912833517966273
55,S1,0.9999760576985588,0.999999,2.2942301441175594e-05,3.175669771785893,1.0,3.175669771785893
54,S1,0.9999754620986482,0.999999,2.3537901351788904e-05,3.200242454313088,0.9666666666666667,3.093567705835985
43,S2,0.999974029904838,0.999999,2.4970095162002437e-05,3.256970660377247,0.9333333333333333,3.039839283018764
52,S1,0.9999741847162334,0.999999,2.4815283766521645e-05,3.2509915261715516,0.9333333333333333,3.034258757760115
61,S4,3.2940112962205446e-05,1e-06,-3.194011296220545e-05,-3.4947230947308974,0.8666666666666667,3.0287600154334444
128,S1,0.9999771775503488,0.999999,2.182244965120983e-05,3.1277665080335613,0.9666666666666667,3.0235076244324426
47,S1,0.9999771786900212,0.999999,2.182130997874232e-05,3.1277165691815885,0.9666666666666667,3.023459350208869
43,Q1,0.999959881588841,0.999999,3.911841115900039e-05,3.691874479278596,0.8,2.953499583422877
