cell_key,row,subject_id,target,selected_expert,expert_family,selection_score,true_gain,raw_pred,selected_pred,switched,metric_row,surprise_calendar_rhythm,surprise_calendar_rhythm_rank,surprise_phone_device,surprise_phone_device_rank,surprise_body_sleep_activity,surprise_body_sleep_activity_rank,surprise_app_social_context,surprise_app_social_context_rank,surprise_mobility_environment,surprise_mobility_environment_rank,masked_surprise_energy_mean,masked_surprise_energy_max,masked_surprise_energy_disagreement,masked_surprise_energy_mean_rank,masked_surprise_energy_max_rank,masked_surprise_energy_disagreement_rank,target_surprise_rank,target_surprise_shift,target_surprise_direction,action_move_sign,surprise_action_direction_agrees,surprise_responsibility_score,surprise_veto_keep,wm_energy_calendar_rhythm,wm_energy_rank_calendar_rhythm,wm_energy_phone_behavior,wm_energy_rank_phone_behavior,wm_energy_body_activity_sleep,wm_energy_rank_body_activity_sleep,wm_energy_app_social_context,wm_energy_rank_app_social_context,wm_energy_mobility_environment,wm_energy_rank_mobility_environment,wm_energy_mean,wm_energy_max,wm_energy_rank_mean,wm_energy_rank_max
171:Q3,171,id04,Q3,global_prior,prior,0.1779220347859642,-0.2137615641630922,0.7339285714285715,0.5926773455377574,True,171,1.0085640200913453,0.3444444444444444,1.349866513175426,0.3044444444444444,1.55257293461875,0.5866666666666667,1.1122172495110776,0.2733333333333333,1.884299089608522,0.7888888888888889,-0.3218329206087607,-0.2946539055545013,0.0217438233296367,0.2955555555555555,0.3644444444444444,0.38,0.3044444444444444,-0.1769911504424778,-1.0,-1.0,True,0.2995555555555555,True,0.9430560509160739,0.3088888888888889,1.32981414195761,0.2777777777777778,1.4781689424057094,0.5533333333333333,1.2559041167056866,0.36,2.0029471352766404,0.7511111111111111,1.401978077452344,2.0029471352766404,0.45022222222222225,0.7511111111111111
172:Q3,172,id04,Q3,global_prior,prior,0.1628538546688511,-0.2481982524329944,0.7596428571428572,0.5926773455377574,True,172,0.7462123370299124,0.1355555555555555,1.1661915462295658,0.2222222222222222,0.8205939189586093,0.1622222222222222,1.515688737696374,0.4777777777777778,1.4411347798617882,0.6422222222222222,-0.3233659082193995,-0.306630052240151,0.0120692043620554,0.2688888888888889,0.1644444444444444,0.1111111111111111,0.2222222222222222,-0.1769911504424778,-1.0,-1.0,True,0.2478888888888888,True,0.7238542803182632,0.13555555555555557,1.1992252330814015,0.21777777777777776,0.7715025460020343,0.14222222222222222,1.683107147335734,0.6155555555555555,1.4771737052434195,0.5866666666666667,1.1709725823961705,1.683107147335734,0.33955555555555555,0.6155555555555555
174:Q2,174,id04,Q2,global_prior,prior,0.1709375272078633,0.4119820172958331,0.3667857142857143,0.5537757437070938,True,174,2.670706326069824,0.8777777777777778,4.332903844453248,0.8733333333333333,1.810066207974895,0.6955555555555556,1.9503307613723464,0.6555555555555556,1.1717129911498865,0.4533333333333333,-0.2667483003338039,-0.1967220110978327,0.0427731045969908,0.8377777777777777,0.7977777777777778,0.8177777777777778,0.6555555555555556,0.1681415929203539,1.0,1.0,True,0.7557777777777778,True,2.5310048172951887,0.8755555555555555,4.130216719213206,0.8688888888888889,1.3076883499839826,0.46444444444444444,1.9599782775686254,0.7488888888888889,1.1958689369935387,0.4111111111111111,2.224951420210908,4.130216719213206,0.6737777777777777,0.8755555555555555
175:Q2,175,id04,Q2,global_prior,prior,0.1861935720159478,-0.3700884257638431,0.3539285714285715,0.5537757437070938,True,175,2.466208929086376,0.8733333333333333,3.1947570303191077,0.8133333333333334,1.452945159677588,0.5333333333333333,2.041621645130229,0.6911111111111111,2.0975161984563657,0.8133333333333334,-0.2736477486171924,-0.2492762999229016,0.0225210598679801,0.82,0.6444444444444445,0.4022222222222222,0.6911111111111111,0.1681415929203539,1.0,1.0,True,0.762,True,2.3513138902574786,0.8711111111111111,3.2991639209287866,0.8088888888888889,1.1820758696457154,0.36666666666666664,2.011260272256468,0.7711111111111111,2.0707396481797113,0.7666666666666667,2.182910720253632,3.2991639209287866,0.7168888888888889,0.8711111111111111
175:S4,175,id04,S4,hsjepa_action_health__high_margin_listener_health,core_action_health,0.1596578833395963,0.3558171131237646,0.5325,0.7600620013734175,True,175,2.466208929086376,0.8733333333333333,3.1947570303191077,0.8133333333333334,1.452945159677588,0.5333333333333333,2.041621645130229,0.6911111111111111,2.0975161984563657,0.8133333333333334,-0.2736477486171924,-0.2492762999229016,0.0225210598679801,0.82,0.6444444444444445,0.4022222222222222,0.4022222222222222,0.0973451327433628,1.0,1.0,True,0.632,True,2.3513138902574786,0.8711111111111111,3.2991639209287866,0.8088888888888889,1.1820758696457154,0.36666666666666664,2.011260272256468,0.7711111111111111,2.0707396481797113,0.7666666666666667,2.182910720253632,3.2991639209287866,0.7168888888888889,0.8711111111111111
176:Q2,176,id04,Q2,global_prior,prior,0.1727493716127481,0.4476646928944033,0.3539285714285715,0.5537757437070938,True,176,0.7730936248033523,0.1533333333333333,0.3776579872571546,0.0177777777777777,0.241841765276696,0.0044444444444444,0.8841932082789795,0.14,0.7761118532142258,0.1422222222222222,-0.3476527237331201,-0.3246017434248561,0.0252248469439841,0.0088888888888888,0.0022222222222222,0.5044444444444445,0.14,0.1681415929203539,1.0,1.0,True,0.0678888888888888,True,0.7999587740486105,0.1711111111111111,0.8412418313249913,0.08888888888888889,0.15978216482438667,0.0044444444444444444,0.9891229372170598,0.2,0.784747984643766,0.13111111111111112,0.7149707384117628,0.9891229372170598,0.11911111111111113,0.2
214:S2,214,id05,S2,hsjepa_action_health__strict_listener_health,core_action_health,0.1968308098375162,0.2632217748816202,0.4122689075630252,0.2352941176470588,True,214,1.549445773937569,0.7688888888888888,2.170539059681713,0.6355555555555555,0.8193214519664008,0.1577777777777777,0.5627115178660802,0.0244444444444444,0.9548515882006998,0.2688888888888889,-0.3270594302693315,-0.2925497277868416,0.0416556902874835,0.2288888888888889,0.3911111111111111,0.8022222222222222,0.8022222222222222,0.0707964601769911,1.0,-1.0,False,0.4868888888888889,True,1.5456681053462162,0.7822222222222223,2.303242619491271,0.6555555555555556,0.8430310262765761,0.18222222222222223,0.6017240992267813,0.03111111111111111,0.809777011854604,0.13777777777777778,1.2206885724390897,2.303242619491271,0.3577777777777778,0.7822222222222223
214:S3,214,id05,S3,hsjepa_action_health__strict_listener_health,core_action_health,0.1886650869671764,0.3295927289859972,0.3442436974789916,0.088235294117647,True,214,1.549445773937569,0.7688888888888888,2.170539059681713,0.6355555555555555,0.8193214519664008,0.1577777777777777,0.5627115178660802,0.0244444444444444,0.9548515882006998,0.2688888888888889,-0.3270594302693315,-0.2925497277868416,0.0416556902874835,0.2288888888888889,0.3911111111111111,0.8022222222222222,0.1577777777777777,0.1504424778761062,1.0,-1.0,False,0.1968888888888889,True,1.5456681053462162,0.7822222222222223,2.303242619491271,0.6555555555555556,0.8430310262765761,0.18222222222222223,0.6017240992267813,0.03111111111111111,0.809777011854604,0.13777777777777778,1.2206885724390897,2.303242619491271,0.3577777777777778,0.7822222222222223
214:S4,214,id05,S4,hsjepa_action_health__high_margin_listener_health,core_action_health,0.1697052310980231,-0.2561998496930491,0.5383613445378151,0.6426975563093823,True,214,1.549445773937569,0.7688888888888888,2.170539059681713,0.6355555555555555,0.8193214519664008,0.1577777777777777,0.5627115178660802,0.0244444444444444,0.9548515882006998,0.2688888888888889,-0.3270594302693315,-0.2925497277868416,0.0416556902874835,0.2288888888888889,0.3911111111111111,0.8022222222222222,0.8022222222222222,0.0973451327433628,1.0,1.0,True,0.4868888888888889,True,1.5456681053462162,0.7822222222222223,2.303242619491271,0.6555555555555556,0.8430310262765761,0.18222222222222223,0.6017240992267813,0.03111111111111111,0.809777011854604,0.13777777777777778,1.2206885724390897,2.303242619491271,0.3577777777777778,0.7822222222222223
215:S3,215,id05,S3,raw_action_core_health__wide_listener_health,raw_action_core_health,0.1756000136736575,0.1742747268870734,0.2799579831932773,0.142874547209915,True,215,0.5717481220409598,0.0533333333333333,4.480543324088781,0.8755555555555555,1.5292417352055765,0.5755555555555556,1.2810419955486405,0.3444444444444444,0.8478852654463401,0.1933333333333333,-0.2994341236311882,-0.1899047114679502,0.0560529104497789,0.6288888888888889,0.8066666666666666,0.9177777777777778,0.5755555555555556,0.1504424778761062,1.0,-1.0,False,0.604888888888889,True,0.5662971455633665,0.05333333333333334,3.8709154500881326,0.8555555555555555,1.5609244385733991,0.5866666666666667,1.065557196046563,0.23777777777777778,0.8145976310352242,0.14444444444444443,1.575658372261337,3.8709154500881326,0.37555555555555553,0.8555555555555555
