flat_idx,row,target,sign,coef,stability,source_support,semantic_mean,base_mean,h088_alignment,listener_score,public_utility_base,magnitude_base,rank_seed_score,logit_step,public_delta_estimate,public_utility,old_route_energy,new_route_energy,route_energy_delta,solver_score
39,5,S2,1,-0.000866677115327212,1.0,9,1.0436481940898937e-06,1.7791157580214547e-06,0.0,3.340666927490871,0.0006597189566813144,0.7612050035868767,0.0028004421555671293,0.9454166144549009,-0.0008193709441981924,0.0008193709441981924,0.7002695208916305,0.6779902341927956,-0.022279286698834944,0.0012383981047772213
190,27,Q2,-1,0.000657085536864313,1.0,8,3.2855873743699133e-05,5.430007133012095e-05,0.0,4.4715275821596245,0.0003966968660966319,0.6037218046066187,0.002471405279460018,-0.7637080828273727,-0.0005018215356122394,0.0005018215356122394,0.6564416803539928,0.6509492523080592,-0.005492428045933528,0.0006166852404390429
309,44,Q2,-1,0.0005384807500006606,1.0,9,6.805381711503927e-05,6.516111522687022e-05,0.0,4.467379238393323,0.00027710455363209527,0.5146043821097697,0.002410779942339779,-0.6509745433688585,-0.0003505372603446005,0.0003505372603446005,0.5880426420182794,0.584599044625457,-0.003443597392822406,0.0004305220134154038
351,50,Q2,-1,0.0006815931744011135,1.0,8,1.9402537652154624e-05,1.730466889827969e-05,0.0,4.187379988262911,0.00042404391417188986,0.6221363858939446,0.0020744987844951938,-0.7870025281558399,-0.0005364155514274406,0.0005364155514274406,0.6321398673733064,0.6322197173188977,7.984994559129266e-05,0.0005476245546919631
1644,234,S4,-1,0.0013563390771717657,1.0,4,3.237536743638705e-06,-1.8924150607976843e-06,0.5085714285714286,1.2301281857813546,0.0015314802392661499,1.1291278597233871,0.0020565258303025876,-1.0907375124927918,-0.0014794099111311006,0.0014794099111311006,0.734783888398664,0.7034461159690242,-0.031337772429639865,0.002051489814864618
1355,193,S2,1,-0.0010133972904420071,1.0,9,1.643255834594929e-05,6.940000500101108e-06,0.5994285714285714,3.2084094641925627,0.00088312284323498,0.8714478039010681,0.0019834687405506104,1.0823381724451266,-0.0010968385712978451,0.0010968385712978451,0.7546568287124052,0.7489388575830803,-0.005717971129324928,0.0012177620516256938
1292,184,S2,1,-0.0010672250432721257,1.0,5,1.190621002087758e-06,1.8104222150613882e-06,0.5348571428571428,2.207187525150906,0.0009731950169429703,0.9118929724129616,0.0014086061911161524,1.1325710717368984,-0.0012087082110431692,0.0012087082110431692,0.6840839009131192,0.6570329210538565,-0.027050979859262747,0.0017056258485098987
787,112,S1,1,-0.0010204579655400472,1.0,3,-1.7488320872858854e-06,-2.5228747837361323e-06,0.6068571428571429,-0.088813413816231,0.0008946896473039452,0.8767530633468642,0.0009392624665939974,0.8469434591930708,-0.000864270199295611,0.000864270199295611,0.7437214442229084,0.7273072631668259,-0.0164141810560825,0.001165725458305096
1359,194,Q2,-1,0.00026869240279685556,1.0,7,8.641206797917684e-05,0.0001580683403515277,0.0,4.41433836351442,8.380259575578823e-05,0.3118904549718402,0.0009065836058557771,-0.3945414255393779,-0.00010601028363107212,0.00010601028363107212,0.8036143653369592,0.784745778101556,-0.01886858723540319,0.0004596448538683295
1291,184,S1,1,-0.0007898684692364027,1.0,6,3.8375689971091223e-07,1.1541265146083741e-06,0.6177142857142857,1.607670981444221,0.0005556664816412826,0.703492420932396,0.0008143601475007283,0.6795736786206944,-0.000536773821265479,0.000536773821265479,0.6570329210538565,0.6460691615894925,-0.010963759464364009,0.0007461214916240311
767,109,S2,-1,0.000891100155360654,1.0,3,3.973748694720218e-07,1.1464278576746085e-06,0.5554285714285714,1.4604679409792087,0.000694662490435969,0.7795560198896151,0.0007715006428033182,-0.968208576702902,-0.0008627708131214736,0.0008627708131214736,0.7380815683072779,0.7153852771675504,-0.022696291139727487,0.0012773040536365682
1328,189,S3,1,-0.0006828743939024004,1.0,7,2.382215008350941e-06,4.678892181510995e-06,0.6091428571428571,2.379192219986586,0.0004254983999769266,0.6230990703068313,0.0007113841379716587,0.601913701916399,-0.0004110314543777111,0.0004110314543777111,0.7409342680957336,0.7366013221888345,-0.004332945906899144,0.0005030244807018956
122,17,S1,1,-0.0006904111887686181,1.0,6,1.8640312302437575e-06,4.643612351574796e-06,0.5542857142857143,2.276984965347641,0.0004341043732118212,0.6287620772572754,0.0006941109275155254,0.607384166630528,-0.0004193448245226192,0.0004193448245226192,0.6371997392368175,0.6374387605866573,0.0002390213498397742,0.0004170035435322328
670,95,S3,1,-0.0006351748188065614,1.0,8,6.418942041073362e-07,7.710210254089011e-07,0.5845714285714285,2.0799657444668007,0.00037301181141353616,0.5872585001313388,0.0006706215190816804,0.5672917111268733,-0.00036032940982547585,0.00036032940982547585,0.620796184661378,0.6127133177612658,-0.008082866900112173,0.0005218210140274949
60,8,S2,1,-0.00038207329782434263,0.8846153846153846,8,9.712061659767803e-07,1.7728009326987003e-06,0.0,3.518536091549296,0.00015171471300224801,0.3970827426731049,0.0005469408917093395,0.49317676639999625,-0.000188429673548792,0.000188429673548792,0.6961381056847362,0.6478373728458356,-0.04830073283890057,0.0010738428646490023
916,130,S4,-1,0.0005676208828816773,1.0,5,7.5623934140545886e-06,4.811907810935742e-06,0.496,2.4646544600938967,0.0003045284526277834,0.5364997339100075,0.0004904399195274692,-0.5182587429570672,-0.00029417448523843875,0.00029417448523843875,0.9079054700334854,0.882055368375464,-0.025850101658021374,0.0007694763150828235
908,129,S3,-1,0.0006597653952455987,1.0,4,-7.197549332350879e-07,-4.229924468003957e-07,0.6125714285714285,-0.04000984238765917,0.0003996432557016943,0.6057354001613353,0.00047271618792039125,-0.5851403965558498,-0.0003860553850078366,0.0003860553850078366,0.8456427230429656,0.8395279378395722,-0.006114785203393369,0.0005041215186689172
1403,200,S1,1,-0.0005776062217454249,1.0,6,1.1599547889326794e-06,2.308908941478985e-06,0.6188571428571429,2.0989575564498097,0.00031421924661200135,0.5440025311058558,0.00046563283998256165,0.5255064450482566,-0.00030353579222719326,0.00030353579222719326,0.7515558055596577,0.7421744789863549,-0.009381326573302817,0.000484399670546644
1342,191,S3,1,-0.0005659040034401497,1.0,6,1.079344365431451e-06,2.151939968721086e-06,0.5828571428571429,2.1537659289067737,0.00030287731346725574,0.5352097027517992,0.00046308997813818007,0.5170125728582381,-0.00029257948480936903,0.00029257948480936903,0.7591871800972029,0.7553812196721383,-0.0038059604250645362,0.0003730867724605307
1643,234,S3,1,-0.0004723604697430334,1.0,8,6.68838772488223e-07,9.98839761773555e-07,0.4771428571428571,2.1476994466800807,0.00021961117014743326,0.4649228379904502,0.00043879087764317313,0.44911546149877485,-0.00021214439036242052,0.00021214439036242052,0.7034461159690242,0.7067864137623013,0.0033402977932771583,2.772652276579104e-05
664,94,S4,1,-0.0004958349692895376,1.0,6,1.495590684792637e-06,4.618767680585675e-06,0.5885714285714285,1.9479198524480212,0.00023927068737800158,0.4825611386805636,0.0003692830602895926,0.46615405996542436,-0.00023113548400714948,0.00023113548400714948,0.6656771403506413,0.6672567632927595,0.0015796229421182195,0.0001483581074800563
1430,204,Q3,1,-0.00029509108933766816,1.0,6,-4.3395312103401566e-07,5.068374254965973e-06,0.0,2.5884088419405322,9.78893675723114e-05,0.33172593517487786,0.0003251962473904751,0.3814848254511095,-0.0001125727727081581,0.0001125727727081581,0.6719036277220779,0.6732823895644591,0.001378761842381171,4.184706216528785e-05
