flat_idx,row,target,sign,coef,stability,source_support,semantic_mean,base_mean,h088_alignment,listener_score,public_utility_base,magnitude_base,rank_seed_score
1279,182,S3,1,-0.004119075421733211,1.0,6,9.762675442548168e-06,1.796270670713444e-05,0.0,4.210953834115806,0.013201621769109967,3.204996368713014,0.05041690827666625
715,102,Q2,-1,0.002715532587680619,1.0,8,6.398216992939644e-05,2.617575632312243e-05,0.0,5.1306018192488265,0.00583948260000113,2.150400487363964,0.03974514153425467
612,87,S1,-1,0.0014939672512023301,1.0,9,3.6142003012817707e-07,1.0296242476724366e-06,0.0,2.876729786124153,0.0018413730514813163,1.2325391001706345,0.0077429067322822434
936,133,S3,1,-0.0012735540595048035,1.0,9,5.769544817372452e-07,6.081610995101088e-07,0.0,3.379990088680229,0.0013587863376917152,1.0669247430454993,0.005713887310506928
37,5,Q3,1,-0.0011540211137156975,1.0,5,9.557253479510507e-06,1.64476428387922e-05,0.0,3.456880281690141,0.0011276054772480042,0.9771099192608005,0.0038667896258665593
1139,162,S3,-1,0.0012324309308809254,1.0,4,-1.0434290564035453e-06,-1.6855700043784501e-06,0.0,1.1306725352112676,0.0012768299847240065,1.03602559196672,0.0033606165197935848
181,25,S4,1,-0.0011547433492810483,1.0,4,-1.02795547523023e-06,-1.6163678940623174e-06,0.0,1.5750798122065728,0.001128937830344404,0.9776525935804601,0.0029713643694664706
922,131,S3,1,-0.001343291949568879,1.0,8,3.1617116904322e-07,2.578849865951592e-07,0.5411428571428571,2.0675743293091884,0.0015035795785653156,1.1193244916325746,0.0028013086557417636
39,5,S2,1,-0.000866677115327212,1.0,9,1.0436481940898937e-06,1.7791157580214547e-06,0.0,3.340666927490871,0.0006597189566813144,0.7612050035868767,0.0028004421555671293
397,56,S3,1,-0.0009875183914331087,1.0,6,3.3843507948057997e-07,3.9855745985929485e-07,0.0,3.1821647104851327,0.0008413685158697784,0.8520028823450727,0.0027460048773136595
1725,246,S1,-1,0.0009587681526366064,1.0,6,1.3357504331572118e-07,3.6803817217487704e-07,0.0,2.9677359154929577,0.0007961615434396145,0.8304004896806128,0.0025933293350882207
190,27,Q2,-1,0.000657085536864313,1.0,8,3.2855873743699133e-05,5.430007133012095e-05,0.0,4.4715275821596245,0.0003966968660966319,0.6037218046066187,0.002471405279460018
645,92,Q2,-1,0.0008408321495832092,1.0,7,7.247140789007683e-06,7.064860491445433e-06,0.0,4.458451374916164,0.0006237171627964478,0.7417855788525893,0.002437713155486408
309,44,Q2,-1,0.0005384807500006606,1.0,9,6.805381711503927e-05,6.516111522687022e-05,0.0,4.467379238393323,0.00027710455363209527,0.5146043821097697,0.002410779942339779
1530,218,S2,1,-0.0012794246202073747,1.0,8,5.979978371271614e-07,4.315967246857952e-07,0.6137142857142858,1.9815894282360829,0.0013706933641703444,1.0713357727539872,0.002395230986071762
771,110,Q2,-1,0.0005647038391104716,1.0,6,6.438763474748074e-05,0.00010167906481186749,0.0,4.474836854460094,0.00030172573464071325,0.5343079216815585,0.002256161002097877
