cell_key,selected_expert,predicted_loss,soft_entropy,subject_id
31:Q1,global_prior,0.6885237440767606,2.435301358300359,id01
31:Q2,core_knn_blend,0.6857314983755752,2.484902214579965,id01
31:Q3,core_knn_blend,0.6858122795837225,2.48488756956858,id01
31:S1,raw_knn_blend,0.6769831980587537,2.484752312132983,id01
31:S2,core_knn_blend,0.6803153695884173,2.4840739356961956,id01
31:S3,subject_prior,0.29612040915429794,2.3488629002045194,id01
31:S4,global_prior,0.6854282512422037,2.48490527007023,id01
32:Q1,global_prior,0.6885237440767606,2.4394761160712624,id01
32:Q2,global_prior,0.6861075342741604,2.484906649788001,id01
32:Q3,core_knn_blend,0.6838436205041956,2.484673708659213,id01
32:S1,raw_knn_blend,0.6757305572238799,2.484766484306679,id01
32:S2,core_knn_blend,0.678414717498296,2.4831441618109102,id01
32:S3,subject_prior,0.2943619464590627,2.255666853156251,id01
32:S4,global_prior,0.6854546131828806,2.484905904619902,id01
33:Q1,global_prior,0.6873367238263598,2.3721026669419927,id01
33:Q2,global_prior,0.6889869873334382,2.484906649788001,id01
33:Q3,raw_knn_blend,0.6843008087871864,2.484681805185362,id01
33:S1,core_knn_blend,0.6801776015859422,2.4716767758715883,id01
33:S2,global_prior,0.6864585518020642,2.4847880070090977,id01
33:S3,subject_prior,0.11617312090479977,2.2556230938102124,id01
33:S4,raw_action_core_health__balanced_listener_health,0.6990265588095816,2.484823361563794,id01
34:Q1,global_prior,0.6905697311864201,2.361596385862346,id01
34:Q2,subject_prior,0.6865221540211621,2.48489211770066,id01
34:Q3,raw_action_core_health__high_margin_listener_health,0.6883589603091012,2.484495514400801,id01
34:S1,raw_knn_blend,0.6779557829007798,2.484800394650533,id01
34:S2,global_prior,0.6819582548949611,2.4843831209032454,id01
34:S3,subject_prior,0.11558296185619067,2.204911757351319,id01
34:S4,global_prior,0.6890531190624692,2.484834025756402,id01
35:Q1,global_prior,0.7263304756001641,2.300188564285865,id01
35:Q2,global_prior,0.7048995602848639,2.4847332226707435,id01
35:Q3,raw_knn_blend,0.7251927452833442,2.398873268658962,id01
