cell_key,fold,row,subject_id,target,target_idx,y,oracle_expert,oracle_loss,target_is_q,target_is_s,target_is_q2,target_is_s2,dayofweek,is_weekend,dayofmonth_rank,month_start_proximity,month_end,dist_to_subject_normal,dist_to_peer_normal,subject_minus_peer_dist,subject_outlier_rank,peer_outlier_rank,cohort_outlier_score,expert_prob_mean,expert_prob_std,expert_prob_range,expert_logit_std,raw_core_gap,subject_global_gap,core_subject_gap,raw_subject_gap,pred__global_prior,loss__global_prior,pred__subject_prior,loss__subject_prior,pred__raw_knn_blend,loss__raw_knn_blend,pred__core_knn_blend,loss__core_knn_blend,pred__hsjepa_action_health__strict_listener_health,loss__hsjepa_action_health__strict_listener_health,pred__raw_action_core_health__strict_listener_health,loss__raw_action_core_health__strict_listener_health,pred__hsjepa_action_health__balanced_listener_health,loss__hsjepa_action_health__balanced_listener_health,pred__raw_action_core_health__balanced_listener_health,loss__raw_action_core_health__balanced_listener_health,pred__hsjepa_action_health__wide_listener_health,loss__hsjepa_action_health__wide_listener_health,pred__raw_action_core_health__wide_listener_health,loss__raw_action_core_health__wide_listener_health,pred__hsjepa_action_health__high_margin_listener_health,loss__hsjepa_action_health__high_margin_listener_health,pred__raw_action_core_health__high_margin_listener_health,loss__raw_action_core_health__high_margin_listener_health
31:Q1,future_tail_id01,31,id01,Q1,0.0,0.0,hsjepa_action_health__strict_listener_health,0.4382549309311551,1.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.6451612903225806,1.5714285714285714,0.0,2.8634783136653734,2.8634783136653734,0.0,0.25,0.07,0.1497142857142857,0.37063643345901404,0.037676510215413746,0.1360703812316716,0.15571589514520973,0.01285714285714279,0.13607038123167153,0.020322580645161348,0.03317972350230414,0.4909090909090909,0.6751286750572671,0.3548387096774194,0.4382549309311553,0.3880184331797235,0.4910531164981261,0.3751612903225807,0.47026172706624186,0.3548387096774193,0.4382549309311551,0.3548387096774193,0.4382549309311551,0.3548387096774193,0.4382549309311551,0.3548387096774193,0.4382549309311551,0.3548387096774193,0.4382549309311551,0.3548387096774193,0.4382549309311551,0.3548387096774193,0.4382549309311551,0.3548387096774193,0.4382549309311551
31:Q2,future_tail_id01,31,id01,Q2,1.0,0.0,global_prior,0.8292793548845252,1.0,0.0,1.0,0.0,0.16666666666666666,0.0,0.6451612903225806,1.5714285714285714,0.0,2.8634783136653734,2.8634783136653734,0.0,0.25,0.07,0.1497142857142857,0.5817508029604804,0.0082442712088851,0.03857561793045672,0.033944166165567335,0.0128571428571429,0.017008797653959018,0.0215668202764977,0.0087096774193548,0.5636363636363636,0.8292793548845252,0.5806451612903226,0.8690378470236096,0.5893548387096774,0.8900257919158311,0.6022119815668203,0.9218360325905804,0.5806451612903226,0.8690378470236096,0.5806451612903226,0.8690378470236096,0.5806451612903226,0.8690378470236096,0.5806451612903226,0.8690378470236096,0.5806451612903226,0.8690378470236096,0.5806451612903226,0.8690378470236096,0.5806451612903226,0.8690378470236096,0.5806451612903226,0.8690378470236096
31:Q3,future_tail_id01,31,id01,Q3,2.0,1.0,core_knn_blend,0.4860206200543993,1.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.6451612903225806,1.5714285714285714,0.0,2.8634783136653734,2.8634783136653734,0.0,0.25,0.07,0.1497142857142857,0.5869239631336407,0.011371259550180254,0.0344239631336406,0.04721812686865158,0.0128571428571429,0.019354838709677358,0.0344239631336406,0.0215668202764977,0.6,0.5108256237659907,0.5806451612903226,0.5436154465889815,0.6022119815668203,0.50714576680759,0.6150691244239632,0.4860206200543993,0.5806451612903226,0.5436154465889815,0.5806451612903226,0.5436154465889815,0.5806451612903226,0.5436154465889815,0.5806451612903226,0.5436154465889815,0.5806451612903226,0.5436154465889815,0.5806451612903226,0.5436154465889815,0.5806451612903226,0.5436154465889815,0.5806451612903226,0.5436154465889815
31:S1,future_tail_id01,31,id01,S1,3.0,0.0,subject_prior,1.0360919316867756,0.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.6451612903225806,1.5714285714285714,0.0,2.8634783136653734,2.8634783136653734,0.0,0.25,0.07,0.1497142857142857,0.6493040427314621,0.010675936392563413,0.038929618768328456,0.04792567437449024,0.0,0.038929618768328456,0.005391705069124453,0.005391705069124453,0.6840909090909091,1.152300793781615,0.6451612903225806,1.0360919316867756,0.6505529953917051,1.0514033608276154,0.6505529953917051,1.0514033608276154,0.6451612903225806,1.0360919316867756,0.6451612903225806,1.0360919316867756,0.6451612903225806,1.0360919316867756,0.6451612903225806,1.0360919316867756,0.6451612903225806,1.0360919316867756,0.6451612903225806,1.0360919316867756,0.6451612903225806,1.0360919316867756,0.6451612903225806,1.0360919316867756
31:S2,future_tail_id01,31,id01,S2,4.0,0.0,subject_prior,0.9490805546971459,0.0,1.0,0.0,1.0,0.16666666666666666,0.0,0.6451612903225806,1.5714285714285714,0.0,2.8634783136653734,2.8634783136653734,0.0,0.25,0.07,0.1497142857142857,0.620762812456361,0.014325570263120223,0.04164222873900292,0.06158368305750975,0.0128571428571429,0.04164222873900292,0.03276497695852543,0.019907834101382527,0.6545454545454545,1.0628942060660305,0.6129032258064516,0.9490805546971459,0.6328110599078342,1.001878740264117,0.645668202764977,1.0375215244963705,0.6129032258064516,0.9490805546971459,0.6129032258064516,0.9490805546971459,0.6129032258064516,0.9490805546971459,0.6129032258064516,0.9490805546971459,0.6129032258064516,0.9490805546971459,0.6129032258064516,0.9490805546971459,0.6129032258064516,0.9490805546971459,0.6129032258064516,0.9490805546971459
31:S3,future_tail_id01,31,id01,S3,5.0,1.0,subject_prior,0.10178269430994236,0.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.6451612903225806,1.5714285714285714,0.0,2.8634783136653734,2.8634783136653734,0.0,0.25,0.07,0.1497142857142857,0.8796144044127914,0.06624915290193105,0.2418621700879765,0.42898001609815933,0.0,0.2418621700879765,0.020737327188940058,0.020737327188940058,0.6613636363636364,0.4134514597408143,0.9032258064516129,0.10178269430994236,0.8824884792626728,0.12500954491975885,0.8824884792626728,0.12500954491975885,0.9032258064516129,0.10178269430994236,0.9032258064516129,0.10178269430994236,0.9032258064516129,0.10178269430994236,0.9032258064516129,0.10178269430994236,0.9032258064516129,0.10178269430994236,0.9032258064516129,0.10178269430994236,0.9032258064516129,0.10178269430994236,0.9032258064516129,0.10178269430994236
31:S4,future_tail_id01,31,id01,S4,6.0,0.0,subject_prior,0.661398482245365,0.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.6451612903225806,1.5714285714285714,0.0,2.8634783136653734,2.8634783136653734,0.0,0.25,0.07,0.1497142857142857,0.49153836754643226,0.021384685944295666,0.0774926686217009,0.08588367456503421,0.01285714285714279,0.0774926686217009,0.013686635944700432,0.0008294930875576423,0.5613636363636364,0.8240845380074213,0.4838709677419355,0.661398482245365,0.48470046082949314,0.6630069179419604,0.49755760368663593,0.6882742798221692,0.48387096774193555,0.661398482245365,0.48387096774193555,0.661398482245365,0.48387096774193555,0.661398482245365,0.48387096774193555,0.661398482245365,0.48387096774193555,0.661398482245365,0.48387096774193555,0.661398482245365,0.48387096774193555,0.661398482245365,0.48387096774193555,0.661398482245365
32:Q1,future_tail_id01,32,id01,Q1,0.0,0.0,hsjepa_action_health__strict_listener_health,0.4382549309311551,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6774193548387096,1.4285714285714286,0.0,2.4293197560656163,2.4293197560656163,0.0,0.1314285714285714,0.0271428571428571,0.0819142857142857,0.37170786203044265,0.03797160906365549,0.1360703812316716,0.15707254307229687,0.0,0.13607038123167153,0.03317972350230414,0.03317972350230414,0.4909090909090909,0.6751286750572671,0.3548387096774194,0.4382549309311553,0.3880184331797235,0.4910531164981261,0.3880184331797235,0.4910531164981261,0.3548387096774193,0.4382549309311551,0.3548387096774193,0.4382549309311551,0.3548387096774193,0.4382549309311551,0.3548387096774193,0.4382549309311551,0.3548387096774193,0.4382549309311551,0.3548387096774193,0.4382549309311551,0.3548387096774193,0.4382549309311551,0.3548387096774193,0.4382549309311551
32:Q2,future_tail_id01,32,id01,Q2,1.0,1.0,raw_knn_blend,0.5287268340952309,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.6774193548387096,1.4285714285714286,0.0,2.4293197560656163,2.4293197560656163,0.0,0.1314285714285714,0.0271428571428571,0.0819142857142857,0.580679374389052,0.006062192347508337,0.025718475073313818,0.024837056221138784,0.0,0.017008797653959018,0.0087096774193548,0.0087096774193548,0.5636363636363636,0.5733459807473247,0.5806451612903226,0.5436154465889815,0.5893548387096774,0.5287268340952309,0.5893548387096774,0.5287268340952309,0.5806451612903226,0.5436154465889815,0.5806451612903226,0.5436154465889815,0.5806451612903226,0.5436154465889815,0.5806451612903226,0.5436154465889815,0.5806451612903226,0.5436154465889815,0.5806451612903226,0.5436154465889815,0.5806451612903226,0.5436154465889815,0.5806451612903226,0.5436154465889815
32:Q3,future_tail_id01,32,id01,Q3,2.0,0.0,subject_prior,0.8690378470236096,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6774193548387096,1.4285714285714286,0.0,2.4293197560656163,2.4293197560656163,0.0,0.1314285714285714,0.0271428571428571,0.0819142857142857,0.5879953917050692,0.014221257141540202,0.0472811059907835,0.05937578782635815,0.0257142857142858,0.019354838709677358,0.0472811059907835,0.0215668202764977,0.6,0.916290731874155,0.5806451612903226,0.8690378470236096,0.6022119815668203,0.9218360325905804,0.6279262672811061,0.9886632381156651,0.5806451612903226,0.8690378470236096,0.5806451612903226,0.8690378470236096,0.5806451612903226,0.8690378470236096,0.5806451612903226,0.8690378470236096,0.5806451612903226,0.8690378470236096,0.5806451612903226,0.8690378470236096,0.5806451612903226,0.8690378470236096,0.5806451612903226,0.8690378470236096
