feature,train_mean,train_std,test_mean,test_std
episode_action_pressure_max,0.1908298855292427,0.0528294474311237,0.2216759270691418,0.0600170363306251
episode_action_pressure_max_delta_next,0.0001917601057122,0.0696018946892276,-0.0004511797619492,0.072985968749671
episode_action_pressure_max_delta_prev,0.0001917601057122,0.0696018946892276,-0.0004511797619492,0.072985968749671
episode_action_pressure_max_subject_rank,0.5111111111111111,0.2886085753199967,0.52,0.288425979115672
episode_action_pressure_max_subject_z,0.0012246697985688,1.010786492750672,-0.0489858552706429,1.007303194443557
episode_action_pressure_mean,0.0916683356776483,0.0278388040407825,0.1079734383053409,0.0355772960212261
episode_action_pressure_mean_delta_next,-0.000395415878518,0.0366152678690095,0.0004574720354786,0.0366048685788757
episode_action_pressure_mean_delta_prev,-0.000395415878518,0.0366152678690095,0.0004574720354786,0.0366048685788757
episode_action_pressure_mean_subject_rank,0.5111111111111111,0.2886085753199967,0.52,0.2884564500125349
episode_action_pressure_mean_subject_z,0.1024516614009547,1.0049109372364564,0.0077993672406419,1.0229044408557617
episode_context_score,0.479,0.1938339567731977,0.4802,0.2023452582098231
episode_energy_max,20.359430082637314,58.30093373323985,2.0484992669463287,1.5893355582716304
episode_energy_max_delta_next,-0.0903055211624783,20.302094277650937,-0.0282667343067352,2.114975389525185
episode_energy_max_delta_prev,-0.0903055211624783,20.302094277650937,-0.0282667343067352,2.1149753895251853
episode_energy_max_subject_rank,0.5111111111111111,0.2886085753199967,0.52,0.2884564500125349
episode_energy_max_subject_z,0.2104620795408576,1.0084583021927314,0.3031153705480038,1.003035772591673
episode_energy_mean,5.836193058827714,15.470216615705112,0.9261895735792446,0.4260406265400513
episode_energy_mean_delta_next,-0.0188871111748336,5.385592588519841,-0.0090156203225893,0.5368938348144644
episode_energy_mean_delta_prev,-0.0188871111748336,5.385592588519842,-0.0090156203225893,0.5368938348144644
episode_energy_mean_subject_rank,0.5111111111111111,0.2886085753199967,0.52,0.2884564500125349
episode_energy_mean_subject_z,0.142173682975319,1.0057542006114033,0.2036583882519103,1.0016778222641534
episode_month_end,0.0355555555555555,0.1851792591644414,0.016,0.125475097130865
episode_quiet_pressure,0.3215829056724324,0.3203540776804706,0.2957612186902982,0.274129730761297
episode_reset_pressure,0.4443476641729198,0.4568160815632457,0.4408947476312821,0.515691746712172
episode_resid_abs_mean,8.266903600167367,22.67634271996134,1.0020868392837945,0.4851905335469297
episode_resid_abs_mean_delta_next,-0.0265288599600258,7.891370253392443,-0.0089269222500138,0.6143472232266798
episode_resid_abs_mean_delta_prev,-0.0265288599600258,7.891370253392442,-0.0089269222500138,0.6143472232266798
episode_resid_abs_mean_subject_rank,0.5111111111111111,0.2886085753199967,0.52,0.2884564500125349
episode_resid_abs_mean_subject_z,0.1575116987867368,1.005208445634552,0.2600803739350061,1.0029829388956308
episode_subject_row_pct,0.5,0.2951679881392184,0.5,0.3004760426418559
episode_support_mean,0.5042267305178489,0.0324334707830424,0.4972604544159184,0.0320029297079203
episode_support_mean_delta_next,-0.0002000132933517,0.037717140497271,0.0001473364711874,0.0421749007748226
