heldout_subject,target,accepted,score_col,policy,fraction,heldout_selected_cells,heldout_gain_sum,heldout_positive_gain_rate,raw_action_count,inverse_action_count
id01,Q1,True,masked_view_consensus_pessimistic_utility,top_all,0.04,2,-0.008450318899304407,0.5,0,2
id01,Q2,True,masked_view_consensus_pessimistic_utility,top_all,0.04,2,0.013703094146219195,0.5,0,2
id01,Q3,True,masked_view_consensus_health_score,top_decisive,0.18,7,0.1651597760473817,0.5714285714285714,0,7
id01,S1,True,masked_view_consensus_health_score,top_all,0.02,1,0.1703370270274651,1.0,0,1
id01,S2,True,masked_view_gain_mean,top_all,0.02,1,0.1575821041331251,1.0,0,1
id01,S3,True,masked_view_gain_mean,top_decisive,0.02,1,0.0964650861311919,1.0,0,1
id01,S4,True,masked_view_consensus_health_score,top_all,0.25,10,0.023430701981032007,0.5,10,0
id02,Q1,True,masked_view_consensus_pessimistic_utility,top_all,0.04,2,0.0826044835055605,1.0,1,1
id02,Q2,True,masked_view_consensus_pessimistic_utility,top_decisive,0.02,1,0.0498791092611584,1.0,0,1
id02,Q3,True,masked_view_consensus_health_score,top_all,0.06,3,0.0888559244152908,1.0,1,2
id02,S1,True,masked_view_consensus_health_score,top_all,0.02,1,-0.0140080381101304,0.0,0,1
id02,S2,True,masked_view_consensus_utility,top_all,0.06,3,-0.17855789105600273,0.0,0,3
id02,S3,True,masked_view_gain_mean,top_decisive,0.02,1,-0.3291501435819092,0.0,0,1
id02,S4,True,masked_view_consensus_health_score,top_all,0.25,12,0.2574343518038169,0.75,7,5
id03,Q1,True,masked_view_consensus_pessimistic_utility,top_all,0.04,1,0.0193890837318251,1.0,0,1
id03,Q2,True,masked_view_consensus_pessimistic_utility,top_decisive,0.02,1,-0.0674101171692727,0.0,0,1
id03,Q3,True,masked_view_gain_mean,top_decisive,0.06,1,0.0899255018879645,1.0,1,0
id03,S1,True,masked_view_consensus_health_score,top_all,0.02,1,0.0499284707657002,1.0,0,1
id03,S2,True,masked_view_consensus_utility,top_decisive,0.06,2,0.3227668631424635,1.0,0,2
id03,S3,False,masked_view_gain_mean,hold,0.0,0,0.0,,0,0
id03,S4,True,masked_view_consensus_health_score,top_decisive,0.06,2,0.013390588626654598,0.5,0,2
id04,Q1,True,masked_view_consensus_pessimistic_utility,top_all,0.04,2,0.0411506405386885,1.0,1,1
id04,Q2,True,masked_view_consensus_pessimistic_utility,top_decisive,0.02,1,-0.0644393854954552,0.0,0,1
id04,Q3,True,masked_view_gain_mean,top_decisive,0.06,3,-0.35808207345659127,0.0,0,3
id04,S1,True,masked_view_consensus_health_score,top_all,0.02,1,0.0836189975062626,1.0,0,1
id04,S2,True,masked_view_gain_mean,top_decisive,0.04,2,-0.3576316369138667,0.0,0,2
id04,S3,True,masked_view_gain_mean,top_decisive,0.02,1,-0.3334549430294408,0.0,1,0
id04,S4,True,masked_view_consensus_health_score,top_decisive,0.1,4,0.0781156147871499,0.75,1,3
id05,Q1,True,masked_view_consensus_pessimistic_utility,top_all,0.04,2,-0.0158377348433876,0.5,0,2
id05,Q2,True,masked_view_consensus_pessimistic_utility,top_decisive,0.02,1,0.0827482702460739,1.0,0,1
id05,Q3,True,masked_view_gain_mean,top_decisive,0.08,3,-0.32459743132191615,0.0,2,1
id05,S1,True,masked_view_consensus_health_score,top_all,0.06,3,-0.038089656853378305,0.3333333333333333,2,1
id05,S2,True,masked_view_gain_mean,top_decisive,0.02,1,0.4395316746301914,1.0,0,1
id05,S3,False,masked_view_gain_mean,hold,0.0,0,0.0,,0,0
id05,S4,True,masked_view_consensus_health_score,top_all,0.25,11,0.22625437799623246,0.6363636363636364,7,4
id06,Q1,False,masked_view_gain_mean,hold,0.0,0,0.0,,0,0
id06,Q2,True,masked_view_consensus_health_score,top_decisive,0.02,1,0.0901439372490516,1.0,1,0
id06,Q3,True,masked_view_consensus_health_score,top_all,0.04,2,-0.0544509414818543,0.0,1,1
id06,S1,True,masked_view_consensus_health_score,top_all,0.02,1,0.0022415369937271,1.0,0,1
id06,S2,True,masked_view_gain_mean,top_decisive,0.04,1,-0.3205343427470116,0.0,0,1
id06,S3,True,masked_view_consensus_utility,top_decisive,0.04,1,-0.2278044764832534,0.0,1,0
id06,S4,True,masked_view_consensus_health_score,top_all,0.25,12,-0.43001687820527523,0.16666666666666666,8,4
id07,Q1,True,masked_view_gain_mean,top_decisive,0.06,2,-0.1079349735223267,0.5,1,1
id07,Q2,True,masked_view_consensus_pessimistic_utility,top_decisive,0.02,1,0.0765255432800003,1.0,0,1
id07,Q3,True,masked_view_consensus_health_score,top_all,0.06,3,0.018778116886025903,0.6666666666666666,1,2
id07,S1,True,masked_view_consensus_health_score,top_all,0.02,1,0.0197287447763114,1.0,1,0
id07,S2,True,masked_view_gain_mean,top_decisive,0.04,2,0.3370512339490625,0.5,2,0
id07,S3,True,masked_view_gain_mean,top_decisive,0.02,1,-0.1583469804573702,0.0,0,1
id07,S4,True,masked_view_consensus_health_score,top_all,0.25,12,0.1628019632444028,0.6666666666666666,3,9
id08,Q1,True,masked_view_gain_mean,top_decisive,0.06,2,-0.9617001728822507,0.0,2,0
id08,Q2,True,masked_view_consensus_pessimistic_utility,top_decisive,0.02,1,-0.0547762507646575,0.0,0,1
id08,Q3,True,masked_view_consensus_health_score,top_all,0.06,3,0.018605753752865297,0.3333333333333333,1,2
id08,S1,True,masked_view_consensus_health_score,top_all,0.02,1,-0.0277247890058127,0.0,1,0
id08,S2,True,masked_view_gain_mean,top_decisive,0.04,2,0.8789270150096066,1.0,2,0
id08,S3,True,masked_view_gain_mean,top_decisive,0.02,1,0.4401644032694892,1.0,1,0
id08,S4,True,masked_view_gain_mean,top_decisive,0.02,1,-0.125328496474848,0.0,1,0
id09,Q1,True,masked_view_consensus_utility,top_all,0.04,2,-0.018876794209844797,0.5,0,2
id09,Q2,True,masked_view_consensus_pessimistic_utility,top_decisive,0.02,1,-0.0567430255493812,0.0,0,1
id09,Q3,True,masked_view_consensus_health_score,top_all,0.08,3,-0.06659984753625031,0.3333333333333333,1,2
id09,S1,False,masked_view_gain_mean,hold,0.0,0,0.0,,0,0
id09,S2,True,masked_view_gain_mean,top_decisive,0.04,1,0.3856474701266621,1.0,1,0
id09,S3,True,masked_view_gain_mean,top_decisive,0.02,1,-0.3121514466273243,0.0,1,0
id09,S4,True,masked_view_consensus_health_score,top_all,0.25,10,-0.0390007458549249,0.6,8,2
id10,Q1,True,masked_view_consensus_utility,top_all,0.04,1,-0.0114670006830629,0.0,0,1
id10,Q2,True,masked_view_consensus_pessimistic_utility,top_decisive,0.02,1,0.0560663416004604,1.0,0,1
id10,Q3,True,masked_view_consensus_health_score,top_all,0.06,2,-0.0303297830725804,0.5,1,1
