row,metric_row,subject_id,target,cell_id,decoder_action,decoder_raw,decoder_inverse,action_prob,prior_prob,candidate_prob,inverse_prob,decisive_action,effective_gain,masked_view_gain_mean,masked_view_consensus_utility,masked_view_consensus_pessimistic_utility,masked_view_consensus_health_score,masked_view_disagreement,released,effective_gain_released,heldout_subject,strict_jury_released
0,0,id01,Q1,0,raw_memory_release,1.0,0.0,0.5609638821996528,0.5,0.5609638821996528,0.4542770883502604,1,-0.1300264158375198,-0.0418446444271414,-0.5131664554648535,-0.8648589778189456,0.31327999453256,0.0478028534127508,False,0.0,id01,False
0,0,id01,Q2,1,raw_memory_release,1.0,0.0,0.6116552767971579,0.5694444444444444,0.6116552767971579,0.5377863201799093,1,-0.1031829574135827,-0.0315406619757038,-0.4221461248435902,-0.7131658132106372,0.3816238788323507,0.0429704715598381,False,0.0,id01,False
0,0,id01,Q3,2,raw_memory_release,1.0,0.0,0.6588143129451048,0.6138888888888889,0.6588143129451048,0.580194820846727,1,-0.1236983147676548,-0.0401801542734787,-0.4824144251039875,-0.8142590742884819,0.2548176326219949,0.0509161489574093,False,0.0,id01,False
0,0,id01,S1,3,raw_memory_release,1.0,0.0,0.5060348960892345,0.6722222222222223,0.5060348960892345,0.7968627168219631,1,0.4101290028384144,-0.7236743447248776,-2.7659317186230967,-4.292549553335096,-0.14875981683904,0.5301302890942696,False,0.0,id01,False
0,0,id01,S2,4,raw_memory_release,1.0,0.0,0.5019321564660784,0.65,0.5019321564660784,0.7610508826504413,1,0.3528031452582846,-0.2334407663809129,-1.472471010928166,-2.401367455380379,-0.0576065980401264,0.1859084905981697,False,0.0,id01,False
0,0,id01,S3,5,raw_memory_release,1.0,0.0,0.5381254167347094,0.6222222222222222,0.5381254167347094,0.6852948263378569,1,-0.1452056497854246,-0.0880934612817786,-0.7097234297464408,-1.1779014341324696,0.0728408671736686,0.0548040614349321,False,0.0,id01,False
0,0,id01,S4,6,raw_memory_release,1.0,0.0,0.5731149227953436,0.5805555555555556,0.5731149227953436,0.5861360301257146,0,0.0175837526211061,-0.0385520293293074,-0.3384246555310294,-0.560871547655823,0.5001260414416342,0.031717286308078,True,0.0175837526211061,id01,True
1,1,id01,Q1,7,raw_memory_release,1.0,0.0,0.5608809477019299,0.5,0.5608809477019299,0.4543392892235526,1,-0.1298375323672781,-0.0531299639044781,-0.5403344068124635,-0.9039678555747438,0.2793498827802302,0.068511681187942,False,0.0,id01,False
1,1,id01,Q2,8,raw_memory_release,1.0,0.0,0.6116140755365805,0.5694444444444444,0.6116140755365805,0.5378172211253424,1,-0.1030768684862568,-0.0943885921416279,-0.5022650849612336,-0.8067830979142373,0.3774333619314128,0.0862923672793438,False,0.0,id01,False
1,1,id01,Q3,9,raw_memory_release,1.0,0.0,0.65877236445543,0.6138888888888889,0.65877236445543,0.5802262822139832,1,-0.1235753731768666,-0.0514654737508154,-0.4738782413686738,-0.7908249477118657,0.2873001929571238,0.0539356766433877,False,0.0,id01,False
