cell_key,row,subject_id,target,selected_expert,expert_family,selection_score,true_gain,raw_pred,selected_pred,switched,policy_name
86:S3,86,id02,S3,global_prior,prior,0.12443210765819421,1.811828390949747,0.9445559845559846,0.6605922551252847,True,gradient_boosted_gain_unguarded_topfrac_0.01
115:Q1,115,id03,Q1,global_prior,prior,0.356753019596324,-0.45540855005575825,0.7705714285714287,0.48868778280542985,True,gradient_boosted_gain_unguarded_topfrac_0.01
121:Q1,121,id03,Q1,global_prior,prior,0.356753019596324,0.8013886507253316,0.7705714285714287,0.48868778280542985,True,gradient_boosted_gain_unguarded_topfrac_0.01
213:S3,213,id05,S3,core_knn_blend,core_geometry,0.11002407869880954,0.035371232431680166,0.3571008403361345,0.36995798319327733,True,gradient_boosted_gain_unguarded_topfrac_0.01
260:Q1,260,id06,Q1,global_prior,prior,0.240940594883638,0.7851716237524313,0.23061776061776063,0.5056947608200456,True,gradient_boosted_gain_unguarded_topfrac_0.01
262:Q1,262,id06,Q1,global_prior,prior,0.1333603208260975,-0.39100139806525075,0.2691891891891892,0.5056947608200456,True,gradient_boosted_gain_unguarded_topfrac_0.01
268:S3,268,id06,S3,core_knn_blend,core_geometry,0.121064684620452,-0.04842352371542158,0.815984555984556,0.7774131274131274,True,gradient_boosted_gain_unguarded_topfrac_0.01
86:S3,86,id02,S3,global_prior,prior,0.12443210765819421,1.811828390949747,0.9445559845559846,0.6605922551252847,True,gradient_boosted_gain_unguarded_topfrac_0.02
88:S4,88,id02,S4,global_prior,prior,0.09779625115608344,0.4330536607046903,0.711930501930502,0.5558086560364465,True,gradient_boosted_gain_unguarded_topfrac_0.02
115:Q1,115,id03,Q1,global_prior,prior,0.356753019596324,-0.45540855005575825,0.7705714285714287,0.48868778280542985,True,gradient_boosted_gain_unguarded_topfrac_0.02
121:Q1,121,id03,Q1,global_prior,prior,0.356753019596324,0.8013886507253316,0.7705714285714287,0.48868778280542985,True,gradient_boosted_gain_unguarded_topfrac_0.02
213:S3,213,id05,S3,core_knn_blend,core_geometry,0.11002407869880954,0.035371232431680166,0.3571008403361345,0.36995798319327733,True,gradient_boosted_gain_unguarded_topfrac_0.02
214:S3,214,id05,S3,core_knn_blend,core_geometry,0.11002407869880954,-0.019801345820740224,0.3442436974789916,0.3571008403361345,True,gradient_boosted_gain_unguarded_topfrac_0.02
215:S2,215,id05,S2,subject_prior,prior,0.1040734892408523,-0.4626102943474011,0.37369747899159667,0.23529411764705882,True,gradient_boosted_gain_unguarded_topfrac_0.02
216:S3,216,id05,S3,core_knn_blend,core_geometry,0.1063171539282535,-0.019801345820740224,0.3442436974789916,0.3571008403361345,True,gradient_boosted_gain_unguarded_topfrac_0.02
219:S3,219,id05,S3,subject_prior,prior,0.10854118736648018,0.29112886604086147,0.3185294117647059,0.08823529411764706,True,gradient_boosted_gain_unguarded_topfrac_0.02
220:S3,220,id05,S3,subject_prior,prior,0.10854118736648018,0.310175875318367,0.33138655462184874,0.08823529411764706,True,gradient_boosted_gain_unguarded_topfrac_0.02
260:Q1,260,id06,Q1,global_prior,prior,0.240940594883638,0.7851716237524313,0.23061776061776063,0.5056947608200456,True,gradient_boosted_gain_unguarded_topfrac_0.02
262:Q1,262,id06,Q1,global_prior,prior,0.1333603208260975,-0.39100139806525075,0.2691891891891892,0.5056947608200456,True,gradient_boosted_gain_unguarded_topfrac_0.02
262:S1,262,id06,S1,global_prior,prior,0.10317067586284047,-0.30731108528921935,0.9168339768339768,0.6742596810933941,True,gradient_boosted_gain_unguarded_topfrac_0.02
262:S3,262,id06,S3,global_prior,prior,0.10981827482121556,-0.29749090395946787,0.8802702702702703,0.6537585421412301,True,gradient_boosted_gain_unguarded_topfrac_0.02
268:S3,268,id06,S3,core_knn_blend,core_geometry,0.121064684620452,-0.04842352371542158,0.815984555984556,0.7774131274131274,True,gradient_boosted_gain_unguarded_topfrac_0.02
82:S2,82,id02,S2,global_prior,prior,0.09313246833972755,-0.23429936314617417,0.811969111969112,0.642369020501139,True,gradient_boosted_gain_unguarded_topfrac_0.03
86:S3,86,id02,S3,global_prior,prior,0.12443210765819421,1.811828390949747,0.9445559845559846,0.6605922551252847,True,gradient_boosted_gain_unguarded_topfrac_0.03
88:S4,88,id02,S4,global_prior,prior,0.09779625115608344,0.4330536607046903,0.711930501930502,0.5558086560364465,True,gradient_boosted_gain_unguarded_topfrac_0.03
115:Q1,115,id03,Q1,global_prior,prior,0.356753019596324,-0.45540855005575825,0.7705714285714287,0.48868778280542985,True,gradient_boosted_gain_unguarded_topfrac_0.03
115:S4,115,id03,S4,core_knn_blend,core_geometry,0.0845522440909813,0.03393990920622819,0.25514285714285717,0.22942857142857143,True,gradient_boosted_gain_unguarded_topfrac_0.03
117:S4,117,id03,S4,core_knn_blend,core_geometry,0.0845522440909813,0.035132418798186016,0.28085714285714286,0.25514285714285717,True,gradient_boosted_gain_unguarded_topfrac_0.03
121:Q1,121,id03,Q1,global_prior,prior,0.356753019596324,0.8013886507253316,0.7705714285714287,0.48868778280542985,True,gradient_boosted_gain_unguarded_topfrac_0.03
213:S3,213,id05,S3,core_knn_blend,core_geometry,0.11002407869880954,0.035371232431680166,0.3571008403361345,0.36995798319327733,True,gradient_boosted_gain_unguarded_topfrac_0.03
214:S3,214,id05,S3,core_knn_blend,core_geometry,0.11002407869880954,-0.019801345820740224,0.3442436974789916,0.3571008403361345,True,gradient_boosted_gain_unguarded_topfrac_0.03
215:S2,215,id05,S2,subject_prior,prior,0.1040734892408523,-0.4626102943474011,0.37369747899159667,0.23529411764705882,True,gradient_boosted_gain_unguarded_topfrac_0.03
215:S3,215,id05,S3,hsjepa_action_health__wide_listener_health,core_action_health,0.08863409134881571,0.1538552177958463,0.2799579831932773,0.16019914631836607,True,gradient_boosted_gain_unguarded_topfrac_0.03
216:S3,216,id05,S3,core_knn_blend,core_geometry,0.1063171539282535,-0.019801345820740224,0.3442436974789916,0.3571008403361345,True,gradient_boosted_gain_unguarded_topfrac_0.03
219:S2,219,id05,S2,subject_prior,prior,0.08669799830255304,0.26322177488162024,0.41226890756302526,0.23529411764705882,True,gradient_boosted_gain_unguarded_topfrac_0.03
219:S3,219,id05,S3,subject_prior,prior,0.10854118736648018,0.29112886604086147,0.3185294117647059,0.08823529411764706,True,gradient_boosted_gain_unguarded_topfrac_0.03
220:S2,220,id05,S2,subject_prior,prior,0.08573580775020692,0.19965777762324755,0.37369747899159667,0.23529411764705882,True,gradient_boosted_gain_unguarded_topfrac_0.03
220:S3,220,id05,S3,subject_prior,prior,0.10854118736648018,0.310175875318367,0.33138655462184874,0.08823529411764706,True,gradient_boosted_gain_unguarded_topfrac_0.03
222:S2,222,id05,S2,subject_prior,prior,0.08680325282323192,0.403927828789278,0.48941176470588243,0.23529411764705882,True,gradient_boosted_gain_unguarded_topfrac_0.03
260:Q1,260,id06,Q1,global_prior,prior,0.240940594883638,0.7851716237524313,0.23061776061776063,0.5056947608200456,True,gradient_boosted_gain_unguarded_topfrac_0.03
262:Q1,262,id06,Q1,global_prior,prior,0.1333603208260975,-0.39100139806525075,0.2691891891891892,0.5056947608200456,True,gradient_boosted_gain_unguarded_topfrac_0.03
262:S1,262,id06,S1,global_prior,prior,0.10317067586284047,-0.30731108528921935,0.9168339768339768,0.6742596810933941,True,gradient_boosted_gain_unguarded_topfrac_0.03
262:S3,262,id06,S3,global_prior,prior,0.10981827482121556,-0.29749090395946787,0.8802702702702703,0.6537585421412301,True,gradient_boosted_gain_unguarded_topfrac_0.03
268:S3,268,id06,S3,core_knn_blend,core_geometry,0.121064684620452,-0.04842352371542158,0.815984555984556,0.7774131274131274,True,gradient_boosted_gain_unguarded_topfrac_0.03
82:S2,82,id02,S2,global_prior,prior,0.09313246833972755,-0.23429936314617417,0.811969111969112,0.642369020501139,True,gradient_boosted_gain_unguarded_topfrac_0.04
86:S3,86,id02,S3,global_prior,prior,0.12443210765819421,1.811828390949747,0.9445559845559846,0.6605922551252847,True,gradient_boosted_gain_unguarded_topfrac_0.04
88:S4,88,id02,S4,global_prior,prior,0.09779625115608344,0.4330536607046903,0.711930501930502,0.5558086560364465,True,gradient_boosted_gain_unguarded_topfrac_0.04
