row,target,target_idx,cell_key,boundary_class,direction,opposed_weight,route_votes,fusion_votes,total_votes,route_weight,fusion_weight,total_weight,family_balance,vote_coverage,mean_abs_delta,weighted_delta,action_delta,action_score,files,source_table,listener_score,row_s2_listener_score,cross_listener_transport_score,same_listener_direction,full_listener_prob,positive_same_action_mass,positive_opposite_action_mass,negative_same_action_mass,negative_opposite_action_mass,negative_sensor_sources,route_listener,fusion_listener,cross_decoder_listener,target_listener,anti_shortcut_listener,negative_space_listener,positive_source_listener,full_listener_score,drop_route_score,drop_fusion_score,drop_cross_decoder_score,drop_target_listener_score,drop_anti_shortcut_score,drop_positive_source_score,dropout_min_score,dropout_mean_score,dropout_survival_count,same_negative_rank,opposite_negative_rank,listener_dropout_health
109,S2,4,109:S2,strict_jury,-1,0.0,3,3,6,3.244216432303701,2.4767192432194025,5.720935675523104,0.865844114911479,1.0,0.0889190960084591,-0.0899932202269371,-0.0773941693951659,5.337187080980955,"submission_hsjepa_open_driver_safe_route_fusion_e50f0669_uploadsafe.csv,submission_hsjepa_open_route_frontier_a1719e99_uploadsafe.csv,submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv",decoder_order_jury,0.8945564649086379,0.8945564649086379,0.8234467483348322,True,0.9134410824306108,0.6901027792456258,0.0,0.3478052654949809,0.0,"target_listener_lift:n/a,cross_listener_shadow:0.5684860446,dual_head_pareto:0.5684942019,public_private_toxicity:n/a",0.9772727272727273,0.9772727272727273,0.9886363636363636,0.8636363636363636,0.36363636363636365,0.38636363636363635,0.7954545454545454,0.8362688287128707,0.7900535693819375,0.7900535693819375,0.7921669285837116,0.8217330091282378,0.9434626602910283,0.8305056444807517,0.7900535693819375,0.8279958968746008,6,0.6363636363636364,0.38636363636363635,0.6915163999830755
184,S2,4,184:S2,strict_jury,1,0.0,3,3,6,3.244216432303701,2.4767192432194025,5.720935675523104,0.865844114911479,1.0,0.1754081083841435,0.1822753782399027,0.1567568252863163,5.337187080980955,"submission_hsjepa_open_driver_safe_route_fusion_e50f0669_uploadsafe.csv,submission_hsjepa_open_route_frontier_a1719e99_uploadsafe.csv,submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv",decoder_order_jury,1.157607409469395,1.157607409469395,0.9525376574257411,True,0.9652207485688936,1.3696078084422925,0.0,0.7298781165375168,0.0,"target_listener_lift:n/a,cross_listener_shadow:0.5684860446,dual_head_pareto:0.5684942019,public_private_toxicity:n/a",0.9772727272727273,0.9772727272727273,0.9886363636363636,1.0,0.11363636363636365,0.38636363636363635,1.0,0.821723374167416,0.7718717512001194,0.7718717512001194,0.7744285693819375,0.7826209583882799,0.9877808421092105,0.7969088065360876,0.7718717512001194,0.8142471131359591,6,0.8863636363636364,0.38636363636363635,0.6609417162110287
200,S2,4,200:S2,strict_jury,1,0.0,2,2,4,2.1897359247079815,1.8643402052310825,4.054076129939063,0.9197361595965416,0.6666666666666666,0.1223509605577754,0.1229422904602864,0.1057303697958463,3.242815225167178,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv",decoder_order_jury,1.314762148387408,1.314762148387408,0.8833986421818881,True,0.9480766173816916,0.7033234276320003,0.0,0.3309516007224783,0.0,"target_listener_lift:n/a,cross_listener_shadow:0.5684860446,dual_head_pareto:0.5684942019,public_private_toxicity:n/a",0.7954545454545454,0.7954545454545454,0.7954545454545454,0.9545454545454546,0.38636363636363635,0.38636363636363635,0.8181818181818182,0.73775992715155,0.7176913534343725,0.7176913534343725,0.7194513312614237,0.6968271885295101,0.8199640807070998,0.7251271241853607,0.6968271885295101,0.7327920719253566,6,0.6136363636363636,0.38636363636363635,0.6400200902075799
109,S4,6,109:S4,strict_jury,-1,0.0,2,2,4,2.1897359247079815,1.8643402052310825,4.054076129939063,0.9197361595965416,0.6666666666666666,0.0572725780352007,-0.057554610928016,-0.0494969653980938,3.242815225167178,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv",decoder_order_jury,0.600688776555082,0.8945564649086379,0.6624895512727972,True,0.8206445620117184,0.32923533515555103,0.0,0.15177819394569345,0.0,"target_listener_lift:n/a,cross_listener_shadow:0.5684860446,dual_head_pareto:0.5684942019,public_private_toxicity:n/a",0.7954545454545454,0.7954545454545454,0.7954545454545454,0.6590909090909091,0.5909090909090908,0.38636363636363635,0.5681818181818182,0.7173053816970045,0.6921231716161906,0.6921231716161906,0.694506763633929,0.7211400849354297,0.7432595352525544,0.7246330530391156,0.6921231716161906,0.7112976300155683,6,0.4090909090909091,0.38636363636363635,0.6395562710404219
184,S1,3,184:S1,strict_jury,1,0.0,2,3,5,2.1897359247079815,2.4767192432194025,4.666455167927384,0.9385007873891382,0.8333333333333333,0.1044316185672216,0.1048889067699449,0.0902044598221526,4.1460498829490335,"submission_hsjepa_open_driver_safe_route_fusion_e50f0669_uploadsafe.csv,submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv",decoder_order_jury,0.6344863514701049,1.157607409469395,0.8250443369109393,True,0.9202290438665494,0.7046647906158126,0.0,0.4744278245673239,0.0,"target_listener_lift:n/a,cross_listener_shadow:0.5684860446,dual_head_pareto:0.5684942019,public_private_toxicity:n/a",0.7954545454545454,0.9772727272727273,0.9545454545454546,0.8863636363636364,0.25,0.38636363636363635,0.8409090909090909,0.7755524714857727,0.7611295848240025,0.7156750393694569,0.7270525338262197,0.7487485065999009,0.8974932211876387,0.761697766642184,0.7156750393694569,0.7686327754082338,6,0.75,0.38636363636363635,0.6343057175973271
5,S2,4,5:S2,strict_jury,1,0.0,3,2,5,3.244216432303701,1.5983610607779468,4.842577493081648,0.6601282325626989,0.8333333333333333,0.1899875394506424,0.1928403859167648,0.1658427318884177,3.684678990042206,"submission_hsjepa_open_driver_safe_route_fusion_e50f0669_uploadsafe.csv,submission_hsjepa_open_route_frontier_a1719e99_uploadsafe.csv,submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv",decoder_order_jury,1.04629453284365,1.04629453284365,0.846185084877221,True,0.9509777273021544,1.2854799687483833,0.0,0.768056807950558,0.0037337083077340406,"target_listener_lift:n/a,cross_listener_shadow:0.5684860446,dual_head_pareto:0.5684942019,public_private_toxicity:n/a",0.9772727272727273,0.625,0.9318181818181818,0.9090909090909091,0.09090909090909094,0.8636363636363636,0.9545454545454546,0.7011228454689136,0.629597320719044,0.7176655025372258,0.6477237065283568,0.6640053545456825,0.8511882298099531,0.6751506804028384,0.629597320719044,0.69755513242385,6,0.9090909090909091,0.8636363636363636,0.6080193698890568
17,S1,3,17:S1,strict_jury,1,0.0,2,2,4,2.1897359247079815,1.8643402052310825,4.054076129939063,0.9197361595965416,0.6666666666666666,0.0737314811210499,0.0740457540268436,0.0636793484630855,3.242815225167178,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv",decoder_order_jury,0.556708797367064,0.9696989635237564,0.6743077330909789,True,0.786660640017141,0.42376553649090754,0.0,0.3077292829956745,0.0,"target_listener_lift:n/a,cross_listener_shadow:0.5684860446,dual_head_pareto:0.5684942019,public_private_toxicity:n/a",0.7954545454545454,0.7954545454545454,0.7954545454545454,0.6818181818181818,0.43181818181818177,0.38636363636363635,0.6363636363636364,0.6941235635151863,0.6631458988889181,0.6631458988889181,0.6662362536561022,0.6904846938149223,0.7540549897980089,0.6935065708256769,0.6631458988889181,0.6884290509787577,6,0.5681818181818182,0.38636363636363635,0.6027240768544875
17,S2,4,17:S2,strict_jury,1,0.0,2,2,4,2.1897359247079815,1.8643402052310825,4.054076129939063,0.9197361595965416,0.6666666666666666,0.0935536076276788,0.0939862056863293,0.0808281368902432,3.242815225167178,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv",decoder_order_jury,0.9696989635237564,0.9696989635237564,0.7943077330909789,True,0.8886277112091989,0.5377504284049284,0.0,0.38899057307225454,0.0,"target_listener_lift:n/a,cross_listener_shadow:0.5684860446,dual_head_pareto:0.5684942019,public_private_toxicity:n/a",0.7954545454545454,0.7954545454545454,0.7954545454545454,0.8409090909090909,0.34090909090909094,0.38636363636363635,0.6818181818181818,0.7018508362424593,0.6728049897980091,0.6728049897980091,0.6756597569820444,0.6735713745760217,0.7864413534343726,0.6979532111418825,0.6728049897980091,0.6965392792883899,6,0.6590909090909091,0.38636363636363635,0.5974009180331737
182,S2,4,182:S2,strict_jury,1,0.0,2,2,4,2.1897359247079815,1.8643402052310825,4.054076129939063,0.9197361595965416,0.6666666666666666,0.125781184207242,0.1263810024028395,0.108687662066442,3.242815225167178,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv",decoder_order_jury,1.3920569054539265,1.3920569054539265,0.8974895512727972,True,0.9679586475697592,0.723027681009909,0.0,0.5259247008755661,0.0,"target_listener_lift:n/a,cross_listener_shadow:0.5684860446,dual_head_pareto:0.5684942019,public_private_toxicity:n/a",0.7954545454545454,0.7954545454545454,0.7954545454545454,0.9772727272727273,0.20454545454545459,0.38636363636363635,0.8636363636363636,0.7082144726060955,0.6807595352525544,0.6807595352525544,0.6834202891328205,0.6587722202419837,0.8284868079798271,0.6890599305094713,0.6587722202419837,0.7035430530615353,6,0.7954545454545454,0.38636363636363635,0.5914428294467496
19,S2,4,19:S2,strict_jury,1,0.0,2,2,4,2.1897359247079815,1.8643402052310825,4.054076129939063,0.9197361595965416,0.6666666666666666,0.1158762341189899,0.116409216369158,0.1001119260774759,3.242815225167178,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv",decoder_order_jury,1.2393779536316576,1.2393779536316576,0.8597622785455244,True,0.9026765901289856,0.666056972958295,0.0,0.47043594923416554,0.0,"target_listener_lift:n/a,cross_listener_shadow:0.5684860446,dual_head_pareto:0.5684942019,public_private_toxicity:n/a",0.7954545454545454,0.7954545454545454,0.7954545454545454,0.9318181818181818,0.2727272727272727,0.38636363636363635,0.75,0.7063962907879137,0.6784868079798272,0.6784868079798272,0.6812029942325988,0.6640576325041401,0.8091686261616453,0.6969650688493922,0.6640576325041401,0.7013946562845718,6,0.7272727272727273,0.38636363636363635,0.591423358335479
25,S2,4,25:S2,strict_jury,1,0.0,2,2,4,2.1897359247079815,1.8643402052310825,4.054076129939063,0.9197361595965416,0.6666666666666666,0.109558531236637,0.1100686189735342,0.0946590123172394,3.242815225167178,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv",decoder_order_jury,0.9151991277137635,0.9151991277137635,0.7661259149091607,True,0.8340323527525916,0.6297535219604978,0.0,0.43983387709528476,0.0,"target_listener_lift:n/a,cross_listener_shadow:0.5684860446,dual_head_pareto:0.5684942019,public_private_toxicity:n/a",0.7954545454545454,0.7954545454545454,0.7954545454545454,0.75,0.2954545454545454,0.38636363636363635,0.7272727272727273,0.683669018060641,0.6500777170707361,0.6500777170707361,0.6534868079798271,0.6672288798614339,0.7750777170707361,0.6742377961221195,0.6500777170707361,0.6783644391959315,6,0.7045454545454546,0.38636363636363635,0.5817663687000435
200,S1,3,200:S1,strict_jury,1,0.0,2,2,4,2.1897359247079815,1.8643402052310825,4.054076129939063,0.9197361595965416,0.6666666666666666,0.1196398552958208,0.120211033916772,0.1033814891684239,3.242815225167178,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv",decoder_order_jury,0.7326381720396484,1.314762148387408,0.788398642181888,True,0.8696339250791323,0.6877266201984665,0.0,0.5181389690667547,0.0,"target_listener_lift:n/a,cross_listener_shadow:0.5684860446,dual_head_pareto:0.5684942019,public_private_toxicity:n/a",0.7954545454545454,0.7954545454545454,0.7954545454545454,0.8181818181818182,0.2272727272727273,0.38636363636363635,0.7727272727272727,0.6832144726060955,0.6495095352525544,0.6495095352525544,0.6529324842547717,0.6556009728846899,0.791554989798009,0.6697911558059142,0.6495095352525544,0.6781497788747489,6,0.7727272727272727,0.38636363636363635,0.5746878297438088
19,S4,6,19:S4,strict_jury,1,0.0,2,2,4,2.1897359247079815,1.8643402052310825,4.054076129939063,0.9197361595965416,0.6666666666666666,0.1365704152481556,0.1371821784731716,0.1179766734869275,3.242815225167178,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv",decoder_order_jury,0.7181321855276904,1.2393779536316576,0.7697622785455244,True,0.8181669063722242,0.7849786515359412,0.0,0.5822723491587052,0.0,"target_listener_lift:n/a,cross_listener_shadow:0.5684860446,dual_head_pareto:0.5684942019,public_private_toxicity:n/a",0.7954545454545454,0.7954545454545454,0.7954545454545454,0.7727272727272727,0.15909090909090906,0.38636363636363635,0.8863636363636364,0.6723053816970046,0.6358731716161907,0.6358731716161907,0.6396287148534412,0.6503155606225333,0.7949640807070999,0.6480520253711315,0.6358731716161907,0.6674511207977646,6,0.8409090909090909,0.38636363636363635,0.5683607240983384
25,S4,6,25:S4,strict_jury,1,0.0,2,2,4,2.1897359247079815,1.8643402052310825,4.054076129939063,0.9197361595965416,0.6666666666666666,0.2174213342234852,0.2183968847037845,0.1878213208452546,3.242815225167178,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv",decoder_order_jury,0.6344897000220906,0.9151991277137635,0.6861259149091608,True,0.7723357760379864,1.249695916278526,0.0,0.8886444336857336,0.006407652514225287,"target_listener_lift:n/a,cross_listener_shadow:0.5684860446,dual_head_pareto:0.5684942019,public_private_toxicity:n/a",0.7954545454545454,0.7954545454545454,0.7954545454545454,0.7045454545454546,0.022727272727272707,0.8863636363636364,0.9318181818181818,0.6391235635151864,0.594395898888918,0.594395898888918,0.5991630829243948,0.6228314168593196,0.7875777170707361,0.6080322625252816,0.594395898888918,0.6343993795262614,6,0.9772727272727273,0.8863636363636364,0.5657445440950202
182,S3,5,182:S3,strict_jury,1,0.0,2,2,4,2.1897359247079815,1.8643402052310825,4.054076129939063,0.9197361595965416,0.6666666666666666,0.2149470298161651,0.2156860152872519,0.1854899731470366,3.242815225167178,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv",decoder_order_jury,0.7151201167697026,1.3920569054539265,0.7874895512727972,True,0.8850367707961093,1.235081785864479,0.0,0.8378237658659278,0.0,"target_listener_lift:n/a,cross_listener_shadow:0.5684860446,dual_head_pareto:0.5684942019,public_private_toxicity:n/a",0.7954545454545454,0.7954545454545454,0.7954545454545454,0.7954545454545454,0.045454545454545414,0.38636363636363635,0.9090909090909091,0.6545781089697318,0.6137140807071,0.6137140807071,0.6180100895762795,0.6260026642166137,0.8012140807070998,0.6268069660825939,0.6137140807071,0.6499103269994645,6,0.9545454545454546,0.38636363636363635,0.5380955722562349
193,S3,5,193:S3,consensus_shadow,1,0.0,1,1,2,1.05448050759572,0.6123790379883204,1.6668595455840405,0.734769812622398,0.3333333333333333,0.09527416698059,0.0970419183394708,0.0970419183394708,0.6607618340764654,"submission_hsjepa_open_driver_safe_route_fusion_e50f0669_uploadsafe.csv,submission_hsjepa_open_route_frontier_a1719e99_uploadsafe.csv",boundary_tomography,0.0,0.0,0.3283238926662029,True,0.0,0.1905483339611801,0.0,0.0,0.0010204369885795901,"target_listener_lift:n/a,cross_listener_shadow:0.5684860446,dual_head_pareto:0.5684942019,public_private_toxicity:n/a",0.3068181818181818,0.3068181818181818,0.45454545454545453,0.38636363636363635,0.9090909090909091,0.8409090909090909,0.5,0.4560558857270408,0.4990112179038472,0.4990112179038472,0.46128948841382506,0.4709192517304856,0.34844303608566535,0.4539025222516732,0.34844303608566535,0.45542945571489063,2,0.09090909090909091,0.8409090909090909,0.534760242385802
23,S2,4,23:S2,strict_jury,1,0.0,2,1,3,2.172245188155322,0.6123790379883204,2.7846242261436434,0.4398288517631615,0.5,0.1077461262506019,0.1105388904193231,0.0950634457606178,1.5035183632951068,"submission_hsjepa_open_driver_safe_route_fusion_e50f0669_uploadsafe.csv,submission_hsjepa_open_route_frontier_a1719e99_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv",decoder_order_jury,0.9540180552911643,0.9540180552911643,0.6486885531206704,True,0.9561708608244218,0.515576048081428,0.0,0.2976721854286259,0.037467576237618615,"target_listener_lift:n/a,cross_listener_shadow:0.5684860446,dual_head_pareto:0.5684942019,public_private_toxicity:n/a",0.625,0.3068181818181818,0.5909090909090909,0.6363636363636364,0.4545454545454546,0.9772727272727273,0.6590909090909091,0.4900260947421534,0.4659687153154309,0.5455141698608854,0.4764870079983577,0.47280011066426814,0.5085823516790673,0.4792345255921107,0.4659687153154309,0.4914311468516867,2,0.5454545454545454,0.9772727272727273,0.5346117447859027
