subject_id,sleep_date,lifelog_date,row,h061_support_cells,h061_support_mean,h061_support_sum,h061_gain_sum,h061_gain_mean,h061_gain_min,h061_feedback_lift_sum,h061_direction_agreement_mean,h061_abs_move_sum,public_beta,public_beta_scaled,public_signed_support,public_responsibility_raw,public_responsibility_rank,h042_row_loss_delta_vs_h057,is_h057_seed,is_h050_null,h062_changed_row,h063_changed_row,h064_changed_row,h065_changed_row,h066_changed_row,row_gain_to_q061_nonq2,h064_row_score,h065_row_score,phase_route_gain,phase_near,episode_near,graph_rank,contrast_rank,gain_rank2,nearest_seed_order_distance,h066_emission,row_top4_gain_sum,row_top4_gain_rank,Q1_q061_gain_from_h057,Q3_q061_gain_from_h057,S1_q061_gain_from_h057,S2_q061_gain_from_h057,S3_q061_gain_from_h057,S4_q061_gain_from_h057,row_q061_gain_from_h057_nonq2,positive_q061_targets_nonq2,seed_support_rank,feedback_rank,q061_gain_rank,context_overlap,seed_responsibility_score,extension_score,public_weight
id01,2024-07-31,2024-07-30,0,6.0,0.4931481481481481,2.9588888888888887,0.004826525940481135,0.0008044209900801891,7.12647733491778e-06,3.456592737927089e-06,1.0,0.1034106333107226,0.0012284664241452206,7.069998582482983e-06,8.470321518780125e-07,0.0022770581419484506,0.32,0.0006895037057829123,1,0,0,0,0,0,0,0.0001121578436261,0.4358144836343379,-0.09432,0.0,0.0,1.0,0.912,0.276,0.064,0.0,-0.25228,0.0001094645460724,0.072,1.3017998536424269e-05,6.909740307792234e-05,2.2320883022897142e-05,5.0282614352248345e-06,1.7535158101100734e-06,9.39781743536372e-07,0.00011215784362611503,6,0.884,0.864,0.064,0.0,0.75472,-0.10036,0.0022770581419484506
id01,2024-08-01,2024-07-31,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007013652369351336,1.6199065446473147e-05,0.0,0.0029005711339235647,0.496,0.0,0,1,0,1,0,0,0,0.0051067438647609,0.1697233414833964,0.0101199999999999,0.002807442171636,1.0,1.0,0.134,0.828,0.492,1.0,-0.15168,0.0049440701342278,0.492,0.0005765310429176052,0.0029222569675849686,0.0012609081319008286,8.54050916800908e-05,7.726863885287871e-05,0.00018437399182458236,0.005106743864760954,6,0.412,0.448,0.492,0.2,0.0,-0.03455999999999998,0.0029005711339235647
id01,2024-08-02,2024-08-01,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004060646461853926,1.6167693972280272e-05,0.0,0.002894953822679706,0.488,0.0,0,0,0,1,1,1,1,0.0092226576415512,0.5826917424576152,0.8990400000000001,0.0075388007177769,1.0,1.0,0.452,0.688,0.776,1.0,0.83232,0.0090825171024003,0.804,5.318279986127328e-05,8.69577392894616e-05,0.00012274865312134065,0.00010756708553771865,0.004859063605638592,0.003993137758102838,0.009222657641551224,6,0.412,0.448,0.776,0.8,0.0,0.8054400000000002,0.002894953822679706
id01,2024-08-03,2024-08-02,3,6.0,0.5226543209876543,3.1359259259259256,0.0036407493006037567,0.0006067915501006262,1.954514502555682e-05,-1.7987995287793712e-05,1.0,0.1001015617996936,0.011485339764836365,1.7925190807248374e-05,5.973606102290137e-06,0.010340457875010447,0.932,0.000520107042943474,1,0,0,0,0,0,0,8.632188589347001e-05,0.4573196070589336,-0.03256,0.0,0.0,1.0,0.912,0.544,0.044,0.0,-0.2096,7.750373270237754e-05,0.04,6.284415251522901e-07,1.8534940263270627e-05,9.57829480535688e-06,1.715308439897978e-05,8.18971166594018e-06,3.223741323477025e-05,8.632188589347001e-05,6,0.86,0.028,0.044,0.0,0.74536,0.04604000000000008,0.010340457875010447
id01,2024-08-04,2024-08-03,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004984357526268201,9.833494890542475e-06,0.0,0.0017607652441025436,0.196,0.0,0,0,0,0,0,0,0,0.0057363056906502,0.4425575418990615,0.49672,0.0042054830715187,1.0,1.0,0.436,0.404,0.54,1.0,0.51924,0.0054272871013288,0.54,0.0002824883078107465,0.0005677189900508139,0.0020790739878571163,0.0021630313542370105,0.0006174627691840073,2.6530281510561693e-05,0.005736305690650256,6,0.412,0.448,0.54,0.0,0.0,0.5147200000000001,0.0017607652441025436
id01,2024-08-06,2024-08-05,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011183818320285508,1.3331397000029003e-05,0.0,0.00238709235671236,0.34,0.0,0,0,0,1,0,0,1,0.006290205161372,0.4666900224132949,0.64672,0.0048559719771179,1.0,1.0,0.42,0.512,0.596,2.0,0.6132399999999999,0.0062901785285665,0.62,0.004055353965249198,0.0004063203011390737,1.6028685712043966e-08,1.0604119582424687e-08,0.0013454180836122154,0.0004830861785662943,0.0062902051613720755,6,0.412,0.448,0.596,0.4,0.0,0.6373200000000001,0.00238709235671236
id01,2024-08-07,2024-08-06,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007389611234328962,1.375718619187908e-05,0.0,0.0024633332882091743,0.372,0.0,0,0,0,1,0,0,1,0.0061712909426898,0.5328795218693871,0.7139200000000001,0.0055355471308728,1.0,1.0,0.496,0.504,0.564,3.0,0.64956,0.006059774869303,0.592,0.0003894112027557073,6.496777761422212e-05,4.654829577233066e-05,0.0043286808494996665,0.0005788305647523861,0.0007628522522955539,0.0061712909426898666,6,0.412,0.448,0.564,0.4,0.0,0.6772400000000001,0.0024633332882091743
id01,2024-08-09,2024-08-08,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018572696503943757,1.5812189812261117e-05,0.0,0.0028312979835235148,0.472,0.0,0,1,1,1,0,0,0,0.0100082297469715,0.234762459357613,0.1066,0.0058849243191557,1.0,1.0,0.134,0.364,0.816,3.0,-0.05256,0.0095384495476706,0.82,0.004708237862355302,0.001339181354714003,6.386616913012233e-05,0.0016340277745656717,0.001857002556035714,0.000405914030170762,0.010008229746971575,6,0.412,0.448,0.816,0.4,0.0,0.06588,0.0028312979835235148
id01,2024-08-10,2024-08-09,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012750155526537394,1.245006536287154e-05,0.0,0.0022292829377307784,0.3,0.0,0,0,0,1,0,0,1,0.002909885154548,0.4716830641616703,0.6376,0.0019527610759329,1.0,1.0,0.448,0.856,0.324,2.0,0.5461199999999999,0.0028923397321868,0.328,4.760231503420087e-07,2.7951992258468117e-05,0.0010207974685764176,1.806359127098922e-05,0.0018255266800810688,1.706939921075623e-05,0.002909885154548042,6,0.412,0.448,0.324,0.4,0.0,0.57992,0.0022292829377307784
id01,2024-08-12,2024-08-11,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00261729819973697,6.674141567542416e-06,0.0,0.0011950579765543019,0.104,0.0,0,1,0,1,0,0,0,0.0063671877244789,0.149877275244969,0.0190799999999999,0.0046332680286794,1.0,1.0,0.134,0.672,0.6,1.0,-0.1154000000000001,0.0061487820095013,0.604,0.002114281194744161,0.003539795869547002,0.00026694471756616434,0.00022776022764414705,0.0002000896715197431,1.8316043457700104e-05,0.006367187724478918,6,0.412,0.448,0.6,0.2,0.0,-0.09027999999999997,0.0011950579765543019
id01,2024-08-13,2024-08-12,10,6.0,0.5076543209876543,3.0459259259259257,0.006224853067463091,0.0010374755112438486,8.610590312096988e-06,5.1406140798460065e-05,1.0,0.0996616378944678,0.0024640432899476097,8.215723524502516e-06,2.191186775970758e-06,0.004086752913472608,0.66,0.0008892647239234774,1,0,0,0,0,0,0,0.0001361887691608,0.4312622669914746,-0.08656,0.0,0.0,1.0,0.912,0.308,0.092,0.0,-0.24192,0.0001360482894706,0.096,6.737279700796961e-07,6.241744099355628e-08,1.1705598497502301e-05,7.80622491092231e-08,2.146192645918754e-05,0.00010220703654395535,0.00013618876916082767,6,0.912,0.92,0.092,0.0,0.85744,-0.02551999999999993,0.004086752913472608
id01,2024-08-14,2024-08-13,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00953312662360496,1.471565224758703e-05,0.0,0.0026349542365421744,0.408,0.0,0,1,0,0,0,0,0,0.0027471648467812,0.0289917266927369,-0.1661999999999999,0.0016973404040916,1.0,1.0,0.134,0.756,0.312,1.0,-0.3053600000000001,0.002671275070395,0.316,0.0011676247453300537,0.0012564555705035785,0.00014062858765695463,4.794934826413133e-06,7.109484155959356e-05,0.00010656616690463139,0.002747164846781225,6,0.412,0.448,0.312,0.0,0.0,-0.16948000000000002,0.0026349542365421744
id01,2024-08-15,2024-08-14,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01903226128452421,1.678818699956927e-05,0.0,0.0030060580199991363,0.52,0.0,0,0,0,1,0,0,0,0.0065319663933766,0.4709318053653786,0.6111199999999999,0.0052331086419212,1.0,1.0,0.324,0.356,0.62,2.0,0.5900799999999998,0.0059845090467692,0.584,0.00053500475034296,1.24525962641453e-05,0.0013512453389201706,0.000669652072935345,0.0031851797663658976,0.0007784318685480907,0.006531966393376609,6,0.412,0.448,0.62,0.2,0.0,0.6442800000000002,0.0030060580199991363
id01,2024-08-17,2024-08-16,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003575206440780716,8.84949285281361e-06,0.0,0.0015845718756771004,0.152,0.0,0,1,0,0,0,0,0,0.0071279615905309,0.061149712851677,-0.0910799999999999,0.0048103218638202,1.0,1.0,0.134,0.632,0.652,3.0,-0.22396,0.0070201688083371,0.664,0.0012310371862648273,0.0035340305751435652,0.0001072519233955016,0.00012700475605054162,5.408587980815227e-07,0.0021280962908784007,0.007127961590530918,6,0.412,0.448,0.652,0.0,0.0,-0.14092,0.0015845718756771004
id01,2024-09-02,2024-09-01,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00538213266398528,1.8898971238145922e-05,0.0,0.0033840106773661235,0.612,0.0,0,0,0,1,0,0,0,0.0087935447042345,0.4739301882373558,0.5444,0.0062108412860081,0.0,0.0,0.364,0.148,0.748,4.0,0.50124,0.0075076815477208,0.68,0.0011824273152645226,0.001560884514172689,0.0026403619520711796,0.00010343584124894445,0.001989048956870576,0.0013173861246066343,0.008793544704234546,6,0.412,0.448,0.748,0.2,0.0,0.53844,0.0033840106773661235
id01,2024-09-03,2024-09-02,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037473171090385486,1.4289872552019708e-05,0.0,0.002558715005430097,0.392,0.0,0,1,0,1,0,0,0,0.0067299404418126,0.1369066612559629,-0.0105999999999999,0.0053821598972907,0.0,0.0,0.134,0.832,0.628,5.0,-0.2410400000000001,0.00626559827562,0.616,0.0011036158295734677,1.5847977101302035e-05,0.002231302781528055,0.00044849418909120864,0.0007205073844313015,0.0022101722800873524,0.006729940441812687,6,0.412,0.448,0.628,0.2,0.0,-0.184,0.002558715005430097
id01,2024-09-04,2024-09-03,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013796848166490107,9.67959400364169e-06,0.0,0.0017332080698010568,0.192,0.0,0,0,1,1,1,0,0,0.0103069577183232,0.6206202711640847,0.8772799999999998,0.0072272007651093,0.0,0.0,0.444,0.456,0.832,6.0,0.69548,0.0088522517311381,0.772,0.002628238110343628,0.0012372974815628712,0.0037937609013329876,0.0011929552378988628,0.0006238155100601328,0.0008308904771248127,0.010306957718323295,6,0.412,0.448,0.832,0.6,0.0,0.60388,0.0017332080698010568
id01,2024-09-05,2024-09-04,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028348087652079112,6.670393447160175e-06,0.0,0.0011943868458756139,0.1,0.0,0,0,0,0,0,0,0,0.0020541451978087,0.3131143417045717,0.3291199999999999,0.0019878101369314,0.0,0.0,0.412,0.58,0.26,7.0,0.1975999999999999,0.0020444295387091,0.264,9.083500263118438e-05,5.39435385249476e-10,9.715119664188698e-06,0.0003398582409546158,5.875838165647629e-05,0.0015549779134669262,0.0020541451978087766,6,0.412,0.448,0.26,0.0,0.0,0.24764000000000003,0.0011943868458756139
id01,2024-09-07,2024-09-06,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004194524011116824,2.0074854842898682e-05,0.0,0.0035945619620726386,0.64,0.0,0,1,1,1,0,0,0,0.0148534923561653,0.2912352647841267,0.1785999999999999,0.0098859050025115,0.0,0.0,0.134,0.84,0.94,8.0,-0.10552,0.0139380762053527,0.94,0.0010553870616132888,0.0006260255002783488,0.010303730526214722,0.00028939065053412705,0.0008296305828899841,0.0017493280346349005,0.014853492356165371,6,0.412,0.448,0.94,0.4,0.0,-0.00047999999999998044,0.0035945619620726386
id01,2024-09-08,2024-09-07,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013642703294908594,3.1644184806274967e-06,0.0,0.0005666142241903682,0.02,0.0,0,0,0,1,0,0,0,0.0085968898610904,0.451652415089017,0.54712,0.0057275427770975,0.0,0.0,0.424,0.228,0.732,9.0,0.3988,0.0085296595013276,0.76,0.003224334716704913,0.0019129528454429057,0.0018632292572067222,6.378083395197631e-05,0.0015291426819731835,3.4495258107725135e-06,0.008596889861090473,6,0.412,0.448,0.732,0.2,0.0,0.39168000000000003,0.0005666142241903682
id01,2024-09-09,2024-09-08,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002142839941193154,6.458908342723446e-06,0.0,0.0011565187607560775,0.092,0.0,0,0,0,0,0,0,0,0.0041661095702756,0.2934554107318622,0.26304,0.0035335372885293,0.0,0.0,0.352,0.064,0.412,10.0,0.14928,0.0038724222820535,0.408,0.0007952376365526481,5.878430244132815e-06,0.0003792332728749237,0.00218979955865084,0.0005081518139752328,0.00028780885797785594,0.0041661095702756334,6,0.412,0.448,0.412,0.0,0.0,0.25795999999999997,0.0011565187607560775
id01,2024-09-10,2024-09-09,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009113559279470445,1.1312926220584373e-05,0.0,0.002025669156289401,0.248,0.0,0,0,0,0,0,0,0,0.0015880974437397,0.3407513734123361,0.26144,0.0011276724166229,0.0,0.0,0.372,0.3,0.224,11.0,0.10788,0.0014011884533615,0.22,0.00042485667851310804,0.00047269429163998566,8.514264140246919e-05,0.00031838098460312825,0.00018525649860540172,0.0001017663489756293,0.0015880974437397222,6,0.412,0.448,0.224,0.0,0.0,0.26644,0.002025669156289401
id01,2024-09-11,2024-09-10,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018092419158495833,4.3831028892834335e-06,0.0,0.0007848293322649968,0.04,0.0,0,0,0,0,0,0,0,0.0036757030778186,0.3796300015979368,0.398,0.0035346491697233,0.0,0.0,0.5,0.568,0.376,12.0,0.2317999999999999,0.0036468802845128,0.396,0.00047899195655787263,3.1502398488703065e-05,4.577282973206032e-06,2.6445379101680544e-05,2.4245510332421283e-05,0.0031099405503647315,0.003675703077818615,6,0.412,0.448,0.376,0.0,0.0,0.27092,0.0007848293322649968
