dayofweek,is_weekend,dayofmonth,month_start_proximity,month_end,peer_group,dist_to_subject_normal,dist_to_peer_normal,subject_minus_peer_dist,subject_outlier_rank,peer_outlier_rank,cohort_outlier_score,q_group_peer_margin,s_group_peer_margin,target_route_margin_q2q3s2,personal_axis,cohort_axis,axis_disagreement,peer_only_toxicity,atlas_action_health,human_state_latent_0,human_state_latent_1,human_state_latent_2,human_state_latent_3,human_state_latent_4,human_state_latent_5,human_state_latent_6,human_state_latent_7,peer_margin_Q1,peer_margin_Q2,peer_margin_Q3,peer_margin_S1,peer_margin_S2,peer_margin_S3,peer_margin_S4,row,row_frac,subject_code,target_idx,is_q_target,is_s_target,is_q2_q3_s2,is_objective_tail,target_prior_rank,target_onehot_Q1,target_onehot_Q2,target_onehot_Q3,target_onehot_S1,target_onehot_S2,target_onehot_S3,target_onehot_S4,target,target_idx_int,base_prob,base_logit,base_uncertainty,target_peer_margin,target_peer_margin_abs,target_peer_margin_sign,teacher_logit_move,teacher_has_action,teacher_action_sign,oof_prob_all_no_order,oof_move_all_no_order,oof_prob_human_target_context,oof_move_human_target_context,oof_prob_human_row_context_only,oof_move_human_row_context_only
1.0,0.0,30.0,1.0,0.0,0.0,3.370601218870599,3.370601218870599,0.0,0.38142857142857145,0.15571428571428572,0.24091428571428575,0.5620571428571429,0.7282142857142857,0.6088571428571429,0.38142857142857145,0.15571428571428572,0.09571428571428571,0.2042857142857143,0.3272342857142857,5.242210763639898,5.246933719390009,-0.47399078432882985,-2.7483920461903013,0.3802874389467298,-2.2674750888001656,-1.0767494450932238,-1.9371985195445283,-0.5377175266978416,-0.9426459758347843,-0.1938278161257867,-1.1040572540486213,1.5364388832539944,0.6745594916086408,1.2351633940581954,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Q1,0,0.1839999885504578,-1.4894786736121979,0.3679999771009156,-0.5377175266978416,0.5377175266978416,-1.0,0.0,0.0,0.0,0.0004841784138389285,0.005120324762039224,0.00022558620783105356,0.009145646947679067,0.06220205737393311,0.022240976856779095
1.0,0.0,30.0,1.0,0.0,0.0,3.370601218870599,3.370601218870599,0.0,0.38142857142857145,0.15571428571428572,0.24091428571428575,0.5620571428571429,0.7282142857142857,0.6088571428571429,0.38142857142857145,0.15571428571428572,0.09571428571428571,0.2042857142857143,0.3272342857142857,5.242210763639898,5.246933719390009,-0.47399078432882985,-2.7483920461903013,0.3802874389467298,-2.2674750888001656,-1.0767494450932238,-1.9371985195445283,-0.5377175266978416,-0.9426459758347843,-0.1938278161257867,-1.1040572540486213,1.5364388832539944,0.6745594916086408,1.2351633940581954,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.2857142857142857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Q2,1,0.5115819275521561,0.04633599880720463,0.9768361448956877,-0.9426459758347843,0.9426459758347843,-1.0,0.0,0.0,0.0,0.0004449541254144348,0.019346510446354416,0.0003896962383031337,0.014955035180465693,0.06220205737393311,0.022240976856779095
1.0,0.0,30.0,1.0,0.0,0.0,3.370601218870599,3.370601218870599,0.0,0.38142857142857145,0.15571428571428572,0.24091428571428575,0.5620571428571429,0.7282142857142857,0.6088571428571429,0.38142857142857145,0.15571428571428572,0.09571428571428571,0.2042857142857143,0.3272342857142857,5.242210763639898,5.246933719390009,-0.47399078432882985,-2.7483920461903013,0.3802874389467298,-2.2674750888001656,-1.0767494450932238,-1.9371985195445283,-0.5377175266978416,-0.9426459758347843,-0.1938278161257867,-1.1040572540486213,1.5364388832539944,0.6745594916086408,1.2351633940581954,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.42857142857142855,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Q3,2,0.5074404548458739,0.02976401650913389,0.9851190903082523,-0.1938278161257867,0.1938278161257867,-1.0,0.0,0.0,0.0,0.00017048285999438903,0.009105034505464842,0.0002509817549091372,0.002934635756206108,0.06220205737393311,0.022240976856779095
1.0,0.0,30.0,1.0,0.0,0.0,3.370601218870599,3.370601218870599,0.0,0.38142857142857145,0.15571428571428572,0.24091428571428575,0.5620571428571429,0.7282142857142857,0.6088571428571429,0.38142857142857145,0.15571428571428572,0.09571428571428571,0.2042857142857143,0.3272342857142857,5.242210763639898,5.246933719390009,-0.47399078432882985,-2.7483920461903013,0.3802874389467298,-2.2674750888001656,-1.0767494450932238,-1.9371985195445283,-0.5377175266978416,-0.9426459758347843,-0.1938278161257867,-1.1040572540486213,1.5364388832539944,0.6745594916086408,1.2351633940581954,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.5714285714285714,0.0,0.0,0.0,1.0,0.0,0.0,0.0,S1,3,0.5202725253271271,0.08113457989091953,0.9594549493457458,-1.1040572540486213,1.1040572540486213,-1.0,0.0,0.0,0.0,0.23681475901163143,0.05655601581589272,0.24327474064947793,0.04501144085569336,0.06220205737393311,0.022240976856779095
1.0,0.0,30.0,1.0,0.0,0.0,3.370601218870599,3.370601218870599,0.0,0.38142857142857145,0.15571428571428572,0.24091428571428575,0.5620571428571429,0.7282142857142857,0.6088571428571429,0.38142857142857145,0.15571428571428572,0.09571428571428571,0.2042857142857143,0.3272342857142857,5.242210763639898,5.246933719390009,-0.47399078432882985,-2.7483920461903013,0.3802874389467298,-2.2674750888001656,-1.0767494450932238,-1.9371985195445283,-0.5377175266978416,-0.9426459758347843,-0.1938278161257867,-1.1040572540486213,1.5364388832539944,0.6745594916086408,1.2351633940581954,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,0.7142857142857143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,S2,4,0.4579375217389834,-0.16864850894878397,0.9158750434779668,1.5364388832539944,1.5364388832539944,1.0,0.0,0.0,0.0,0.1446944566794182,0.07681936882050834,0.20430816578992655,0.060794103039881725,0.06220205737393311,0.022240976856779095
1.0,0.0,30.0,1.0,0.0,0.0,3.370601218870599,3.370601218870599,0.0,0.38142857142857145,0.15571428571428572,0.24091428571428575,0.5620571428571429,0.7282142857142857,0.6088571428571429,0.38142857142857145,0.15571428571428572,0.09571428571428571,0.2042857142857143,0.3272342857142857,5.242210763639898,5.246933719390009,-0.47399078432882985,-2.7483920461903013,0.3802874389467298,-2.2674750888001656,-1.0767494450932238,-1.9371985195445283,-0.5377175266978416,-0.9426459758347843,-0.1938278161257867,-1.1040572540486213,1.5364388832539944,0.6745594916086408,1.2351633940581954,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,1.0,0.0,S3,5,0.8508786159626692,1.741508849197694,0.29824276807466155,0.6745594916086408,0.6745594916086408,1.0,0.0,0.0,0.0,0.19062904418121004,0.02193942467733766,0.08881684379939798,0.02500512832447831,0.06220205737393311,0.022240976856779095
1.0,0.0,30.0,1.0,0.0,0.0,3.370601218870599,3.370601218870599,0.0,0.38142857142857145,0.15571428571428572,0.24091428571428575,0.5620571428571429,0.7282142857142857,0.6088571428571429,0.38142857142857145,0.15571428571428572,0.09571428571428571,0.2042857142857143,0.3272342857142857,5.242210763639898,5.246933719390009,-0.47399078432882985,-2.7483920461903013,0.3802874389467298,-2.2674750888001656,-1.0767494450932238,-1.9371985195445283,-0.5377175266978416,-0.9426459758347843,-0.1938278161257867,-1.1040572540486213,1.5364388832539944,0.6745594916086408,1.2351633940581954,0.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,S4,6,0.5084298008946088,0.033722398974939206,0.9831403982107825,1.2351633940581954,1.2351633940581954,1.0,0.0,0.0,0.0,0.06465265949810675,0.003051532673921638,0.09424548570468745,-0.011504956207492593,0.06220205737393311,0.022240976856779095
2.0,0.0,31.0,0.0,1.0,0.0,3.031254536437728,3.031254536437728,0.0,0.2985714285714286,0.09428571428571429,0.18031428571428573,0.7742142857142859,0.6121428571428571,0.7085285714285715,0.2985714285714286,0.09428571428571429,0.09571428571428571,0.2042857142857143,0.2938234285714286,4.870870198676074,2.729468974602335,-0.15039235994085473,-2.613949764596354,-0.23764462926800592,-0.9424761576738648,-0.9953368402607774,-2.552745057686292,-0.6079662588203738,-1.114463825746947,-0.740434937708033,-0.8068603981707216,0.8684462153715704,0.7852840095365843,0.7942315862073457,1.0,0.004016064257028112,0.0,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Q1,0,0.0950246972067914,-2.2537708251844486,0.19004939441358282,-0.6079662588203738,0.6079662588203738,-1.0,0.0,0.0,0.0,0.01866676010733871,0.08538378099968064,0.005083022269167629,0.09515408288820373,0.5994640339470065,0.10846710882422708
2.0,0.0,31.0,0.0,1.0,0.0,3.031254536437728,3.031254536437728,0.0,0.2985714285714286,0.09428571428571429,0.18031428571428573,0.7742142857142859,0.6121428571428571,0.7085285714285715,0.2985714285714286,0.09428571428571429,0.09571428571428571,0.2042857142857143,0.2938234285714286,4.870870198676074,2.729468974602335,-0.15039235994085473,-2.613949764596354,-0.23764462926800592,-0.9424761576738648,-0.9953368402607774,-2.552745057686292,-0.6079662588203738,-1.114463825746947,-0.740434937708033,-0.8068603981707216,0.8684462153715704,0.7852840095365843,0.7942315862073457,1.0,0.004016064257028112,0.0,1.0,1.0,0.0,1.0,0.0,0.2857142857142857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Q2,1,0.5142003796073951,0.056816797919023165,0.9715992407852099,-1.114463825746947,1.114463825746947,-1.0,0.0,0.0,0.0,0.013719001727911288,0.10368996195605537,0.009416493223322699,0.1026685273031846,0.5994640339470065,0.10846710882422708
2.0,0.0,31.0,0.0,1.0,0.0,3.031254536437728,3.031254536437728,0.0,0.2985714285714286,0.09428571428571429,0.18031428571428573,0.7742142857142859,0.6121428571428571,0.7085285714285715,0.2985714285714286,0.09428571428571429,0.09571428571428571,0.2042857142857143,0.2938234285714286,4.870870198676074,2.729468974602335,-0.15039235994085473,-2.613949764596354,-0.23764462926800592,-0.9424761576738648,-0.9953368402607774,-2.552745057686292,-0.6079662588203738,-1.114463825746947,-0.740434937708033,-0.8068603981707216,0.8684462153715704,0.7852840095365843,0.7942315862073457,1.0,0.004016064257028112,0.0,2.0,1.0,0.0,1.0,0.0,0.42857142857142855,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Q3,2,0.510501737615549,0.04201312916336498,0.9789965247689021,-0.740434937708033,0.740434937708033,-1.0,0.0,0.0,0.0,0.008426565206895066,0.09937444522302469,0.007981964970632128,0.09693977221519581,0.5994640339470065,0.10846710882422708
