row,dayofweek,is_weekend,dayofmonth,month_start_proximity,month_end,peer_group,dist_to_subject_normal,dist_to_peer_normal,subject_minus_peer_dist,subject_outlier_rank,peer_outlier_rank,cohort_outlier_score,q_group_peer_margin,s_group_peer_margin,target_route_margin_q2q3s2,personal_axis,cohort_axis,axis_disagreement,peer_only_toxicity,atlas_action_health,human_state_latent_0,human_state_latent_1,human_state_latent_2,human_state_latent_3,human_state_latent_4,human_state_latent_5,human_state_latent_6,human_state_latent_7,peer_margin_Q1,peer_margin_Q2,peer_margin_Q3,peer_margin_S1,peer_margin_S2,peer_margin_S3,peer_margin_S4,row_frac,subject_code,target_idx,is_q_target,is_s_target,is_q2_q3_s2,is_objective_tail,target_prior_rank,target_onehot_Q1,target_onehot_Q2,target_onehot_Q3,target_onehot_S1,target_onehot_S2,target_onehot_S3,target_onehot_S4,target,target_idx_int,base_prob,base_logit,base_uncertainty,target_peer_margin,target_peer_margin_abs,target_peer_margin_sign,teacher_logit_move,teacher_has_action,teacher_action_sign,oof_prob_all_no_order,oof_move_all_no_order,oof_prob_human_target_context,oof_move_human_target_context,oof_prob_human_row_context_only,oof_move_human_row_context_only,teacher_row_has_action,student_oof_row_prob
0.0,1.0,0.0,30.0,1.0,0.0,0.0,3.370601218870599,3.370601218870599,0.0,0.38142857142857145,0.15571428571428572,0.24091428571428575,0.5620571428571429,0.7282142857142857,0.6088571428571429,0.38142857142857145,0.15571428571428572,0.09571428571428571,0.2042857142857143,0.3272342857142857,5.242210763639898,5.246933719390009,-0.47399078432882985,-2.7483920461903013,0.3802874389467298,-2.2674750888001656,-1.0767494450932238,-1.9371985195445283,-0.5377175266978416,-0.9426459758347843,-0.1938278161257867,-1.1040572540486213,1.5364388832539944,0.6745594916086408,1.2351633940581954,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Q1,0,0.1839999885504578,-1.4894786736121979,0.3679999771009156,-0.5377175266978416,0.5377175266978416,-1.0,0.0,0.0,0.0,0.0031341841447699603,0.009577477414611485,0.0009439296137233695,0.008049799750659548,0.2621666625662274,0.01739439702608314,0.0,0.8383300544229695
1.0,2.0,0.0,31.0,0.0,1.0,0.0,3.031254536437728,3.031254536437728,0.0,0.2985714285714286,0.09428571428571429,0.18031428571428573,0.7742142857142859,0.6121428571428571,0.7085285714285715,0.2985714285714286,0.09428571428571429,0.09571428571428571,0.2042857142857143,0.2938234285714286,4.870870198676074,2.729468974602335,-0.15039235994085473,-2.613949764596354,-0.23764462926800592,-0.9424761576738648,-0.9953368402607774,-2.552745057686292,-0.6079662588203738,-1.114463825746947,-0.740434937708033,-0.8068603981707216,0.8684462153715704,0.7852840095365843,0.7942315862073457,0.004016064257028112,0.0,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Q1,0,0.0950246972067914,-2.2537708251844486,0.19004939441358282,-0.6079662588203738,0.6079662588203738,-1.0,0.0,0.0,0.0,0.07908343412021189,0.09791790924593927,0.016827328633439144,0.0993170399726064,0.852207559814497,0.10984579630155711,0.0,0.9613529355198897
2.0,3.0,0.0,1.0,0.0,0.0,0.0,3.309604808982305,3.309604808982305,0.0,0.3742857142857143,0.1442857142857143,0.23311428571428572,0.20184285714285716,0.5110714285714286,0.42604285714285717,0.3742857142857143,0.1442857142857143,0.09571428571428571,0.2042857142857143,0.29966800000000005,3.0205785325654584,5.505907855868812,-0.4788552004810638,-4.882997489972319,0.2675883907087803,-1.5113645503470028,-2.5296774881817647,-2.753835396134108,0.03307630637035874,0.04630653190094236,0.35821322013049395,-0.42176405458011734,1.233414431450226,0.4507843326386265,0.6240569345878582,0.008032128514056224,0.0,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Q1,0,0.1032837510399468,-2.1612594136261682,0.2065675020798936,0.03307630637035874,0.03307630637035874,1.0,0.0,0.0,0.0,0.027906283489245686,0.03722137426977404,0.008418062791570834,0.036199419397446794,0.748395163331968,0.04549285325261831,0.0,0.9288892964183864
3.0,4.0,0.0,2.0,1.0,0.0,0.0,3.4356962978597285,3.4356962978597285,0.0,0.4,0.1757142857142857,0.25711428571428574,0.3422428571428572,0.6525,0.4676571428571429,0.4,0.1757142857142857,0.09571428571428571,0.2042857142857143,0.32220457142857145,3.081207225448671,5.032725550730079,1.2437198248251882,-2.3467861276542457,0.5542777873796914,-1.0955783177107838,-1.995416520372047,-2.8976248205995234,-0.3057472232547167,-0.3397555746095642,-0.2451413597490797,-0.4421710397081213,1.3962105474165818,0.8021235604199477,1.0659088744460283,0.012048192771084338,0.0,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Q1,0,0.6612812262919237,0.6690090181738958,0.6774375474161527,-0.3057472232547167,0.3057472232547167,-1.0,0.0,0.0,0.0,0.002391669487078584,0.006555428249815806,0.0014825480475592534,0.008144279446336894,0.37670349989333646,0.01814151123447367,0.0,0.8487451968646395
4.0,5.0,1.0,3.0,2.0,0.0,0.0,5.023576059730256,5.023576059730256,0.0,0.7057142857142857,0.4785714285714286,0.5127142857142857,0.7726142857142857,0.7035714285714286,0.7485,0.7057142857142857,0.4785714285714286,0.09571428571428571,0.2042857142857143,0.5446485714285715,-1.048999508821772,1.7760545006016926,-0.003217456689255394,-5.256079378198614,-0.009497512665952551,-0.00352598720765654,-1.6036496722453433,-0.0682760578781362,0.7856566004240291,1.2049621038916136,0.4855700368364504,1.3958589195053737,-1.302693007465757,-0.4668755521400616,-1.2110558454044238,0.01606425702811245,0.0,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Q1,0,0.5445439902464404,0.17864959297445263,0.9109120195071192,0.7856566004240291,0.7856566004240291,1.0,0.0,0.0,0.0,0.02682063976895632,0.09243278709918543,0.049033722609718826,0.07957905994882979,0.980851161332035,0.10114454128711672,0.0,0.8034541366680648
5.0,0.0,0.0,5.0,4.0,0.0,0.0,1.9345199167349127,1.9345199167349127,0.0,0.04,0.004285714285714286,0.033914285714285716,0.1741,0.37857142857142856,0.3562428571428572,0.04,0.004285714285714286,0.09571428571428571,0.2042857142857143,0.13843485714285714,2.57540621255888,4.103418209250239,-0.1944993381396324,-4.107402933832726,-0.3476536575430389,-0.753291275532198,-1.6126554764950123,-2.2649039214455082,-0.03707385963969401,0.2536343030593424,0.20235985323972394,0.004919620188779783,0.9493752280044827,0.685488939088128,0.3805431139739819,0.020080321285140562,0.0,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Q1,0,0.1250884806363739,-1.9451014285281707,0.2501769612727478,-0.03707385963969401,0.03707385963969401,-1.0,0.0,0.0,0.0,0.05807461103711868,0.0521083917458347,0.021665389319107164,0.04947296561627212,0.9357790183350969,0.062280792756039385,1.0,0.9521340980477216
6.0,1.0,0.0,6.0,5.0,0.0,0.0,15.614008205394308,15.614008205394308,0.0,0.9971428571428571,0.9971428571428571,0.8529142857142856,0.2474857142857143,0.3182142857142857,0.2752,0.9971428571428571,0.9971428571428571,0.09571428571428571,0.2042857142857143,0.7321382857142857,8.88486939255388,5.843836413401199,-4.116984853125187,-2.3148315398914616,6.682366471854373,-10.884723596801058,3.4279709883868814,4.649040097839833,-0.12728633544737278,-0.6998307817430351,-0.028098491575992313,-0.6047216170517515,0.4018868982034043,-0.019937802347357092,0.420684392169818,0.024096385542168676,0.0,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Q1,0,0.5712427809308589,0.2869234689909561,0.8575144381382822,-0.12728633544737278,0.12728633544737278,-1.0,0.0,0.0,0.0,9.054687447875045e-05,0.03645797075638656,2.5802540247989487e-05,0.03304561976814137,0.03313778190117161,0.05083654200479237,0.0,0.04544401326862935
7.0,3.0,0.0,8.0,7.0,0.0,0.0,4.397437446487858,4.397437446487858,0.0,0.6,0.37142857142857144,0.42331428571428575,0.3285,0.4371428571428571,0.35934285714285713,0.6,0.37142857142857144,0.09571428571428571,0.2042857142857143,0.4320068571428572,3.9806843665862695,5.393307093726557,0.8330891772092623,-4.12474346358318,0.48987405213873303,1.8457751177394108,-2.180646595275628,-1.7560154978446794,0.33735331994030204,-0.40475521050273233,0.15992544462532532,-0.06995651344467646,0.8576666874477006,0.9793604847615613,0.3770614180190952,0.028112449799196786,0.0,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Q1,0,0.1466324541766752,-1.7612611967075043,0.2932649083533504,0.33735331994030204,0.33735331994030204,1.0,0.0,0.0,0.0,0.02262695764389652,0.003485214728715205,0.009062848802502918,0.001371070960325644,0.8023451918261733,0.015765026573511285,0.0,0.945489715799254
8.0,4.0,0.0,9.0,8.0,0.0,0.0,7.075767920055168,7.075767920055168,0.0,0.9057142857142857,0.7771428571428571,0.7221142857142856,0.22241428571428573,0.10678571428571429,0.19337142857142858,0.9057142857142857,0.7771428571428571,0.09571428571428571,0.2042857142857143,0.629633142857143,4.341824298141763,4.472930672972439,-2.634854074347176,-3.616399897802945,3.1864383410087034,-4.770009154081675,1.3813603349666062,2.8332446111764993,0.08897718379343811,-0.4602909460618134,0.14672234756795888,-0.27292295098948394,0.06225563101576981,-0.0822140839415626,0.08336831278995405,0.0321285140562249,0.0,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Q1,0,0.4871969586270964,-0.0512233626822897,0.9743939172541928,0.08897718379343811,0.08897718379343811,1.0,0.0,0.0,0.0,0.0008100642394109247,0.01830616263529984,0.0007829912113865834,0.010461771780286452,0.3120225274346666,0.025957170217097543,1.0,0.3221515584114004
9.0,6.0,1.0,11.0,10.0,0.0,0.0,3.0613530696488196,3.0613530696488196,0.0,0.3028571428571429,0.09714285714285714,0.18331428571428574,0.2556571428571429,0.4067857142857143,0.33842857142857147,0.3028571428571429,0.09714285714285714,0.09571428571428571,0.2042857142857143,0.25166857142857146,1.9383931656543203,1.3041844504122961,-0.11955651105042107,-3.2734268470307075,-1.3598136791611073,-1.3020344549348633,-1.8608161625711128,-0.6499103990122184,-0.06632157203709355,0.7735567306527993,0.06962217337932763,0.8998709414636639,-0.5083181918685509,-0.5360761120967843,-0.3047929211663436,0.03614457831325301,0.0,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Q1,0,0.1092143052792624,-2.098791820884953,0.2184286105585248,-0.06632157203709355,0.06632157203709355,-1.0,0.0,0.0,0.0,0.16423941035829903,0.07604346415552508,0.07045148494408347,0.06887560557845637,0.9852783081676215,0.08348373877271026,0.0,0.7635205561142085
