row,subject_id,target,target_idx,teacher_free_core_support_rank,teacher_free_core_support_score,outlier_score,row_outlier_rank,target_law_shift,neighbor_margin,logit_move
34,id02,Q1,0,0.9,0.77664,dist_to_subject_normal,0.904,0.04424778761061948,0.018730158730158653,0.02247597883597886
236,id10,Q1,0,0.932,0.79484,dist_to_subject_normal,0.876,0.04424778761061948,-0.009841269841269873,0.02939839921337271
30,id02,Q2,1,0.976,0.8632799999999999,cohort_outlier_score,0.94,0.07964601769911506,0.0377777777777778,0.1042358430088496
32,id02,Q2,1,0.968,0.84552,cohort_outlier_score,0.912,0.07964601769911506,-0.019365079365079363,0.08932688074841974
37,id02,Q2,1,0.88,0.75732,cohort_outlier_score,0.792,0.07964601769911506,0.0377777777777778,0.03377855469026553
38,id02,Q2,1,0.944,0.8200000000000001,cohort_outlier_score,0.86,0.07964601769911506,0.0377777777777778,0.07580271616519177
45,id02,Q2,1,0.924,0.78508,cohort_outlier_score,0.84,0.07964601769911506,0.009206349206349218,0.05545152070796467
47,id02,Q2,1,0.996,0.89408,cohort_outlier_score,0.988,0.07964601769911506,0.009206349206349218,0.11037493169490104
52,id02,Q2,1,0.912,0.7785599999999999,cohort_outlier_score,0.788,0.07964601769911506,0.06634920634920638,0.05704776076021921
58,id02,Q2,1,0.884,0.75752,cohort_outlier_score,0.728,0.07964601769911506,0.06634920634920638,0.03666366791740418
99,id04,Q2,1,0.864,0.73992,cohort_outlier_score,0.828,0.07964601769911506,-0.019365079365079363,0.024110633886219996
128,id06,Q2,1,0.96,0.8327200000000001,cohort_outlier_score,0.888,0.07964601769911506,0.009206349206349218,0.07891177946902658
135,id06,Q2,1,0.948,0.8284000000000001,cohort_outlier_score,0.936,0.07964601769911506,0.009206349206349218,0.07604779982806577
139,id06,Q2,1,0.876,0.75516,cohort_outlier_score,0.96,0.07964601769911506,0.06634920634920638,0.04230423221238943
140,id06,Q2,1,0.972,0.8590399999999998,cohort_outlier_score,0.968,0.07964601769911506,0.009206349206349218,0.09339417297260856
150,id06,Q2,1,0.928,0.79372,cohort_outlier_score,0.832,0.07964601769911506,0.1806349206349207,0.09805380749431111
151,id06,Q2,1,0.916,0.78016,cohort_outlier_score,0.956,0.07964601769911506,0.06634920634920638,0.07221936784829339
166,id07,Q2,1,0.92,0.7832000000000001,cohort_outlier_score,0.984,0.07964601769911506,0.06634920634920638,0.07743185360303421
167,id07,Q2,1,0.908,0.7784,cohort_outlier_score,0.98,0.07964601769911506,0.09492063492063496,0.07442425687315642
183,id08,Q2,1,0.848,0.7280800000000002,cohort_outlier_score,0.772,0.07964601769911506,0.26634920634920645,0.028521781392330428
185,id08,Q2,1,0.872,0.7530800000000001,cohort_outlier_score,0.916,0.07964601769911506,0.1806349206349207,0.05197759702823436
189,id08,Q2,1,0.984,0.8705600000000002,cohort_outlier_score,0.964,0.07964601769911506,0.1806349206349207,0.17251952846354834
194,id08,Q2,1,0.844,0.7257600000000001,cohort_outlier_score,0.944,0.07964601769911506,0.12349206349206354,0.02127559035145388
195,id08,Q2,1,0.964,0.8404800000000001,cohort_outlier_score,0.924,0.07964601769911506,0.2949206349206349,0.1845342477876107
198,id08,Q2,1,0.952,0.8304,cohort_outlier_score,0.904,0.07964601769911506,0.15206349206349212,0.12113603542857149
199,id08,Q2,1,0.94,0.8108000000000001,cohort_outlier_score,0.928,0.07964601769911506,0.20920634920634928,0.12999204611883694
236,id10,Q2,1,0.932,0.79484,cohort_outlier_score,0.972,0.07964601769911506,0.09492063492063496,0.09394854244247798
237,id10,Q2,1,0.896,0.7737999999999998,cohort_outlier_score,0.812,0.07964601769911506,0.06634920634920638,0.04856173322713869
238,id10,Q2,1,0.956,0.8312,cohort_outlier_score,0.932,0.07964601769911506,0.15206349206349212,0.12867252248124744
239,id10,Q2,1,0.856,0.73452,cohort_outlier_score,0.82,0.07964601769911506,0.15206349206349212,0.02996728149178259
240,id10,Q2,1,0.904,0.7772399999999999,cohort_outlier_score,0.88,0.07964601769911506,0.12349206349206354,0.06941612106194699
241,id10,Q2,1,0.988,0.8875200000000001,cohort_outlier_score,0.996,0.07964601769911506,0.15206349206349212,0.16986332240707974
242,id10,Q2,1,0.992,0.89352,cohort_outlier_score,0.992,0.07964601769911506,0.12349206349206354,0.1602280335507797
243,id10,Q2,1,0.86,0.73624,cohort_outlier_score,0.804,0.07964601769911506,0.06634920634920638,0.02530699605562582
246,id10,Q2,1,1.0,0.9229999999999999,cohort_outlier_score,1.0,0.07964601769911506,0.09492063492063496,0.15533819848293307
248,id10,Q2,1,0.888,0.7614400000000001,cohort_outlier_score,0.876,0.07964601769911506,0.15206349206349212,0.06047056314032876
12,id01,Q3,2,0.868,0.7483599999999999,dist_to_subject_normal,0.98,0.12389380530973448,0.05714285714285716,0.04727705014749268
31,id02,Q3,2,0.98,0.8681599999999999,dist_to_subject_normal,0.92,0.12389380530973448,0.0,0.11841494591937068
34,id02,Q3,2,0.9,0.77664,dist_to_subject_normal,0.904,0.12389380530973448,0.02857142857142858,0.06543111111111118
52,id02,Q3,2,0.912,0.7785599999999999,dist_to_subject_normal,0.62,0.12389380530973448,0.0,0.045885791543756195
99,id04,Q3,2,0.864,0.73992,dist_to_subject_normal,0.908,0.12389380530973448,0.05714285714285716,0.040153331366765035
135,id06,Q3,2,0.948,0.8284000000000001,dist_to_subject_normal,0.936,0.12389380530973448,0.05714285714285716,0.12041175221238938
150,id06,Q3,2,0.928,0.79372,dist_to_subject_normal,0.84,0.12389380530973448,0.05714285714285716,0.09117716814159302
