feature_family,label_task,feature_count,positive_rate,auc,ap,ap_lift_vs_rate
listener_only,strict_jury_released,14,0.02761904761904762,0.7378391892855399,0.10759070029548987,0.07997165267644224
listener_only,strict_positive_release,14,0.014603174603174604,0.7432958174585389,0.05425828215271017,0.039655107549535565
listener_only,healthy_action,14,0.5,0.487963920382968,0.4863009429648121,-0.013699057035187923
listener_only,toxic_tail_action,14,0.4033333333333333,0.6431585577272293,0.48385258044809165,0.08051924711475833
calendar_social_listener,strict_jury_released,37,0.02761904761904762,0.7094858545262139,0.08089470364512938,0.05327565602608176
calendar_social_listener,strict_positive_release,37,0.014603174603174604,0.6674784989914837,0.039479728322032635,0.02487655371885803
calendar_social_listener,healthy_action,37,0.5,0.4901929957168052,0.4952567000284181,-0.004743299971581905
calendar_social_listener,toxic_tail_action,37,0.4033333333333333,0.6311572415105753,0.4820391804957608,0.07870584716242746
latent_cohort_listener,strict_jury_released,29,0.02761904761904762,0.6982889962136137,0.09076415781689258,0.06314511019784497
latent_cohort_listener,strict_positive_release,29,0.014603174603174604,0.680437759132676,0.0413248018875819,0.026721627284407294
latent_cohort_listener,healthy_action,29,0.5,0.482390980095742,0.4878208152901846,-0.012179184709815383
latent_cohort_listener,toxic_tail_action,29,0.4033333333333333,0.6259809462668057,0.474092708576669,0.0707593752433357
open_loop_human_state_listener,strict_jury_released,128,0.02761904761904762,0.7111989222496163,0.08983592820025263,0.06221688058120501
open_loop_human_state_listener,strict_positive_release,128,0.014603174603174604,0.6604416461228149,0.036190578008566524,0.02158740340539192
open_loop_human_state_listener,healthy_action,128,0.5,0.48488712522045857,0.485687144971782,-0.014312855028217997
open_loop_human_state_listener,toxic_tail_action,128,0.4033333333333333,0.6435231556032543,0.485838770518726,0.08250543718539266
action_geometry_only,strict_jury_released,12,0.02761904761904762,0.74411168150825,0.06567320460615074,0.03805415698710312
action_geometry_only,strict_positive_release,12,0.014603174603174604,0.7295582838413267,0.029154785821416583,0.014551611218241979
action_geometry_only,healthy_action,12,0.5,0.5614442932728646,0.5479038956121767,0.04790389561217667
action_geometry_only,toxic_tail_action,12,0.4033333333333333,0.6996764108786165,0.5411859523940707,0.13785261906073742
