row,target,h012_prob,h015_prob,h015_minus_h012,abs_h015_logit_move,public_weight_mean,public_weight_median,log_weight_ratio_median,weight_score,h015_public_gain_score,h015_cell_score,h015_cell_score_rank,h015_direction_consistency,combined_score,mean_weighted_h015_cell_gain
197,S1,0.872152895724321,0.9237945733930708,0.05164167766874983,0.5749273527055296,0.0007154545476221783,0.0007191877767743912,0.22998299638005035,0.9902857142857143,0.9982857142857143,0.8213399342322474,0.9622857142857143,1.0,0.9877257142857143,4.915137421735177e-06
205,S2,0.9120536048553756,0.9508673398886864,0.03881373503331087,0.6238792855660855,0.0006944828764858393,0.0006899728203540627,0.1885127149775396,0.9817142857142858,0.9971428571428571,0.8912590184861391,0.9645714285714285,1.0,0.9841485714285715,3.1196034519074083e-06
158,S1,0.9254876792440376,0.9512950379029212,0.025807358658883617,0.45268700966993203,0.0006736190050286914,0.0006717207646899836,0.1617032343853038,0.9771428571428571,0.996,0.6467255862852306,0.9542857142857143,1.0,0.9797371428571429,3.000282576674562e-06
228,S4,0.8382240324012181,0.889410412779098,0.051186380377879925,0.4396599046341019,0.000701463099508256,0.000700942108724954,0.2042858087330688,0.9862857142857143,0.9857142857142858,0.6280880655507841,0.9537142857142857,1.0,0.9795542857142858,1.6270077608365114e-06
117,Q1,0.9530576960281656,0.9649851977122182,0.011927501684052655,0.30558569672805236,0.0007008042681332633,0.000701094322281362,0.2045029408326915,0.9868571428571429,0.9937142857142857,0.3783442072571313,0.92,0.8666666666666667,0.9760914285714286,2.4844591942851016e-06
76,Q3,0.854933309276817,0.8801969840742476,0.025263674797430635,0.22046697558029926,0.0007434716558200302,0.0007475355449583793,0.26864236487136195,0.9942857142857143,0.9988571428571429,0.314956108426099,0.8931428571428571,1.0,0.9757942857142857,5.044084599912777e-06
142,S4,0.959221204950434,0.9753188465312792,0.016097641580845257,0.5187650114392688,0.0006454361899493108,0.0006401662160689643,0.11358836419527868,0.9634285714285714,0.9931428571428571,0.7411023630323936,0.9594285714285714,1.0,0.97392,2.4282433318712247e-06
221,S2,0.8841649877845671,0.9129311001347804,0.028766112350213313,0.31748384188665524,0.0006585440772188859,0.0006586563452833283,0.14206242835380697,0.9731428571428572,0.9885714285714285,0.4535483664984614,0.9388571428571428,1.0,0.9721485714285715,1.854075943967095e-06
226,S1,0.9085811386893252,0.9420775358068288,0.03349639711750363,0.4925499118041401,0.0006427522314832644,0.0006412977709903681,0.11535439933466506,0.9651428571428572,0.9845714285714285,0.7036427683362838,0.9571428571428572,1.0,0.9709257142857144,1.5455108627963148e-06
18,S1,0.95752041923042,0.96823768066285,0.010717261432430014,0.3018733959121809,0.0006530578787168224,0.0006492713636513071,0.12771126407808867,0.9691428571428572,0.9874285714285714,0.4168730247618096,0.932,0.9666666666666668,0.9686628571428572,1.7153922199889158e-06
147,S4,0.9780412979073642,0.9845842302950124,0.006542932387648248,0.3604400741418261,0.0006428992400466745,0.0006397663795879812,0.11296358677286433,0.9628571428571429,0.9822857142857143,0.5149152105447672,0.9457142857142857,1.0,0.9668114285714285,1.4115170141229899e-06
