row,subject_id,sleep_date,lifelog_date,target,candidate1_logit_move,cohort_gate,candidate2_logit_move,atlas_action_health,cohort_outlier_score,dist_to_subject_normal,dist_to_peer_normal,subject_minus_peer_dist,peer_only_toxicity,target_route_margin_q2q3s2,peer_margin
5,id01,2024-08-06,2024-08-05,Q3,1.4806648788912005,0.8784650098048434,1.3007122873528458,0.13843485714285714,0.033914285714285716,1.9345199167349127,1.9345199167349127,0.0,0.2042857142857143,0.3562428571428572,0.20235985323972394
5,id01,2024-08-06,2024-08-05,S2,1.156807505380315,0.9321734928287956,1.078345292820934,0.13843485714285714,0.033914285714285716,1.9345199167349127,1.9345199167349127,0.0,0.2042857142857143,0.3562428571428572,0.9493752280044827
8,id01,2024-08-10,2024-08-09,S2,0.6106241140096569,1.0757904044079316,0.6569035625516837,0.629633142857143,0.7221142857142856,7.075767920055168,7.075767920055168,0.0,0.2042857142857143,0.19337142857142858,0.06225563101576981
10,id01,2024-08-13,2024-08-12,Q2,-0.6198789591592779,0.9670182521766119,-0.5994342676472623,0.16652857142857144,0.04471428571428571,2.047438075646057,2.047438075646057,0.0,0.2042857142857143,0.5210714285714286,-0.6578964721036651
17,id01,2024-09-05,2024-09-04,S1,0.9581431158859135,1.0348683410144734,0.9915519767912937,0.5046725714285715,0.5013142857142857,4.92916303067221,4.92916303067221,0.0,0.2042857142857143,0.48441428571428574,-0.6513672774323238
19,id01,2024-09-08,2024-09-07,S4,0.9842402996008779,1.1047894965279235,1.0873783450585464,0.5919274285714287,0.6033142857142857,5.609300700261284,5.609300700261284,0.0,0.2042857142857143,0.5977285714285714,-1.0578580448441803
23,id01,2024-09-12,2024-09-11,S1,0.5260352035114938,0.8366666594431934,0.4401161164714819,0.14993485714285715,0.05251428571428571,2.1688740009437333,2.1688740009437333,0.0,0.2042857142857143,0.3323142857142858,-0.07967284600672331
23,id01,2024-09-12,2024-09-11,S4,1.259674189907575,0.8443042422131608,1.0635482623453922,0.14993485714285715,0.05251428571428571,2.1688740009437333,2.1688740009437333,0.0,0.2042857142857143,0.3323142857142858,0.5592816442632151
24,id01,2024-09-13,2024-09-12,S4,-0.5772205359072677,0.814457657728793,-0.4701216856679919,0.14141885714285715,0.04951428571428572,2.1270862498500023,2.1270862498500023,0.0,0.2042857142857143,0.2808714285714286,0.21781784029014206
25,id01,2024-09-14,2024-09-13,Q3,-0.1906763328726703,0.9520517817338207,-0.18153374244589685,0.24744685714285716,0.16051428571428572,2.920573172099156,2.920573172099156,0.0,0.2042857142857143,0.4477714285714286,0.034162948962126904
25,id01,2024-09-14,2024-09-13,S4,1.4814788903706895,0.9546544064649629,1.4143003507772025,0.24744685714285716,0.16051428571428572,2.920573172099156,2.920573172099156,0.0,0.2042857142857143,0.4477714285714286,1.2404554435849717
27,id02,2024-08-26,2024-08-25,Q2,-0.9205827069099282,1.1103562562593934,-1.0221747680216462,0.6042754285714286,0.6401714285714285,4.572066315028562,5.935358446259602,-1.3632921312310398,0.5757142857142857,0.5342,-1.1306295823307284
30,id02,2024-08-29,2024-08-28,Q1,-0.4902386708218792,0.9305269781839881,-0.4561803089488181,0.7873617142857142,0.8820571428571429,5.61788376123093,9.403200332848535,-3.7853165716176047,0.9528571428571428,0.6508714285714285,0.15088424939404455
34,id02,2024-09-02,2024-09-01,S2,-1.7329295518000791,1.1545373362894928,-2.000731868712608,0.7860982857142859,0.8890571428571429,7.152291338314961,8.978024796798694,-1.8257334584837333,0.7328571428571429,0.5374857142857143,0.9288203257898537
36,id02,2024-09-04,2024-09-03,Q1,-0.7873006825955612,0.8557256168609223,-0.6737133622691118,0.6694651428571429,0.7410571428571429,3.955276488039396,8.076891781970401,-4.121615293931005,0.9828571428571429,0.5891142857142857,0.09164696578987375
36,id02,2024-09-04,2024-09-03,S3,0.552275039406187,0.9517719400737982,0.52563988570996,0.6694651428571429,0.7410571428571429,3.955276488039396,8.076891781970401,-4.121615293931005,0.9828571428571429,0.5891142857142857,1.9017162871902498
38,id02,2024-09-06,2024-09-05,Q1,-0.9679659331752586,0.889490599228623,-0.8609965979329539,0.7367028571428572,0.8335714285714286,5.084450180640775,8.656129082940554,-3.5716789022997792,0.9385714285714286,0.5372857142857143,-0.011887413143883307
