row,target,base_prob,posterior_prob,posterior_minus_base,logit_delta_to_posterior,direction_consistency,cell_score
43,Q1,0.8189517048060737,0.999999,0.18104729519392626,12.306248264261805,1.0,12.306248264261805
96,Q3,0.8110532326067973,0.999999,0.18894576739320268,12.35864118912439,0.9629629629629629,11.900913737675337
205,S1,0.8964994588929626,0.999999,0.10349954110703741,11.656588709246375,1.0,11.656588709246375
61,S4,0.1028056146852608,1e-06,-0.1028046146852608,-11.649076982436323,1.0,11.649076982436323
31,S2,0.8975215018504467,0.999999,0.10247749814955331,11.645525482788115,1.0,11.645525482788115
32,S2,0.8977243342839673,0.999999,0.10227466571603272,11.643318287045155,1.0,11.643318287045155
140,S2,0.8996859486983174,0.999999,0.10031305130168255,11.621769579291678,1.0,11.621769579291678
59,Q1,0.9115016775244916,0.999999,0.08849732247550834,11.483399720173345,1.0,11.483399720173345
79,Q1,0.8779389671604185,0.999999,0.12206003283958144,11.84245366901804,0.9629629629629629,11.403844273869224
147,S2,0.9236325918727226,0.999999,0.07636640812727735,11.322751203173777,1.0,11.322751203173777
101,S1,0.9240664616589852,0.999999,0.07593253834101477,11.316584022856777,1.0,11.316584022856777
145,S2,0.92656689284086,0.999999,0.07343210715913995,11.280398200453316,1.0,11.280398200453316
144,S4,0.9294550101101692,0.999999,0.0705439898898308,11.237161814943217,1.0,11.237161814943217
141,S1,0.9297964507269696,0.999999,0.07020254927303038,11.231942735127902,1.0,11.231942735127902
59,S1,0.9336796807046882,0.999999,0.06631931929531176,11.170872458086423,1.0,11.170872458086423
103,S1,0.9344141592590828,0.999999,0.0655848407409172,11.15894962294787,1.0,11.15894962294787
97,S1,0.9384129208213844,0.999999,0.06158607917861558,11.091771586643508,1.0,11.091771586643508
142,S2,0.940223768815581,0.999999,0.059775231184418964,11.059999769180624,1.0,11.059999769180624
135,S3,0.9417407592557882,0.999999,0.05825824074421182,11.03268224297188,1.0,11.03268224297188
148,S2,0.9418769679161334,0.999999,0.05812203208386657,11.030196905908968,1.0,11.030196905908968
141,S2,0.9420756460698329,0.999999,0.05792335393016712,11.026561899597834,1.0,11.026561899597834
144,S2,0.9432718630529986,0.999999,0.05672713694700138,11.004425351028043,1.0,11.004425351028043
78,Q1,0.9196142307929566,0.999999,0.0803847692070434,11.378392450790454,0.9629629629629629,10.956970508168585
139,S2,0.9457606415383404,0.999999,0.054238358461659586,10.956926858318603,1.0,10.956926858318603
102,S1,0.925897272267952,0.999999,0.07410172773204793,11.290198609641594,0.9629629629629629,10.872043105580794
48,S1,0.9506224770490216,0.999999,0.049376522950978385,10.857887868573982,1.0,10.857887868573982
43,S2,0.9506843533395624,0.999999,0.04931464666043761,10.85656886792222,1.0,10.85656886792222
52,S1,0.9516104158695282,0.999999,0.04838858413047176,10.836638420574719,1.0,10.836638420574719
53,S2,0.928528955320895,0.999999,0.071470044679105,11.251200390731032,0.9629629629629629,10.8344892651484
139,S3,0.955400548503335,0.999999,0.04459845149666497,10.751100443540084,1.0,10.751100443540084
54,S1,0.9588312140303829,0.999999,0.04116778596961712,10.667474847713732,1.0,10.667474847713732
142,S1,0.9616294706402158,0.999999,0.038369529359784216,10.594170047472332,1.0,10.594170047472332
55,S1,0.9619456902971838,0.999999,0.038053309702816174,10.585565905949439,1.0,10.585565905949439
43,S1,0.9666208827728396,0.999999,0.03337811722716033,10.449633666122413,1.0,10.449633666122413
128,S1,0.967378592854381,0.999999,0.03262040714561898,10.425888360100648,1.0,10.425888360100648
47,S1,0.9673838455546968,0.999999,0.03261515444530316,10.425721897280301,1.0,10.425721897280301
136,S1,0.9687079250553308,0.999999,0.031291074944669206,10.382911279242103,1.0,10.382911279242103
137,S1,0.9699370690683758,0.999999,0.030061930931624126,10.341571248078427,1.0,10.341571248078427
143,S1,0.9724329898749636,0.999999,0.027566010125036344,10.25232816230445,1.0,10.25232816230445
130,S1,0.9779215454302864,0.999999,0.02207745456971355,10.024682337160005,1.0,10.024682337160005
129,S1,0.9797766514642752,0.999999,0.0202223485357248,9.935022723925302,1.0,9.935022723925302
143,S2,0.9477641449884678,0.9997660203898989,0.052001875401431086,5.4617060333525895,1.0,5.4617060333525895
140,S3,0.9395398688647572,0.9988192176892094,0.059279348824452294,3.996990509041999,1.0,3.996990509041999
70,Q1,0.792028485753025,0.9940130303720525,0.20198454461902748,3.774968698226257,1.0,3.774968698226257
138,S3,0.9523726893521596,0.9981914285077779,0.04581873915561829,3.3178576784103315,1.0,3.3178576784103315
129,S2,0.9384940614219416,0.9974563099692384,0.058962248547296814,3.2464497575975364,1.0,3.2464497575975364
93,S1,0.9272542317503938,0.995592396029398,0.06833816427900419,2.8747496642496584,1.0,2.8747496642496584
143,S4,0.9269414412655996,0.9935807435984483,0.06663930233284865,2.501383945472442,1.0,2.501383945472442
54,S2,0.931906185528498,0.9940383472054272,0.06213216167692914,2.500082256066106,0.9629629629629629,2.4074866169525464
150,S2,0.925556421151334,0.9920497189265306,0.06649329777519664,2.3062123572533384,1.0,2.3062123572533384
