row,target,subject_id,sleep_date,lifelog_date,base_prob,h012_prob,posterior_prob,memory_prob_full,memory_prob_date,memory_prob_state,h012_changed,h012_logit_delta,posterior_logit_delta,memory_logit_delta,memory_alignment,memory_agrees_h012,memory_disagrees_h012,posterior_cell_delta,posterior_gain,cell_score,row_full_reliability,row_full_reliability_q,row_full_ess,neighbor_count,min_day_gap,memory_alignment_q,private_safe_score
0,Q1,id01,2024-07-31,2024-07-30,0.2375246548677801,0.1952401438424609,0.178952164891399,0.41201117781836777,0.36631775892155893,0.3753179172452702,True,-0.25001486416632535,-0.3571640916661789,0.8106412874354132,-0.20267237136577992,False,True,-0.009233042677873726,0.009233042677873726,0.3571640916661787,0.1779471280358209,0.07630522088353414,10.45947977205954,28,2.0,0.2043369474562135,0.40875599586253175
0,Q2,id01,2024-07-31,2024-07-30,0.4975144875918229,0.5282565708634688,0.5413799507010606,0.5998009470013197,0.6157461577410871,0.615938682388588,True,0.12308897141995406,0.17584138774279118,0.41457792087566436,0.05102996985400863,True,False,-0.003506348243330959,0.003506348243330959,0.1758413877427911,0.1779471280358209,0.07630522088353414,10.45947977205954,28,2.0,0.7631359466221852,0.9189557954859078
0,Q3,id01,2024-07-31,2024-07-30,0.5541805485467693,0.5541805485467693,0.5415287725018717,0.5576494718897963,0.5921283710094533,0.5934027540689976,False,0.0,-0.05107781720298327,0.01405147974184795,0.0,False,False,0.0,-0.0,0.0491860461954653,0.1779471280358209,0.07630522088353414,10.45947977205954,28,2.0,0.0,0.08126295921249321
0,S1,id01,2024-07-31,2024-07-30,0.5668133559792676,0.5454902757586634,0.5362957771736296,0.5556813725288936,0.6815163080779623,0.619934509604957,True,-0.08639571773033647,-0.12342245390048084,-0.04520826320250093,0.0039058003467220275,True,False,-0.0017169665999977601,0.0017169665999977601,0.1234224539004808,0.1779471280358209,0.07630522088353414,10.45947977205954,28,2.0,0.6088407005838199,0.7408755294361073
0,S2,id01,2024-07-31,2024-07-30,0.5279983569898583,0.4713998480827134,0.4472827866261835,0.5909551897625872,0.7106202744015162,0.6511012907147988,True,-0.22663632673863873,-0.3237661810551982,0.2558047775560824,-0.057974655147505084,False,True,-0.01187929525812792,0.01187929525812792,0.3237661810551981,0.1779471280358209,0.07630522088353414,10.45947977205954,28,2.0,0.41618015012510423,0.6152246988173001
0,S3,id01,2024-07-31,2024-07-30,0.8144085433008215,0.8468215168945182,0.8592257399630513,0.6710105412676551,0.8410244003638393,0.7576029790061404,True,0.23097180338709689,0.3299597191244239,-0.7661552107535342,-0.1769602507021651,False,True,-0.006512927838243476,0.006512927838243476,0.3299597191244239,0.1779471280358209,0.07630522088353414,10.45947977205954,28,2.0,0.22101751459549623,0.42109122280741773
0,S4,id01,2024-07-31,2024-07-30,0.480407646947656,0.5111230093690158,0.5242745607964987,0.5697109881413573,0.6784004360173772,0.6268155147038068,True,0.12290893888562268,0.17558419840803274,0.3590816501191042,0.044134344589437526,True,False,-0.003504367181666024,0.003504367181666024,0.1690810799484759,0.1779471280358209,0.07630522088353414,10.45947977205954,28,2.0,0.74395329441201,0.8974861221207868
1,Q1,id01,2024-08-01,2024-07-31,0.0681101766719186,0.0950246972067914,0.1092434717816216,0.42545702047099365,0.37015632870321963,0.391076936440804,True,0.3623171280296793,0.5175958971852568,2.3156769801054207,0.8390094328762369,True,False,-0.010273842163808888,0.010273842163808888,0.5175958971852577,0.25477682964308496,0.46184738955823296,8.853862010732056,28,3.0,0.9866555462885738,1.3972247527886736
1,Q2,id01,2024-08-01,2024-07-31,0.5142003796073951,0.5142003796073951,0.5172148530254022,0.5854617180925707,0.6124226070595306,0.6111350181029427,False,0.0,0.01206984230698592,0.28841867256222803,0.0,False,False,0.0,-0.0,0.0111757799138758,0.25477682964308496,0.46184738955823296,8.853862010732056,28,3.0,0.0,0.24201574738060305
1,Q3,id01,2024-08-01,2024-07-31,0.5380175347484274,0.510501737615549,0.498679954653228,0.5526997482224537,0.5894829846205237,0.5815611291671599,True,-0.11035108657594989,-0.1576444093942143,0.05922061423713415,-0.006535059128762921,False,True,-0.002824100977690591,0.002824100977690591,0.1576444093942143,0.25477682964308496,0.46184738955823296,8.853862010732056,28,3.0,0.5704753961634695,0.9125483190729462
1,S1,id01,2024-08-01,2024-07-31,0.2378075063190286,0.2239016388290741,0.2181219462130418,0.5741690693765056,0.676304224487459,0.6203127927810318,True,-0.07833483246620943,-0.11190690352315635,1.463619098603002,-0.11465235688341062,False,True,-0.000993579959312041,0.000993579959312041,0.1119069035231556,0.25477682964308496,0.46184738955823296,8.853862010732056,28,3.0,0.28523769808173477,0.6038686541530183
1,S2,id01,2024-08-01,2024-07-31,0.4840410685567564,0.467637104525372,0.4606261252996861,0.6051010873102188,0.7045724956225209,0.6473668810567742,True,-0.06577539711857776,-0.09396485302653905,0.49062313220992493,-0.03227093135666829,False,True,-0.0010003527419601976,0.0010003527419601976,0.0939648530265389,0.25477682964308496,0.46184738955823296,8.853862010732056,28,3.0,0.4870725604670559,0.792667495955149
1,S3,id01,2024-08-01,2024-07-31,0.8211057303909638,0.8477592475098434,0.8581448390355743,0.6362508050635006,0.8312321800398438,0.7351247143367292,True,0.19327659861977464,0.2761094265996793,-0.964728696920912,-0.18645948113176133,False,True,-0.004527522626552205,0.004527522626552205,0.2761094265996793,0.25477682964308496,0.46184738955823296,8.853862010732056,28,3.0,0.21434528773978315,0.5954119213410838
1,S4,id01,2024-08-01,2024-07-31,0.4221150574966743,0.3729978985430439,0.3526629414923649,0.5928068220935102,0.6732778219946995,0.6272397984952995,True,-0.2052802440647733,-0.2932574915211047,0.6896777332157888,-0.14157721340057675,False,True,-0.009180370087047862,0.009180370087047862,0.2932574915211047,0.25477682964308496,0.46184738955823296,8.853862010732056,28,3.0,0.2527105921601334,0.6388086723023145
2,Q1,id01,2024-08-02,2024-08-01,0.1249960260090513,0.1032837510399468,0.0950448599074043,0.4199643025825801,0.3743193275176402,0.4024688695112783,True,-0.21531293044426336,-0.30758990063466163,1.6230265480782142,-0.3494586022555574,False,True,-0.00404666327540204,0.00404666327540204,0.3075899006346607,0.29545581051855463,0.6586345381526104,7.313702964646738,28,4.0,0.13928273561301086,0.6260614112073264
2,Q2,id01,2024-08-02,2024-08-01,0.536621580933206,0.536621580933206,0.5377758312344867,0.5633573072378911,0.6088181558357727,0.578026416122627,False,0.0,0.00464270054399174,0.10804973658523814,0.0,False,False,0.0,-0.0,0.0042987967999923,0.29545581051855463,0.6586345381526104,7.313702964646738,28,4.0,0.0,0.33400566244394386
2,Q3,id01,2024-08-02,2024-08-01,0.5509717740384017,0.5682112561937659,0.5755517993613313,0.5628537116928587,0.5866140149189925,0.5672717982188658,True,0.06995899859586327,0.09994142656551894,0.04815403108518371,0.0033688077930735232,True,False,-0.0011157273682508295,0.0011157273682508295,0.0962398922482774,0.29545581051855463,0.6586345381526104,7.313702964646738,28,4.0,0.6055045871559633,1.011437064922949
2,S1,id01,2024-08-02,2024-08-01,0.2969551179401048,0.2518576456277656,0.233980901242373,0.5640506228887563,0.6706516249407236,0.6188930545158409,True,-0.22688951955605685,-0.3241278850800816,1.119457599349349,-0.2539931968797506,False,True,-0.009084725545195571,0.009084725545195571,0.3241278850800814,0.29545581051855463,0.6586345381526104,7.313702964646738,28,4.0,0.17597998331943285,0.6663035417039143
