config,row,target,target_idx,cell_key,direction,route_votes,fusion_votes,total_votes,route_weight,fusion_weight,total_weight,family_balance,vote_coverage,mean_abs_delta,weighted_delta,released_delta,consensus_score,files,variant
s2_pair_consensus,234,S4,6,234:S4,-1,1,1,2,1.1177646805596029,0.9859820227896264,2.103746703349229,0.9373581156133606,1.0,0.256099540761604,-0.25706461791832286,-0.23649944848485704,2.037855374464241,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv",s2_pair_consensus
s2_pair_consensus,25,S4,6,25:S4,1,1,1,2,1.1177646805596029,0.9859820227896264,2.103746703349229,0.9373581156133606,1.0,0.219640382325749,0.22033201418956613,0.20270545305440085,2.037855374464241,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv",s2_pair_consensus
s2_pair_consensus,182,S3,5,182:S3,1,1,1,2,1.1177646805596029,0.9859820227896264,2.103746703349229,0.9373581156133606,1.0,0.2166274375440227,0.21714790250939245,0.19977607030864106,2.037855374464241,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv",s2_pair_consensus
s2_pair_consensus,5,S2,4,5:S2,1,1,1,2,1.1177646805596029,0.9859820227896264,2.103746703349229,0.9373581156133606,1.0,0.19925878943655162,0.19988782008092956,0.1838967944744552,2.037855374464241,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv",s2_pair_consensus
s2_pair_consensus,184,S2,4,184:S2,1,1,1,2,1.1177646805596029,0.9859820227896264,2.103746703349229,0.9373581156133606,1.0,0.19749350988482284,0.19801800831812452,0.18217656765267456,2.037855374464241,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv",s2_pair_consensus
s2_pair_consensus,19,S4,6,19:S4,1,1,1,2,1.1177646805596029,0.9859820227896264,2.103746703349229,0.9373581156133606,1.0,0.1379624799611765,0.138396912179218,0.12732515920488058,2.037855374464241,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv",s2_pair_consensus
s2_pair_consensus,182,S2,4,182:S2,1,1,1,2,1.1177646805596029,0.9859820227896264,2.103746703349229,0.9373581156133606,1.0,0.1271463784440212,0.12757309763479233,0.11736724982400895,2.037855374464241,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv",s2_pair_consensus
s2_pair_consensus,200,S2,4,200:S2,1,1,1,2,1.1177646805596029,0.9859820227896264,2.103746703349229,0.9373581156133606,1.0,0.12369681686342865,0.12411744306984579,0.11418804762425813,2.037855374464241,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv",s2_pair_consensus
s2_pair_consensus,5,S4,6,5:S4,1,1,1,2,1.1177646805596029,0.9859820227896264,2.103746703349229,0.9373581156133606,1.0,0.12359312026906744,0.12402701063709203,0.11410484978612467,2.037855374464241,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv",s2_pair_consensus
s2_pair_consensus,200,S1,3,200:S1,1,1,1,2,1.1177646805596029,0.9859820227896264,2.103746703349229,0.9373581156133606,1.0,0.12093980305872687,0.1213459637451111,0.11163828664550221,2.037855374464241,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv",s2_pair_consensus
s2_pair_consensus,19,S2,4,19:S2,1,1,1,2,1.1177646805596029,0.9859820227896264,2.103746703349229,0.9373581156133606,1.0,0.11708920099117309,0.11746803592829513,0.10807059305403152,2.037855374464241,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv",s2_pair_consensus
s2_pair_consensus,25,S2,4,25:S2,1,1,1,2,1.1177646805596029,0.9859820227896264,2.103746703349229,0.9373581156133606,1.0,0.11071936753312545,0.11108183694554329,0.10219528998989982,2.037855374464241,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv",s2_pair_consensus
s2_pair_consensus,184,S1,3,184:S1,1,1,1,2,1.1177646805596029,0.9859820227896264,2.103746703349229,0.9373581156133606,1.0,0.10559711016819262,0.10594240098694362,0.09746700890798814,2.037855374464241,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv",s2_pair_consensus
