row,subject_id,target,posterior,nearest_distance,effective_neighbors
0,id01,Q1,0.46600714010507704,4.908945418429223,5.631699922959226
1,id01,Q1,0.5521234998315485,1.6330172876858016,1.6036924014105498
2,id01,Q1,0.3765519932950993,1.6330172876858016,1.4870961916278664
3,id01,Q1,0.515382074042163,3.558066214980935,6.169503728434489
4,id01,Q1,0.562306600954756,5.762059537975343,5.515310179909028
5,id01,Q1,0.38219339311146544,1.5992659861180087,2.596577016453971
6,id01,Q1,0.3747099207622626,1.0681413999855915,2.629376300943483
7,id01,Q1,0.4225348995028286,1.0681413999855915,2.71005089823986
8,id01,Q1,0.5472570768585577,2.638672079160583,6.366556045612789
9,id01,Q1,0.3327919936916489,1.4592531438250205,3.7383005098850237
10,id01,Q1,0.3565582119651366,2.012734023871978,2.4814800513072233
11,id01,Q1,0.5144206032608948,2.012734023871978,3.2968218061293943
12,id01,Q1,0.5134499648314299,1.1652172277640123,2.783499068552758
13,id01,Q1,0.5136285283744302,1.1652172277640123,3.133431844881888
14,id01,Q1,0.6160946773759017,1.6811561494557985,7.547007512103586
15,id01,Q1,0.5665038410206078,2.575076570076875,7.730062951205091
16,id01,Q1,0.3833805245272022,2.4516496724978585,3.239947476995643
17,id01,Q1,0.34387635780250936,1.838394972761825,3.1138020067110816
18,id01,Q1,0.6057057167841633,1.3589743142293012,3.899351582651321
19,id01,Q1,0.4301672000650236,1.3589743142293012,3.8841976498182595
20,id01,Q1,0.4424856694657885,1.4844354825076105,5.028879574666728
21,id01,Q1,0.4988984778891929,1.9601509012933658,7.166721092218216
22,id01,Q1,0.3631711090644007,1.838394972761825,2.7974800477880346
23,id01,Q1,0.4179891442543594,1.5411024767898072,3.9195002638677097
24,id01,Q1,0.4031057704900014,1.5411024767898072,4.027596029613533
25,id01,Q1,0.39208140920796336,2.4955409259359045,6.505660278986951
26,id01,Q1,0.3381508982579229,2.3244375773912065,2.435831506133308
27,id01,Q1,0.49979152273955285,2.3244375773912065,3.1220015475502194
28,id01,Q1,0.44311926125680584,2.2972601812001643,2.668444866937523
29,id01,Q1,0.41763000223845675,2.2972601812001643,2.878600165183895
30,id01,Q1,0.4255199116227012,2.743490424865809,3.8604850704103417
31,id01,Q1,0.39550310219036783,0.8256528836027858,1.32891837681929
32,id01,Q1,0.3960370673764785,0.8256528836027858,1.4083402769246407
33,id01,Q1,0.45844733351323785,5.236948794082186,5.649136201523019
34,id01,Q1,0.4746487432858206,2.3400712244594297,2.9830317014735037
35,id01,Q1,0.4969594344689884,2.3400712244594297,2.7947300694154533
36,id01,Q1,0.4965523653560988,1.61857633850565,3.369994038511436
37,id01,Q1,0.45961604566913694,1.61857633850565,3.2428361143197804
38,id01,Q1,0.6055660898220803,1.674904632601536,3.062874236298346
39,id01,Q1,0.48103688666027344,2.369414618077463,3.557333073789029
40,id01,Q1,0.5947001594154475,6.2923545790006115,3.823229037100885
41,id02,Q1,0.4398251055451139,4.104918412612302,1.9104032507933544
42,id02,Q1,0.48274461361518695,2.791589711271447,3.080844418305866
43,id02,Q1,0.4303477477813349,2.055487930607834,1.2813812699178164
44,id02,Q1,0.5952234051683436,2.055487930607834,1.3341256018565628
45,id02,Q1,0.4726196393547095,2.791589711271447,7.118178004043997
46,id02,Q1,0.4528073860020413,3.5127053966893773,5.025974083037935
47,id02,Q1,0.4000609548659574,3.2051181503372566,6.65545576721064
48,id02,Q1,0.564463612317737,4.193838322534157,3.6433305746189966
49,id02,Q1,0.6060497283079257,2.09521155510058,2.1502995824553754
50,id02,Q1,0.43359444295108823,2.09521155510058,1.5727585017256502
51,id02,Q1,0.559116224907733,5.913469909407057,5.908492378710392
52,id02,Q1,0.6005014542210025,2.4993783842723163,2.0105899287311257
