route_id,row,subject_id,sleep_date,route_name,targets,n_cells,q2_cells,s_cells,route_score,route_score_sum,route_score_mean,mean_latent_hsjepa_score,mean_context_energy,mean_shortcut_energy,mean_public_score,mean_invariant_score,mean_cell_gain,sum_cell_gain,outside_h070_cells,outside_h069_cells,h068_overlap_cells,h069_overlap_cells,target_mask,target_indices,route_rank,novelty_rank,shortcut_avoid_rank,assignment_route_score,family_badnight_aftereffect,family_nocturnal_awake,family_bedtime_arousal,family_social_load,family_routine_pressure,family_recovery_rest,family_cashflow_stress,family_measurement_confidence,family_weekend_rhythm,family_body_fatigue,family_isolation_cocoon,family_routine_anchor,family_max_score,family_top,human_route_support,human_route_support_rank,human_best_family,human_best_family_contrib,h071_selected_route,h071_row_route_overlap,assignment_rank_h072,public_rank_h072,invariant_rank_h072,gain_rank_h072,shortcut_avoid_rank_h072,novelty_h071_rank,h072_route_score
r138_q3_s_stage,138,id06,2024-07-18,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.6344889197955697,4.382922857142857,0.8765845714285714,0.8859647712475318,0.8650171428571429,0.10568857142857142,0.7949714285714287,0.804777142857143,0.0030232501800058964,0.015116250900029483,1,5,2,0,0011111,"2,3,4,5,6",0.9954710144927537,0.6632699275362319,0.9750905797101449,0.9365036231884059,0.584864,0.43855840000000007,0.6456384000000001,0.51288,0.5897808,0.3353776,0.49619263999999996,0.610395008,0.38432486400000004,0.5659240000000001,0.4391928,0.40677919999999995,0.6456384000000001,bedtime_arousal,1.5957370109182805,0.9728260869565217,bedtime_arousal,0.23045667873151082,0.0,1.0,0.9936594202898551,0.9596920289855072,0.9542572463768116,0.9782608695652174,0.9750905797101449,0.8845108695652174,0.9636238187246376
r140_q3_s_stage,140,id06,2024-07-21,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.626490645566996,4.383431428571429,0.8766862857142858,0.886250485533246,0.8864891428571429,0.10463142857142853,0.7212011428571429,0.846017142857143,0.0017508396944284528,0.008754198472142264,1,5,1,0,0011111,"2,3,4,5,6",0.9945652173913043,0.6632699275362319,0.9755434782608695,0.9264945652173914,0.44864319999999996,0.49908160000000007,0.6909540000000001,0.7961312,0.7919455999999999,0.3943448,0.5849439999999999,0.1899328,0.8177872,0.5377943999999999,0.3928016,0.35396160000000004,0.8177872,weekend_rhythm,1.747575473198891,0.9882246376811594,social_load,0.2534458146052257,0.0,1.0,0.988677536231884,0.894927536231884,0.9759963768115942,0.8994565217391305,0.9755434782608695,0.8845108695652174,0.9598385338550725
r236_q3_s_stage,236,id10,2024-08-19,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.439034956102427,4.050608571428572,0.8101217142857143,0.8345350569618175,0.8200731428571428,0.2339971428571428,0.7160274285714285,0.8643771428571428,0.0013210459591882922,0.006605229795941461,2,5,0,0,0011111,"2,3,4,5,6",0.9773550724637681,0.7373188405797102,0.8460144927536232,0.9060552536231884,0.5429136,0.7849648,0.7280804000000001,0.7189984,0.40905920000000007,0.4419872,0.437328,0.46910432,0.8353895680000001,0.515652,0.6420175999999999,0.5155648000000002,0.8353895680000001,weekend_rhythm,1.8397221644920418,0.9950181159420289,nocturnal_awake,0.3343950048,0.0,1.0,0.9759963768115942,0.8899456521739131,0.9918478260869565,0.8342391304347826,0.8460144927536232,0.8845108695652174,0.9443029000556522
r099_q3_s_stage,99,id04,2024-10-20,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.6241261779584386,4.364000000000001,0.8728000000000001,0.8842561998189604,0.8523588571428571,0.1378914285714285,0.8188274285714285,0.8509371428571428,0.0020167009939709,0.0100835049698545,1,4,1,1,0011111,"2,3,4,5,6",0.9941123188405797,0.5849184782608695,0.9569746376811594,0.9178351449275362,0.258392,0.26994720000000005,0.28206879999999995,0.5761344,0.6269568000000001,0.5364983999999999,0.52906816,0.18483904,0.7264610559999999,0.36548240000000004,0.46364399999999995,0.40368800000000005,0.7264610559999999,weekend_rhythm,1.2600604922012648,0.9234601449275363,social_load,0.18341053877814728,0.0,1.0,0.9832427536231884,0.9759963768115942,0.978713768115942,0.9307065217391305,0.9569746376811594,0.7701539855072463,0.9415106522794204
r140_full_state,140,id06,2024-07-21,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,2.71981988495174,5.621428571428572,0.803061224489796,0.8292817703111686,0.8332130612244899,0.18984489795918366,0.7038579591836734,0.8460171428571429,0.0016240922664599578,0.011368645865219705,3,6,3,1,1111111,"0,1,2,3,4,5,6",0.9981884057971014,0.8591485507246377,0.9125905797101449,0.9552989130434784,0.44864319999999996,0.49908160000000007,0.6909540000000001,0.7961312,0.7919455999999999,0.3943448,0.5849439999999999,0.1899328,0.8177872,0.5377943999999999,0.3928016,0.35396160000000004,0.8177872,weekend_rhythm,0.91535981072,0.9035326086956522,weekend_rhythm,0.16094052096,1.0,1.0,0.998641304347826,0.8781702898550725,0.9735054347826086,0.9542572463768116,0.9125905797101449,0.8845108695652174,0.9317610882028986
r132_q3_s_stage,132,id06,2024-07-11,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.392927106417216,3.904974285714286,0.7809948571428572,0.7962173426761032,0.8059428571428573,0.2519342857142857,0.7258159999999999,0.7058171428571429,0.00194502116660232,0.0097251058330116,2,5,2,0,0011111,"2,3,4,5,6",0.9723731884057971,0.7373188405797102,0.8256340579710145,0.9080932971014491,0.6844832000000001,0.7165248,0.6097832,0.479664,0.592616,0.569916,0.49835392,0.680078592,0.48586272,0.5608112000000001,0.4352448,0.702464,0.7165248,nocturnal_awake,1.8328888063823936,0.9941123188405797,nocturnal_awake,0.3052395648,0.0,1.0,0.9791666666666666,0.8994565217391305,0.833786231884058,0.9230072463768116,0.8256340579710145,0.8845108695652174,0.9305080322318843
r066_q3_s_stage,66,id03,2024-08-25,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.5364892295139776,4.16512,0.833024,0.8361201998189604,0.8331062857142857,0.18346857142857143,0.7173851428571429,0.7341371428571428,0.0016810174019602088,0.008405087009801044,2,5,1,0,0011111,"2,3,4,5,6",0.9877717391304348,0.7373188405797102,0.9198369565217391,0.9264673913043479,0.363336,0.5152,0.46073680000000006,0.43556160000000005,0.3622496,0.34108240000000006,0.75037248,0.24252063999999995,0.6534912639999999,0.4755712,0.5205672,0.3018144,0.75037248,cashflow_stress,1.41173633640366,0.9420289855072463,cashflow_stress,0.221209807104,0.0,1.0,0.9882246376811594,0.8926630434782609,0.884963768115942,0.8922101449275363,0.9198369565217391,0.8845108695652174,0.928259261194203
r236_nonq2_full,236,id10,2024-08-19,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,2.6475930171335182,4.912411428571429,0.8187352380952381,0.8466925415642016,0.8380895238095238,0.21329047619047614,0.7395133333333334,0.8643771428571428,0.0016159951738218936,0.009695971042931361,2,5,0,1,1011111,"0,2,3,4,5,6",0.9959239130434783,0.7373188405797102,0.8722826086956522,0.9285597826086958,0.5429136,0.7849648,0.7280804000000001,0.7189984,0.40905920000000007,0.4419872,0.437328,0.46910432,0.8353895680000001,0.515652,0.6420175999999999,0.5155648000000002,0.8353895680000001,weekend_rhythm,0.9279075175840001,0.90625,isolation_cocoon,0.15408422399999996,1.0,1.0,0.9895833333333334,0.9157608695652174,0.9918478260869565,0.9221014492753623,0.8722826086956522,0.7701539855072463,0.9258042587513045
r053_q3_s_stage,53,id02,2024-10-10,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.5570036197957604,4.1792,0.8358399999999999,0.8389167712475316,0.8076342857142856,0.15029142857142852,0.7460502857142857,0.7900571428571428,0.0014396378905923845,0.007198189452961922,2,4,2,1,0011111,"2,3,4,5,6",0.9895833333333334,0.6632699275362319,0.948822463768116,0.9180887681159421,0.4600272,0.5935824,0.3555988,0.3747984000000001,0.3750896,0.5513720000000001,0.35030591999999994,0.272054272,0.46067414399999995,0.5285616,0.5118352,0.5873312,0.5935824,nocturnal_awake,1.3534219401114669,0.9325181159420289,nocturnal_awake,0.25286610239999996,0.0,1.0,0.9841485507246377,0.9243659420289855,0.9375,0.8555253623188406,0.948822463768116,0.7701539855072463,0.9251438400289856
r145_q3_s_stage,145,id06,2024-08-15,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.490523100953958,4.1346485714285715,0.8269297142857143,0.8304733426761031,0.8344731428571428,0.1411257142857143,0.6980057142857142,0.7951771428571428,0.001432991687444543,0.0071649584372227145,2,3,2,2,0011111,"2,3,4,5,6",0.9836956521739131,0.5849184782608695,0.9560688405797102,0.9004030797101449,0.5587663999999999,0.5613872,0.49712280000000003,0.613456,0.5198032,0.49775200000000003,0.5086547199999999,0.6964729599999999,0.372302784,0.45625600000000005,0.4857928,0.47104320000000005,0.6964729599999999,measurement_confidence,1.6186782221019407,0.9759963768115942,nocturnal_awake,0.2391509472,0.0,1.0,0.96875,0.8722826086956522,0.943161231884058,0.8546195652173914,0.9560688405797102,0.6283967391304348,0.9250118867362318
