action_name,row,metric_row,subject_id,sleep_date,lifelog_date,target,target_idx,target_prior,target_prior_rank,target_uncertainty,is_q_target,is_s_target,is_q2_q3_s2,is_objective_tail,target_onehot_Q1,target_onehot_Q2,target_onehot_Q3,target_onehot_S1,target_onehot_S2,target_onehot_S3,target_onehot_S4,y,prior_prob,candidate_prob,inverse_prob,action_move,abs_action_move,realized_gain,inverse_realized_gain,positive_gain,positive_inverse_gain,decisive_action,positive_decisive_action,toxic_decisive_action,action_move_rank
raw_lifelog_memory,0,0,id01,2024-06-27,2024-06-26,Q1,0,0.4955555555555556,0.14285714285714285,0.9911111111111112,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0.5609638821996528,0.4542770883502604,0.060963882199652764,0.060963882199652764,-0.13002641583751984,0.08750326068619574,0,1,1,0,1,0.41333333333333333
raw_lifelog_memory,0,0,id01,2024-06-27,2024-06-26,Q2,1,0.5622222222222222,0.42857142857142855,0.8755555555555556,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.5694444444444444,0.6116552767971579,0.5377863201799093,0.0422108323527135,0.0422108323527135,-0.10318295741358274,0.07095093013862508,0,1,1,0,1,0.2784126984126984
raw_lifelog_memory,0,0,id01,2024-06-27,2024-06-26,Q3,2,0.6,0.5714285714285714,0.8,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.6138888888888889,0.6588143129451048,0.580194820846727,0.04492542405621591,0.04492542405621591,-0.1236983147676548,0.08366556383992707,0,1,1,0,1,0.3057142857142857
raw_lifelog_memory,0,0,id01,2024-06-27,2024-06-26,S1,3,0.6822222222222222,1.0,0.6355555555555557,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.6722222222222223,0.5060348960892345,0.7968627168219631,-0.1661873261329878,0.1661873261329878,0.41012900283841447,-0.4784538497116073,1,0,1,1,0,0.8485714285714285
raw_lifelog_memory,0,0,id01,2024-06-27,2024-06-26,S2,4,0.6511111111111111,0.7142857142857143,0.6977777777777778,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.65,0.5019321564660784,0.7610508826504413,-0.14806784353392166,0.14806784353392166,0.3528031452582846,-0.3816825233369714,1,0,1,1,0,0.7961904761904762
raw_lifelog_memory,0,0,id01,2024-06-27,2024-06-26,S3,5,0.6622222222222223,0.8571428571428571,0.6755555555555555,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.6222222222222222,0.5381254167347094,0.6852948263378569,-0.08409680548751286,0.08409680548751286,-0.1452056497854246,0.09655184969115327,0,1,1,0,1,0.5333333333333333
raw_lifelog_memory,0,0,id01,2024-06-27,2024-06-26,S4,6,0.56,0.2857142857142857,0.8799999999999999,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.5805555555555556,0.5731149227953436,0.5861360301257146,-0.007440632760212007,0.007440632760212007,0.01758375262110612,-0.013393739697129536,1,0,0,0,0,0.04634920634920635
raw_lifelog_memory,1,1,id01,2024-06-28,2024-06-27,Q1,0,0.4955555555555556,0.14285714285714285,0.9911111111111112,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0.5608809477019299,0.4543392892235526,0.060880947701929866,0.060880947701929866,-0.12983753236727813,0.08738927533387542,0,1,1,0,1,0.40793650793650793
raw_lifelog_memory,1,1,id01,2024-06-28,2024-06-27,Q2,1,0.5622222222222222,0.42857142857142855,0.8755555555555556,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.5694444444444444,0.6116140755365805,0.5378172211253424,0.04216963109213612,0.04216963109213612,-0.10307686848625686,0.07088407366129035,0,1,1,0,1,0.2688888888888889
raw_lifelog_memory,1,1,id01,2024-06-28,2024-06-27,Q3,2,0.6,0.5714285714285714,0.8,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.6138888888888889,0.65877236445543,0.5802262822139832,0.04488347556654104,0.04488347556654104,-0.12357537317686662,0.08359061825140501,0,1,1,0,1,0.29777777777777775
