action_name,row,metric_row,subject_id,sleep_date,lifelog_date,target,target_idx,target_prior,target_prior_rank,target_uncertainty,is_q_target,is_s_target,is_q2_q3_s2,is_objective_tail,target_onehot_Q1,target_onehot_Q2,target_onehot_Q3,target_onehot_S1,target_onehot_S2,target_onehot_S3,target_onehot_S4,y,prior_prob,candidate_prob,inverse_prob,action_move,abs_action_move,realized_gain,inverse_realized_gain,positive_gain,positive_inverse_gain,decisive_action,positive_decisive_action,toxic_decisive_action,action_move_rank
masked_world_memory,0,0,id01,2024-06-27,2024-06-26,Q1,0,0.4955555555555556,0.14285714285714285,0.9911111111111112,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0.520564721494086,0.48457645887943557,0.020564721494085947,0.020564721494085947,-0.04199919025602339,0.03038087419063118,0,1,0,0,0,0.17015873015873015
masked_world_memory,0,0,id01,2024-06-27,2024-06-26,Q2,1,0.5622222222222222,0.42857142857142855,0.8755555555555556,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.5694444444444444,0.5310579953747322,0.5982342812467286,-0.038386449069712225,0.038386449069712225,0.08540273883340999,-0.0692072348907915,1,0,1,1,0,0.29523809523809524
masked_world_memory,0,0,id01,2024-06-27,2024-06-26,Q3,2,0.6,0.5714285714285714,0.8,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.6138888888888889,0.6588807170537703,0.5801450177652279,0.04499182816488134,0.04499182816488134,-0.12389296118471071,0.08378419059834141,0,1,1,0,1,0.3558730158730159
masked_world_memory,0,0,id01,2024-06-27,2024-06-26,S1,3,0.6822222222222222,1.0,0.6355555555555557,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.6722222222222223,0.6675090651966962,0.6757570899913669,-0.004713157025526105,0.004713157025526105,0.014276723977137973,-0.010842914857784214,1,0,0,0,0,0.045396825396825394
masked_world_memory,0,0,id01,2024-06-27,2024-06-26,S2,4,0.6511111111111111,0.7142857142857143,0.6977777777777778,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.65,0.8261293664031392,0.5179029751976456,0.17612936640313914,0.17612936640313914,-0.6996216168665399,0.32021223558021006,0,1,1,0,1,0.9038095238095238
masked_world_memory,0,0,id01,2024-06-27,2024-06-26,S3,5,0.6622222222222223,0.8571428571428571,0.6755555555555555,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.6222222222222222,0.6601517491742934,0.5937750770081689,0.03792952695207119,0.03792952695207119,0.059172432196563596,-0.04679670996891461,1,0,1,1,0,0.2920634920634921
masked_world_memory,0,0,id01,2024-06-27,2024-06-26,S4,6,0.56,0.2857142857142857,0.8799999999999999,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.5805555555555556,0.6538057540148656,0.5256179067110731,0.07325019845931002,0.07325019845931002,-0.1919310622364646,0.12308201660592888,0,1,1,0,1,0.5276190476190477
masked_world_memory,1,1,id01,2024-06-28,2024-06-27,Q1,0,0.4955555555555556,0.14285714285714285,0.9911111111111112,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0.5204524613180317,0.48466065401147623,0.02045246131803169,0.02045246131803169,-0.041765066819075436,0.0302175094958389,0,1,0,0,0,0.16380952380952382
masked_world_memory,1,1,id01,2024-06-28,2024-06-27,Q2,1,0.5622222222222222,0.42857142857142855,0.8755555555555556,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.5694444444444444,0.5309210837561985,0.5983369649606288,-0.03852336068824591,0.03852336068824591,0.08569465475225557,-0.06946284863121244,1,0,1,1,0,0.30158730158730157
masked_world_memory,1,1,id01,2024-06-28,2024-06-27,Q3,2,0.6,0.5714285714285714,0.8,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.6138888888888889,0.6588429934958732,0.5801733104336507,0.044954104606984235,0.044954104606984235,-0.12378237971348327,0.08371680156417827,0,1,1,0,1,0.3523809523809524
