row,target,target_idx,delta_logit,abs_delta_logit,core_support_rank,outlier_score,row_outlier_rank,target_law_shift,target_law_abs_shift,law_alignment,weighted_law_alignment,cell_action_health,released
4,Q1,0,0.016528802012448246,0.016528802012448246,0.812,dist_to_subject_normal,0.656,0.0442477876106194,0.0442477876106194,1.0,0.18141592920353952,0.7347194861547245,True
4,Q2,1,0.024826462193453386,0.024826462193453386,0.812,cohort_outlier_score,0.476,0.079646017699115,0.079646017699115,1.0,0.23694690265486712,0.6974233257208108,False
4,Q3,2,0.04628064563485465,0.04628064563485465,0.812,dist_to_subject_normal,0.656,0.1238938053097344,0.1238938053097344,1.0,0.5079646017699111,0.7404759805880673,True
4,S1,3,-0.021092363933933767,0.021092363933933767,0.812,dist_to_peer_normal,0.436,-0.1061946902654867,0.1061946902654867,1.0,0.28938053097345123,0.7035722409363403,False
4,S2,4,0.028562576160535258,0.028562576160535258,0.812,dist_to_peer_normal,0.436,0.1150442477876105,0.1150442477876105,1.0,0.3134955752212386,0.6958991749928632,False
4,S3,5,-0.0290906915419078,0.0290906915419078,0.812,dist_to_subject_normal,0.656,-0.0973451327433628,0.0973451327433628,1.0,0.3991150442477875,0.7480195147016842,True
4,S4,6,0.03163854590090076,0.03163854590090076,0.812,dist_to_peer_normal,0.436,0.15929203539823,0.15929203539823,1.0,0.43407079646017677,0.710759651727091,False
8,Q1,0,0.04508364786515064,0.04508364786515064,0.908,dist_to_subject_normal,0.896,0.0442477876106194,0.0442477876106194,1.0,0.24778761061946863,0.7872274964316298,True
8,Q2,1,0.07624168146338255,0.07624168146338255,0.908,cohort_outlier_score,0.732,0.079646017699115,0.079646017699115,1.0,0.36438053097345113,0.7397125635169854,True
8,Q3,2,0.1262342140224214,0.1262342140224214,0.908,dist_to_subject_normal,0.896,0.1238938053097344,0.1238938053097344,1.0,0.6938053097345127,0.8054204738795316,True
8,S1,3,-0.07071692193705048,0.07071692193705048,0.908,dist_to_peer_normal,0.732,-0.1061946902654867,0.1061946902654867,1.0,0.4858407079646016,0.7630928803882386,True
8,S2,4,0.0957624984564221,0.0957624984564221,0.908,dist_to_peer_normal,0.732,0.1150442477876105,0.1150442477876105,1.0,0.526327433628318,0.7572304053668283,True
8,S3,5,-0.0793472202426655,0.0793472202426655,0.908,dist_to_subject_normal,0.896,-0.0973451327433628,0.0973451327433628,1.0,0.5451327433628317,0.794732492149586,True
8,S4,6,0.10607538290557572,0.10607538290557572,0.908,dist_to_peer_normal,0.732,0.15929203539823,0.15929203539823,1.0,0.7287610619469023,0.7843696431630031,True
9,Q3,2,0.016781798011180182,0.016781798011180182,0.792,dist_to_subject_normal,0.304,0.1238938053097344,0.1238938053097344,1.0,0.23539823008849536,0.6704116699971453,False
17,Q1,0,0.03667036517278033,0.03667036517278033,0.936,dist_to_subject_normal,0.644,0.0442477876106194,0.0442477876106194,1.0,0.17809734513274308,0.7534965372537824,True
17,Q2,1,0.053276801972454026,0.053276801972454026,0.936,cohort_outlier_score,0.452,0.079646017699115,0.079646017699115,1.0,0.22499999999999987,0.7046816129032258,False
17,Q3,2,0.10267702248378571,0.10267702248378571,0.936,dist_to_subject_normal,0.644,0.1238938053097344,0.1238938053097344,1.0,0.498672566371681,0.7467441107622038,True
17,S1,3,-0.0459176746511345,0.0459176746511345,0.936,dist_to_peer_normal,0.42,-0.1061946902654867,0.1061946902654867,1.0,0.2787610619469026,0.7166631915500999,False
17,S2,4,0.062180184423410556,0.062180184423410556,0.936,dist_to_peer_normal,0.42,0.1150442477876105,0.1150442477876105,1.0,0.30199115044247754,0.6998251241792748,False
17,S3,5,-0.06453984270409374,0.06453984270409374,0.936,dist_to_subject_normal,0.644,-0.0973451327433628,0.0973451327433628,1.0,0.3918141592920353,0.750715349700257,True
17,S4,6,0.06887651197670058,0.06887651197670058,0.936,dist_to_peer_normal,0.42,0.15929203539823,0.15929203539823,1.0,0.41814159292035374,0.7107960776477305,False
19,Q1,0,0.0355496093398846,0.0355496093398846,0.892,dist_to_subject_normal,0.756,0.0442477876106194,0.0442477876106194,1.0,0.20907079646017665,0.7620806194690264,True
19,Q2,1,0.05606681244461792,0.05606681244461792,0.892,cohort_outlier_score,0.576,0.079646017699115,0.079646017699115,1.0,0.28672566371681396,0.7132643334284898,False
19,Q3,2,0.09953890615167682,0.09953890615167682,0.892,dist_to_subject_normal,0.756,0.1238938053097344,0.1238938053097344,1.0,0.585398230088495,0.7620781216100484,True
19,S1,3,-0.050559444394501885,0.050559444394501885,0.892,dist_to_peer_normal,0.56,-0.1061946902654867,0.1061946902654867,1.0,0.37168141592920345,0.7305470510990579,True
19,S2,4,0.06846591428422205,0.06846591428422205,0.892,dist_to_peer_normal,0.56,0.1150442477876105,0.1150442477876105,1.0,0.4026548672566368,0.7155156494433342,False
19,S3,5,-0.06256731243819669,0.06256731243819669,0.892,dist_to_subject_normal,0.756,-0.0973451327433628,0.0973451327433628,1.0,0.4599557522123892,0.7651972337996003,True
19,S4,6,0.07583916659175377,0.07583916659175377,0.892,dist_to_peer_normal,0.56,0.15929203539823,0.15929203539823,1.0,0.5575221238938051,0.7313263831001997,True
22,Q1,0,0.031187557572213365,0.031187557572213365,0.84,dist_to_subject_normal,1.0,0.0442477876106194,0.0442477876106194,1.0,0.2765486725663712,0.8013790750785041,True
22,Q2,1,0.0581024197570332,0.0581024197570332,0.84,cohort_outlier_score,0.9,0.079646017699115,0.079646017699115,1.0,0.4480088495575219,0.7713561661433056,True
22,Q3,2,0.0873251612021968,0.0873251612021968,0.84,dist_to_subject_normal,1.0,0.1238938053097344,0.1238938053097344,1.0,0.77433628318584,0.8170149586069082,True
22,S1,3,-0.05988011053865039,0.05988011053865039,0.84,dist_to_peer_normal,1.0,-0.1061946902654867,0.1061946902654867,1.0,0.6637168141592918,0.8200994576077646,True
22,S2,4,0.08108764968775423,0.08108764968775423,0.84,dist_to_peer_normal,1.0,0.1150442477876105,0.1150442477876105,1.0,0.7190265486725657,0.8106539823008847,True
22,S3,5,-0.05489010132709593,0.05489010132709593,0.84,dist_to_subject_normal,1.0,-0.0973451327433628,0.0973451327433628,1.0,0.6084070796460175,0.8188997716243219,True
22,S4,6,0.08982016580797422,0.08982016580797422,0.84,dist_to_peer_normal,1.0,0.15929203539823,0.15929203539823,1.0,0.9955752212389375,0.8495556380245503,True
25,Q3,2,0.03611393843480934,0.03611393843480934,0.9,dist_to_subject_normal,0.272,0.1238938053097344,0.1238938053097344,1.0,0.2106194690265485,0.6775851784184983,False
25,S3,5,-0.022700189873308574,0.022700189873308574,0.9,dist_to_subject_normal,0.272,-0.0973451327433628,0.0973451327433628,1.0,0.16548672566371678,0.6898475249785898,False
36,S2,4,0.019981599780975134,0.019981599780975134,0.76,dist_to_peer_normal,0.828,0.1150442477876105,0.1150442477876105,1.0,0.5953539823008843,0.8001237425064229,True
36,S4,6,0.022133464372774525,0.022133464372774525,0.76,dist_to_peer_normal,0.828,0.15929203539823,0.15929203539823,1.0,0.8243362831858402,0.8306001198972308,True
48,Q3,2,0.02359511233443745,0.02359511233443745,0.764,dist_to_subject_normal,0.716,0.1238938053097344,0.1238938053097344,1.0,0.5544247787610614,0.7696979103625463,True
48,S1,3,-0.9427277324221564,0.9427277324221564,0.764,dist_to_peer_normal,0.324,-0.1061946902654867,0.1061946902654867,1.0,0.21504424778761055,0.5646824436197545,False
56,Q1,0,0.04035743969721545,0.04035743969721545,0.896,dist_to_subject_normal,0.848,0.0442477876106194,0.0442477876106194,1.0,0.2345132743362828,0.777040216956894,True
56,Q2,1,0.06423114966149768,0.06423114966149768,0.896,cohort_outlier_score,0.652,0.079646017699115,0.079646017699115,1.0,0.32455752212389366,0.7259120154153582,True
56,Q3,2,0.11300083115220372,0.11300083115220372,0.896,dist_to_subject_normal,0.848,0.1238938053097344,0.1238938053097344,1.0,0.6566371681415923,0.7874555752212388,True
56,S1,3,-0.044225662219138595,0.044225662219138595,0.896,dist_to_peer_normal,0.484,-0.1061946902654867,0.1061946902654867,1.0,0.3212389380530972,0.720012937482158,False
56,S2,4,0.05988891758841541,0.05988891758841541,0.896,dist_to_peer_normal,0.484,0.1150442477876105,0.1150442477876105,1.0,0.34800884955752176,0.703060682272338,False
56,S3,5,-0.07102909386709833,0.07102909386709833,0.896,dist_to_subject_normal,0.848,-0.0973451327433628,0.0973451327433628,1.0,0.5159292035398229,0.7828009934341993,True
56,S4,6,0.06633849332870656,0.06633849332870656,0.896,dist_to_peer_normal,0.484,0.15929203539823,0.15929203539823,1.0,0.4818584070796457,0.7176542449329146,False
61,S4,6,1.0905370668670429,1.0905370668670429,0.472,dist_to_peer_normal,0.22,0.15929203539823,0.15929203539823,1.0,0.21902654867256624,0.4235972081073365,False
75,Q1,0,0.034182538642775206,0.034182538642775206,0.928,dist_to_subject_normal,0.64,0.0442477876106194,0.0442477876106194,1.0,0.1769911504424776,0.7544118983728232,True
75,Q2,1,0.05306839124290885,0.05306839124290885,0.928,cohort_outlier_score,0.48,0.079646017699115,0.079646017699115,1.0,0.23893805309734498,0.7087749015129888,False
75,Q3,2,0.09571110819977102,0.09571110819977102,0.928,dist_to_subject_normal,0.64,0.1238938053097344,0.1238938053097344,1.0,0.4955752212389376,0.7447801541535826,True
75,S1,3,-0.04265980822618287,0.04265980822618287,0.928,dist_to_peer_normal,0.416,-0.1061946902654867,0.1061946902654867,1.0,0.27610619469026537,0.716378509848701,False
75,S2,4,0.05776849030629061,0.05776849030629061,0.928,dist_to_peer_normal,0.416,0.1150442477876105,0.1150442477876105,1.0,0.2991150442477873,0.6998298372823293,False
75,S3,5,-0.060161268011285046,0.060161268011285046,0.928,dist_to_subject_normal,0.64,-0.0973451327433628,0.0973451327433628,1.0,0.3893805309734512,0.750463853839566,True
75,S4,6,0.06398971233927542,0.06398971233927542,0.928,dist_to_peer_normal,0.416,0.15929203539823,0.15929203539823,1.0,0.414159292035398,0.7106348615472451,False
