row,subject_id,sleep_date,lifelog_date,target,target_index,flat_index,h057_prob,h042_prob,q061,h057_support_cell,is_h057_seed,is_h050_null,public_weight,public_responsibility_rank,seed_responsibility_score,extension_score,context_overlap,h064_changed_row,h065_changed_row,h066_changed_row,h067_changed_row,h061_support_mean,row_q061_gain_from_h057_nonq2,row_loss_delta_to_q061,cell_loss_delta_to_q061,cell_q061_gain,action_beta,pred_cell_delta_to_q061,abs_prob_move_to_q061,abs_logit_move_to_q061,direction_to_q061,action_rank,q061_gain_rank,row_public_rank,extension_rank,move_rank,source_consensus,target_prior_weight,h068_cell_health,h063_row_score,context_consensus,human_social_context,raw_context,h063_episode_near,h064_row_score,graph_consensus,contrast_consensus,seed_context,null_context,null_avoidance,h067_public_weight,h067_public_responsibility_rank,h067_seed_responsibility_score,h067_extension_score,h067_context_overlap,h066_emission,row_top4_gain_rank,h067_is_h057_seed,h067_is_h050_null,bad_pressure_raw,bad_pressure_rank,bad_top90_rate,bad_same_direction_rate,bad_pressure_submission_h010_object,bad_pressure_submission_e216_maskfa,bad_pressure_submission_e323_5508f9,bad_pressure_submission_jepa_latent,bad_pressure_submission_lejepa_targ,bad_pressure_submission_ordinal_q_c,h050_route_cell,h057_support_cell_recalc,target_is_q2,target_is_s,target_is_nonq2,public_score,invariant_score,shortcut_score,public_only_gap,private_safe_score,factor_action_score
145,id06,2024-08-15,2024-08-14,S3,5,1020,0.9287371041949244,0.9287371041949244,0.9089850431629808,0,0,0,0.0048645730690293,0.744,0.0,0.857,0.8,1,1,1,1,0.0,0.0072502419518679,-0.0011681877582889,-0.0027261164221769,0.0027261164221769,0.0008808846549823,-2.401394123991101e-06,0.0197520610319436,0.2661451282703715,-1,0.8811428571428571,0.8777142857142857,0.7422857142857143,0.9542857142857144,0.9274285714285714,1.0,1.08,0.8912345142857142,0.6548600000000001,0.6289423810853579,0.6729999999999999,0.488,1.0,0.6609703652089183,0.764971124523305,0.6886319447814849,0.6460734077999659,0.415513991869006,0.5844860081309939,0.0048645730690293,0.744,0.0,0.857,0.8,0.8405999999999999,0.668,0,0,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,1.0,0.8974057142857143,0.7951771428571428,0.07208857142857143,0.10222857142857145,0.8290942285714284,0.9788114285714287
147,id06,2024-08-21,2024-08-20,S4,6,1035,0.9780412979073642,0.9780412979073642,0.9935494323404732,0,0,0,0.0048286382275859,0.736,0.0,0.9026,0.8,1,1,1,1,0.0,0.0107519200219667,-0.0017827605322041,-0.0077285250950121,0.0077285250950121,0.0002482904559481,-1.9189190196471493e-06,0.015508134433109,1.2407272959454052,1,0.8434285714285714,0.9817142857142858,0.7342857142857143,0.9782857142857144,0.9731428571428572,1.0,1.02,0.8490305142857144,0.77678,0.8703308200688821,0.859,0.756,1.0,0.7324801705044288,0.8012234047038516,0.9347870413330608,0.8466979879283565,0.3026780717761312,0.6973219282238687,0.0048286382275859,0.736,0.0,0.9026,0.8,0.94988,0.876,0,0,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0.8813599999999999,0.920377142857143,0.07000857142857143,-0.03901714285714308,0.8830274857142857,0.9782057142857143
99,id04,2024-10-20,2024-10-19,S1,3,696,0.8934898455052352,0.8934898455052352,0.8587259520627866,0,0,0,0.0050854294480614,0.764,0.0,0.92972,1.0,1,1,1,1,0.0,0.0105722770556871,-0.0015181234659479,-0.0058257971844545,0.0058257971844545,0.0005372453532364,-3.1298824662462503e-06,0.0347638934424486,0.3221464084048877,-1,0.924,0.9685714285714284,0.7622857142857142,0.9902857142857144,0.9451428571428572,1.0,1.02,0.8796946285714287,0.82922,0.8063736386484222,0.589,0.824,1.0,0.7563060752680066,0.6697386004556917,0.6894749778695413,0.6419139630371411,0.4057163866130515,0.5942836133869485,0.0050854294480614,0.764,0.0,0.92972,1.0,0.95348,0.848,0,0,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0.9298857142857142,0.850937142857143,0.07027142857142857,0.07894857142857126,0.8727941142857143,0.978
205,id09,2024-08-10,2024-08-09,S2,4,1439,0.9120536048553756,0.9120536048553756,0.9524343227195132,0,0,0,0.0051249554853622,0.768,0.0,0.94328,1.0,1,1,1,1,0.0,0.0166973547143652,-0.0025386655356274,-0.012027099290587,0.012027099290587,0.0001292215694864,-1.5541606466990769e-06,0.0403807178641376,0.6579384336783067,1,0.796,0.9908571428571428,0.7662857142857142,0.9942857142857144,0.9668571428571427,1.0,1.05,0.8632620000000001,0.77118,0.7659607186074654,0.574,0.8,1.0,0.7120497879200929,0.666364305347499,0.6385477105265598,0.6316762219072213,0.5124753773284103,0.4875246226715897,0.0051249554853622,0.768,0.0,0.94328,1.0,0.97568,0.972,0,0,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0.8584742857142857,0.8066571428571427,0.06982571428571428,0.051817142857143006,0.8175920571428572,0.9763885714285715
140,id06,2024-07-21,2024-07-20,S4,6,986,0.8348399209834176,0.8348399209834176,0.8011519555138755,0,0,0,0.00549979102198,0.812,0.0,0.8906000000000001,0.8,1,1,1,1,0.0,0.0087592982441808,-0.0016240922664599,-0.003912383692871,0.003912383692871,0.0009036023796727,-3.5352392150712775e-06,0.0336879654695421,0.226815116787864,-1,0.9371428571428572,0.9342857142857144,0.8102857142857143,0.9662857142857144,0.9102857142857144,1.0,1.02,0.8807087999999998,0.72794,0.8136375314158056,0.75,0.908,1.0,0.6804402819790087,0.7896567064732841,0.7778330456228344,0.7794575160062236,0.5002877426402251,0.4997122573597748,0.00549979102198,0.812,0.0,0.8906000000000001,0.8,0.89452,0.768,0,0,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,1.0,1.0,0.93988,0.846017142857143,0.07095714285714286,0.09386285714285703,0.8747223428571429,0.9763200000000001
138,id06,2024-07-18,2024-07-17,S3,5,971,0.9951216136908172,0.9951216136908172,0.9996862736136602,0,0,0,0.0059482697824635,0.852,0.0,0.96364,1.0,1,1,1,1,0.0,0.0168862931466356,-0.0026805308265061,-0.0037142326506797,0.0037142326506797,0.0003195960313074,-1.187054014509882e-06,0.004564659922843,2.748625093731855,1,0.7377142857142858,0.9274285714285714,0.8502857142857143,0.9982857142857144,0.9817142857142858,1.0,1.08,0.8674930285714286,0.7237800000000001,0.67609084985572,0.734,0.916,1.0,0.7251522644002837,0.7403262732737018,0.6512471928098773,0.7520405437026143,0.6343541545508328,0.3656458454491672,0.0059482697824635,0.852,0.0,0.96364,1.0,1.00312,0.96,0,0,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0.8294171428571429,0.804777142857143,0.07109428571428572,0.024639999999999884,0.8018034857142857,0.9728457142857141
138,id06,2024-07-18,2024-07-17,S4,6,972,0.8634695569049544,0.8634695569049544,0.8351738943457109,0,0,0,0.0059482697824635,0.852,0.0,0.96364,1.0,1,1,1,1,0.0,0.0168862931466356,-0.0026805308265061,-0.0032170155511125,0.0032170155511125,0.0008018317225711,-2.5795051208867147e-06,0.0282956625592435,0.2216620785600564,-1,0.8937142857142857,0.9085714285714286,0.8502857142857143,0.9982857142857144,0.9068571428571428,1.0,1.02,0.8689234285714286,0.7237800000000001,0.67609084985572,0.734,0.916,1.0,0.7251522644002837,0.7403262732737018,0.6512471928098773,0.7520405437026143,0.6343541545508328,0.3656458454491672,0.0059482697824635,0.852,0.0,0.96364,1.0,1.00312,0.96,0,0,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0.91712,0.804777142857143,0.07147142857142857,0.11234285714285708,0.8436217714285714,0.9697028571428572
71,id03,2024-09-17,2024-09-16,S3,5,502,0.5292676057759682,0.5292676057759682,0.5689504614130705,0,0,0,0.0041758944332105,0.676,0.0,0.90092,1.0,1,1,1,1,0.0,0.0104790635184093,-0.0015277923151397,-0.003173529225227,0.003173529225227,0.0011035950540045,-3.5022911566995527e-06,0.0396828556371022,0.1603659380169036,1,0.936,0.9051428571428572,0.6742857142857143,0.9742857142857144,0.8274285714285714,1.0,1.08,0.9034354285714286,0.70362,0.588948338452946,0.466,0.732,1.0,0.6944091070422655,0.6012542255181098,0.5636947244856024,0.5105675354780965,0.441918212465585,0.5580817875344151,0.0041758944332105,0.676,0.0,0.90092,1.0,0.92976,0.86,0,0,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0.9242057142857142,0.7208971428571429,0.07154,0.20330857142857128,0.8067097714285714,0.9690057142857142
138,id06,2024-07-18,2024-07-17,Q3,2,968,0.4927743691253319,0.4927743691253319,0.4321963733197079,0,0,0,0.0059482697824635,0.852,0.0,0.96364,1.0,1,1,1,1,0.0,0.0168862931466356,-0.0026805308265061,-0.0073676515867672,0.0073676515867672,0.0006653067552701,-4.901748371153003e-06,0.060577995805624,0.2439910426970276,-1,0.9657142857142856,0.9805714285714284,0.8502857142857143,0.9982857142857144,0.9171428571428571,1.0,0.95,0.8454457142857141,0.7237800000000001,0.67609084985572,0.734,0.916,1.0,0.7251522644002837,0.7403262732737018,0.6512471928098773,0.7520405437026143,0.6343541545508328,0.3656458454491672,0.0059482697824635,0.852,0.0,0.96364,1.0,1.00312,0.96,0,0,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.9622742857142857,0.804777142857143,0.07003142857142858,0.15749714285714278,0.8663614285714285,0.9667885714285714
53,id02,2024-10-10,2024-10-09,S4,6,377,0.8766311590978245,0.8766311590978245,0.9021072348317938,0,0,0,0.0046261248709398,0.716,0.0,0.8548800000000001,0.8,1,1,1,1,0.0,0.0080096824687164,-0.0011469192101982,-0.0031995484670818,0.0031995484670818,0.0008243588181318,-2.6375759928792254e-06,0.0254760757339692,0.2599529940247913,1,0.8977142857142857,0.908,0.7142857142857143,0.9462857142857144,0.9245714285714286,1.0,1.02,0.8480454857142856,0.7095800000000001,0.6970622731080703,0.496,0.952,1.0,0.6601560729210234,0.7085371459237981,0.7324314961085636,0.576637529386913,0.417631985290401,0.582368014709599,0.0046261248709398,0.716,0.0,0.8548800000000001,0.8,0.8236399999999998,0.7,0,0,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0.9049371428571427,0.7900571428571428,0.07148285714285714,0.11487999999999987,0.8306999428571427,0.9657942857142858
