flat_idx,row,target,target_idx,cell_key,direction,source_families,source_family_count,source_records,mean_health,max_health,mean_local_score,max_abs_proposed_step,mean_abs_proposed_step,bad_tangent_value,bad_tangent_abs,bad_tangent_abs_rank,anti_tangent_direction,proposed_is_anti_bad,proposed_is_bad_aligned,action_health,anti_bad_score,orthogonal_score,subject_id,release_head,release_sign,supported_release,support_signs,scalar_grad,bad_mode_grad,residual_grad,total_mode_grad,scalar_stability,mode_confidence,residual_share,scalar_bad_agree,scalar_residual_agree,mode_conflict,prototype_predicted_scalar_delta,prototype_predicted_bad_delta,prototype_predicted_residual_delta,prototype_predicted_total_mode_delta,prototype_energy_delta,prototype_subject_delta,scalar_abs_rank,bad_abs_rank,residual_abs_rank,total_mode_abs_rank,head_abs_grad,head_abs_rank,agreement_score,conflict_score,mixture_score,_priority,released_logit_step,predicted_scalar_delta,predicted_bad_delta,predicted_residual_delta,predicted_total_mode_delta,incremental_energy_delta,incremental_subject_delta,variant
936,133,S3,5,133:S3,1,public_loss_tomography,1,1,0.9726063829787233,0.9726063829787233,0.9468085106382979,0.8,0.8,0.00020874083196516525,0.00020874083196516525,0.039568345323741004,-1,False,True,0.7721252751283931,0.36113615865341475,0.7591573778218804,id06,consensus,-1,False,1,0.9618661163361603,0.04853308926678844,0.2620011337111493,0.31053422297793776,1.0,0.4041241271094203,0.8437109803801552,True,True,False,-0.09618661163361603,-0.0048533089266788445,-0.02620011337111493,-0.031053422297793776,-0.009032195896708783,0.00012784692705887502,0.9008695652173913,0.20521739130434782,0.9878260869565217,0.9269565217391305,0.31053422297793776,0.9565217391304348,1.0,0.16874219607603105,0.7810237151585521,0.894578566109019,-0.24089794163650324,-0.23171156755527839,-0.011691521305630004,-0.06311553381744613,-0.07480705512307613,-0.022605853852662783,0.00040839138056798785,mixture_consensus_jackpot
167,23,S4,6,23:S4,1,"listener_dropout,public_loss_tomography,route_frontier",3,3,0.47363994654576214,0.7369629179331307,0.34875591016548463,0.8,0.5979750271069766,-0.0018527604913341625,0.0018527604913341625,0.6654676258992805,1,True,False,0.636616768605508,0.6875909487446452,0.5483887564598869,id01,consensus,1,True,1,-0.5357272528774577,-0.28104918701698395,-0.10072203670414231,-0.38177122372112626,1.0,0.5928134365109985,0.26382825746304356,True,True,False,-0.05357272528774577,-0.028104918701698397,-0.010072203670414233,-0.038177122372112626,-0.005115792673388131,0.00048233079356701375,0.7269565217391304,0.9878260869565217,0.8052173913043478,0.9617391304347827,0.38177122372112626,0.9773913043478261,1.0,0.052765651492608714,0.7899965889963748,0.8820557590862923,0.27249546686087894,-0.14598324788293898,-0.07658462942706352,-0.027446298414873845,-0.10403092784193736,-0.0016342824532410427,0.0029941441983278166,mixture_consensus_jackpot
1448,206,S4,6,206:S4,-1,public_loss_tomography,1,1,0.6767805471124619,0.6767805471124619,0.46808510638297873,0.7519039838391655,0.7519039838391655,0.0011284999916055323,0.0011284999916055323,0.4892086330935252,-1,True,False,0.5430994818153233,0.49042248155180324,0.48286942077392603,id09,consensus,-1,True,-1,0.8499336481954667,0.1937277051719089,0.15149571675549717,0.34522342192740607,1.0,0.4590087524401958,0.4388338308833374,True,True,False,-0.08499336481954667,-0.019372770517190892,-0.015149571675549717,-0.034522342192740606,0.0037297285709749772,-0.0002903921429348588,0.8747826086956522,0.8921739130434783,0.9182608695652174,0.9356521739130435,0.34522342192740607,0.9617391304347827,1.0,0.08776676617666748,0.7412244675072923,0.8515143111845939,-0.22804451845346732,-0.19382270952013392,-0.04417854123702326,-0.03454776777527023,-0.0787263090122935,0.015940712049400674,0.0003411421328111258,mixture_consensus_jackpot
789,112,S3,5,112:S3,1,"listener_dropout,route_frontier,route_toxicity_fusion",3,3,0.4622262923811535,0.5087491986961834,0.35837071954339406,0.5175749935185845,0.3454399006604978,-0.0024643512943980867,0.0024643512943980867,0.8057553956834532,1,True,False,0.5531026028893422,0.6806830428750044,0.48231758369272154,id05,consensus,1,True,1,-1.0032899465760534,-0.16107111208993205,-0.021156969714118044,-0.1822280818040501,0.9615384615384616,0.6323198931813773,0.11610158821049348,True,True,False,-0.10032899465760535,-0.016107111208993205,-0.0021156969714118045,-0.01822280818040501,-0.03862742994289459,-0.00011486029824073207,0.9095652173913044,0.7704347826086957,0.28347826086956524,0.7269565217391304,0.1822280818040501,0.8191304347826087,1.0,0.023220317642098698,0.8112475990643548,0.8436367377692994,0.22916156144324568,-0.22991549073767895,-0.03691130754992888,-0.00484836421509475,-0.041759671765023626,-0.09096949563726531,-6.647157060765685e-06,mixture_consensus_jackpot
1131,161,S2,4,161:S2,1,"listener_dropout,route_toxicity_fusion",2,5,0.48934289800869113,0.5381201477404403,0.3085909090909091,0.5109702704704882,0.4075952644762749,-0.0021324745226719067,0.0021324745226719067,0.7482014388489209,1,True,False,0.5574613239773106,0.6356568958438876,0.46720838387159264,id07,consensus,1,True,1,-0.4892323537476452,-0.19319162057586112,-0.022520046302324195,-0.21571166687818533,1.0,0.620997815929486,0.10439883307256212,True,True,False,-0.04892323537476452,-0.019319162057586114,-0.00225200463023242,-0.021571166687818534,0.005731096375766742,-0.0007700847388201135,0.7008695652173913,0.8834782608695653,0.3095652173913043,0.8139130434782609,0.21571166687818533,0.8834782608695653,1.0,0.020879766614512425,0.7355046183247967,0.8377220578107842,0.24395942428998205,-0.11935284336430836,-0.047130916533335725,-0.00549397753089875,-0.052624894064234484,0.021084885575111234,-0.0008773750922837081,mixture_consensus_jackpot
266,38,Q1,0,38:Q1,-1,public_loss_tomography,1,1,0.4853512041150339,0.4853512041150339,0.2553191489361702,0.8,0.8,0.0003199198206508288,0.0003199198206508288,0.07913669064748201,-1,True,False,0.406538547983198,0.2777646808081558,0.478955884034431,id02,consensus,-1,True,-1,1.2045361320871872,0.08383237183784205,0.19461356378085032,0.27844593561869235,1.0,0.3504302553394126,0.6989276512430689,True,True,False,-0.12045361320871872,-0.008383237183784205,-0.019461356378085035,-0.027844593561869236,0.0045042554453519346,0.0006266969442063255,0.9443478260869566,0.3791304347826087,0.9791304347826087,0.9008695652173913,0.27844593561869235,0.9382608695652174,1.0,0.1397855302486138,0.7184361658533276,0.8213332029953851,-0.18688025799232966,-0.22510402312553643,-0.015666615277164835,-0.03636943300817201,-0.05203604828533684,0.012547862062531445,0.00175120393850642,mixture_consensus_jackpot
1328,189,S3,5,189:S3,1,public_loss_tomography,1,1,0.6598203647416413,0.6598203647416413,0.5425531914893617,0.8,0.8,-0.002128733942209879,0.002128733942209879,0.7086330935251799,1,True,False,0.5421987462530133,0.617907809704999,0.44611460944856696,id08,consensus,1,True,1,-0.7012898237177889,-0.1731324319541462,-0.0017487998531376513,-0.17488123180728385,1.0,0.6311996288992454,0.009999928723368093,True,True,False,-0.07012898237177889,-0.01731324319541462,-0.00017487998531376514,-0.017488123180728385,-0.0018029407282309506,-0.0008048452354758318,0.8139130434782609,0.8052173913043478,0.04,0.6834782608695652,0.17488123180728385,0.7878260869565218,1.0,0.0019999857446736185,0.727623101944082,0.8160034507108204,0.2197412668615187,-0.15410231430083807,-0.03804433993241977,-0.0003842834952157054,-0.03842862342763547,0.002203603256295983,-0.000876585362566025,mixture_consensus_jackpot
529,75,S2,4,75:S2,1,"listener_dropout,public_loss_tomography,route_toxicity_fusion",3,3,0.36877183849368206,0.48784194528875385,0.1158752417794971,0.5087948798937294,0.2878745712958491,-0.0007873309116836369,0.0007873309116836369,0.3597122302158273,1,True,False,0.4959165544757562,0.4479840229981882,0.5164859423513979,id03,consensus,1,True,1,-0.4736924439346372,-0.1280011673188265,-0.07266561578687304,-0.20066678310569952,0.9615384615384616,0.34967061385257153,0.3621207987783156,True,True,False,-0.047369244393463725,-0.01280011673188265,-0.007266561578687304,-0.020066678310569953,0.0018245882855960627,0.0025776531117771527,0.6834782608695652,0.648695652173913,0.6834782608695652,0.7791304347826087,0.20066678310569952,0.8660869565217392,1.0,0.07242415975566312,0.6907969828443439,0.8079476800384374,0.18235755076740331,-0.08638139389294595,-0.023341979367629787,-0.013251123719899324,-0.03659310308752911,0.007464086669626724,0.005185424141079437,mixture_consensus_jackpot
668,95,S1,3,95:S1,1,"listener_dropout,route_toxicity_fusion",2,2,0.3227113131294596,0.3272683227114716,0.033465909090909046,0.2755621472445604,0.1503970587017767,0.0038423568544189734,0.0038423568544189734,0.8830935251798561,-1,False,True,0.3875703734658648,0.6338701138981524,0.3187601066537507,id04,consensus,-1,False,1,0.45311955279195676,0.12662754576618535,0.015749365995426534,0.14237691176161188,1.0,0.598182668451611,0.11061741542537314,True,True,False,-0.04531195527919568,-0.012662754576618536,-0.0015749365995426535,-0.014237691176161188,-0.012256788046570932,-0.001746632301935884,0.6660869565217391,0.6313043478260869,0.19652173913043477,0.5878260869565217,0.14237691176161188,0.711304347826087,1.0,0.022123483085074627,0.6933496705730425,0.7702995360658295,-0.17989139531455597,-0.08151230859605271,-0.022779205893136877,-0.0028331754242369002,-0.025612381317373777,-0.02187891834001343,-0.003122283579308327,mixture_consensus_jackpot
1151,164,S1,3,164:S1,1,public_loss_tomography,1,1,0.6433510638297872,0.6433510638297872,0.26595744680851063,0.4308222848345899,0.4308222848345899,-0.008584684782060007,0.008584684782060007,0.9568345323741008,1,True,False,0.49945506236243586,0.6604210964493263,0.3284477528410141,id07,consensus,1,True,1,-3.7532259346193477,-0.06780640068085653,-0.015831963302784507,-0.08363836398364104,1.0,0.7535708083253261,0.18929068609820984,True,True,False,-0.3753225934619348,-0.006780640068085653,-0.0015831963302784507,-0.008363836398364103,0.01354541589028524,0.0011751603794119062,0.9965217391304347,0.3356521739130435,0.20521739130434782,0.3791304347826087,0.08363836398364104,0.5026086956521739,1.0,0.03785813721964197,0.6995214771707771,0.7502497170993654,0.15735051590368682,-0.5905720371154515,-0.010669372128704875,-0.0024911675934613797,-0.013160539722166256,0.02099245289014462,0.001830655077665437,mixture_consensus_jackpot
