row,driver_target,driver_flat,driver_step,bridge_target,bridge_flat,bridge_step,actions,action_count,public_delta_estimate,driver_public_delta,bridge_public_delta,public_utility,old_route_energy,new_route_energy,route_energy_delta,same_direction,driver_h088_alignment,driver_stability,source_support,solver_score
182,S3,1279,1.45,S2,1278,0.62,"[(1279, 'S3', 1.45, 'driver'), (1278, 'S2', 0.62, 'bridge')]",2,-0.005880967075220751,-0.005972659361513155,9.169228629240469e-05,0.005880967075220751,0.7520618144445538,0.7400859875143342,-0.01197582693021959,True,0.0,1.0,6,0.007782287613863309
184,S2,1292,1.2802977332677983,S1,1291,0.62,"[(1292, 'S2', 1.2802977332677983, 'driver'), (1291, 'S1', 0.62, 'bridge')]",2,-0.0018560842547145,-0.0013663658037879303,-0.0004897184509265696,0.0018560842547145,0.6840839009131192,0.6449262285364982,-0.039157672376621044,True,0.5348571428571428,1.0,5,0.003972627595496256
234,S4,1644,-1.291722271523555,S2,1642,-0.62,"[(1644, 'S4', -1.291722271523555, 'driver'), (1642, 'S2', -0.62, 'bridge')]",2,-0.0017520133937204757,-0.0017520133937204757,-0.0,0.0017520133937204757,0.734783888398664,0.6948942344077552,-0.039889653990908824,True,0.5085714285714286,1.0,4,0.003873938366154057
5,S2,39,1.068731825035975,S4,41,0.62,"[(39, 'S2', 1.068731825035975, 'driver'), (41, 'S4', 0.62, 'bridge')]",2,-0.0014025789575713478,-0.0009262454151805655,-0.0004763335423907823,0.0014025789575713478,0.7002695208916305,0.66328445979773,-0.03698506109390054,True,0.0,1.0,9,0.0033153422931835826
218,S2,1530,1.45,S1,1529,0.62,"[(1530, 'S2', 1.45, 'driver'), (1529, 'S1', 0.62, 'bridge')]",2,-0.0018551656993006933,-0.0018551656993006933,0.0,0.0018551656993006933,0.7251732312104809,0.7083027161852378,-0.01687051502524317,True,0.6137142857142858,1.0,8,0.0030270550242966795
193,S2,1355,1.2235127166770998,S1,1354,0.62,"[(1355, 'S2', 1.2235127166770998, 'driver'), (1354, 'S1', 0.62, 'bridge')]",2,-0.001239904471901912,-0.001239904471901912,0.0,0.001239904471901912,0.7546568287124052,0.7275923802223138,-0.027064448490091486,True,0.5994285714285714,1.0,9,0.002692205059986128
25,S4,181,1.1184345670560465,S2,179,0.62,"[(181, 'S4', 1.1184345670560465, 'driver'), (179, 'S2', 0.62, 'bridge')]",2,-0.0012915048779139984,-0.0012915048779139984,0.0,0.0012915048779139984,0.6589957151025344,0.6343531446808838,-0.024642570421650634,True,0.0,1.0,4,0.0026538883935871265
8,S2,60,0.5575041707130394,S4,62,-0.62,"[(60, 'S2', 0.5575041707130394, 'driver'), (62, 'S4', -0.62, 'bridge')]",2,-0.00021300745705515626,-0.00021300745705515626,-0.0,0.00021300745705515626,0.6961381056847362,0.6349478175213618,-0.06119028816337446,False,0.0,0.8846153846153846,8,0.0025521814889298837
130,S4,916,-0.6137556955930485,S2,914,0.62,"[(916, 'S4', -0.6137556955930485, 'driver'), (914, 'S2', 0.62, 'bridge')]",2,-0.00034838054980618416,-0.00034838054980618416,0.0,0.00034838054980618416,0.9079054700334854,0.8519387987441345,-0.055966671289350955,False,0.496,1.0,5,0.002505188077391173
112,S1,787,1.0030055044688126,S3,789,0.62,"[(787, 'S1', 1.0030055044688126, 'driver'), (789, 'S3', 0.62, 'bridge')]",2,-0.0010235249565157133,-0.0010235249565157133,0.0,0.0010235249565157133,0.7437214442229084,0.7106593121977259,-0.03306213202518249,True,0.6068571428571429,1.0,3,0.002501568096369211
109,S2,767,-1.0944966519250197,S4,769,-0.31,"[(767, 'S2', -1.0944966519250197, 'driver'), (769, 'S4', -0.31, 'bridge')]",2,-0.0009753061365721006,-0.0009753061365721006,-0.0,0.0009753061365721006,0.7380815683072779,0.7120670213107225,-0.026014546996555366,True,0.5554285714285714,1.0,3,0.0023179366081776866
