source,avg_log_loss,Q1,Q2,Q3,S1,S2,S3,S4
best__absolute_plus_deviation__c0.3_b0.2,0.6229613176952576,0.6689861051722832,0.7020978592408005,0.6741574430886071,0.5709585946396454,0.5775006583045229,0.5239268911855993,0.6431016722353451
best__absolute_plus_deviation__c0.1_b0.2,0.6237927803338889,0.6700346459207199,0.7010001209828194,0.6736543305290845,0.570926638022677,0.5773858608726387,0.530509557959145,0.6430383080501377
best__deviation__c0.3_b0.2,0.6240101458125175,0.6684858700909789,0.7005359830135,0.6709453564867801,0.5722806991144583,0.5788038606570198,0.5319263483329497,0.6450929029919353
best__absolute__c0.3_b0.2,0.6241173933055804,0.6684824693681113,0.6960139424354125,0.6715958320010429,0.5767896497254626,0.57712377584321,0.5353697319901312,0.6434463517756924
best_plus_trajectory_proto__deviation__c0.3_b0.2,0.6245513710112645,0.6761695034780871,0.693613354679233,0.6732871399165656,0.5714384091116897,0.5809348668693645,0.5321668365966283,0.6442494864272827
best__absolute_plus_deviation__c0.3_b0.1,0.6246402437204839,0.6703870520810266,0.7028804579912902,0.6753899056246451,0.5725652829206151,0.5782982172544664,0.5283124809539718,0.644648309217372
best__absolute__c0.1_b0.2,0.6248055077107109,0.6690211013852839,0.695985553273431,0.6722815756692752,0.5765698767452224,0.5785418448526426,0.5375898762311342,0.6436487258179873
best_plus_trajectory_proto__absolute_plus_deviation__c0.1_b0.2,0.6248130601163632,0.676472912970853,0.6945056224407979,0.6738191372416307,0.5713629865905705,0.5812420169100116,0.5321332593100311,0.6441554853506474
best_plus_trajectory_proto__absolute_plus_deviation__c0.3_b0.2,0.6248178778272456,0.6772548976656746,0.6953401201236208,0.6752139971058808,0.5716133898668533,0.5829085795750522,0.5284782465814724,0.6429159138721655
best__absolute__c0.3_b0.1,0.6249111866265454,0.6698847948479304,0.6995458522566016,0.6740936711983416,0.5753749930363661,0.5775081864713353,0.5334034961742707,0.6445673124009722
best_plus_trajectory_proto__deviation__c0.1_b0.2,0.6249165695944873,0.6758775603544928,0.692171217120757,0.6718942978538693,0.5712670845885355,0.5809023780498213,0.5368673925598985,0.6454360566340369
best__deviation__c0.1_b0.2,0.6249596685358976,0.6693083850507102,0.6980632857197336,0.6714859185179932,0.5726232263945995,0.580821999862295,0.537460926778204,0.6449539374277473
