row,target,h012_prob,h017_prob,q_prior,q_hard,best_world_y,public_weight,hard_minus_prior,hard_minus_h012,hard_logit_delta,prior_logit_delta,h017_logit_delta,binary_shock,confidence,hard_gain,h017_gain_under_hard,best_world_gain,gain_score,shift_score,shock_score,confidence_score,h017_gain_score,combined_score
228,S4,0.8382240324012181,0.8704594466377785,0.8704594466377784,0.8771232615638195,1,0.0007014629343775598,0.006663814926041067,0.038899229162601356,0.32039286077121676,0.25995424188759886,0.25995424188759997,0.006663814926041067,0.8771232615638195,4.204074528514908e-06,4.063880568126296e-06,0.00012377783599291643,0.9954285714285714,0.9525714285714286,0.9702857142857143,0.8571428571428571,0.9954285714285714,0.96088
65,Q3,0.8498503157804559,0.8846617843725514,0.8846617843725514,0.8898728938348441,1,0.0006491645653009554,0.005211109462292751,0.04002257805438825,0.3560158837468095,0.30390904632202376,0.30390904632202376,0.005211109462292751,0.8898728938348441,4.421721266322687e-06,4.334178840725811e-06,0.00010560736514685434,0.996,0.9565714285714285,0.9062857142857143,0.8771428571428571,0.996,0.9511771428571429
35,S3,0.9269030803105992,0.9475665550032764,0.9475665550032764,0.9517848459021236,1,0.0006220373120359532,0.004218290898847288,0.02488176559152444,0.442602854471708,0.3542897456576686,0.3542897456576686,0.004218290898847288,0.9517848459021236,3.203388959246838e-06,3.0890587141312856e-06,4.7208896910225004e-05,0.992,0.9622857142857143,0.828,0.9434285714285714,0.992,0.9440685714285715
226,S1,0.9085811386893252,0.931379798675701,0.9313797986757008,0.9352731102852652,1,0.0006427522503079548,0.0038933116095644094,0.026691971595939945,0.3742294847164058,0.3116477925676042,0.31164779256760733,0.0038933116095644094,0.9352731102852652,3.041296781799265e-06,2.9637012855598333e-06,6.161330865172868e-05,0.9902857142857143,0.9582857142857143,0.8,0.9308571428571428,0.9902857142857143,0.93752
243,S4,0.846676976567423,0.8754731817298139,0.8754731817298139,0.8802039306271258,1,0.0006228996274758533,0.004730748897311843,0.03352695405970274,0.2855904564927403,0.2414711305613324,0.2414711305613324,0.004730748897311843,0.8802039306271258,2.8788910357089177e-06,2.8142472381644745e-06,0.00010366477731688327,0.9891428571428571,0.9502857142857143,0.8708571428571429,0.8622857142857143,0.9891428571428571,0.9368800000000002
70,Q1,0.9816512441781002,0.9940126527826436,0.9940126527826436,0.9970325329479997,1,0.0008819516624688753,0.003019880165356037,0.015381288769899415,1.8374003285795437,1.132427163057006,1.132427163057006,0.003019880165356037,0.9970325329479997,8.903194923204215e-06,8.072855164094731e-06,1.6323466847844927e-05,0.9988571428571429,0.976,0.6817142857142857,0.9742857142857143,0.9988571428571429,0.9333714285714285
188,Q3,0.6598227977319086,0.765382907599777,0.765382907599777,0.7728109547838421,0,0.0005889460537984503,0.00742804718406509,0.11298815705193355,0.5617473433332402,0.5199168045124319,0.5199168045124319,0.00742804718406509,0.7728109547838421,1.7927697489753657e-05,1.7836542389423007e-05,0.0006350447083549764,1.0,0.968,0.9828571428571429,0.6868571428571428,1.0,0.9330742857142857
227,S4,0.803078614827661,0.8295703543205677,0.8295703543205677,0.8348210286520525,1,0.0006276999719856535,0.00525067433148485,0.03174241382439158,0.21453978252626138,0.1769373236085694,0.1769373236085694,0.00525067433148485,0.8348210286520525,2.088542214890749e-06,2.026834235529126e-06,0.000137647861455531,0.9817142857142858,0.9337142857142857,0.9091428571428571,0.7937142857142857,0.9817142857142858,0.9284114285714286
147,S4,0.9780412979073642,0.98759256850771,0.98759256850771,0.9906452113728229,1,0.0006428994393906549,0.0030526428651128645,0.01260391346545875,0.8660797102732007,0.580586241256912,0.580586241256912,0.0030526428651128645,0.9906452113728229,3.023280155981197e-06,2.7561581357704957e-06,1.4267458257365525e-05,0.9897142857142858,0.9725714285714285,0.6862857142857143,0.9691428571428572,0.9874285714285714,0.9254285714285714
155,S1,0.9085521346520838,0.923671216471878,0.923671216471878,0.9282694639434289,1,0.0005918198213435505,0.004598247471550909,0.019717329291345065,0.26432227857078683,0.19722283398726725,0.19722283398726725,0.004598247471550909,0.9282694639434289,1.4853558528650849e-06,1.3949256982958286e-06,5.6749891445788316e-05,0.9577142857142857,0.9434285714285714,0.856,0.9251428571428572,0.9548571428571428,0.9247771428571429
