row,target,h012_prob,h015_prob,h016_prob,joint_q_median,joint_q_mean,joint_q_std,joint_weight_mean,joint_weight_median,joint_logit_delta,abs_joint_logit_delta,agree_h015_direction,agree_h016_direction,joint_oracle_cell_gain,h015_cell_gain_under_joint_q,h016_cell_gain_under_joint_q,weight_score,q_shift_score,oracle_gain_score,h015_gain_score,h016_gain_score,consensus_score,conflict_score
87,Q3,0.5262087064141104,0.4897801708555254,0.4988922496808403,0.41908750972680875,0.41908813888396956,9.860087363072492e-07,0.0006958171038596786,0.0006958173597256655,-0.43145137293415925,0.43145137293415925,True,True,1.6015851248774335e-05,9.021328818928709e-06,7.112629530121226e-06,0.9822857142857143,0.9651428571428572,1.0,0.9994285714285714,0.9994285714285714,1.0,0.26371428571428573
188,Q3,0.6598227977319086,0.7114136882639835,0.6989538360056562,0.765382907599777,0.7653818067473782,1.7219170222444854e-06,0.0005889460537984647,0.000588945877901765,0.5199168045124319,0.5199168045124319,True,True,1.556205242653827e-05,1.1208887696910596e-05,9.084715828234375e-06,0.892,0.9685714285714285,0.9994285714285714,1.0,1.0,0.9994285714285714,0.26371428571428573
76,Q3,0.854933309276817,0.8801969840742476,0.8742620438744771,0.8986796037079015,0.8986794726896737,2.105180673081791e-07,0.0007434717529663072,0.0007434717130256474,0.40880895031577613,0.40880895031577613,True,True,6.306446488452871e-06,5.044055542083607e-06,4.165922064196119e-06,0.9937142857142857,0.9622857142857143,0.9988571428571429,0.9988571428571429,0.9982857142857143,0.9988571428571429,0.26371428571428573
197,S1,0.872152895724321,0.9237945733930708,0.9130395046886008,0.9118928589406855,0.911892634222419,3.56606725236591e-07,0.0007154547135593568,0.0007154546450662288,0.41683922241219107,0.41683922241219107,True,True,5.60290050510119e-06,4.915009843127092e-06,5.597000123734425e-06,0.9902857142857143,0.9634285714285714,0.9982857142857143,0.9982857142857143,0.9988571428571429,0.9982857142857143,0.26371428571428573
140,Q3,0.64958246860714,0.6140471852059997,0.6230627698786277,0.5879904836087974,0.5879909568835907,7.542646087832958e-07,0.0006258644598932445,0.0006258646209261671,-0.26154009386793603,0.26154009386793603,True,True,5.093266523282416e-06,4.203746231694136e-06,3.4726184379379173e-06,0.9514285714285714,0.9462857142857143,0.9977142857142857,0.9977142857142857,0.9971428571428571,0.9977142857142857,0.26371428571428573
70,Q1,0.9816512441781002,0.9999808800470068,0.9816512441781002,0.9940126527826435,0.9940123993093878,4.193931968027413e-07,0.0008819516624688613,0.0008819515651461926,1.1324271630569873,1.1324271630569873,True,False,5.0567618708373645e-06,-2.0040879043026288e-05,0.0,0.9994285714285714,0.9754285714285714,0.9971428571428571,0.0005714285714285715,0.2757142857142857,0.9902857142857143,0.9977142857142857
138,Q3,0.4927743691253319,0.4689508857309852,0.4748977505020019,0.4352902358029207,0.43529066550902734,6.628821834137075e-07,0.0005967993020169119,0.000596799430977761,-0.23139435438698341,0.23139435438698341,True,True,3.958133202877399e-06,2.5956474853035118e-06,2.073935889715354e-06,0.9142857142857143,0.9377142857142857,0.9965714285714286,0.9942857142857143,0.9908571428571429,0.9971428571428571,0.26371428571428573
205,S2,0.9120536048553756,0.9508673398886864,0.9430465161280336,0.9403987024056216,0.9403984751502961,3.6400804820091103e-07,0.0006944830504218735,0.0006944829798379529,0.41965530846933463,0.41965530846933463,True,True,3.88436197474729e-06,3.1194629004824514e-06,3.839680396025187e-06,0.9817142857142858,0.964,0.996,0.9971428571428571,0.9977142857142857,0.9965714285714286,0.26371428571428573
168,Q3,0.7673581196036096,0.7813476403567278,0.7779079315474718,0.8124669742080313,0.8124666644851591,4.7396186460951144e-07,0.0006325120286926866,0.0006325119475561368,0.2726669740425358,0.2726669740425358,True,True,3.7872300680568738e-06,1.9280343503573576e-06,1.5122163177581365e-06,0.9577142857142857,0.9485714285714286,0.9954285714285714,0.9897142857142858,0.984,0.996,0.26371428571428573
151,S1,0.8569101778443341,0.8479871340074366,0.8502598260432018,0.8175528168555342,0.8175531000213042,4.415557413740421e-07,0.0006329044470170536,0.0006329045419767338,-0.2900057583379021,0.2900057583379021,True,True,3.7297939063431864e-06,1.568879350204367e-06,1.21438508291643e-06,0.9588571428571429,0.9502857142857143,0.9948571428571429,0.9851428571428571,0.9742857142857143,0.9954285714285714,0.26371428571428573
130,Q2,0.6974188471038374,0.7285454305612309,0.7209543746897128,0.7422333113492408,0.7422333638226731,8.221625945349952e-08,0.0006832300460489395,0.0006832300611549647,0.22257211813022737,0.22257211813022737,True,True,3.3517851491002324e-06,3.024629043478641e-06,2.5703405167178805e-06,0.9782857142857143,0.9348571428571428,0.9942857142857143,0.9965714285714286,0.9948571428571429,0.9948571428571429,0.26371428571428573
65,Q3,0.8498503157804559,0.8661386089268295,0.8622122423361154,0.8846617843725514,0.8846615608122251,3.407958942335645e-07,0.0006491645653009754,0.0006491645015519479,0.30390904632202376,0.30390904632202376,True,True,3.3060947718942565e-06,2.3051949736452446e-06,1.8604742605029851e-06,0.968,0.9531428571428572,0.9937142857142857,0.9925714285714285,0.9885714285714285,0.9942857142857143,0.26371428571428573
91,Q1,0.5720436609347357,0.5992050683426791,0.5924647691561883,0.6187033511081519,0.6187035554325013,3.236192341724044e-07,0.0007066160272772155,0.0007066160801138031,0.1938541007829357,0.1938541007829357,True,True,3.1760137151833158e-06,2.6135307245437834e-06,2.161294913648204e-06,0.988,0.9234285714285714,0.9931428571428571,0.9948571428571429,0.9931428571428571,0.9937142857142857,0.26371428571428573
158,S1,0.9254876792440376,0.9512950379029212,0.945775458747194,0.9490827845491199,0.9490826238391555,2.592366366928943e-07,0.0006736191254046656,0.000673619076371239,0.40593861245091656,0.40593861245091656,True,True,3.035290787903764e-06,3.000213825202663e-06,2.962032206620438e-06,0.976,0.9617142857142857,0.9925714285714285,0.996,0.9965714285714286,0.9931428571428571,0.26371428571428573
71,S1,0.7699856752060736,0.7628041577743583,0.7646139205511844,0.7281328700316705,0.7281329929462265,1.9501572533038614e-07,0.000627560358780033,0.0006275603999120225,-0.2230602312079144,0.2230602312079144,True,True,2.9836598821400004e-06,9.635563843908212e-07,7.396467899942181e-07,0.9525714285714286,0.9354285714285714,0.992,0.964,0.9405714285714286,0.9925714285714285,0.26371428571428573
171,Q3,0.3784121529456276,0.3344145586244388,0.3451815472617872,0.33027032236541815,0.33027073200912854,6.469116397312339e-07,0.0005910236344514472,0.0005910237421845091,-0.21066939247175848,0.21066939247175848,True,True,2.9663882825073674e-06,2.9435388741583063e-06,2.6736477008674904e-06,0.8988571428571429,0.9325714285714286,0.9914285714285714,0.9954285714285714,0.996,0.992,0.26371428571428573
117,Q1,0.9530576960281656,0.9649851977122182,0.962310130805278,0.9709012889944354,0.9709012662570298,2.8084681377127266e-08,0.0007008042603685029,0.0007008042548653892,0.4967747554046662,0.4967747554046662,True,True,2.8689914892673176e-06,2.4844694599028333e-06,2.0969635373082706e-06,0.9845714285714285,0.9674285714285714,0.9908571428571429,0.9937142857142857,0.9914285714285714,0.9914285714285714,0.26371428571428573
228,S4,0.8382240324012181,0.889410412779098,0.8781276594296932,0.8704594466377784,0.8704596411541594,3.100497044228278e-07,0.0007014629343775717,0.0007014629972468549,0.25995424188759886,0.25995424188759886,True,True,2.8487454759600346e-06,1.6271076670540875e-06,2.659410144960577e-06,0.9851428571428571,0.9457142857142857,0.9902857142857143,0.9857142857142858,0.9954285714285714,0.9908571428571429,0.26371428571428573
16,S1,0.5131757405147508,0.4831269104893984,0.4906361686187919,0.4689335087033734,0.4689335415687486,4.7553287132267415e-08,0.0006372386969469372,0.000637238708888561,-0.17714141264169406,0.17714141264169406,True,True,2.495741389525986e-06,2.2385026684347157e-06,1.894730049095786e-06,0.9611428571428572,0.9125714285714286,0.9897142857142858,0.992,0.9891428571428571,0.9897142857142858,0.26371428571428573
46,Q3,0.6754721905264509,0.7029405652401335,0.696199552606967,0.718549426287842,0.7185490551318945,5.966428751884999e-07,0.0005680450819690098,0.000568044998560993,0.20423688786599337,0.20423688786599337,True,True,2.4652685070940547e-06,2.1304131464666e-06,1.784740982885507e-06,0.6982857142857143,0.9285714285714286,0.9891428571428571,0.9914285714285714,0.9874285714285714,0.9891428571428571,0.26371428571428573
142,S4,0.959221204950434,0.9753188465312792,0.9719967871776471,0.9751701324413703,0.9751698002691783,5.62609209689231e-07,0.0006454364748950382,0.0006454363744272714,0.5126051917520931,0.5126051917520931,True,True,2.428339322796298e-06,2.4280434076419022e-06,2.304297804995809e-06,0.9674285714285714,0.968,0.9885714285714285,0.9931428571428571,0.9937142857142857,0.9885714285714285,0.26371428571428573
