candidate_id,flat_index,row,subject_id,sleep_date,lifelog_date,target,target_index,h057_prob,q061,cell_q061_gain,public_score,invariant_score,private_safe_score,latent_shortcut_energy,bad_pressure_rank,h068_cell_health,outside_h069_cell,outside_h070_cell,is_h050_null,source_count,source_weight,source_family_count,source_consensus,source_mean_move,source_action_delta,source_posterior_delta,hit_h071,hit_h074,hit_h076,hit_h079,h080_bad_same_raw,h080_bad_opp_raw,h080_bad_same_rank,h080_bad_opp_rank,h080_bad_margin_rank,h079_cell,h079_row,h079_role,h080_cell_score,h085_q,h085_q_move,h085_q_gain,h085_abs_q_move,h082_cell,h084_dark_cell,source_agrees_h085,h085_cell_score,q_hard,best_world_y,confidence,hard_gain,combined_score,hard_logit_delta,binary_shock,h086_resp_weight,h086_resp_lift,h086_resp_rank,h086_equation_alignment,h086_resp_action_score,hard_logit_move,hard_diag_gain,h088_prob,h088_logit_move,h088_active,h088_q_delta,h088_q_bad,h088_bad_rank,h088_move_abs_rank,h088_toxicity,h057_positive_weight,h057_positive_logit_move,h095_safe_cell_score,h096_conflict_score
h096_all_conflict_k105_a055_acb035e6,1152,164,id07,2024-07-26,2024-07-25,S2,4,0.7538345402841149,0.7500709494352068,3.8035724328921994e-05,0.2278685714285714,0.5277371428571428,0.1399890285714284,0.7647714285714287,0.7068571428571429,0.339762,1.0,1.0,0,4.0,7.150759261260218,1.0,1.0,-0.0090085858636104,1.1216877966442056e-08,-2.598463029362642e-05,0.0,0.0,0.0,1.0,0.0840149022542807,0.0082219878324713,0.7925714285714286,0.24,0.1788571428571428,1.0,1.0,seed_q061_companion,0.2385142857142857,0.7501270305095151,-0.0198790915093278,3.358262319086425e-05,0.0198790915093278,0.0,1.0,1.0,0.2436715999999999,0.7215187706973304,1,0.7215187706973304,5.40396334747948e-09,0.3106057142857142,-0.0097533200951613,0.0028053014211901,0.0005328107600353,0.9324188300618762,0.0531428571428571,0.0354539206980433,0.0710665142857142,-0.1671612547593745,0.0027367644722983,0.7358102184035964,-0.0948644755418399,1.0,0.0004966030815453,0.0004966030815453,1.0,0.8205714285714286,0.9102571428571428,0.9704057142857144,0.1574079346642131,0.0213868571428571,0.9014032624342252
h096_all_conflict_k105_a055_acb035e6,711,101,id04,2024-10-24,2024-10-23,S2,4,0.6305675213766556,0.6351957309635454,4.6056233272473435e-05,0.40848,0.2851371428571428,0.0570570571428571,0.8619714285714286,0.7348571428571429,0.431514,1.0,1.0,0,2.0,3.6,1.0,1.0,0.0031871957880652,-8.016758951310297e-09,-1.3494262026292336e-05,0.0,0.0,0.0,1.0,0.1430243648380504,0.0,0.864,0.0777142857142857,0.1788571428571428,1.0,1.0,episode_neighbor_q061,0.2902457142857143,0.6351331487720179,0.0196499092186098,4.078936731355398e-05,0.0196499092186098,0.0,0.0,1.0,0.1718045142857143,0.6650419717950932,1,0.6650419717950932,2.0352761501509134e-09,0.2512571428571428,0.0057090605648272,0.0032792381022682,0.0005442750479921,0.9524813339863182,0.0817142857142857,0.014203639104959,0.0529656,0.1511926641849309,0.0025867160051563,0.6505488060127224,0.086800161993173,1.0,0.0004744196611539,0.0004744196611539,0.9988571428571428,0.8005714285714286,0.9029428571428572,0.9670914285714286,-0.1454836036201037,0.0032533714285713,0.8830697278384932
h096_all_conflict_k105_a055_acb035e6,1148,164,id07,2024-07-26,2024-07-25,Q1,0,0.5726236359257583,0.5785182382955152,7.107495999258973e-05,0.3531828571428571,0.5277371428571428,-0.0308976285714285,0.9647428571428572,0.9491428571428572,0.3696770285714286,1.0,1.0,0,4.0,7.150759261260218,1.0,1.0,0.0107728068932244,-1.2662505403575502e-08,-4.8598608335352806e-05,0.0,0.0,0.0,1.0,0.2847313265208278,0.0,0.9405714285714286,0.0777142857142857,0.1788571428571428,1.0,1.0,seed_q061_companion,0.2934971428571428,0.5784324143683724,0.023777970260246,6.281269137575762e-05,0.023777970260246,0.0,1.0,1.0,0.2427167428571428,0.6057356549616199,0,0.6057356549616199,2.395791371501162e-07,0.5222971428571428,-0.0601479714388651,0.0028665154478622,0.0005256559126248,0.919897847093514,0.0462857142857142,0.2934742653132805,0.0831499428571428,0.1368584367882453,0.0022566059611043,0.5926098562501864,0.082201326412172,1.0,0.0003458175576152,0.0003458175576152,0.9942857142857144,0.7868571428571428,0.8911714285714286,0.9825542857142858,-0.1970064082271105,0.0275415999999998,0.8800735509799679
h096_all_conflict_k105_a055_acb035e6,712,101,id04,2024-10-24,2024-10-23,S3,5,0.5985678443948091,0.5949757787867281,2.6823204138270995e-05,0.4350971428571429,0.2851371428571428,0.0728218285714285,0.8586857142857144,0.7891428571428571,0.4478544,1.0,1.0,0,2.0,3.6,1.0,1.0,-0.0023884013055135,-1.3590613160226084e-08,-7.850986091795242e-06,0.0,0.0,0.0,1.0,0.1501826026592619,0.0,0.8731428571428571,0.0777142857142857,0.1788571428571428,1.0,1.0,episode_neighbor_q061,0.300017142857143,0.5950352391736862,-0.0146807578935629,2.3606540972331835e-05,0.0146807578935629,0.0,0.0,1.0,0.1534447428571428,0.5667489819210876,0,0.5667489819210876,3.089772441430781e-09,0.1851314285714285,-0.0067237187628424,0.0026193531991609,0.000547560354719,0.9582306207583589,0.0891428571428571,0.2210232850591308,0.0573596571428571,-0.1309021195892789,0.0020900936627149,0.5807285253599261,-0.0737365615849622,1.0,0.0003957733909997,0.0003957733909997,0.9954285714285714,0.7662857142857142,0.8879428571428571,0.9601028571428571,0.1241784008264365,-0.0109716571428571,0.8465228343075764
h096_all_conflict_k105_a055_acb035e6,1013,144,id06,2024-08-14,2024-08-13,S3,5,0.9522076528619444,0.951030851055967,1.509834010707256e-05,0.4260571428571428,0.670817142857143,0.0757880857142856,0.9469714285714286,0.9308571428571428,0.4453364571428572,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.337421922395201,0.0,0.9537142857142856,0.0777142857142857,0.1788571428571428,0.0,0.0,,-0.7011571428571429,0.9511648346262598,-0.0226808888572636,1.0793325352420611e-05,0.0226808888572636,0.0,0.0,0.0,0.0697650857142857,0.9463979428642126,1,0.9463979428642126,7.913949188770699e-08,0.5184228571428572,0.0736220453953238,0.0012356743014629,0.0005537828437696,0.969119976596906,0.1251428571428571,0.5912107460614958,0.0202428571428571,-0.1208419165152991,0.0003573805720112,0.9444020832456476,-0.1595113298001926,1.0,0.0004413604881809,0.0004413604881809,0.996,0.9268571428571428,0.9379714285714286,0.9526514285714286,0.1944639619106229,-0.1030012571428571,0.844788348188311
h096_all_conflict_k105_a055_acb035e6,25,3,id01,2024-08-03,2024-08-02,S2,4,0.5721461430128739,0.5692474001812561,1.715308439897978e-05,0.2180971428571428,0.6352171428571428,0.3477841714285714,0.5611428571428572,0.3691428571428571,0.3218999999999999,1.0,1.0,0,5.0,7.336578103057359,2.0,1.0,-0.0045744897704276,1.6196692702711706e-08,-8.370109973930818e-06,1.0,0.0,0.0,1.0,0.0001871254477728,0.0892358213118884,0.3691428571428571,0.544,0.5702857142857143,1.0,1.0,episode_neighbor_q061,0.3902228571428571,0.5692316505717384,-0.0118957751476015,1.5778730495630278e-05,0.0118957751476015,0.0,1.0,1.0,0.3099222857142856,0.5357652634458991,0,0.5357652634458991,3.1176136068665625e-07,0.5889828571428573,-0.0664376594808012,0.0026440532442489,0.0005465666907475,0.9564917088082932,0.0862857142857142,0.1311660561303977,0.1272876571428571,-0.147306970124154,0.0026866827580642,0.5585371896174742,-0.0553853490059162,1.0,0.0002149934652126,0.0002149934652126,0.984,0.6965714285714286,0.852,0.9302285714285716,0.0808693106433528,0.0812617142857142,0.8445777633539339
h096_all_conflict_k105_a055_acb035e6,1011,144,id06,2024-08-14,2024-08-13,S1,3,0.9371612173475234,0.938050068105242,6.737603625239785e-06,0.4181828571428572,0.670817142857143,0.3955945714285715,0.6061428571428571,0.5925714285714285,0.4131582857142857,1.0,1.0,0,6.0,4.40455491164904,2.0,1.0,0.0151939330276178,-6.324202084681502e-08,-6.737603625239785e-06,1.0,1.0,0.0,0.0,0.0138457385950436,0.1370545027048125,0.5348571428571428,0.6497142857142857,0.6337142857142857,0.0,0.0,,0.5285085714285714,0.9380567154476852,0.0153083269528511,6.2253993175220845e-06,0.0153083269528511,1.0,0.0,1.0,0.3138071428571428,0.9435072112803232,1,0.9435072112803232,4.9518479574132515e-08,0.518,0.0565603896332951,0.0020106260677631,0.0005674055906361,0.992959783613246,0.4982857142857143,0.487265744782802,0.3616179428571429,0.1132081278206009,0.0003532406767614,0.9454074004541292,0.1494347287231923,1.0,0.0004958561125027,0.0004958561125027,0.9994285714285714,0.9171428571428571,0.9388285714285716,0.9012857142857144,-0.0566477381873058,0.1303845714285714,0.8408611818662066
h096_all_conflict_k105_a055_acb035e6,1153,164,id07,2024-07-26,2024-07-25,S3,5,0.8114316233549538,0.8129887509730154,7.939960443903438e-06,0.1875085714285714,0.5277371428571428,0.2590490857142856,0.5700857142857143,0.4445714285714285,0.306936,1.0,1.0,0,4.0,7.150759261260218,1.0,1.0,0.3695999999999992,-0.000418391461814,0.0090873447459736,0.0,0.0,0.0,1.0,0.004617974513143,0.0414269474669469,0.4314285714285714,0.4211428571428571,0.4571428571428571,1.0,1.0,seed_hardtail,0.4368742857142856,0.8129847541752478,0.0101827729204322,7.1893361767716435e-06,0.0101827729204322,1.0,0.0,1.0,0.2626705142857142,0.8276021121509791,1,0.8276021121509791,5.32025972518485e-08,0.4338171428571428,0.0361397720596656,0.001909698614804,0.0005618909675197,0.9833091931595876,0.2554285714285714,-0.1388834772158921,0.2157661714285714,0.109387949415636,0.0008741227429472,0.8204968531199776,0.060377894169503,1.0,0.0001816353473442,0.0001816353473442,0.98,0.7182857142857143,0.8542571428571428,0.9192914285714286,-0.0732481773559703,0.1178602285714285,0.8015700509719039
h096_all_conflict_k105_a055_acb035e6,707,101,id04,2024-10-24,2024-10-23,Q1,0,0.8415673408907071,0.8388028768279249,2.852473301317993e-05,0.36868,0.2851371428571428,-0.1404059714285714,0.9538857142857142,0.9468571428571428,0.3675426285714286,1.0,1.0,0,2.0,3.6,1.0,1.0,-0.0032941841201243,-7.217169993203022e-09,-8.337359667015543e-06,0.0,0.0,0.0,1.0,0.2918027388241171,0.0,0.9434285714285714,0.0777142857142857,0.1788571428571428,1.0,1.0,episode_neighbor_q061,0.2367942857142856,0.8388994133826959,-0.0198745167991594,2.4172658024457228e-05,0.0198745167991594,0.0,0.0,1.0,0.1381990857142856,0.8282646817029454,1,0.8282646817029454,1.2534101158402154e-07,0.5247314285714285,0.0556695211019679,0.0019964966250924,0.0004803567146473,0.8406242506329132,0.0182857142857142,0.4615888292818859,0.0235667428571428,-0.0965580731470818,0.0006491633675507,0.8334141466797393,-0.0599165144624604,1.0,8.275612463681803e-05,8.275612463681803e-05,0.9594285714285714,0.7165714285714285,0.8324857142857143,0.96244,0.1220433924014489,-0.0100273142857142,0.7868239878381783
h096_all_conflict_k105_a055_acb035e6,26,3,id01,2024-08-03,2024-08-02,S3,5,0.8471588175105197,0.8457006217293793,8.18971166594018e-06,0.4064057142857143,0.6352171428571428,0.3304578857142856,0.7424857142857143,0.5605714285714286,0.4222368000000001,1.0,1.0,0,3.0,5.4,1.0,1.0,-0.0018696886191682,-1.1270390153788149e-08,-2.4905323716314003e-06,0.0,0.0,0.0,1.0,0.0480622967605667,0.015694640802377,0.7165714285714285,0.2914285714285714,0.1788571428571428,1.0,1.0,episode_neighbor_q061,0.4191085714285713,0.8457331265649423,-0.0109690140357172,7.123247512452746e-06,0.0109690140357172,1.0,0.0,1.0,0.2510595428571429,0.8234554286315896,0,0.8234554286315896,2.462636087542324e-07,0.5833828571428571,-0.078488862604821,0.0014556419035197,0.0005606780079834,0.9811865139709982,0.224,-0.4210886724244468,0.1978046857142856,-0.1725527733104697,0.002084496255886,0.8388965362598467,-0.0624482332364555,1.0,0.0001671083610534,0.0001671083610534,0.9777142857142858,0.7234285714285714,0.8534285714285715,0.9311657142857144,0.0940639107056486,0.1089394285714285,0.7696906343158161
