row,target,subject_id,sleep_date,lifelog_date,h012_prob,world_q_post,world_q_cond,row_public_prob,abs_logit_shift_cond,signed_logit_shift_cond,cell_world_score,h047_support_posterior,h047_direct_support_contrast,h047_public_score,h047_private_score,h047_q2regime_score,h047_h042_support,h047_h045_support
143,S4,id06,2024-08-13,2024-08-12,0.9865016542469776,0.9989314037314565,0.9999999999999851,0.9208350202253098,9.523911696711814,9.523911696711814,8.769951419865688,0.5921199999999999,-0.4083205112755871,0.8994999999999997,0.14956,0.5750247999999999,True,True
32,S1,id02,2024-08-31,2024-08-30,0.9818631015384331,0.9976209327072108,0.9999997229237056,0.8688404986814894,9.824006119306427,9.824006119306427,8.535494375748199,0.60132,0.0,0.7145799999999999,0.20004,0.6492136,False,False
140,S3,id06,2024-07-21,2024-07-20,0.9960938897116238,0.999641148887741,1.0000000000000007,0.9081308294526554,8.274210105701766,8.274210105701766,7.514065286356488,0.4962,-0.3518838557045076,0.8651199999999998,0.1347999999999999,0.5655895999999999,False,True
93,S1,id04,2024-09-27,2024-09-26,0.9896214550237332,0.9979810550900727,0.9999997387962694,0.8054896406341647,9.257927748806186,9.257927748806186,7.457164895402956,0.58492,-0.1532677774083573,0.43622,0.6471600000000001,0.3475863999999999,True,True
143,S2,id06,2024-08-13,2024-08-12,0.9987967568387583,0.9999047452794773,1.000000000000001,0.9208350202253098,7.09397879220503,7.09397879220503,6.532384104598038,0.5921199999999999,-0.4083205112755871,0.8994999999999997,0.14956,0.5750247999999999,True,True
138,S3,id06,2024-07-18,2024-07-17,0.9951216136908172,0.9985182609123626,1.0000000000000002,0.696264503520706,8.49745909426283,8.49745909426283,5.9164791374544174,0.3912,-0.6014834727440126,0.6613,0.22052,0.5090856,False,True
40,S1,id02,2024-09-08,2024-09-07,0.9898682589348432,0.9949049171848195,0.9999999983733056,0.4971168357188512,9.23361087111384,9.23361087111384,4.590183418507297,0.36468,0.0,0.3113000000000001,0.4738,0.086628,False,False
54,S2,id02,2024-10-12,2024-10-11,0.9874623635995506,0.9972606181128689,0.9998802072443415,0.7890463750063829,4.6632241938641545,4.6632241938641545,3.679500146010573,0.4686,0.0,0.7747999999999999,0.08992,0.4128576,False,False
43,Q1,id02,2024-09-29,2024-09-28,0.999959881588841,0.9999967721703957,1.0000000000000009,0.9195424367054569,3.691874479278596,3.691874479278596,3.3948352546865297,0.5698799999999999,0.0,0.92858,0.03196,0.6451472,False,False
140,S2,id06,2024-07-21,2024-07-20,0.9999673286286056,0.9999969985082099,1.0000000000000007,0.9081308294526554,3.4865308737856395,3.4865308737856395,3.1662261743232443,0.4962,-0.3518838557045076,0.8651199999999998,0.1347999999999999,0.5655895999999999,False,True
141,S1,id06,2024-08-10,2024-08-09,0.999970934417142,0.9999979544551664,1.0000000000000009,0.9296231269664842,3.3695828205315213,3.3695828205315213,3.1324421181950584,0.53364,0.0,0.92638,0.04948,0.5870528,False,False
144,S4,id06,2024-08-14,2024-08-13,0.999970888874143,0.9999975370956368,1.000000000000001,0.9153964578252369,3.3711485444838587,3.3711485444838587,3.0859374364232273,0.6382,-0.1483721617459282,0.93602,0.0574,0.5824096,True,True
141,S2,id06,2024-08-10,2024-08-09,0.999972671168585,0.9999980766823021,1.0000000000000009,0.9296231269664842,3.307968569876696,3.307968569876696,3.0751640858356226,0.53364,0.0,0.92638,0.04948,0.5870528,False,False
101,S1,id04,2024-10-24,2024-10-23,0.9999701869447448,0.9999970551038123,1.0000000000000009,0.9012212548078823,3.3949752068571986,3.3949752068571986,3.059623815965494,0.62128,-0.1590475185430002,0.4691,0.28756,0.4190128,True,True
78,Q1,id03,2024-10-06,2024-10-05,0.9999696289951998,0.9999967503303364,1.0,0.8930009169952057,3.413517735234864,3.413517735234864,3.048274467744131,0.63424,-0.0855565841490392,0.40914,0.5652400000000001,0.4463024,True,True
61,S4,id03,2024-08-19,2024-08-18,3.2940112962205446e-05,4.244671186249461e-06,0.0,0.8711397501544795,3.4947230947308974,-3.4947230947308974,3.0443922036029636,0.5939200000000001,-0.0855565841490392,0.5164999999999998,0.57364,0.3595111999999999,True,True
32,S2,id02,2024-08-31,2024-08-30,0.9999671167436616,0.9999956870484975,1.0000000000000007,0.8688404986814894,3.492995486108878,3.492995486108878,3.034855940043029,0.60132,0.0,0.7145799999999999,0.20004,0.6492136,False,False
144,S2,id06,2024-08-14,2024-08-13,0.9999728520521736,0.9999977031874521,1.000000000000001,0.9153964578252369,3.301327605306856,3.301327605306856,3.0220235960185677,0.6382,-0.1483721617459282,0.93602,0.0574,0.5824096,True,True
48,S1,id02,2024-10-05,2024-10-04,0.9999740196267,0.9999980836568738,1.0000000000000009,0.9262388147837318,3.2573663605674366,3.2573663605674366,3.0170991571283805,0.8202399999999999,0.0,0.8258399999999999,0.2919999999999999,0.6203791999999999,True,True
103,S1,id04,2024-10-26,2024-10-25,0.9999715639572778,0.999997150257612,1.0000000000000004,0.8997841430947754,3.34768488688154,3.34768488688154,3.0121937772940366,0.62836,-0.1804278280984289,0.5931,0.34596,0.5710848000000001,True,True
59,Q1,id03,2024-08-17,2024-08-16,0.9999686570433794,0.9999959691466556,1.0000000000000007,0.8713952421979306,3.445019916054642,3.445019916054642,3.0019739641271297,0.5796,0.0,0.7096999999999999,0.4142,0.608472,False,False
43,S2,id02,2024-09-29,2024-09-28,0.999974029904838,0.9999979105094255,1.0000000000000009,0.9195424367054569,3.256970660377247,3.256970660377247,2.994922737321475,0.5698799999999999,0.0,0.92858,0.03196,0.6451472,False,False
97,S1,id04,2024-10-18,2024-10-17,0.9999721312885276,0.999996963594839,1.0000000000000007,0.8910460871315565,3.3275314759980503,3.3275314759980503,2.9649839014951556,0.6056799999999999,-0.2010086594227762,0.61648,0.31192,0.518356,True,True
31,S2,id02,2024-08-30,2024-08-29,0.9999670949632326,0.9999947063379493,1.0000000000000016,0.8391230470455064,3.4936576448382066,3.4936576448382066,2.9316086482704637,0.4831199999999999,0.0,0.59422,0.19516,0.3899863999999999,False,False
139,S2,id06,2024-07-19,2024-07-18,0.9999732361447288,0.9999970625854,1.0000000000000009,0.8902469554193928,3.287078057498878,3.287078057498878,2.926311232914268,0.66112,-0.029289199289199,0.6654599999999999,0.447,0.5556047999999999,True,True
148,S2,id06,2024-08-22,2024-08-21,0.9999726413510028,0.9999968127812164,1.0000000000000007,0.8835023328652672,3.309059071770646,3.309059071770646,2.9235614094983413,0.8358399999999999,0.0,0.8228200000000001,0.19932,0.6597072,True,True
59,S1,id03,2024-08-17,2024-08-16,0.9999714620665904,0.9999963298859862,1.0000000000000007,0.8713952421979306,3.351261737423748,3.351261737423748,2.9202735333510246,0.5796,0.0,0.7096999999999999,0.4142,0.608472,False,False
43,S1,id02,2024-09-29,2024-09-28,0.9999770143958374,0.999998150634299,1.0000000000000009,0.9195424367054569,3.1348900998327114,3.1348900998327114,2.8826644812039843,0.5698799999999999,0.0,0.92858,0.03196,0.6451472,False,False
205,S1,id09,2024-08-10,2024-08-09,0.999966985574648,0.999994199083554,1.000000000000001,0.824291460928429,3.4969766127712507,3.4969766127712507,2.8825279609737633,0.5214,0.0,0.5472199999999999,0.27396,0.4804504,False,False
135,S3,id06,2024-07-14,2024-07-13,0.9999726209453156,0.9999964198405346,1.0000000000000007,0.8692372871440145,3.3098046728945274,3.3098046728945274,2.8770056348434214,0.50968,-0.766476237807175,0.8262999999999999,0.2418,0.612288,True,True
139,S3,id06,2024-07-19,2024-07-18,0.9999748387283898,0.999997238473836,1.0000000000000009,0.8902469554193928,3.225330133061135,3.225330133061135,2.8713403311801007,0.66112,-0.029289199289199,0.6654599999999999,0.447,0.5556047999999999,True,True
143,S1,id06,2024-08-13,2024-08-12,0.9999783354391726,0.9999982849254813,1.000000000000001,0.9208350202253098,3.075698448689513,3.075698448689513,2.832210843205962,0.5921199999999999,-0.4083205112755871,0.8994999999999997,0.14956,0.5750247999999999,True,True
145,S2,id06,2024-08-15,2024-08-14,0.9999705088278752,0.999995154597095,1.0000000000000007,0.8356998872380658,3.384119460132755,3.384119460132755,2.8281082512330875,0.4461599999999999,-0.3518838557045076,0.67784,0.4386399999999999,0.4488904,False,True
136,S1,id06,2024-07-16,2024-07-15,0.999977469907649,0.9999978854577612,1.0000000000000009,0.9061458689728396,3.1148733837753255,3.1148733837753255,2.8225296490814613,0.9547599999999998,0.0253686484231911,0.34958,0.4979599999999999,0.4143872,True,True
128,S1,id06,2024-07-07,2024-07-06,0.9999771775503488,0.999997666241876,1.0000000000000009,0.8977428733377625,3.1277665080335613,3.1277665080335613,2.807930092051669,0.5804400000000001,0.0,0.8098600000000001,0.213,0.6353368,False,False
70,Q1,id03,2024-09-16,2024-09-15,0.9816512441781002,0.9981588728156022,0.9988503688334296,0.9597946970159857,2.787489493073262,2.787489493073262,2.6754176334394955,0.97168,0.0139975665700246,0.8623599999999998,0.1264,0.6651688,True,True
96,Q3,id04,2024-10-17,2024-10-16,0.9999592460567452,0.9999884218277864,1.0000000000000013,0.7159005659352067,3.707592356737603,3.707592356737603,2.654267466445497,0.48516,0.0,0.56242,0.29884,0.4339568,False,False
79,Q1,id03,2024-10-10,2024-10-09,0.999965092483008,0.9999910953211044,1.0000000000000013,0.7449065512573766,3.5527361007026563,3.5527361007026563,2.6464563963019954,0.38964,-0.5427670167280851,0.6893400000000001,0.31348,0.4686176000000002,False,True
47,S1,id02,2024-10-04,2024-10-03,0.9999771786900212,0.9999962655782297,1.0000000000000009,0.8363625149257424,3.1277165691815885,3.1277165691815885,2.6159048957756283,0.55692,0.0,0.62902,0.4062,0.5577335999999999,False,False
52,S1,id02,2024-10-09,2024-10-08,0.9999741847162334,0.9999948759636441,1.0000000000000009,0.80151152306196,3.2509915261715516,3.2509915261715516,2.6057071696032863,0.49068,0.0,0.8470200000000001,0.14004,0.4911808,False,False
