subject_id,sleep_date,lifelog_date,row,world_public_prob,mean_cell_world_score,max_cell_world_score,h047_support_posterior,h047_direct_support_contrast,h047_public_score,h047_private_score,h047_q2regime_score,h047_h042_support,h047_h045_support
id03,2024-09-16,2024-09-15,70,0.9597946970159857,0.5443050710399029,2.6754176334394955,0.97168,0.0139975665700246,0.8623599999999998,0.1264,0.6651688,True,True
id04,2024-09-15,2024-09-14,84,0.9386685900313455,0.1809215741354894,0.28114028920148804,0.57936,0.0,0.6459599999999999,0.2144,0.6084968,False,False
id06,2024-08-10,2024-08-09,141,0.9296231269664842,1.1112439949639705,3.1324421181950584,0.53364,0.0,0.92638,0.04948,0.5870528,False,False
id02,2024-10-05,2024-10-04,48,0.9262388147837318,0.5882329343160573,3.0170991571283805,0.8202399999999999,0.0,0.8258399999999999,0.2919999999999999,0.6203791999999999,True,True
id02,2024-09-06,2024-09-05,38,0.9238881573691962,0.2766237256752448,0.7103702491365357,0.57552,0.0,0.65166,0.30228,0.6051232000000001,False,False
id06,2024-08-13,2024-08-12,143,0.9208350202253098,2.7746431844917945,8.769951419865688,0.5921199999999999,-0.4083205112755871,0.8994999999999997,0.14956,0.5750247999999999,True,True
id02,2024-08-28,2024-08-27,29,0.9200649142790189,0.5997853218593778,2.2748761967191573,0.5658,0.0,0.7275999999999999,0.1865599999999999,0.6072128000000001,False,False
id02,2024-09-29,2024-09-28,43,0.9195424367054569,1.4577638748645418,3.3948352546865297,0.5698799999999999,0.0,0.92858,0.03196,0.6451472,False,False
id06,2024-08-14,2024-08-13,144,0.9153964578252369,0.9914747285066702,3.0859374364232273,0.6382,-0.1483721617459282,0.93602,0.0574,0.5824096,True,True
id01,2024-08-01,2024-07-31,1,0.9148263997233275,0.266399945738867,0.4034037834678545,0.585,0.0,0.8376199999999999,0.18228,0.6528679999999999,False,False
id02,2024-09-01,2024-08-31,33,0.9120430580900349,0.31140313240531353,1.1824794603567854,0.5443199999999999,0.0,0.5702999999999999,0.25556,0.5165888,False,False
id09,2024-09-21,2024-09-20,226,0.9111266903666472,0.20240820032904136,0.37963720244107013,0.8370399999999999,0.0,0.72602,0.27524,0.6552968,True,True
id06,2024-07-21,2024-07-20,140,0.9081308294526554,1.9251836619642262,7.514065286356488,0.4962,-0.3518838557045076,0.8651199999999998,0.1347999999999999,0.5655895999999999,False,True
id02,2024-09-03,2024-09-02,35,0.9064231906430098,0.454775699707824,1.9506079259322358,0.64084,-0.029289199289199,0.68434,0.46484,0.4777463999999999,True,True
id06,2024-07-16,2024-07-15,136,0.9061458689728396,0.7583131504282025,2.8225296490814613,0.9547599999999998,0.0253686484231911,0.34958,0.4979599999999999,0.4143872,True,True
id06,2024-08-23,2024-08-22,149,0.9057611462037253,0.3155032226500937,0.4057322847611614,0.64444,-0.0830707198137065,0.6634,0.4663199999999999,0.5092576000000001,True,True
id07,2024-07-14,2024-07-13,152,0.9043883163329449,0.3086268318738801,0.7454100224713464,0.82756,0.0,0.6321799999999999,0.2241199999999999,0.5961679999999999,True,True
id10,2024-08-14,2024-08-13,233,0.9040006155241694,0.2218046403177743,0.41875733363346224,0.5535599999999999,0.0,0.56838,0.46548,0.5422128,False,False
id07,2024-08-15,2024-08-14,167,0.9031147247159652,0.23574731515958303,0.5180350363430237,0.64132,-0.029289199289199,0.7457399999999998,0.17324,0.5350904,True,True
id04,2024-10-24,2024-10-23,101,0.9012212548078823,0.49775497917781214,3.059623815965494,0.62128,-0.1590475185430002,0.4691,0.28756,0.4190128,True,True
id07,2024-08-16,2024-08-15,168,0.9011888759351341,0.25125504288061945,0.3505376769008092,0.98008,0.0139975665700246,0.5757399999999999,0.39964,0.6195224,True,True
id01,2024-08-02,2024-08-01,2,0.9000935331916048,0.275520484434528,0.45068673305272255,0.51576,0.0,0.8330600000000001,0.2019599999999999,0.5387096,False,False
id04,2024-10-26,2024-10-25,103,0.8997841430947754,0.580524683528279,3.0121937772940366,0.62836,-0.1804278280984289,0.5931,0.34596,0.5710848000000001,True,True
id09,2024-09-07,2024-09-06,216,0.8985294237737473,0.24453094466567782,0.6282634593551781,0.8180799999999998,0.0,0.52708,0.4147999999999999,0.5775744,True,True
id06,2024-07-07,2024-07-06,128,0.8977428733377625,0.6418964312262038,2.807930092051669,0.5804400000000001,0.0,0.8098600000000001,0.213,0.6353368,False,False
id05,2024-11-13,2024-11-12,121,0.8976266115359205,0.21181144723330556,0.33373367698481327,0.61624,-0.1290789073751414,0.4160599999999999,0.62644,0.3720079999999999,True,True
id01,2024-09-02,2024-09-01,14,0.8961359039926277,0.2477095820254059,0.6081423067286225,0.53412,0.0,0.7693000000000001,0.19996,0.5521008000000001,False,False
id02,2024-09-30,2024-09-29,44,0.8952981491487022,0.6633929985198582,1.7715723648400012,0.8312799999999998,0.0,0.7919,0.285,0.637032,True,True
id01,2024-08-12,2024-08-11,9,0.8935170053629694,0.20695642864417482,0.34944039420987194,0.58656,0.0,0.6858199999999999,0.2758,0.6221256,False,False
id03,2024-10-06,2024-10-05,78,0.8930009169952057,0.5354926639388683,3.048274467744131,0.63424,-0.0855565841490392,0.40914,0.5652400000000001,0.4463024,True,True
id07,2024-07-26,2024-07-25,164,0.8918952811956374,0.40581808834719835,0.9836539611979349,0.98824,0.0253686484231911,0.65716,0.3831199999999999,0.6460304,True,True
id04,2024-10-18,2024-10-17,97,0.8910460871315565,0.6747828259888307,2.9649839014951556,0.6056799999999999,-0.2010086594227762,0.61648,0.31192,0.518356,True,True
id06,2024-07-19,2024-07-18,139,0.8902469554193928,1.1105143504762316,2.926311232914268,0.66112,-0.029289199289199,0.6654599999999999,0.447,0.5556047999999999,True,True
id01,2024-09-03,2024-09-02,15,0.8897076601380505,0.26358652721588033,0.5662106057776152,0.6077999999999999,0.0,0.7410199999999999,0.18708,0.6726639999999999,False,False
id10,2024-09-19,2024-09-18,242,0.8896923025942645,0.1490198060608726,0.29856191207657257,0.6194799999999999,-0.1486532066128325,0.4093800000000001,0.66204,0.4032575999999999,True,True
id02,2024-10-03,2024-10-02,46,0.8892470196014398,0.2691864504060767,0.4401852229796643,0.55284,0.0,0.8422200000000001,0.2354799999999999,0.601172,False,False
id06,2024-08-24,2024-08-23,150,0.8889173605711381,0.697967893969993,2.0870279375668295,0.8255199999999999,0.0,0.8123,0.2946,0.611672,True,True
id08,2024-09-11,2024-09-10,196,0.8882308679200912,0.17478682335225307,0.5573839380838251,0.58948,-0.123979932307448,0.3626000000000001,0.49104,0.3198312,True,True
id03,2024-08-20,2024-08-19,62,0.887899133005535,0.20163820566748628,0.7420579329958642,0.4954799999999999,0.0,0.7181599999999999,0.38888,0.4807511999999999,False,False
id06,2024-08-22,2024-08-21,148,0.8835023328652672,0.7222719311337674,2.9235614094983413,0.8358399999999999,0.0,0.8228200000000001,0.19932,0.6597072,True,True
id01,2024-08-13,2024-08-12,10,0.8824366100910701,0.2294448141037548,0.3919568671372329,0.8392000000000001,0.0,0.75308,0.25632,0.719356,True,True
id05,2024-10-02,2024-10-01,110,0.8794336135127431,0.22600498153477888,0.6330735090655782,0.6585999999999999,-0.029289199289199,0.38978,0.49076,0.4564872000000001,True,True
