row,subject_id,sleep_date,lifelog_date,inclusion_prob,inclusion_prior,inclusion_lift,row_weight,row_gain_to_proxy,row_gain_h018_to_proxy,mean_abs_logit_move_to_proxy,row_score,Q1_h012,Q1_proxy,Q2_h012,Q2_proxy,Q3_h012,Q3_proxy,S1_h012,S1_proxy,S2_h012,S2_proxy,S3_h012,S3_proxy,S4_h012,S4_proxy
140,id06,2024-07-21,2024-07-20,0.7099017138889592,0.5,1.4198034277779183,0.005679213711111698,0.0017896194485599421,0.001789619448559946,0.8532892871523546,0.98296,0.2300486672093805,0.237048691045638,0.6048681746914182,0.6269495778939826,0.64958246860714,0.591579881002531,0.954608877024379,0.9621642945168644,0.9999673286286056,0.999999,0.9960938897116238,0.999340701250878,0.8348399209834176,0.8153756299545389
188,id08,2024-08-10,2024-08-09,0.7780679922708726,0.5,1.5561359845417453,0.006224543938167008,0.004964156912497956,0.00496415691249794,0.14032453260935188,0.96616,0.5888914678553732,0.6042861875985915,0.7214270928763309,0.7219041636000579,0.6598227977319086,0.7728109547838421,0.8415811520319152,0.8701443429549888,0.5953954928806932,0.6060441406253239,0.6664842996438449,0.6575846902365949,0.5075188279224546,0.4980678788540179
205,id09,2024-08-10,2024-08-09,0.7276606378706698,0.5,1.4553212757413396,0.0058212851029653834,0.0011004408654210615,0.0011004408654210615,0.5885435166708837,0.9583200000000001,0.7361036685423867,0.74902801358386,0.5238631921292435,0.5099002499160687,0.4952672527579447,0.4981653390241122,0.999966985574648,0.999999,0.9120536048553756,0.9431289736918376,0.6951116275099871,0.6983863751698012,0.6149292248806427,0.6155803874300092
70,id03,2024-09-16,2024-09-15,0.6986594061754967,0.5,1.3973188123509934,0.005589275249403998,0.001751446123126251,0.001751446123126251,0.3120381892176008,0.95808,0.9816512441781002,0.9970325329479997,0.7915877136830629,0.8047954141440122,0.719796926464017,0.7328617364915871,0.8816197144593356,0.8872720559547204,0.5798762215659398,0.5967786754035262,0.421593213516457,0.4362151510812417,0.2642633503560666,0.2614918733526798
150,id06,2024-08-24,2024-08-23,0.6352355962422171,0.5,1.2704711924844343,0.0050818847699377594,0.0017139852362622748,0.0017139852362622748,0.26156845076046886,0.9468799999999999,0.298803461311037,0.3096178637517983,0.7618964871900413,0.7892636717660105,0.8138508605796733,0.8412708005252785,0.9271102412272332,0.9081992988970238,0.9842447698924992,0.9918487618429852,0.9675692414264006,0.9716560711078464,0.9621549563228784,0.9736298356538012
147,id06,2024-08-21,2024-08-20,0.6122238464470201,0.5,1.2244476928940402,0.004897790771576182,0.0012749172840244589,0.0012749172840244589,0.6894901491963317,0.94216,0.1262579302233636,0.1195514662878605,0.7460696818773138,0.7659947778425961,0.823856983623254,0.8350287343778507,0.8197434756711621,0.7991496950673377,0.99997013173659,0.999999,0.9356451268206633,0.923875898836609,0.9780412979073642,0.9906452113728228
143,id06,2024-08-13,2024-08-12,0.7075596837546477,0.5,1.4151193675092955,0.005660477470037206,0.0008423491376840024,0.0008423491376839865,1.0661420507667942,0.94144,0.2064150267801482,0.1954998359663392,0.7390106781431961,0.7628640710977952,0.7981923877756806,0.8042915887861274,0.9999783354391726,0.999999,0.9987967568387583,0.9999531607542153,0.9497379015144696,0.9524800353092256,0.9865016542469776,0.9941694324158672
87,id04,2024-09-20,2024-09-19,0.6661518824279725,0.5,1.332303764855945,0.0053292150594238035,0.003412856976926702,0.0034128569769266864,0.09152791207326534,0.9340799999999999,0.7495555822307489,0.7440745020753919,0.5500204107040866,0.5429835613536483,0.5262087064141104,0.419631020310157,0.8996670226222974,0.8970743440146847,0.6773982515353408,0.6884327538522993,0.4878373866996913,0.4868307854347649,0.4057548178150629,0.4229101770192881
148,id06,2024-08-22,2024-08-21,0.5996901792454465,0.5,1.199380358490893,0.004797521433963593,0.001357971279935651,0.001357971279935651,0.6945803797102762,0.9321599999999999,0.1335145856616745,0.1577517326851644,0.7677977223985484,0.7970738303281163,0.7914885929086038,0.8030441330498844,0.9654942383386128,0.97343464963749,0.9999726413510028,0.999999,0.9342655468656108,0.9379886815215852,0.9835202055233006,0.9923936468543026
65,id03,2024-08-24,2024-08-23,0.6263933450667082,0.5,1.2527866901334164,0.005011146760533687,0.0016889167527550614,0.0016889167527550614,0.13803909586199906,0.93208,0.8883790191831727,0.897564278489142,0.7022123803050839,0.7066631540306012,0.8498503157804559,0.8898728938348441,0.7136938626994449,0.6945710557839658,0.4372519242529011,0.4142365215047986,0.52453738757865,0.5344947438572866,0.0842030201678861,0.0657832577042037
