row,teacher_support_s2hub_jackpot,teacher_support_stagebridge_jackpot,core_cross_teacher_support,core_teacher_disagreement,core_support_rank
0,0,0,0.09992577865727609,0.020795879825778227,0.608
1,0,0,0.13522395879772992,0.02368596775260478,0.716
2,0,0,0.1276050692714643,0.025571960130077162,0.692
3,0,0,0.07252487138643335,0.0022008342671282627,0.468
4,0,0,0.23384426142405776,0.00967411060093662,0.812
5,1,1,0.5369695570674169,0.045096519782752975,0.924
6,0,0,0.09949192669084031,0.0028868772126476386,0.602
7,0,0,0.08522495807954165,0.005540980366036299,0.54
8,1,1,0.492527153697656,0.03220892690691368,0.908
9,0,0,0.19195133348965454,0.009845877577589965,0.792
10,0,0,0.24192463870983455,0.0614952706886978,0.816
11,0,0,0.16371106471950614,0.044968829708285384,0.752
12,0,0,0.09949192669084031,0.0028868772126476386,0.602
13,0,0,0.1856963462704492,0.03056162529775444,0.78
14,0,0,0.045226718072350756,0.008407090302781216,0.308
15,0,0,0.07969724705505242,0.0070022388806484925,0.504
16,0,0,0.09882543025758997,0.018546860772955837,0.596
17,1,1,0.5765338665108151,0.04675609281706844,0.936
18,0,0,0.18997896450927407,0.0003126784469038302,0.788
19,1,1,0.46405390174547345,0.011417286721555647,0.892
20,0,0,0.07887583733372194,0.013665562783934153,0.5
21,0,0,0.09777205455688215,0.009846816462094697,0.592
22,0,0,0.29457641240825233,0.06021493182397415,0.84
23,1,1,0.4416999768516423,0.006923841006890835,0.884
24,0,1,0.4072407001722873,0.2199947444881403,0.872
25,1,1,0.4901005372782602,0.04741478918453909,0.9
26,0,0,0.1051998394609667,0.014879389393908503,0.64
27,0,0,0.010250832570981422,0.0012753203435173378,0.008
28,0,0,0.01748076148319053,0.005197201700215873,0.056
29,0,0,0.10051667298196537,0.04786429745297633,0.62
30,0,0,0.023519924257070238,0.011529206381507145,0.112
31,0,0,0.027938219339159777,0.014078928079595439,0.14
32,0,0,0.021536053254679877,0.009845746607158574,0.092
33,0,0,0.021125634735005533,0.0010740631871256744,0.088
34,0,0,0.010380009939674688,0.0007666718758882482,0.012
35,0,0,0.02109792183910076,0.008313014294957973,0.08
36,0,1,0.17407576723865606,0.16093616675942643,0.76
37,0,0,0.12127858261915347,0.10250849745822321,0.68
38,0,0,0.028018388745357753,0.016046469509480937,0.148
39,0,0,0.022538183987294888,0.00888903274868036,0.108
40,0,0,0.025279257247371716,0.004700536733711597,0.124
41,0,0,0.021617235546563716,0.002718228835477175,0.1
42,0,0,0.016794395274340963,0.0044853890726791554,0.04
43,0,0,0.03532523016556059,0.0049516415014257235,0.22
44,0,0,0.015070238497999242,0.0011091850695640762,0.032
45,0,0,0.021775192752111212,0.009494383965192409,0.104
46,0,0,0.08274637538735474,0.047030242367787384,0.524
47,0,0,0.030605153380275696,0.015819163638428075,0.184
48,0,0,0.1753146279046367,0.03277671994797031,0.764
49,0,0,0.012346655933200917,0.004417455605724194,0.024
50,0,0,0.14660090751781232,0.03451345646419529,0.736
51,0,0,0.04808769875914969,0.034959940620129464,0.328
52,0,0,0.021117105423862692,0.007473388056237311,0.084
53,0,0,0.01177024818575754,0.0016252352583037578,0.02
54,0,0,0.04492462374238722,0.023973368164657817,0.304
55,0,0,0.030052016215730976,0.014095335803316908,0.176
56,1,1,0.4735323069643895,0.022214690011716443,0.896
57,0,0,0.019188584113928264,0.00035731763546105987,0.068
58,0,0,0.015112598503307609,0.00400618883355659,0.036
59,0,0,0.03595191199204556,0.005568764375162738,0.224
60,0,0,0.08939404790869226,0.022502742700689596,0.56
61,0,0,0.07331802215475232,0.0058933452460432495,0.472
62,0,0,0.0579276779004574,0.00814375453436415,0.404
63,0,0,0.10919348730842918,0.015221933076073606,0.648
64,0,0,0.08639546711626549,0.02700764175761283,0.544
65,0,0,0.10049547186224216,0.05726757803721298,0.616
66,0,0,0.07409236202709882,0.017412162070468817,0.476
67,0,0,0.07733656991099985,0.0010885213373232408,0.488
68,0,0,0.05041125210282288,0.00620995311366776,0.348
69,0,0,0.08055081988780022,0.018241798589229568,0.512
70,0,0,0.0927478077497775,0.005144342847162468,0.58
71,0,0,0.0331890282911557,0.004488721775210732,0.196
72,0,0,0.10372296062332997,0.005732107737640893,0.628
73,0,0,0.11513223581828144,0.010843669775815107,0.672
74,0,0,0.04578892842806425,0.019398160908277944,0.312
75,1,1,0.546132698423998,0.07148392628999592,0.928
76,0,0,0.1452747742381845,0.08726348565258774,0.728
77,0,0,0.07043587795573072,0.007200329712670699,0.456
78,0,0,0.10341175965843998,0.04217026396554728,0.624
79,0,0,0.05117525218755408,0.014461939122504604,0.356
80,0,0,0.036332087030247526,0.00620658233819394,0.228
81,0,0,0.04250787673270531,0.011911130638567956,0.288
