feature_family,target,raw_better_rate,auc,ap,direction_gain_sum,direction_positive_rate,direction_raw_rate
listener_only_direction,Q1,0.49333333333333335,0.4343389442073652,0.45901580382484203,-11.22457504083072,0.4533333333333333,0.7955555555555556
listener_only_direction,Q2,0.5244444444444445,0.40513622683351813,0.4694419863220187,-0.5480963202994937,0.5244444444444445,1.0
listener_only_direction,Q3,0.4911111111111111,0.43674050070145626,0.45478207182545477,-10.840522910724566,0.4666666666666667,0.19777777777777777
listener_only_direction,S1,0.5155555555555555,0.4019791996203733,0.4629603536559831,-11.593913739970368,0.4622222222222222,0.8
listener_only_direction,S2,0.5244444444444445,0.406076746396325,0.4695333864384017,-22.80898737157876,0.43777777777777777,0.5977777777777777
listener_only_direction,S3,0.4177777777777778,0.41037640084456717,0.3684450780306567,-7.390146310627466,0.5822222222222222,0.0
listener_only_direction,S4,0.52,0.4661977682811016,0.5060479291411621,0.40736832514220556,0.52,1.0
human_context_direction,Q1,0.49333333333333335,0.5099770823455034,0.49800342934952535,-1.3183925570236106,0.5244444444444445,0.5777777777777777
human_context_direction,Q2,0.5244444444444445,0.4580429272928877,0.4952274081899281,-3.7621306527270426,0.4955555555555556,0.66
human_context_direction,Q3,0.4911111111111111,0.5478274615187022,0.5399304793977244,-9.68837975659053,0.5377777777777778,0.45555555555555555
human_context_direction,S1,0.5155555555555555,0.5468997152799746,0.5772148096987064,-15.37106060306121,0.5444444444444444,0.5177777777777778
human_context_direction,S2,0.5244444444444445,0.5082567717408522,0.5383283861541253,-6.394479781696673,0.5244444444444445,0.5733333333333334
human_context_direction,S3,0.4177777777777778,0.41889312977099236,0.36055824860950125,-17.988370734246985,0.47555555555555556,0.3022222222222222
human_context_direction,S4,0.52,0.5015432098765432,0.506511554804905,-0.5579049596114383,0.52,0.6311111111111111
masked_pretext_direction,Q1,0.49333333333333335,0.5158250355618776,0.49469753633150204,-0.640610419539434,0.52,0.5777777777777777
masked_pretext_direction,Q2,0.5244444444444445,0.4594487565341359,0.49169716889496773,-8.700788066701387,0.49777777777777776,0.6266666666666667
masked_pretext_direction,Q3,0.4911111111111111,0.5222490070936,0.5459320460551457,-6.362786115949067,0.52,0.42
masked_pretext_direction,S1,0.5155555555555555,0.5463559791205315,0.5612409911445424,-10.509682994288474,0.5177777777777778,0.47333333333333333
masked_pretext_direction,S2,0.5244444444444445,0.5325122762553461,0.5360217080284455,-13.6612865198138,0.5177777777777778,0.45111111111111113
masked_pretext_direction,S3,0.4177777777777778,0.5775641546207568,0.46261220053863406,-5.890730744038972,0.5533333333333333,0.2911111111111111
masked_pretext_direction,S4,0.52,0.5245132953466287,0.55261068887175,-5.701043104860535,0.48,0.5555555555555556
responsibility_weighted_pretext_direction,Q1,0.49333333333333335,0.5069543227437964,0.4849484190842572,0.46469936757714336,0.5177777777777778,0.62
responsibility_weighted_pretext_direction,Q2,0.5244444444444445,0.45241961032789474,0.4854369773446544,-15.851419336936031,0.4777777777777778,0.6377777777777778
responsibility_weighted_pretext_direction,Q3,0.4911111111111111,0.49688790531328425,0.5078237354341919,-5.835986286677981,0.5044444444444445,0.4
responsibility_weighted_pretext_direction,S1,0.5155555555555555,0.5457628124011389,0.5705384724067484,-13.46127786194711,0.5222222222222223,0.4688888888888889
responsibility_weighted_pretext_direction,S2,0.5244444444444445,0.5397097259623,0.5469009620449903,-9.812195249865416,0.5311111111111111,0.45555555555555555
responsibility_weighted_pretext_direction,S3,0.4177777777777778,0.5731179957771642,0.4615252252243627,-3.5810804686029263,0.5555555555555556,0.30666666666666664
responsibility_weighted_pretext_direction,S4,0.52,0.5395299145299146,0.5565686839029764,-0.22970388965643584,0.5244444444444445,0.49777777777777776
