cell_key,row,subject_id,target,selected_expert,expert_family,selection_score,true_gain,raw_pred,selected_pred,switched,metric_row,surprise_calendar_rhythm,surprise_calendar_rhythm_rank,surprise_phone_device,surprise_phone_device_rank,surprise_body_sleep_activity,surprise_body_sleep_activity_rank,surprise_app_social_context,surprise_app_social_context_rank,surprise_mobility_environment,surprise_mobility_environment_rank,masked_surprise_energy_mean,masked_surprise_energy_max,masked_surprise_energy_disagreement,masked_surprise_energy_mean_rank,masked_surprise_energy_max_rank,masked_surprise_energy_disagreement_rank,target_surprise_rank,target_surprise_shift,target_surprise_direction,action_move_sign,surprise_action_direction_agrees,surprise_responsibility_score,surprise_veto_keep
171:Q3,171,id04,Q3,global_prior,prior,0.1779220347859642,-0.21376156416309222,0.7339285714285715,0.5926773455377574,True,171,1.0085640200913453,0.3444444444444444,1.349866513175426,0.3044444444444444,1.55257293461875,0.5866666666666667,1.1122172495110776,0.2733333333333333,1.884299089608522,0.7888888888888889,-0.3218329206087607,-0.2946539055545013,0.0217438233296367,0.2955555555555555,0.3644444444444444,0.38,0.3044444444444444,-0.1769911504424778,-1.0,-1.0,True,0.2995555555555555,True
172:Q3,172,id04,Q3,global_prior,prior,0.16285385466885116,-0.24819825243299443,0.7596428571428572,0.5926773455377574,True,172,0.7462123370299124,0.1355555555555555,1.1661915462295658,0.2222222222222222,0.8205939189586093,0.1622222222222222,1.515688737696374,0.4777777777777778,1.4411347798617882,0.6422222222222222,-0.3233659082193995,-0.306630052240151,0.0120692043620554,0.2688888888888889,0.1644444444444444,0.1111111111111111,0.2222222222222222,-0.1769911504424778,-1.0,-1.0,True,0.24788888888888888,True
174:Q2,174,id04,Q2,global_prior,prior,0.1709375272078633,0.41198201729583317,0.3667857142857143,0.5537757437070938,True,174,2.670706326069824,0.8777777777777778,4.332903844453248,0.8733333333333333,1.810066207974895,0.6955555555555556,1.9503307613723464,0.6555555555555556,1.1717129911498865,0.4533333333333333,-0.2667483003338039,-0.1967220110978327,0.0427731045969908,0.8377777777777777,0.7977777777777778,0.8177777777777778,0.6555555555555556,0.1681415929203539,1.0,1.0,True,0.7557777777777778,True
175:Q2,175,id04,Q2,global_prior,prior,0.18619357201594788,-0.3700884257638431,0.3539285714285715,0.5537757437070938,True,175,2.466208929086376,0.8733333333333333,3.1947570303191077,0.8133333333333334,1.452945159677588,0.5333333333333333,2.041621645130229,0.6911111111111111,2.0975161984563657,0.8133333333333334,-0.2736477486171924,-0.2492762999229016,0.0225210598679801,0.82,0.6444444444444445,0.4022222222222222,0.6911111111111111,0.1681415929203539,1.0,1.0,True,0.762,True
175:S4,175,id04,S4,hsjepa_action_health__high_margin_listener_health,core_action_health,0.15965788333959638,0.3558171131237646,0.5325,0.7600620013734175,True,175,2.466208929086376,0.8733333333333333,3.1947570303191077,0.8133333333333334,1.452945159677588,0.5333333333333333,2.041621645130229,0.6911111111111111,2.0975161984563657,0.8133333333333334,-0.2736477486171924,-0.2492762999229016,0.0225210598679801,0.82,0.6444444444444445,0.4022222222222222,0.4022222222222222,0.0973451327433628,1.0,1.0,True,0.632,True
176:Q2,176,id04,Q2,global_prior,prior,0.17274937161274817,0.44766469289440336,0.3539285714285715,0.5537757437070938,True,176,0.7730936248033523,0.1533333333333333,0.3776579872571546,0.0177777777777777,0.241841765276696,0.0044444444444444,0.8841932082789795,0.14,0.7761118532142258,0.1422222222222222,-0.3476527237331201,-0.3246017434248561,0.0252248469439841,0.0088888888888888,0.0022222222222222,0.5044444444444445,0.14,0.1681415929203539,1.0,1.0,True,0.06788888888888886,True
214:S2,214,id05,S2,hsjepa_action_health__strict_listener_health,core_action_health,0.19683080983751625,0.26322177488162024,0.41226890756302526,0.23529411764705882,True,214,1.549445773937569,0.7688888888888888,2.170539059681713,0.6355555555555555,0.8193214519664008,0.1577777777777777,0.5627115178660802,0.0244444444444444,0.9548515882006998,0.2688888888888889,-0.3270594302693315,-0.2925497277868416,0.0416556902874835,0.2288888888888889,0.3911111111111111,0.8022222222222222,0.8022222222222222,0.0707964601769911,1.0,-1.0,False,0.4868888888888889,True
214:S3,214,id05,S3,hsjepa_action_health__strict_listener_health,core_action_health,0.18866508696717646,0.3295927289859972,0.3442436974789916,0.08823529411764708,True,214,1.549445773937569,0.7688888888888888,2.170539059681713,0.6355555555555555,0.8193214519664008,0.1577777777777777,0.5627115178660802,0.0244444444444444,0.9548515882006998,0.2688888888888889,-0.3270594302693315,-0.2925497277868416,0.0416556902874835,0.2288888888888889,0.3911111111111111,0.8022222222222222,0.1577777777777777,0.1504424778761062,1.0,-1.0,False,0.1968888888888889,True
214:S4,214,id05,S4,hsjepa_action_health__high_margin_listener_health,core_action_health,0.16970523109802313,-0.2561998496930491,0.5383613445378151,0.6426975563093823,True,214,1.549445773937569,0.7688888888888888,2.170539059681713,0.6355555555555555,0.8193214519664008,0.1577777777777777,0.5627115178660802,0.0244444444444444,0.9548515882006998,0.2688888888888889,-0.3270594302693315,-0.2925497277868416,0.0416556902874835,0.2288888888888889,0.3911111111111111,0.8022222222222222,0.8022222222222222,0.0973451327433628,1.0,1.0,True,0.4868888888888889,True
215:S3,215,id05,S3,raw_action_core_health__wide_listener_health,raw_action_core_health,0.17560001367365752,0.17427472688707346,0.2799579831932773,0.14287454720991502,True,215,0.5717481220409598,0.0533333333333333,4.480543324088781,0.8755555555555555,1.5292417352055765,0.5755555555555556,1.2810419955486405,0.3444444444444444,0.8478852654463401,0.1933333333333333,-0.2994341236311882,-0.1899047114679502,0.0560529104497789,0.6288888888888889,0.8066666666666666,0.9177777777777778,0.5755555555555556,0.1504424778761062,1.0,-1.0,False,0.604888888888889,True
215:S4,215,id05,S4,hsjepa_action_health__wide_listener_health,core_action_health,0.20275039113757484,0.18465309568056987,0.5126470588235295,0.6166124518240802,True,215,0.5717481220409598,0.0533333333333333,4.480543324088781,0.8755555555555555,1.5292417352055765,0.5755555555555556,1.2810419955486405,0.3444444444444444,0.8478852654463401,0.1933333333333333,-0.2994341236311882,-0.1899047114679502,0.0560529104497789,0.6288888888888889,0.8066666666666666,0.9177777777777778,0.9177777777777778,0.0973451327433628,1.0,1.0,True,0.758888888888889,False
216:S3,216,id05,S3,hsjepa_action_health__strict_listener_health,core_action_health,0.18960752119749116,0.3295927289859972,0.3442436974789916,0.08823529411764708,True,216,1.6317322850325766,0.7933333333333333,1.8987076485640624,0.5511111111111111,2.3563177415101104,0.8044444444444444,0.6967162433609678,0.06,3.2284550072800036,0.8622222222222222,-0.3087713164741748,-0.2583292104372037,0.0460992806262587,0.4933333333333333,0.5977777777777777,0.8466666666666667,0.8044444444444444,0.1504424778761062,1.0,-1.0,False,0.6333333333333333,True
217:S2,217,id05,S2,subject_prior,prior,0.16545114872334435,0.2853404937439433,0.42512605042016804,0.23529411764705882,True,217,0.917696897013434,0.2577777777777778,1.574555761065707,0.3844444444444444,1.3509849455773428,0.4822222222222222,1.0002060863204758,0.2111111111111111,0.8317178691108885,0.1822222222222222,-0.3290306911376544,-0.3099506423951677,0.0196030401310758,0.2044444444444444,0.1111111111111111,0.3288888888888889,0.3288888888888889,0.0707964601769911,1.0,-1.0,False,0.2604444444444445,True
219:S3,219,id05,S3,hsjepa_action_health__wide_listener_health,core_action_health,0.18509981902494776,0.29112886604086147,0.3185294117647059,0.08823529411764708,True,219,1.2218374371228706,0.5511111111111111,5.172480220084512,0.8866666666666667,1.569649440090357,0.5933333333333334,2.6106221180807423,0.8155555555555556,2.8740682241235604,0.8488888888888889,-0.2515262374733829,-0.1579543066262463,0.0569870448897406,0.8822222222222222,0.8444444444444444,0.9266666666666666,0.5933333333333334,0.1504424778761062,1.0,-1.0,False,0.7522222222222223,True
