row,subject_id,sleep_date,lifelog_date,target,target_index,flat_index,h057_prob,h042_prob,q061,h057_support_cell,is_h057_seed,is_h050_null,public_weight,public_responsibility_rank,seed_responsibility_score,extension_score,context_overlap,h064_changed_row,h065_changed_row,h066_changed_row,h067_changed_row,h061_support_mean,row_q061_gain_from_h057_nonq2,row_loss_delta_to_q061,cell_loss_delta_to_q061,cell_q061_gain,action_beta,pred_cell_delta_to_q061,abs_prob_move_to_q061,abs_logit_move_to_q061,direction_to_q061,action_rank,q061_gain_rank,row_public_rank,extension_rank,move_rank,source_consensus,target_prior_weight,h068_cell_health
128,id06,2024-07-07,2024-07-06,S3,5,901,0.9451213960952204,0.9451213960952204,0.9623329299678068,0,0,0,0.0055207817858157,0.82,0.0,0.7944,0.8,1,0,1,1,0.0,0.0153504776432923,-0.002215747221433182,-0.003191786444231459,0.003191786444231459,0.0018858486838558605,-6.019226265002874e-06,0.01721153387258645,0.3943843963564153,1,0.9748571428571429,0.9074285714285715,0.8182857142857143,0.9182857142857143,0.9554285714285714,0.75,1.08,0.9198020571428573
71,id03,2024-09-17,2024-09-16,S3,5,502,0.5292676057759682,0.5292676057759682,0.5689504614130705,0,0,0,0.0041758944332105,0.676,0.0,0.90092,1.0,1,1,1,1,0.0,0.0104790635184093,-0.00152779231513972,-0.0031735292252270675,0.0031735292252270675,0.0011035950540045718,-3.5022911566995527e-06,0.03968285563710228,0.16036593801690363,1,0.936,0.9051428571428571,0.6742857142857143,0.9742857142857143,0.8274285714285714,1.0,1.08,0.9034354285714286
54,id02,2024-10-12,2024-10-11,S2,4,382,0.9874623635995506,0.9874623635995506,0.9992950594187844,0,0,0,0.0053475784556453,0.792,0.0,0.92096,1.0,1,1,1,1,0.0,0.0161016958032481,-0.0028679197823579853,-0.009874224919396882,0.009874224919396882,0.00025996910088211536,-2.5669933742033854e-06,0.01183269581923374,2.890288500887176,1,0.8925714285714286,0.9874285714285714,0.7902857142857143,0.9862857142857143,0.9822857142857143,1.0,1.05,0.902598
128,id06,2024-07-07,2024-07-06,S2,4,900,0.9672789969212284,0.9672789969212284,0.9887277680058654,0,0,0,0.0055207817858157,0.82,0.0,0.7944,0.8,1,0,1,1,0.0,0.0153504776432923,-0.002215747221433182,-0.009672305022596826,0.009672305022596826,0.00041256026159628876,-3.990408690361644e-06,0.02144877108463694,1.0876068738925846,1,0.9468571428571428,0.9868571428571429,0.8182857142857143,0.9182857142857143,0.9714285714285714,0.75,1.05,0.8980200000000002
132,id06,2024-07-11,2024-07-10,S2,4,928,0.9060132637497244,0.9060132637497244,0.8721560499542845,0,0,0,0.0044998412999868,0.704,0.0,0.90596,1.0,1,1,1,1,0.0,0.0101748780074946,-0.0014685172529572727,-0.006115478850060474,0.006115478850060474,0.0005035677210873431,-3.0795577478827983e-06,0.03385721379543982,0.3457422928706346,-1,0.9217142857142857,0.9708571428571429,0.7022857142857143,0.9822857142857143,0.9491428571428572,1.0,1.05,0.8963100000000002
145,id06,2024-08-15,2024-08-14,S3,5,1020,0.9287371041949244,0.9287371041949244,0.9089850431629808,0,0,0,0.0048645730690293,0.744,0.0,0.857,0.8,1,1,1,1,0.0,0.0072502419518679,-0.0011681877582889512,-0.002726116422176905,0.002726116422176905,0.0008808846549823792,-2.401394123991101e-06,0.019752061031943602,0.2661451282703715,-1,0.8811428571428571,0.8777142857142857,0.7422857142857143,0.9542857142857143,0.9274285714285714,1.0,1.08,0.8912345142857142
205,id09,2024-08-10,2024-08-09,S3,5,1440,0.6951116275099871,0.6951116275099871,0.7183358449537541,0,0,0,0.0051249554853622,0.768,0.0,0.94328,1.0,1,1,1,1,0.0,0.0166973547143652,-0.0025386655356274992,-0.001291602548082027,0.001291602548082027,0.0026346485290386972,-3.4029187534069458e-06,0.023224217443767015,0.11209505865541947,1,0.932,0.748,0.7662857142857142,0.9942857142857143,0.708,1.0,1.08,0.8820637714285715
140,id06,2024-07-21,2024-07-20,S4,6,986,0.8348399209834176,0.8348399209834176,0.8011519555138755,0,0,0,0.00549979102198,0.812,0.0,0.8906000000000001,0.8,1,1,1,1,0.0,0.0087592982441808,-0.00162409226645998,-0.003912383692871058,0.003912383692871058,0.0009036023796727828,-3.5352392150712775e-06,0.033687965469542114,0.22681511678786404,-1,0.9371428571428572,0.9342857142857143,0.8102857142857143,0.9662857142857143,0.9102857142857143,1.0,1.02,0.8807087999999998
99,id04,2024-10-20,2024-10-19,S1,3,696,0.8934898455052352,0.8934898455052352,0.8587259520627866,0,0,0,0.0050854294480614,0.764,0.0,0.92972,1.0,1,1,1,1,0.0,0.0105722770556871,-0.0015181234659479054,-0.005825797184454529,0.005825797184454529,0.0005372453532364605,-3.1298824662462503e-06,0.03476389344244868,0.32214640840488773,-1,0.924,0.9685714285714285,0.7622857142857142,0.9902857142857143,0.9451428571428572,1.0,1.02,0.8796946285714287
138,id06,2024-07-18,2024-07-17,S4,6,972,0.8634695569049544,0.8634695569049544,0.8351738943457109,0,0,0,0.0059482697824635,0.852,0.0,0.96364,1.0,1,1,1,1,0.0,0.0168862931466356,-0.0026805308265061556,-0.0032170155511125342,0.0032170155511125342,0.0008018317225711419,-2.5795051208867147e-06,0.02829566255924354,0.22166207856005649,-1,0.8937142857142857,0.9085714285714286,0.8502857142857143,0.9982857142857143,0.9068571428571428,1.0,1.02,0.8689234285714286
138,id06,2024-07-18,2024-07-17,S3,5,971,0.9951216136908172,0.9951216136908172,0.9996862736136602,0,0,0,0.0059482697824635,0.852,0.0,0.96364,1.0,1,1,1,1,0.0,0.0168862931466356,-0.0026805308265061556,-0.0037142326506797996,0.0037142326506797996,0.00031959603130746824,-1.187054014509882e-06,0.004564659922843051,2.748625093731855,1,0.7377142857142858,0.9274285714285714,0.8502857142857143,0.9982857142857143,0.9817142857142858,1.0,1.08,0.8674930285714286
71,id03,2024-09-17,2024-09-16,S4,6,503,0.151919945231375,0.151919945231375,0.1195855607470878,0,0,0,0.0041758944332105,0.676,0.0,0.90092,1.0,1,1,1,1,0.0,0.0104790635184093,-0.00152779231513972,-0.004323688467942399,0.004323688467942399,0.0008428648557588036,-3.6442850568782728e-06,0.0323343844842872,0.2767393160660552,-1,0.9382857142857143,0.9428571428571428,0.6742857142857143,0.9742857142857143,0.9297142857142857,1.0,1.02,0.8664987428571428
205,id09,2024-08-10,2024-08-09,S2,4,1439,0.9120536048553756,0.9120536048553756,0.9524343227195132,0,0,0,0.0051249554853622,0.768,0.0,0.94328,1.0,1,1,1,1,0.0,0.0166973547143652,-0.0025386655356274992,-0.012027099290587068,0.012027099290587068,0.00012922156948645387,-1.5541606466990769e-06,0.04038071786413766,0.6579384336783067,1,0.796,0.9908571428571429,0.7662857142857142,0.9942857142857143,0.9668571428571429,1.0,1.05,0.8632620000000001
66,id03,2024-08-25,2024-08-24,S2,4,466,0.526553215055173,0.526553215055173,0.4799149498250854,0,0,0,0.0043548298224573,0.688,0.0,0.7646,0.8,1,0,1,1,0.0,0.0141026997428789,-0.0024015438150871943,-0.004354473854625174,0.004354473854625174,0.0008479541331663167,-3.692394102794079e-06,0.04663826523008763,0.1866963358776344,-1,0.9388571428571428,0.9445714285714286,0.6862857142857143,0.9062857142857143,0.8691428571428571,0.75,1.05,0.86217
54,id02,2024-10-12,2024-10-11,S4,6,384,0.8754538798678919,0.8754538798678919,0.9050526737466154,0,0,0,0.0053475784556453,0.792,0.0,0.92096,1.0,1,1,1,1,0.0,0.0161016958032481,-0.0028679197823579853,-0.004329291801319246,0.004329291801319246,0.0005346503724519891,-2.3146574740286777e-06,0.02959879387872344,0.30460448611927315,1,0.8737142857142857,0.944,0.7902857142857143,0.9862857142857143,0.9417142857142857,1.0,1.02,0.8603146285714287
147,id06,2024-08-21,2024-08-20,S4,6,1035,0.9780412979073642,0.9780412979073642,0.9935494323404732,0,0,0,0.0048286382275859,0.736,0.0,0.9026,0.8,1,1,1,1,0.0,0.0107519200219667,-0.001782760532204133,-0.007728525095012144,0.007728525095012144,0.0002482904559481325,-1.9189190196471493e-06,0.015508134433109055,1.2407272959454052,1,0.8434285714285714,0.9817142857142858,0.7342857142857143,0.9782857142857143,0.9731428571428572,1.0,1.02,0.8490305142857144
244,id10,2024-09-21,2024-09-20,S1,3,1711,0.6570069758137274,0.6570069758137274,0.7044112167767673,0,0,0,0.0028013623835535,0.46,0.0,0.8497200000000003,0.8,1,1,1,1,0.0,0.0194573486236615,-0.0028717994939637037,-0.005108552336033911,0.005108552336033911,0.001039164876708821,-5.308628158435239e-06,0.04740424096303997,0.21840853101390234,1,0.9714285714285714,0.9617142857142857,0.4582857142857143,0.9422857142857143,0.904,1.0,1.02,0.8482669714285714
