row,subject_id,target,target_idx,surprise_score,masked_surprise_energy_mean_rank,target_surprise_rank,target_law_shift,neighbor_margin,logit_move,proposal_score
195,id08,Q2,1,surprise_app_social_context_rank,0.92,0.904,0.16814159292035397,0.2949206349206349,0.4634122549450552,2.0792
241,id10,Q2,1,surprise_app_social_context_rank,0.976,0.988,0.16814159292035397,0.15206349206349212,0.47379225142857145,1.9385250031746035
128,id06,S3,5,surprise_body_sleep_activity_rank,0.992,1.0,0.1504424778761062,0.16634920634920636,0.49309952348536423,1.911861951224783
166,id07,Q3,2,surprise_phone_device_rank,0.912,0.976,-0.17699115044247782,-0.17142857142857143,-0.3596795956043956,1.875593142857143
199,id08,Q2,1,surprise_app_social_context_rank,0.872,0.932,0.16814159292035397,0.20920634920634928,0.2901338531868133,1.8659941841269847
246,id10,S1,3,masked_surprise_energy_mean_rank,0.98,0.98,-0.12389380530973448,-0.2536507936507936,-0.46842450227784455,1.8305786249149074
248,id10,Q2,1,surprise_app_social_context_rank,0.9,0.976,0.16814159292035397,0.15206349206349212,0.317313687912088,1.7658628571428572
222,id09,Q3,2,surprise_phone_device_rank,0.968,0.988,-0.17699115044247782,-0.11428571428571427,-0.40912645714285706,1.741985142857143
185,id08,Q2,1,surprise_app_social_context_rank,0.864,0.92,0.16814159292035397,0.1806349206349207,0.2504244043956044,1.711515428571429
246,id10,Q2,1,surprise_app_social_context_rank,0.98,1.0,0.16814159292035397,0.09492063492063496,0.409345054945055,1.6901111111111113
31,id02,S3,5,surprise_body_sleep_activity_rank,0.796,0.968,0.1504424778761062,0.2234920634920634,0.12245049454888211,1.6888389859422777
22,id01,Q3,2,surprise_phone_device_rank,1.0,1.0,-0.17699115044247782,-0.08571428571428574,-0.4297857142857144,1.6785714285714288
6,id01,Q3,2,surprise_phone_device_rank,0.996,0.996,-0.17699115044247782,-0.08571428571428574,-0.4214809318681319,1.6651697142857143
150,id06,Q2,1,surprise_app_social_context_rank,0.792,0.952,0.16814159292035397,0.1806349206349207,0.10866944000000013,1.6234592000000003
190,id08,Q3,2,surprise_phone_device_rank,0.88,0.816,-0.17699115044247782,-0.19999999999999996,-0.2634110769230769,1.6156799999999998
242,id10,Q2,1,surprise_app_social_context_rank,0.936,0.924,0.16814159292035397,0.12349206349206354,0.33844556307692325,1.6150992000000002
167,id07,Q2,1,surprise_app_social_context_rank,0.964,0.968,0.16814159292035397,0.09492063492063496,0.36982961230769235,1.6093169015873017
190,id08,Q2,1,surprise_app_social_context_rank,0.88,0.84,0.16814159292035397,0.1806349206349207,0.2581513846153847,1.5916266666666667
167,id07,Q3,2,surprise_phone_device_rank,0.964,0.968,-0.17699115044247782,-0.08571428571428574,-0.3584280615384616,1.5663622857142858
128,id06,Q3,2,surprise_phone_device_rank,0.992,0.94,-0.17699115044247782,-0.08571428571428574,-0.39156784615384627,1.5652342857142858
53,id02,Q2,1,surprise_app_social_context_rank,0.94,0.964,0.16814159292035397,0.09492063492063496,0.32884052747252746,1.5627664126984129
140,id06,S3,5,surprise_body_sleep_activity_rank,0.944,0.992,0.1504424778761062,0.1092063492063492,0.3348355595478721,1.5570938445546587
151,id06,Q2,1,surprise_app_social_context_rank,0.984,0.996,0.16814159292035397,0.06634920634920638,0.3748444905494507,1.550212342857143
198,id08,Q2,1,surprise_app_social_context_rank,0.844,0.912,0.16814159292035397,0.15206349206349212,0.19272905142857144,1.5473976380952381
195,id08,Q3,2,surprise_phone_device_rank,0.92,0.792,-0.17699115044247782,-0.17142857142857143,-0.3054465494505496,1.5353485714285715
195,id08,S1,3,masked_surprise_energy_mean_rank,0.92,0.92,-0.12389380530973448,-0.22507936507936505,-0.30920555898832286,1.53287963089025
241,id10,S1,3,masked_surprise_energy_mean_rank,0.976,0.976,-0.12389380530973448,-0.16793650793650794,-0.37276390436194157,1.5176659000075632
140,id06,Q3,2,surprise_phone_device_rank,0.944,0.956,-0.17699115044247782,-0.08571428571428574,-0.32237895824175816,1.5148502857142858
77,id03,Q2,1,surprise_app_social_context_rank,0.776,0.896,0.16814159292035397,0.1806349206349207,0.07080723692307701,1.497093688888889
238,id10,Q2,1,surprise_app_social_context_rank,0.852,0.872,0.16814159292035397,0.15206349206349212,0.1984511015384616,1.4935532952380954
222,id09,S1,3,masked_surprise_energy_mean_rank,0.968,0.968,-0.12389380530973448,-0.16793650793650794,-0.3571759722678954,1.4928880974207694
242,id10,S1,3,masked_surprise_energy_mean_rank,0.936,0.936,-0.12389380530973448,-0.19650793650793646,-0.3197208571817563,1.4912385132743358
75,id03,Q2,1,surprise_app_social_context_rank,0.888,0.94,0.16814159292035397,0.09492063492063496,0.23728368351648363,1.4395607619047621
115,id05,S4,6,masked_surprise_energy_disagreement_rank,0.972,0.984,0.09734513274336287,0.29714285714285704,0.3905413918416507,1.4323931926480604
128,id06,S4,6,masked_surprise_energy_disagreement_rank,0.992,0.964,0.09734513274336287,0.29714285714285704,0.4155866240770803,1.432153573859769
132,id06,Q2,1,surprise_app_social_context_rank,0.832,0.96,0.16814159292035397,0.09492063492063496,0.15063898021978017,1.3774750476190478
196,id08,Q3,2,surprise_phone_device_rank,0.788,0.696,-0.17699115044247782,-0.2857142857142857,-0.09338637362637371,1.37112
151,id06,S3,5,surprise_body_sleep_activity_rank,0.984,0.996,0.1504424778761062,0.052063492063492034,0.32867314835090033,1.3703761532626664
222,id09,Q1,0,surprise_phone_device_rank,0.968,0.988,-0.11504424778761063,-0.15269841269841272,-0.3246360273072061,1.363307322938615
182,id08,S1,3,masked_surprise_energy_mean_rank,0.916,0.916,-0.12389380530973448,-0.16793650793650794,-0.2609036607634707,1.3368032360638376
128,id06,Q1,0,surprise_phone_device_rank,0.992,0.94,-0.11504424778761063,-0.15269841269841272,-0.34137626140231453,1.3292326225593483
217,id09,S1,3,masked_surprise_energy_mean_rank,0.928,0.928,-0.12389380530973448,-0.13936507936507936,-0.26063717517934754,1.2782599512896147
166,id07,Q1,0,surprise_phone_device_rank,0.912,0.976,-0.11504424778761063,-0.15269841269841272,-0.24192635830010703,1.2688378390223347
22,id01,S1,3,masked_surprise_energy_mean_rank,1.0,1.0,-0.12389380530973448,-0.0822222222222222,-0.3237249829816201,1.2664700098328412
236,id10,Q2,1,surprise_app_social_context_rank,0.86,0.848,0.16814159292035397,0.09492063492063496,0.17356230329670333,1.2577186031746033
115,id05,Q2,1,surprise_app_social_context_rank,0.972,0.992,0.16814159292035397,0.009206349206349218,0.2798652202197802,1.2496649142857144
210,id09,S1,3,masked_surprise_energy_mean_rank,0.884,0.884,-0.12389380530973448,-0.16793650793650794,-0.20600928196051732,1.2450335968534902
167,id07,Q1,0,surprise_phone_device_rank,0.964,0.968,-0.11504424778761063,-0.12412698412698414,-0.287433663172226,1.2358136052816409
238,id10,S1,3,masked_surprise_energy_mean_rank,0.852,0.852,-0.12389380530973448,-0.19650793650793646,-0.16630169128135303,1.2355906221919668
190,id08,S1,3,masked_surprise_energy_mean_rank,0.88,0.88,-0.12389380530973448,-0.16793650793650794,-0.19938052678431167,1.2337918160502228
66,id03,Q2,1,surprise_app_social_context_rank,0.812,0.804,0.16814159292035397,0.12349206349206354,0.10818058549450563,1.2191677333333337
