candidate_id,flat_index,row,subject_id,sleep_date,lifelog_date,target,target_index,h057_prob,q061,cell_q061_gain,public_score,invariant_score,private_safe_score,latent_shortcut_energy,bad_pressure_rank,h068_cell_health,outside_h069_cell,outside_h070_cell,is_h050_null,source_count,source_weight,source_family_count,source_consensus,source_mean_move,source_action_delta,source_posterior_delta,hit_h071,hit_h074,hit_h076,hit_h079,h080_bad_same_raw,h080_bad_opp_raw,h080_bad_same_rank,h080_bad_opp_rank,h080_bad_margin_rank,h079_cell,h079_row,h079_role,h080_cell_score,h085_q,h085_q_move,h085_q_gain,h085_abs_q_move,h082_cell,h084_dark_cell,source_agrees_h085,h085_cell_score,q_hard,best_world_y,confidence,hard_gain,combined_score,hard_logit_delta,binary_shock,h086_resp_weight,h086_resp_lift,h086_resp_rank,h086_equation_alignment,h086_resp_action_score,hard_logit_move,hard_diag_gain,h088_prob,h088_logit_move,h088_active,h088_q_delta,h088_q_bad,h088_bad_rank,h088_move_abs_rank,h088_toxicity,h057_positive_weight,h057_positive_logit_move,h095_safe_cell_score,sleep_dow,lifelog_dow,date_gap_days,row_norm,row_sin1,row_cos1,row_sin3,row_cos3,subject_idx,within_subject_norm,subject_block_size,target_Q1,target_Q2,target_Q3,target_S1,target_S2,target_S3,target_S4,sleep_dow_0,lifelog_dow_0,sleep_dow_1,lifelog_dow_1,sleep_dow_2,lifelog_dow_2,sleep_dow_3,lifelog_dow_3,sleep_dow_4,lifelog_dow_4,sleep_dow_5,lifelog_dow_5,sleep_dow_6,lifelog_dow_6,is_q,is_s,is_subjective_quality,is_objective_stage,h057_h088_anti_conflict,h057_h088_same_conflict,conflict_strength,h098_frontier_cell_score,h106_vote_weight,h106_vote_consensus,h106_move,h106_score,h106_seed_row,h106_seed_neighbor,h106_seed_subject,h107_move,h107_align_h057,h107_align_h106,h107_align_or_consensus,h107_q2_penalty,h107_antipode_score,h097_move_col
h107_strict_antitoxic_core_c44_a045_a0ea1eec,6,0,id01,2024-07-31,2024-07-30,S4,6,0.5084298008946088,0.5091151839410136,9.39781743536372e-07,0.1482914285714285,0.5036571428571429,0.3172508,0.4932142857142857,0.1785714285714285,0.2109301714285714,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1856015952715258,0.1785714285714285,0.7337142857142858,0.736,0.0,0.0,,-0.5764400000000001,0.5091590368126224,0.0029178468760701,9.681413111195525e-07,0.0029178468760701,0.0,0.0,0.0,0.0957847428571428,0.5223625210687107,1,0.5223625210687107,1.4679869777242745e-07,0.45888,0.045010420029887,0.0019122187266242,0.000551777393772,0.9656104391011492,0.108,0.502682123038882,0.0688006857142857,0.0557874001969457,0.000388523838803,0.5114968799282992,0.0122732280433281,1.0,9.8721686667691e-06,9.8721686667691e-06,0.9217142857142856,0.5114285714285715,0.7346857142857143,0.8756571428571429,-0.0107769801670586,-0.0351718857142857,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.6433327934693878,0.57472224,14.624286960576873,0.9999999999987573,-0.03576487004711348,0.3033194861948564,0.0,0.0,0.0,-0.005522952619497645,1.0,1.0,1.0,0.0,0.7364385202283975,h107_move
h107_strict_antitoxic_core_c44_a045_a0ea1eec,23,3,id01,2024-08-03,2024-08-02,Q3,2,0.5825405612758282,0.5795370659761659,1.8534940263270627e-05,0.2811657142857143,0.6352171428571428,0.1250753999999999,0.8544285714285714,0.9097142857142856,0.3286348571428571,0.0,1.0,0,3.0,5.4,1.0,1.0,-0.0020563557839757,-1.3985871682512395e-09,-5.640630085346209e-06,0.0,0.0,0.0,1.0,0.127484423230084,0.0059622151491581,0.8485714285714285,0.2148571428571428,0.1788571428571428,1.0,1.0,episode_neighbor_q061,0.28076,0.5795635192393868,-0.0122295736452776,1.6570339673616097e-05,0.0122295736452776,1.0,0.0,1.0,0.1879783428571428,0.5577169744059128,0,0.5577169744059128,8.511330267661373e-11,0.1802285714285714,0.0011137372782469,0.0033986064699007,0.0005605465865673,0.9809565264928056,0.22,0.1387492598971923,0.2050615999999999,-0.1013098164667343,0.0012604154204444,0.5729004845201093,-0.0395164455506682,1.0,7.263366103893443e-05,7.263366103893443e-05,0.9571428571428572,0.6308571428571429,0.8040571428571429,0.9461771428571428,0.1024235537449813,0.0526738285714285,5.0,4.0,1.0,0.012048192771084338,0.0756287458844567,0.997136045279652,0.225155940522694,0.9743227403932134,0.0,0.11538461538461539,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.760780490122449,0.5840420685714287,3.0061376520171494,0.9999999999981126,0.1145614007781702,0.5243761754641578,0.0,0.0,0.0,0.017782400497800693,1.0,1.0,1.0,0.0,0.7174666796568787,h107_move
h107_strict_antitoxic_core_c44_a045_a0ea1eec,24,3,id01,2024-08-03,2024-08-02,S1,3,0.8856649411247233,0.884269699592085,9.57829480535688e-06,0.3897885714285715,0.6352171428571428,0.0773217714285714,0.9170857142857144,0.872,0.3982313142857143,1.0,1.0,0,3.0,5.4,1.0,1.0,-0.0022843066139102,-1.023657469904827e-08,-2.9117981057794986e-06,0.0,0.0,0.0,1.0,0.2406994082492063,0.0,0.9257142857142856,0.0777142857142857,0.1788571428571428,1.0,1.0,episode_neighbor_q061,0.3248571428571428,0.8843445253579758,-0.0129744625034478,7.806096574636268e-06,0.0129744625034478,0.0,1.0,1.0,0.2032936,0.8820840042998885,1,0.8820840042998885,9.344356289733132e-08,0.4318628571428572,0.0561513585022945,0.0001448418096032,0.0005651349325084,0.9889861318897074,0.3668571428571429,0.7227631446137076,0.1976734857142857,-0.0348906338605639,6.274948159712412e-05,0.8838282129387657,-0.0180127622696133,1.0,-7.28027584134816e-06,0.0,0.4542857142857143,0.5417142857142857,0.4852285714285714,0.9233085714285716,0.0910419923628584,0.0897802285714285,5.0,4.0,1.0,0.012048192771084338,0.0756287458844567,0.997136045279652,0.225155940522694,0.9743227403932134,0.0,0.11538461538461539,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.44801569910204087,0.43306448000000003,0.9833040141543777,0.9999999999948533,0.12843999999986938,0.3572783414179953,0.0,0.0,0.0,0.008105743021325985,1.0,1.0,1.0,0.0,0.571065389027851,h107_move
h107_strict_antitoxic_core_c44_a045_a0ea1eec,70,10,id01,2024-08-13,2024-08-12,Q1,0,0.0845240805884701,0.0842013651106576,6.737279700796961e-07,0.2023371428571428,0.602737142857143,0.3906834857142857,0.4868142857142857,0.1785714285714285,0.2460342857142857,1.0,1.0,0,2.0,1.94687670251848,1.0,1.0,-0.0041777863526295,-2.782961929837571e-09,-6.737279700796962e-07,1.0,0.0,0.0,0.0,0.0,0.1611402369820103,0.1785714285714285,0.6954285714285714,0.7005714285714286,0.0,0.0,,0.4868200000000001,0.0841553820138037,-0.0047742538749995,8.004620907220428e-07,0.0047742538749995,1.0,0.0,1.0,0.2852368,0.0754263273970388,1,0.9245736726029612,6.630912627711728e-09,0.4210057142857143,-0.0181895997749585,0.0044344727901558,0.0008266039117698,1.4465568455972857,0.9954285714285714,0.1536011274572291,0.6799027428571429,-0.123768763578473,0.0005532529424936,0.0841390992428633,-0.0049855360102926,1.0,-8.778279230181596e-07,0.0,0.4542857142857143,0.4725714285714286,0.4595142857142857,0.9854057142857144,0.2081028812496921,0.2454533714285714,1.0,0.0,1.0,0.040160642570281124,0.2496673968626068,0.968331653383204,0.6867513112135011,0.7268924518431438,0.0,0.38461538461538464,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.4528080029387756,0.3913596228571429,0.9919023337731939,0.9999999999171052,0.007905277161449448,0.024272077219253157,0.0,0.0,0.0,0.00224349120463167,1.0,1.0,1.0,0.0,0.6949944147312518,h107_move
h107_strict_antitoxic_core_c44_a045_a0ea1eec,249,35,id02,2024-09-03,2024-09-02,S2,4,0.8823122084998396,0.881625272331127,2.2683932919820293e-06,0.3141771428571429,0.3170571428571428,0.3076631428571429,0.5137285714285714,0.1785714285714285,0.362382,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2800586053484107,0.1785714285714285,0.8428571428571429,0.844,0.0,0.0,,-0.5605257142857143,0.8815578212908938,-0.0072449921663491,2.4887918590454916e-06,0.0072449921663491,0.0,0.0,0.0,0.1059947428571428,0.8728222570809246,1,0.8728222570809246,1.6048527488541938e-07,0.6375885714285714,-0.0718540747710767,0.0025778289398956,0.0005714536940665,1.000043964616444,0.6754285714285714,0.6785783715599005,0.3989555428571429,-0.0883644115187145,0.0004239501228325,0.8792503666371515,-0.0291602558011754,1.0,2.2478691047267407e-05,2.2478691047267407e-05,0.9377142857142856,0.5857142857142857,0.7718571428571429,0.8785085714285715,0.0165103367476378,-0.0347169142857142,1.0,0.0,1.0,0.14056224899598393,0.7727602671207603,0.6346980144599881,0.4724395684796713,-0.8813630660146488,1.0,0.25806451612903225,32.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.6780831159183675,0.25910259428571436,6.8829819973598285,0.9999999999974618,0.03720551369592912,0.24257410029100665,0.0,0.0,0.0,0.01312211511052893,1.0,1.0,1.0,0.0,0.7419237141710733,h107_move
h107_strict_antitoxic_core_c44_a045_a0ea1eec,429,61,id03,2024-08-19,2024-08-18,Q3,2,0.769391940972039,0.7691873343964346,1.1794978560519809e-07,0.1801828571428571,0.3370171428571429,0.0740792571428571,0.6702571428571429,0.7508571428571429,0.2411588571428571,1.0,1.0,0,2.0,3.6,1.0,1.0,-0.000184451677063,-5.6483338269916636e-11,-3.4533000903280715e-08,0.0,0.0,0.0,1.0,0.0259545843659137,0.1152267987939449,0.6217142857142857,0.6057142857142858,0.572,1.0,1.0,episode_neighbor_q061,0.3079257142857142,0.769159963715853,-0.0013069844411823,1.3796569509061385e-07,0.0013069844411823,0.0,0.0,1.0,0.0993245714285714,0.7570030321951982,0,0.7570030321951982,9.349604647858497e-08,0.3282628571428571,-0.0431694753420197,0.0002337820502099,0.000570936680997,0.9991391917449192,0.6605714285714286,0.4307766506520007,0.3147865142857143,-0.0685626666458385,0.0004272632394869,0.7692349173091595,-0.0008847885427687,1.0,-1.357899670484386e-07,0.0,0.4542857142857143,0.4502857142857143,0.4517142857142857,0.8968457142857144,0.0253931913038187,0.0444745142857143,0.0,6.0,1.0,0.24497991967871485,0.9995025893658627,0.03153686495097154,-0.995526272808559,-0.09448513188803126,2.0,0.1,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.4051180212244898,0.5751226514285716,2.030774582190286,0.9999999997719006,0.0014032262735842623,0.00557763684509385,0.0,0.0,0.0,0.000398154844245915,1.0,1.0,1.0,0.0,0.5925580324252091,h107_move
h107_strict_antitoxic_core_c44_a045_a0ea1eec,430,61,id03,2024-08-19,2024-08-18,S1,3,0.604026200472991,0.6063203145082555,1.1009521791116583e-05,0.3882685714285714,0.3370171428571429,0.0654890857142856,0.7873714285714286,0.684,0.3785540571428571,1.0,1.0,0,2.0,3.6,1.0,1.0,0.0015362066480787,-1.5536985231547174e-08,-3.224407648327876e-06,0.0,0.0,0.0,1.0,0.1413535464138461,0.0,0.8622857142857143,0.0777142857142857,0.1788571428571428,1.0,1.0,episode_neighbor_q061,0.2920571428571428,0.6062772068060069,0.0094206983426381,9.646010099229052e-06,0.0094206983426381,0.0,0.0,1.0,0.1293242857142857,0.6074964413452014,0,0.6074964413452014,1.993561071952924e-07,0.5617257142857143,-0.0547320393639781,0.0057171149923169,0.0005577874228806,0.9761279900412012,0.1754285714285714,0.6818286787726655,0.0789510857142856,0.0145311845062691,2.520043883824652e-05,0.6055727655873674,0.0064705280329236,1.0,-9.560522133300609e-06,0.0,0.4542857142857143,0.4817142857142857,0.4683428571428571,0.9234285714285716,-0.0692632238702473,0.071728,0.0,6.0,1.0,0.24497991967871485,0.9995025893658627,0.03153686495097154,-0.995526272808559,-0.09448513188803126,2.0,0.1,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.43248117551020415,0.4628745142857143,5.034311681599859,0.9999999999982955,-0.07574491563303028,0.42039732539322217,0.0,0.0,0.0,-0.00291173761481562,1.0,1.0,1.0,0.0,0.56111088457119,h107_move
h107_strict_antitoxic_core_c44_a045_a0ea1eec,431,61,id03,2024-08-19,2024-08-18,S2,4,0.3710434597203731,0.3692515525433949,6.88404145421373e-06,0.2283599999999999,0.3370171428571429,0.2767198285714285,0.4746142857142857,0.1785714285714285,0.301308,0.0,1.0,0,2.0,3.6,1.0,1.0,-0.0012297659195405,-3.960982746717251e-10,-2.0161537268581498e-06,0.0,0.0,0.0,1.0,0.0,0.0512708071493512,0.1785714285714285,0.4537142857142857,0.4925714285714285,1.0,1.0,episode_neighbor_q061,0.3814771428571429,0.3692343777748191,-0.0077597792771074,6.385477044568155e-06,0.0077597792771074,0.0,0.0,1.0,0.1794704571428571,0.3557729766594964,1,0.6442270233405036,2.3844188198995762e-08,0.3532228571428571,-0.018909915898664,0.0025802703377575,0.0005574504253998,0.9755382444497758,0.1708571428571428,0.1560624955544478,0.1777734857142857,-0.0660154001721844,0.0005025283157065,0.3698048101121429,-0.0053113073079726,1.0,-6.318411186589934e-06,0.0,0.4542857142857143,0.4742857142857143,0.4644857142857143,0.9088,0.0471054842735203,0.1034401142857143,0.0,6.0,1.0,0.24497991967871485,0.9995025893658627,0.03153686495097154,-0.995526272808559,-0.09448513188803126,2.0,0.1,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.42212461714285715,0.22523829714285717,0.9949964736413532,0.999999999993669,0.10318496498591656,0.3089470541686921,0.0,0.0,0.0,0.00239008828858767,1.0,1.0,1.0,0.0,0.6647264613705423,h107_move
h107_strict_antitoxic_core_c44_a045_a0ea1eec,492,70,id03,2024-09-16,2024-09-15,Q3,2,0.7379400612256236,0.7355869958106938,1.4288337799372997e-05,0.3116914285714286,0.6828971428571429,0.2207168285714285,0.8332285714285714,0.8417142857142857,0.3441497142857141,0.0,1.0,0,3.0,5.4,1.0,1.0,-0.0020221380359516,-3.134488404904697e-09,-4.346254514286939e-06,0.0,0.0,0.0,1.0,0.0731579621258778,0.0472847466857211,0.7742857142857142,0.44,0.1788571428571428,1.0,1.0,episode_neighbor_q061,0.3316057142857143,0.7355915224463873,-0.012109554749387,1.2950746220652398e-05,0.012109554749387,0.0,0.0,1.0,0.1411393714285714,0.7328617364915871,1,0.7328617364915871,2.4116037798910797e-07,0.5565599999999999,0.065736169256795,0.0009675930385018,0.0005668389182423,0.9919681069240556,0.4594285714285714,0.2781616572872293,0.2739041142857143,-0.0260986599217263,6.640444775363186e-05,0.7351021332494506,-0.0146242487539178,1.0,-1.3618258931202831e-05,0.0,0.4542857142857143,0.5257142857142857,0.4838571428571429,0.9333028571428572,0.0918348291785213,0.0667148571428571,0.0,6.0,1.0,0.28112449799196787,0.9809388143902331,-0.19431686088109762,-0.8327815731637613,0.553601708269484,2.0,0.55,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.45158525387755105,0.5586044000000001,4.778974186440193,0.9999999999991234,0.15516569795535648,0.8586378981718341,0.0,0.0,0.0,0.00658091193926301,1.0,1.0,1.0,0.0,0.601921553714163,h107_move
h107_strict_antitoxic_core_c44_a045_a0ea1eec,692,98,id04,2024-10-19,2024-10-18,S4,6,0.5214942199375637,0.5220806282002836,6.890459806063731e-07,0.1991714285714285,0.4586171428571429,0.1756905714285715,0.6144571428571429,0.6337142857142857,0.2882345142857143,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0166549901710211,0.0640435912665656,0.56,0.4845714285714286,0.4805714285714286,0.0,0.0,,-0.6675114285714286,0.5220939306128404,0.0024034092933237,6.55804488269851e-07,0.0024034092933237,0.0,0.0,0.0,0.0311753714285714,0.5317358803323887,0,0.5317358803323887,1.616032067237963e-08,0.2549485714285714,0.0153557474784382,0.005842441771129,0.0005639505118782,0.9869133957869688,0.3177142857142857,0.3199408510132027,0.0963508571428571,0.041084505048586,0.0002103100861962,0.525141978301795,0.0146229027435558,1.0,1.7903928382079215e-05,1.7903928382079215e-05,0.932,0.5251428571428571,0.7487428571428572,0.8981142857142858,-0.0257287575701478,-0.0963236571428572,5.0,4.0,1.0,0.39357429718875503,0.6199605408122387,-0.7846329892604544,0.9067516281939827,0.4216651334501838,3.0,0.6923076923076923,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.6724566563265306,0.5486207771428572,9.81445982772841,0.9999999999989942,-0.06584784823628405,0.4702932394805306,0.0,0.0,0.0,-0.00658030623460011,1.0,1.0,1.0,0.0,0.6700998475427162,h107_move
