dayofweek,is_weekend,dayofmonth,month_start_proximity,month_end,peer_group,dist_to_subject_normal,dist_to_peer_normal,subject_minus_peer_dist,subject_outlier_rank,peer_outlier_rank,cohort_outlier_score,q_group_peer_margin,s_group_peer_margin,target_route_margin_q2q3s2,personal_axis,cohort_axis,axis_disagreement,peer_only_toxicity,atlas_action_health,human_state_latent_0,human_state_latent_1,human_state_latent_2,human_state_latent_3,human_state_latent_4,human_state_latent_5,human_state_latent_6,human_state_latent_7,peer_margin_Q1,peer_margin_Q2,peer_margin_Q3,peer_margin_S1,peer_margin_S2,peer_margin_S3,peer_margin_S4,row,row_frac,subject_code,target_idx,is_q_target,is_s_target,is_q2_q3_s2,is_objective_tail,target_prior_rank,target_onehot_Q1,target_onehot_Q2,target_onehot_Q3,target_onehot_S1,target_onehot_S2,target_onehot_S3,target_onehot_S4,target,target_idx_int,base_prob,base_logit,base_uncertainty,target_peer_margin,target_peer_margin_abs,target_peer_margin_sign,teacher_logit_move,teacher_has_action,teacher_action_sign,oof_listener_prob,oof_listener_move,full_listener_prob,full_listener_move,flat_idx,teacher_action,listener_score,source,decoded_logit_move,route_energy_delta,old_row_energy,new_row_energy
0.0,0.0,5.0,4.0,0.0,0.0,1.9345199167349127,1.9345199167349127,0.0,0.04,0.004285714285714286,0.033914285714285716,0.1741,0.37857142857142856,0.3562428571428572,0.04,0.004285714285714286,0.09571428571428571,0.2042857142857143,0.13843485714285714,2.57540621255888,4.103418209250239,-0.1944993381396324,-4.107402933832726,-0.3476536575430389,-0.753291275532198,-1.6126554764950123,-2.2649039214455082,-0.03707385963969401,0.2536343030593424,0.20235985323972394,0.004919620188779783,0.9493752280044827,0.685488939088128,0.3805431139739819,5.0,0.020080321285140562,0.0,4.0,0.0,1.0,1.0,1.0,0.7142857142857143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,S2,4,0.5497473648760006,0.19964999949144374,0.9005052702479988,0.9493752280044827,0.9493752280044827,1.0,1.0687318250359747,1.0,1.0,0.9792381564927726,0.10669971584558817,0.9579942817455047,0.26967203927920863,39,True,0.9631620092362004,teacher_scaled,1.0687318250359747,,,
0.0,0.0,5.0,4.0,0.0,0.0,1.9345199167349127,1.9345199167349127,0.0,0.04,0.004285714285714286,0.033914285714285716,0.1741,0.37857142857142856,0.3562428571428572,0.04,0.004285714285714286,0.09571428571428571,0.2042857142857143,0.13843485714285714,2.57540621255888,4.103418209250239,-0.1944993381396324,-4.107402933832726,-0.3476536575430389,-0.753291275532198,-1.6126554764950123,-2.2649039214455082,-0.03707385963969401,0.2536343030593424,0.20235985323972394,0.004919620188779783,0.9493752280044827,0.685488939088128,0.3805431139739819,5.0,0.020080321285140562,0.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,S4,6,0.539318589457077,0.1575997506850171,0.921362821085846,0.3805431139739819,0.3805431139739819,1.0,0.62,1.0,1.0,0.9692142650317549,0.03045538786278696,0.9481469375126697,0.16517484129227203,41,True,0.5923293023919597,teacher_scaled,0.62,,,
4.0,0.0,9.0,8.0,0.0,0.0,7.075767920055168,7.075767920055168,0.0,0.9057142857142857,0.7771428571428571,0.7221142857142856,0.22241428571428573,0.10678571428571429,0.19337142857142858,0.9057142857142857,0.7771428571428571,0.09571428571428571,0.2042857142857143,0.629633142857143,4.341824298141763,4.472930672972439,-2.634854074347176,-3.616399897802945,3.1864383410087034,-4.770009154081675,1.3813603349666062,2.8332446111764993,0.08897718379343811,-0.4602909460618134,0.14672234756795888,-0.27292295098948394,0.06225563101576981,-0.0822140839415626,0.08336831278995405,8.0,0.0321285140562249,0.0,4.0,0.0,1.0,1.0,1.0,0.7142857142857143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,S2,4,0.571821952388274,0.28928856270514514,0.8563560952234519,0.06225563101576981,0.06225563101576981,1.0,0.5575041707130398,1.0,1.0,0.5737686715372875,0.0791723126821597,0.8484418674682421,0.1503595679707893,60,True,0.904486499895041,teacher_scaled,0.5575041707130398,,,
4.0,0.0,9.0,8.0,0.0,0.0,7.075767920055168,7.075767920055168,0.0,0.9057142857142857,0.7771428571428571,0.7221142857142856,0.22241428571428573,0.10678571428571429,0.19337142857142858,0.9057142857142857,0.7771428571428571,0.09571428571428571,0.2042857142857143,0.629633142857143,4.341824298141763,4.472930672972439,-2.634854074347176,-3.616399897802945,3.1864383410087034,-4.770009154081675,1.3813603349666062,2.8332446111764993,0.08897718379343811,-0.4602909460618134,0.14672234756795888,-0.27292295098948394,0.06225563101576981,-0.0822140839415626,0.08336831278995405,8.0,0.0321285140562249,0.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,S4,6,0.6856607309200997,0.7799100666568741,0.6286785381598006,0.08336831278995405,0.08336831278995405,1.0,-0.6199999999999999,1.0,-1.0,0.42818833449776655,-0.00633897554401869,0.817656963522686,-0.11611960800081532,62,True,0.5864345425308557,teacher_scaled,-0.6199999999999999,,,
2.0,0.0,4.0,3.0,0.0,0.0,4.92916303067221,4.92916303067221,0.0,0.6942857142857143,0.46285714285714286,0.5013142857142857,0.6794571428571429,0.36357142857142855,0.48441428571428574,0.6942857142857143,0.46285714285714286,0.09571428571428571,0.2042857142857143,0.5046725714285715,5.913615166337711,1.56400601427718,-1.8140204057515572,-1.4558431518385344,-1.4012445550611508,-2.3612766329804526,0.056147446358900295,-0.5110640372534623,-0.7101574142783385,-0.8225582480041327,-0.4779575731169077,-0.6513672774323238,0.3608087670323119,0.1139238474816402,0.5516294488453761,17.0,0.06827309236947791,0.0,3.0,0.0,1.0,0.0,1.0,0.5714285714285714,0.0,0.0,0.0,1.0,0.0,0.0,0.0,S1,3,0.814314102085822,1.4782896410450754,0.371371795828356,-0.6513672774323238,0.6513672774323238,-1.0,0.7193038163823227,1.0,1.0,0.7029189874506907,0.07088693703214959,0.8326549152490985,0.1891908361712498,122,True,0.5951927460913601,teacher_scaled,0.7193038163823227,,,
2.0,0.0,4.0,3.0,0.0,0.0,4.92916303067221,4.92916303067221,0.0,0.6942857142857143,0.46285714285714286,0.5013142857142857,0.6794571428571429,0.36357142857142855,0.48441428571428574,0.6942857142857143,0.46285714285714286,0.09571428571428571,0.2042857142857143,0.5046725714285715,5.913615166337711,1.56400601427718,-1.8140204057515572,-1.4558431518385344,-1.4012445550611508,-2.3612766329804526,0.056147446358900295,-0.5110640372534623,-0.7101574142783385,-0.8225582480041327,-0.4779575731169077,-0.6513672774323238,0.3608087670323119,0.1139238474816402,0.5516294488453761,17.0,0.06827309236947791,0.0,4.0,0.0,1.0,1.0,1.0,0.7142857142857143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,S2,4,0.7084335074084024,0.8877881201908385,0.5831329851831952,0.3608087670323119,0.3608087670323119,1.0,0.6199999999999996,1.0,1.0,0.8049194598539475,0.098953346835322,0.8960446125785755,0.21055468322430743,123,True,0.8942335478505196,teacher_scaled,0.6199999999999996,,,
5.0,1.0,7.0,6.0,0.0,0.0,5.609300700261284,5.609300700261284,0.0,0.7885714285714286,0.6114285714285714,0.6033142857142857,0.6224428571428572,0.6642857142857144,0.5977285714285714,0.7885714285714286,0.6114285714285714,0.09571428571428571,0.2042857142857143,0.5919274285714287,-1.083912184778183,0.9533231786488331,1.236216416272041,-4.261702369897178,0.5290595986772411,0.36923472525450807,-1.564787386524438,0.06963336155590952,0.7289782972547112,0.966768391327876,0.23345378844346243,1.3934567919885668,-1.2567751841666803,-0.2926039851637068,-1.0578580448441803,19.0,0.07630522088353414,0.0,4.0,0.0,1.0,1.0,1.0,0.7142857142857143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,S2,4,0.6171953440673071,0.477660754485247,0.7656093118653857,-1.2567751841666803,1.2567751841666803,-1.0,0.6200000000000001,1.0,1.0,0.9911745792225372,0.14447533608435748,0.8950180588023305,0.17777068818394787,137,True,1.131543231020434,teacher_scaled,0.6200000000000001,,,
5.0,1.0,7.0,6.0,0.0,0.0,5.609300700261284,5.609300700261284,0.0,0.7885714285714286,0.6114285714285714,0.6033142857142857,0.6224428571428572,0.6642857142857144,0.5977285714285714,0.7885714285714286,0.6114285714285714,0.09571428571428571,0.2042857142857143,0.5919274285714287,-1.083912184778183,0.9533231786488331,1.236216416272041,-4.261702369897178,0.5290595986772411,0.36923472525450807,-1.564787386524438,0.06963336155590952,0.7289782972547112,0.966768391327876,0.23345378844346243,1.3934567919885668,-1.2567751841666803,-0.2926039851637068,-1.0578580448441803,19.0,0.07630522088353414,0.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,S4,6,0.6116864391533945,0.4544066371289028,0.776627121693211,-1.0578580448441803,1.0578580448441803,-1.0,0.7392072684956024,1.0,1.0,0.9820887977504265,0.057170858520226124,0.8574827815187605,0.1283699724373389,139,True,0.7659033477853255,teacher_scaled,0.7392072684956024,,,
2.0,0.0,11.0,10.0,0.0,0.0,2.1688740009437333,2.1688740009437333,0.0,0.07285714285714286,0.015714285714285715,0.05251428571428571,0.3509857142857143,0.3717857142857143,0.3323142857142858,0.07285714285714286,0.015714285714285715,0.09571428571428571,0.2042857142857143,0.14993485714285715,3.514203007674787,2.6396890542907983,-0.18048649248645504,-3.4703153860507148,-0.8851207490810494,-0.8064082034078623,-1.9810111619650546,-1.9357208149095586,-0.38919512061929473,-0.19543863744036694,-0.245562438801594,-0.07967284600672331,0.7529393534460702,0.45811813414329206,0.5592816442632151,23.0,0.09236947791164658,0.0,4.0,0.0,1.0,1.0,1.0,0.7142857142857143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,S2,4,0.5580241924177816,0.2331471704260488,0.8839516151644369,0.7529393534460702,0.7529393534460702,1.0,0.6200000000000006,1.0,1.0,0.971089639479971,0.09179792582832372,0.9643598697921373,0.1847608909044061,165,True,0.8402418286632838,teacher_scaled,0.6200000000000006,,,
2.0,0.0,11.0,10.0,0.0,0.0,2.1688740009437333,2.1688740009437333,0.0,0.07285714285714286,0.015714285714285715,0.05251428571428571,0.3509857142857143,0.3717857142857143,0.3323142857142858,0.07285714285714286,0.015714285714285715,0.09571428571428571,0.2042857142857143,0.14993485714285715,3.514203007674787,2.6396890542907983,-0.18048649248645504,-3.4703153860507148,-0.8851207490810494,-0.8064082034078623,-1.9810111619650546,-1.9357208149095586,-0.38919512061929473,-0.19543863744036694,-0.245562438801594,-0.07967284600672331,0.7529393534460702,0.45811813414329206,0.5592816442632151,23.0,0.09236947791164658,0.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,S4,6,0.4919517385756492,-0.032195826514816325,0.9839034771512984,0.5592816442632151,0.5592816442632151,1.0,0.9492715155028437,1.0,1.0,0.9523060854298361,0.009660289999127209,0.9581782555969207,0.18190750695387733,167,True,0.6553695914246261,teacher_scaled,0.9492715155028437,,,
