dayofweek,is_weekend,dayofmonth,month_start_proximity,month_end,peer_group,dist_to_subject_normal,dist_to_peer_normal,subject_minus_peer_dist,subject_outlier_rank,peer_outlier_rank,cohort_outlier_score,q_group_peer_margin,s_group_peer_margin,target_route_margin_q2q3s2,personal_axis,cohort_axis,axis_disagreement,peer_only_toxicity,atlas_action_health,human_state_latent_0,human_state_latent_1,human_state_latent_2,human_state_latent_3,human_state_latent_4,human_state_latent_5,human_state_latent_6,human_state_latent_7,peer_margin_Q1,peer_margin_Q2,peer_margin_Q3,peer_margin_S1,peer_margin_S2,peer_margin_S3,peer_margin_S4,row,row_frac,subject_code,target_idx,is_q_target,is_s_target,is_q2_q3_s2,is_objective_tail,target_prior_rank,target_onehot_Q1,target_onehot_Q2,target_onehot_Q3,target_onehot_S1,target_onehot_S2,target_onehot_S3,target_onehot_S4,target,target_idx_int,base_prob,base_logit,base_uncertainty,target_peer_margin,target_peer_margin_abs,target_peer_margin_sign,teacher_logit_move,teacher_has_action,teacher_action_sign,oof_listener_prob,oof_listener_move,full_listener_prob,full_listener_move,flat_idx,teacher_action,listener_score
1.0,0.0,17.0,14.0,0.0,3.0,5.6072379162823855,8.856386947281019,-3.249149030998633,0.7871428571428571,0.9271428571428572,0.8660571428571429,0.5189285714285715,0.5367857142857143,0.5777142857142857,0.7871428571428571,0.9271428571428572,0.9128571428571428,0.9128571428571428,0.7678400000000002,-5.4546957574875785,5.177269282488265,-0.9164729698400498,-2.359047885668931,-0.6873973660920784,2.7396482113091016,2.644679923558658,1.7111071453855282,-0.39870700863743025,1.6324863323289804,0.02089238933811366,-1.148604271945052,-1.1944628333621532,-1.16800727651649,0.005896140529936034,199.0,0.7991967871485943,7.0,4.0,0.0,1.0,1.0,1.0,0.7142857142857143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,S2,4,0.5088591102595905,0.03544014998737851,0.982281779480819,-1.1944628333621532,1.1944628333621532,-1.0,0.0,0.0,0.0,0.9485875428464909,0.02333764362082877,0.7165758076897883,0.07957119078551317,1397,False,1.0229426483334576
1.0,0.0,10.0,9.0,0.0,3.0,2.193001802389155,4.941832350814072,-2.748830548424917,0.08142857142857143,0.4657142857142857,0.36922857142857146,0.5860285714285715,0.56,0.6262571428571428,0.08142857142857143,0.4657142857142857,0.8714285714285714,0.8714285714285714,0.4003794285714286,-3.1180936723220496,2.4992101147787746,-0.5127811178014656,-0.7774475652618482,-1.7885431006259265,1.5507618822307137,1.7601220810794023,0.5014651944350504,-0.4518057934592701,1.6050350469700518,-0.13035243436463428,-1.179756368025191,-1.2094989956144673,-0.9742688269521222,-0.1388626553678849,196.0,0.7871485943775101,7.0,4.0,0.0,1.0,1.0,1.0,0.7142857142857143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,S2,4,0.4751583790512055,-0.0994483646546679,0.950316758102411,-1.2094989956144673,1.2094989956144673,-1.0,0.0,0.0,0.0,0.9448691673442898,0.04994927344615206,0.8092434058326754,0.16241295778639087,1376,False,1.0162627416173569
0.0,0.0,12.0,11.0,0.0,3.0,3.268510259020056,5.831390318526981,-2.5628800595069245,0.36428571428571427,0.65,0.562,0.7515142857142858,0.25642857142857145,0.6077,0.36428571428571427,0.65,0.85,0.8514285714285714,0.5436668571428571,-2.0982910796843037,0.7161763172118042,-3.345441480427059,-1.3774106008310054,-1.4657922519313555,0.1959416991489872,3.3953665549724357,0.42355774880988384,-0.6857054168168473,1.1257330674465686,-0.48656878939253634,-0.565021297344602,-0.5304180951274313,-0.24586455010854724,0.08336358680283595,190.0,0.7630522088353414,7.0,4.0,0.0,1.0,1.0,1.0,0.7142857142857143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,S2,4,0.5931286759261692,0.37691438851462195,0.8137426481476615,-0.5304180951274313,0.5304180951274313,-1.0,0.0,0.0,0.0,0.9117440633174889,0.039233947588673386,0.7439581092445758,0.1471997207465133,1334,False,0.8629384161192389
2.0,0.0,7.0,6.0,0.0,3.0,4.06742018042737,5.568534480999273,-1.5011143005719028,0.5442857142857143,0.6,0.5775142857142856,0.5611,0.3221428571428572,0.5808714285714286,0.5442857142857143,0.6,0.6057142857142858,0.6185714285714285,0.5623045714285714,0.46934655611394466,1.8123137894440702,-2.716833721563583,-0.3328794557459457,-2.438066365310205,0.11606074673938112,0.7805797601552998,1.5090195354470408,-0.35032893266356346,0.870471396525395,-0.4182127245048406,-0.797044318696071,-0.8160904970868863,-0.18695633240522636,-0.0839736694475226,186.0,0.7469879518072289,7.0,4.0,0.0,1.0,1.0,1.0,0.7142857142857143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,S2,4,0.5971208842060499,0.3934830228619593,0.8057582315879002,-0.8160904970868863,0.8160904970868863,-1.0,0.0,0.0,0.0,0.6951962211306915,0.013741071309411601,0.7271991836902022,0.11494018462677888,1306,False,0.847151293713688
4.0,0.0,13.0,12.0,0.0,3.0,4.072230110853834,5.8172785340702955,-1.7450484232164616,0.5457142857142857,0.6485714285714286,0.6131428571428571,0.5494142857142859,0.4803571428571429,0.5323,0.5457142857142857,0.6485714285714286,0.6971428571428572,0.7071428571428572,0.5799331428571429,-2.9961526139721357,2.9669091993233994,0.31316031865354704,-0.47358542581882285,-1.2796829898935826,2.3735841813347687,3.563360116562777,1.0324064710754604,-0.5071410591278083,1.3795568089197072,-0.03596775879068215,-1.0185950727914692,-0.9623797560252925,-0.7511061289711733,0.1380282259641552,197.0,0.7911646586345381,7.0,4.0,0.0,1.0,1.0,1.0,0.7142857142857143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,S2,4,0.4371466889811372,-0.25275023388316575,0.8742933779622744,-0.9623797560252925,0.9623797560252925,-1.0,0.0,0.0,0.0,0.8589673631324308,0.01925338163873585,0.7071518789735459,0.08498574532380992,1383,False,0.8349721154283454
3.0,0.0,8.0,7.0,0.0,3.0,2.6703827381912175,4.718484394780041,-2.0481016565888233,0.20285714285714285,0.4228571428571429,0.3864571428571429,0.5899285714285715,0.3482142857142857,0.5285857142857143,0.20285714285714285,0.4228571428571429,0.7728571428571429,0.78,0.407516,-2.346259520763491,1.995199363306917,-1.1637203943249463,-2.1657652433244587,-0.660589193188247,0.12199377518177894,1.49263285701023,1.1740526647588285,-0.45889802596333507,1.388309243656475,-0.1617893070287293,-0.6424632153649839,-0.6323079183034972,-0.6150319078149042,0.10138704435941381,187.0,0.751004016064257,7.0,4.0,0.0,1.0,1.0,1.0,0.7142857142857143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,S2,4,0.6109663564100836,0.4513760672406387,0.7780672871798329,-0.6323079183034972,0.6323079183034972,-1.0,0.0,0.0,0.0,0.8472659540779787,0.014304453138886522,0.7389687510791523,0.12139583907264814,1313,False,0.7456531042967856
4.0,0.0,9.0,8.0,0.0,3.0,4.00186918816942,5.26413156244378,-1.2622623742743606,0.5342857142857143,0.5314285714285715,0.5328571428571428,0.5022714285714286,0.325,0.5164857142857143,0.5342857142857143,0.5314285714285715,0.5328571428571428,0.55,0.5243497142857143,0.4080583758380051,2.5843312464997785,-1.5057915264118622,-0.8924711085761987,-1.958059167335295,1.2439637217884916,0.9957869470461937,1.5362300646642517,-0.32884505742760695,1.0747041503973378,-0.19594605495608786,-0.7434561805923927,-0.7057065999437997,-0.188552308013902,0.14115926584279315,188.0,0.7550200803212851,7.0,4.0,0.0,1.0,1.0,1.0,0.7142857142857143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,S2,4,0.5953954928806932,0.38631581428819134,0.8092090142386137,-0.7057065999437997,0.7057065999437997,-1.0,0.0,0.0,0.0,0.6314801971747934,-0.008313996822693119,0.7032501507099411,0.08140769620190805,1320,False,0.7422913361518911
3.0,0.0,12.0,11.0,0.0,0.0,2.1270862498500023,2.1270862498500023,0.0,0.06714285714285714,0.014285714285714285,0.04951428571428572,0.2896142857142857,0.26321428571428573,0.2808714285714286,0.06714285714285714,0.014285714285714285,0.09571428571428571,0.2042857142857143,0.14141885714285715,2.984930014002717,3.821948242242841,-0.9299154227571205,-4.443702676876149,-1.1119732020906885,-1.262704786363475,-0.7611670955206606,-1.949802109195461,-0.32574274732912034,0.1927976436700778,0.20288105179827554,-0.16865094928454205,0.6171749056506997,0.3469102107818727,0.21781784029014206,24.0,0.0963855421686747,0.0,4.0,0.0,1.0,1.0,1.0,0.7142857142857143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,S2,4,0.6071819349888968,0.43548190852611224,0.7856361300222063,0.6171749056506997,0.6171749056506997,1.0,0.0,0.0,0.0,0.990887903419594,0.11182379647369581,0.7963733674489374,0.1774809978571295,172,False,0.6963860048952933
1.0,0.0,13.0,12.0,0.0,0.0,1.8687021237236237,1.8687021237236237,0.0,0.03428571428571429,0.002857142857142857,0.030914285714285714,0.5867428571428572,0.42964285714285716,0.4469,0.03428571428571429,0.002857142857142857,0.09571428571428571,0.2042857142857143,0.14697085714285715,3.1171437990287374,2.7790873248479233,-0.4728462909990795,-2.5801884086193683,-0.9053213585910125,-1.060453345369635,-1.462752076190444,-1.866424943346378,-0.8624221305442441,-0.2817407009858588,-0.5757789409062606,-0.2905933281237565,0.6994810222565404,0.42458278318268494,0.7091413778923086,11.0,0.04417670682730924,0.0,4.0,0.0,1.0,1.0,1.0,0.7142857142857143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,S2,4,0.5784757864191358,0.3165194679468922,0.8430484271617285,0.6994810222565404,0.6994810222565404,1.0,0.0,0.0,0.0,0.9552222998313872,0.10921047072419987,0.7693578524249108,0.1537696238168554,81,False,0.6776487173000851
0.0,0.0,23.0,8.0,0.0,1.0,4.5295951637239105,5.745130612222666,-1.2155354484987555,0.6357142857142857,0.6342857142857142,0.6143142857142856,0.39242857142857146,0.2642857142857143,0.32171428571428573,0.6357142857142857,0.6342857142857142,0.5057142857142857,0.5257142857142857,0.56132,-2.1981549983517037,2.248720421701278,0.4286410373904764,-3.4587124562057037,-0.9281308640976453,0.13565576140613797,-1.6511195535320793,-0.7122307415854003,-0.2916108478396975,-0.10225038219040261,0.6389388545292798,-0.48204244346872116,-0.31162181937013855,-0.7482342498790615,-0.0086004579716219,90.0,0.3614457831325301,3.0,4.0,0.0,1.0,1.0,1.0,0.7142857142857143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,S2,4,0.6777741596039757,0.7435614671311671,0.6444516807920486,-0.31162181937013855,0.31162181937013855,-1.0,0.0,0.0,0.0,0.5682804605125993,0.08666777476537695,0.6988039114197154,0.06948606331171718,634,False,0.6463469961681136
