row,target,base_prob,posterior_prob,posterior_minus_base,logit_delta_to_posterior,direction_consistency,cell_score,memory_disagrees_h012,memory_agrees_h012,memory_alignment_q,private_safe_score,posterior_gain,row_full_reliability_q,score_identity_combo,score_no_h012_combo,score_joint_vector_cell,score_public_row_subset,score_memory_public_combo,target_i,h012_prob,e247_prob,q_prob,h012_abs_logit_delta,q_abs_logit_delta,h012_changed,h012_reproduction_error,cell_score_rank,q_abs_rank,h012_abs_rank,posterior_gain_rank,anti_memory_rank,identity_phase_score,memory_conflict_phase_score,route_translator_score,rollback_beta,over_beta,add_beta,lock_cost,negative_op_cost,support,support_count,rollback_neg_sum_support,add_neg_sum_outside,neg_cost_sum,lock_cost_sum,posterior_gain_sum,memory_disagree_count,identity_mean,route_mean,joint_vector_mean,public_row_subset_mean,outside,flat_idx,drop_boundary,drop_memory_conflict,drop_low_public_identity,add_public_vector,add_no_h012,add_memory_public
43,Q1,0.8189517048060737,0.999999,0.1810472951939262,12.306248264261804,1.0,12.306248264261804,True,False,0.0325271059216013,0.2526074272067419,0.1996814317688206,0.0401606425702811,0.7733314285714284,0.7081428571428572,0.3554285714285714,0.9862857142857144,0.6431657142857143,0,0.999959881588841,0.8189517048060737,0.999999,8.61437378498321,12.306248264261804,True,5.3290705182007514e-14,1.0,0.9994285714285714,0.9994285714285714,0.9982857142857144,0.6634285714285715,0.8452471428571429,0.9096758857142858,0.865655542857143,-4.9876902957035695e-05,-0.0002416618323016,0.0,-4.9876902957035695e-05,-0.0002416618323016,True,6,-0.0005323712023936,0.0,-0.0007608774319503,0.0103933680434413,0.3261700556037176,5,0.7007314285714286,0.72728260861678,0.4012244897959184,0.9862857142857144,False,301,0.7506518010291594,0.6976558033161806,0.837535734705546,0.26822755860491715,0.2915608919382504,0.346232132647227
96,Q3,0.8110532326067973,0.999999,0.1889457673932026,12.35864118912439,0.9629629629629628,11.900913737675335,True,False,0.0341951626355296,0.5192213738267784,0.2093721829654711,0.570281124497992,0.7241942857142857,0.6459085714285715,0.3411428571428571,0.8662857142857143,0.6308342857142857,2,0.9999592460567452,0.8110532326067973,0.999999,8.651048832386786,12.35864118912439,True,2.859934511434403e-13,0.9994285714285714,1.0,1.0,0.9988571428571428,0.6622857142857143,0.8185914285714286,0.9015053714285716,0.8439294984126984,-3.36933823676432e-05,-0.0001550674458544,0.0,-3.36933823676432e-05,-0.0001550674458544,True,4,-0.0004308616573005,-0.0064144653473713,-0.0069667010681586,0.0307912779303943,0.2276047039626384,3,0.5137026530612245,0.5574228643990929,0.4472653061224489,0.8662857142857144,False,674,0.7597255574614066,0.7279874213836478,0.7816180674671241,0.3388479130931962,0.28757004002287023,0.3396340766152087
205,S1,0.8964994588929626,0.999999,0.1034995411070374,11.656588709246376,1.0,11.656588709246376,True,False,0.0175145954962468,0.5425870982000294,0.1092164149319814,0.6506024096385542,0.8090514285714286,0.7598914285714284,0.3685714285714285,0.9902857142857144,0.7712742857142858,3,0.999966985574648,0.8964994588929626,0.999999,8.159612096475124,11.656588709246376,True,2.6627589022609754e-12,0.9988571428571428,0.9982857142857144,0.9982857142857144,0.996,0.6737142857142857,0.8559771428571429,0.9163739428571428,0.9006090285714285,-3.124688447888631e-05,-5.169324431045881e-05,0.0,-3.124688447888631e-05,-5.169324431045881e-05,True,3,-8.911403904511678e-05,-0.0004668374603149,-0.0034948270863206,0.02650834911538,0.1883292001302183,3,0.554445306122449,0.5915213115646258,0.579673469387755,0.9902857142857144,False,1438,0.7964436821040596,0.7611206403659234,0.8518582046883935,0.2390280160091481,0.23224128073184674,0.26156089193825044
61,S4,0.1028056146852608,1e-06,-0.1028046146852608,-11.649076982436323,1.0,11.649076982436323,True,False,0.0283569641367806,0.6215882081522939,0.1084416393548165,0.7871485943775101,0.6930342857142858,0.6087485714285714,0.3,0.7582857142857143,0.6079657142857142,6,3.2940112962205446e-05,0.1028056146852608,1e-06,8.154353887705426,11.649076982436323,True,0.0,0.9982857142857144,0.9977142857142856,0.9977142857142856,0.9954285714285714,0.6662857142857143,0.7932014285714287,0.8963597714285715,0.8346763428571429,-3.9103808186698576e-05,-6.821079576347946e-05,0.0,-3.9103808186698576e-05,-6.821079576347946e-05,True,6,-0.0009933911745897,-0.0802966853699354,-0.0857616429600593,-0.0812782523377232,0.1165080122126439,2,0.4923895918367348,0.5623610630385487,0.3471020408163264,0.7582857142857142,False,433,0.7499199542595769,0.7310177244139509,0.7318467695826185,0.3295597484276729,0.30432246998284734,0.3599313893653516
31,S2,0.8975215018504467,0.999999,0.1024774981495533,11.645525482788116,1.0,11.645525482788116,True,False,0.0316930775646372,0.3095489263456962,0.1080771439671571,0.1566265060240964,0.7850285714285714,0.7293942857142858,0.364,0.9422857142857144,0.6925828571428572,4,0.9999670949632326,0.8975215018504467,0.999999,8.151867837949908,11.645525482788116,True,1.7710277688820497e-12,0.9977142857142856,0.9971428571428572,0.9971428571428572,0.9948571428571428,0.664,0.8439142857142857,0.9104502857142855,0.8785995428571429,-5.60738697377538e-05,-6.357921572337114e-05,0.0,-5.60738697377538e-05,-6.357921572337114e-05,True,3,-5.60738697377538e-05,-0.0020804329690207,-0.002144012184744,0.0012220770106893,0.1652631326645441,2,0.5988830612244899,0.6307405641723356,0.5711020408163265,0.9422857142857144,False,221,0.7578216123499141,0.7152944539736993,0.8295311606632361,0.27364208118925104,0.2767124070897656,0.3249514008004574
32,S2,0.8977243342839673,0.999999,0.1022746657160327,11.643318287045156,1.0,11.643318287045156,True,False,0.0300250208507089,0.3800556752005267,0.1078512010994055,0.3012048192771084,0.72748,0.66052,0.3502857142857143,0.7342857142857143,0.6286971428571428,4,0.9999671167436616,0.8977243342839673,0.999999,8.150322800936276,11.643318287045156,True,4.668265773943858e-12,0.9971428571428572,0.9965714285714286,0.9965714285714286,0.9942857142857144,0.6651428571428571,0.8063842857142857,0.9011625142857144,0.8503074285714286,-5.733912938314058e-05,-4.2167377965534465e-05,0.0,-5.733912938314058e-05,-5.733912938314058e-05,True,5,-0.0002614036482597,-0.3127361857541077,-0.3164423958810189,-0.3118849942453867,0.1245340406163739,3,0.5854228571428571,0.6182310784580498,0.5848163265306122,0.7342857142857142,False,228,0.7296798170383076,0.7038021726700973,0.7453687821612349,0.3359519725557461,0.30237850200114347,0.3852029731275015
140,S2,0.8996859486983174,0.999999,0.1003130513016825,11.621769579291678,1.0,11.621769579291678,True,False,0.0250208507089241,0.3327684793021994,0.1056687153005476,0.216867469879518,0.7996171428571428,0.7473257142857143,0.3657142857142857,0.9942857142857144,0.7171257142857143,4,0.9999673286286056,0.8996859486983174,0.999999,8.135238705506039,11.621769579291678,True,1.865174681370263e-12,0.9965714285714286,0.996,0.996,0.9937142857142856,0.6685714285714286,0.8524471428571427,0.9129901714285714,0.8867950857142857,-4.868728091281003e-05,-6.272399882697905e-05,0.0,-4.868728091281003e-05,-6.272399882697905e-05,True,6,-4.868728091281003e-05,0.0,-6.858721001712356e-05,0.0023238553060154,0.2605503871959528,4,0.7969561224489795,0.8203021442176871,0.6341224489795919,0.9942857142857146,False,984,0.7681074899942822,0.7214408233276158,0.8477701543739279,0.257409948542024,0.27005145797598623,0.3076329331046312
59,Q1,0.9115016775244916,0.999999,0.0884973224755083,11.483399720173344,1.0,11.483399720173344,True,False,0.030859049207673,0.6135927283496269,0.0926224626376061,0.7670682730923695,0.7519657142857142,0.6832514285714285,0.3371428571428571,0.9342857142857144,0.7064114285714287,0,0.9999686570433794,0.9115016775244916,0.999999,8.038379804118703,11.483399720173344,True,2.637889906509372e-12,0.996,0.9954285714285714,0.9954285714285714,0.9925714285714284,0.6645714285714286,0.8299628571428571,0.9043945142857144,0.8692258285714286,-5.7520355402910855e-05,-0.0002518898993664,0.0,-5.7520355402910855e-05,-0.0002518898993664,True,6,-0.0004206446121542,0.0,-0.0019328319574617,4.3446713050019736e-05,0.189788657989065,3,0.673803469387755,0.7235975691609978,0.4457959183673469,0.9342857142857144,False,413,0.7742595769010864,0.7579188107489994,0.8134934248141795,0.2649113779302459,0.2597141223556318,0.28325328759291024
79,Q1,0.8779389671604185,0.999999,0.1220600328395814,11.84245366901804,0.9629629629629628,11.403844273869224,True,False,0.0216847372810675,0.3051072782166796,0.1301350034040695,0.1686746987951807,0.7573085714285716,0.692462857142857,0.352,0.9022857142857142,0.6407828571428571,0,0.999965092483008,0.8779389671604185,0.999999,8.289717568315384,11.84245366901804,True,2.7569058147491887e-12,0.9954285714285714,0.9988571428571428,0.9988571428571428,0.9971428571428572,0.6708571428571428,0.8302414285714286,0.9066093714285716,0.8553961269841269,-4.995137989816464e-05,-0.0002260886465808,0.0,-4.995137989816464e-05,-0.0002260886465808,True,6,-0.000118259121309,0.0,-0.0017580184814489,0.004559035285342,0.1589638891457521,3,0.6649644897959183,0.6972681632653062,0.5905306122448979,0.9022857142857142,False,553,0.7409834190966266,0.7005431675242997,0.8054888507718696,0.337024013722127,0.2969582618639222,0.357392795883362
147,S2,0.9236325918727226,0.999999,0.0763664081272773,11.322751203173777,1.0,11.322751203173777,True,False,0.018348623853211,0.4663154482692284,0.0794031196234219,0.4979919678714859,0.7836114285714286,0.7269085714285715,0.3468571428571428,0.9662857142857144,0.7180571428571428,4,0.99997013173659,0.9236325918727226,0.999999,7.925925842221301,11.322751203173777,True,3.410605131648481e-13,0.9948571428571428,0.9942857142857144,0.9942857142857144,0.9914285714285714,0.6731428571428572,0.8419599999999999,0.9103035428571428,0.8812740571428571,-5.6956069709153795e-05,-6.855262502692966e-05,0.0,-5.6956069709153795e-05,-6.855262502692966e-05,True,7,-0.0006135463778574,0.0,-0.0006251429331751,-0.0002221775755273,0.1709044108961652,5,0.813020612244898,0.8330733242630386,0.5951836734693877,0.9662857142857144,False,1033,0.7725328759291024,0.7375643224699828,0.8327901658090336,0.2612464265294454,0.26010291595197255,0.2967524299599772
