row,support_Q1,rollback_beta_Q1,over_beta_Q1,add_beta_Q1,neg_cost_Q1,gain_Q1,mem_dis_Q1,support_Q2,rollback_beta_Q2,over_beta_Q2,add_beta_Q2,neg_cost_Q2,gain_Q2,mem_dis_Q2,support_Q3,rollback_beta_Q3,over_beta_Q3,add_beta_Q3,neg_cost_Q3,gain_Q3,mem_dis_Q3,support_S1,rollback_beta_S1,over_beta_S1,add_beta_S1,neg_cost_S1,gain_S1,mem_dis_S1,support_S2,rollback_beta_S2,over_beta_S2,add_beta_S2,neg_cost_S2,gain_S2,mem_dis_S2,support_S3,rollback_beta_S3,over_beta_S3,add_beta_S3,neg_cost_S3,gain_S3,mem_dis_S3,support_S4,rollback_beta_S4,over_beta_S4,add_beta_S4,neg_cost_S4,gain_S4,mem_dis_S4,support_count,outside_count,rollback_sum_support,rollback_neg_sum_support,add_sum_outside,add_neg_sum_outside,over_neg_sum_support,neg_cost_sum,lock_cost_sum,posterior_gain_sum,memory_disagree_count,identity_mean,route_mean,joint_vector_mean,public_row_subset_mean,support_code,h032_row_full_reliability_q,h032_private_safe,h032_cell_score
0,True,-0.0005506723191557,0.0001149433206822,0.0,-0.0005506723191557,0.0092330426778737,True,True,9.264436623268042e-05,-0.0013492269166471,0.0,-0.0013492269166471,0.0035063482433309,False,False,0.0,0.0,-6.648424483832168e-05,-6.648424483832168e-05,-0.0,False,True,-0.0001834735321819,0.0010485698467336,0.0,-0.0001834735321819,0.0017169665999977,False,True,-5.559339452077407e-05,0.0004255104681294,0.0,-5.559339452077407e-05,0.0118792952581279,True,True,1.3183060476764409e-05,5.9014924002697646e-05,0.0,0.0,0.0065129278382434,True,True,0.0003046374986899,0.0011529224850415,0.0,0.0,0.003504367181666,False,6,1,-0.0003792743204590293,-0.000789739245858374,-6.648424483832168e-05,-6.648424483832168e-05,-0.0013492269166471,-0.002205450407343796,-0.0004457585652973509,0.0363529477992396,3,0.5753981632653061,0.621077309750567,0.4773877551020408,0.5902857142857142,1101111,0.0763052208835341,0.5833789033917921,0.21834585137614484
1,True,-0.0003875413390429,-0.0001649683591165,0.0,-0.0003875413390429,0.0102738421638088,False,False,0.0,0.0,0.0057922992637626,0.0,-0.0,False,True,-0.0001015675435103,-0.001167522877576,0.0,-0.001167522877576,0.0028241009776905,True,True,0.0002005176189333,-0.0030771904639702,0.0,-0.0030771904639702,0.000993579959312,True,True,-0.0002232689043211,-0.0055144009734651,0.0,-0.0055144009734651,0.0010003527419601,True,True,0.0001021025417127,8.580704653125354e-05,0.0,0.0,0.0045275226265522,True,True,0.0001767063746268,-0.0003472342303787,0.0,-0.0003472342303787,0.0091803700870478,True,6,1,-0.0002330512516015,-0.0007123777868743,0.0057922992637626,0.0,-0.0102713169045065,-0.010493889884432901,0.0055592480121610995,0.028799768556371397,5,0.5371302040816327,0.6010964770975057,0.44179591836734694,0.6062857142857142,1011111,0.4618473895582329,0.7403636518562555,0.20880782302340375
2,True,-0.0004491195056312,0.0006454114755837,0.0,-0.0004491195056312,0.004046663275402,True,False,0.0,0.0,0.0230008302630721,0.0,-0.0,False,True,-0.0003667449623182,0.0005986203977864,0.0,-0.0003667449623182,0.0011157273682508,False,True,-0.0001897835229784,-0.0001381655992947,0.0,-0.0001897835229784,0.0090847255451955,True,True,-0.0002381532282463,-0.0009024218733219,0.0,-0.0009024218733219,0.0050648902646841,True,True,0.0001005534546708,2.754648837193176e-05,0.0,0.0,0.0312737807018934,True,True,-0.0002777371236723,0.0005473058086526,0.0,-0.0002777371236723,0.005651222681831,True,6,1,-0.0014209848881756,-0.0015215383428464,0.0230008302630721,0.0,-0.0010405874726165999,-0.002185806987922,0.021579845374896496,0.056237009837256796,5,0.6315577551020409,0.6828439401360544,0.5162448979591837,0.8342857142857144,1011111,0.6586345381526104,0.6997291202221013,0.28677131036744546
3,True,-0.0003311338894859,4.1962600260780266e-05,0.0,-0.0003311338894859,0.0016254704366526,True,True,2.7601337637114975e-05,9.592010920962376e-05,0.0,0.0,0.0045147454771596,True,False,0.0,0.0,0.015214464309256,0.0,-0.0,False,True,8.008439675174131e-05,-0.0001310763909129,0.0,-0.0001310763909129,0.0016587829863503,True,True,-0.0001715063173762,0.0001153166223106,0.0,-0.0001715063173762,0.0074062131001764,False,False,0.0,0.0,0.0017056888620748,0.0,-0.0,False,True,-0.0001344239611878,-0.0038969370315204,0.0,-0.0038969370315204,0.0010434642440266,True,5,2,-0.0005293784336610437,-0.0006370641680499,0.0169201531713308,0.0,-0.0040280134224333,-0.0045306536292954,0.016390774737669755,0.0162486762443655,4,0.4366806122448979,0.5008363682539683,0.548,0.20628571428571435,1101101,0.7751004016064257,0.7982746214982065,0.13597040360770432
4,False,0.0,0.0,0.0068182337044398,0.0,-0.0,False,True,-0.0005065635576815,-0.002032772003591,0.0,-0.002032772003591,0.0014349193582632,False,False,0.0,0.0,0.009556167132044,0.0,-0.0,False,False,0.0,0.0,-0.0012948496632147,-0.0012948496632147,-0.0,False,True,6.0884293814425394e-05,-3.470335860365658e-05,0.0,-3.470335860365658e-05,0.0147902160672266,True,True,-7.384374495701188e-05,0.0001245271338791,0.0,-7.384374495701188e-05,0.0063720262449946,True,True,-0.0002228169819452,0.0013306331638236,0.0,-0.0002228169819452,0.0036514910976019,True,4,3,-0.0007423399907692864,-0.0008032242845837118,0.0150795511732691,-0.0012948496632147,-0.0020674753621946563,-0.003658985752311568,0.014337211182499815,0.026248652768086297,3,0.4313608163265306,0.4779788408163265,0.5119183673469389,0.2782857142857143,0100111,0.6144578313253012,0.6173855526325125,0.16108121748294754
5,True,0.0001816554265972,0.0003245020592271,0.0,0.0,0.0046677540250871,True,False,0.0,0.0,-0.0129961783532298,-0.0129961783532298,-0.0,False,False,0.0,0.0,0.0046424182169492,0.0,-0.0,False,True,-0.0003218102424942,-0.0038862296595362,0.0,-0.0038862296595362,0.0007896548064899,True,False,0.0,0.0,0.0096392213318871,0.0,-0.0,False,False,0.0,0.0,-0.0011626899083836,-0.0011626899083836,-0.0,False,True,0.000106185531493,0.0031812635589234,0.0,0.0,0.0023542934137948,False,3,4,-3.3969284404000024e-05,-0.0003218102424942,0.00012277128722289958,-0.014158868261613401,-0.0038862296595362,-0.0180450979211496,8.880200281889687e-05,0.0078117022453717995,2,0.29476306122448975,0.3704001469387755,0.44138775510204076,0.0782857142857142,1001001,0.10843373493975898,0.2980618805722926,0.08338810039825038
6,False,0.0,0.0,0.005361876695133,0.0,-0.0,False,False,0.0,0.0,0.0004146744024619,0.0,-0.0,False,True,0.0002811604461814,-0.001136443662896,0.0,-0.001136443662896,0.0015132061728484,True,False,0.0,0.0,0.0290568318712081,0.0,-0.0,False,True,-3.8695082302049874e-05,8.272718508286007e-05,0.0,-3.8695082302049874e-05,0.0131706790267208,False,False,0.0,0.0,-0.0019714063115402,-0.0019714063115402,-0.0,False,True,0.0002463354400982,-0.00351569414919,0.0,-0.00351569414919,0.0015994561248156,True,3,4,0.0004888008039775501,-3.8695082302049874e-05,0.0328619766572628,-0.0019714063115402,-0.004652137812086,-0.0066622392059282505,0.03335077746124035,0.0162833413243848,2,0.39074326530612247,0.45603762721088437,0.47583673469387755,0.45828571428571424,0010101,0.5823293172690763,0.6172621028209558,0.10039912809914177
7,True,-9.938608484858836e-05,-0.0001819156078016,0.0,-0.0001819156078016,0.026754895489015,False,False,0.0,0.0,0.0016961617659236,0.0,-0.0,False,True,-0.0001188149130668,-2.9968429866625567e-05,0.0,-0.0001188149130668,0.0280014556838232,False,False,0.0,0.0,0.0183984306566004,0.0,-0.0,False,True,0.0002723391822386,-0.0003199405718581,0.0,-0.0003199405718581,0.0109490616882312,False,True,-8.275029003560962e-05,1.8341020293070632e-06,0.0,-8.275029003560962e-05,0.0180326547263136,True,True,-0.0001825989495588,0.0045404293609837,0.0,-0.0001825989495588,0.0010625764694516,True,5,2,-0.00021121105527119799,-0.000483550237509798,0.020094592422524,0.0,-0.0005318246095263255,-0.0008860203323209097,0.019883381367252803,0.0848006440568346,2,0.5705904081632653,0.6056417560090702,0.499265306122449,0.6222857142857142,1010111,0.5983935742971888,0.8701163989544793,0.30885483179290985
8,False,0.0,0.0,0.0003789672391268,0.0,-0.0,False,False,0.0,0.0,0.0061809780658763,0.0,-0.0,False,False,0.0,0.0,0.0009034985813379,0.0,-0.0,False,False,0.0,0.0,-0.0017350068334335,-0.0017350068334335,-0.0,False,False,0.0,0.0,0.0012503589399594,0.0,-0.0,False,True,0.0001698466988087,0.0003213225331722,0.0,0.0,0.0043107758227576,False,True,0.000298648893999,-0.0006977146513724,0.0,-0.0006977146513724,0.0044862888983511,True,2,5,0.0004684955928077,0.0,0.0069787959928669,-0.0017350068334335,-0.0006977146513724,-0.0024327214848059,0.0074472915856746,0.0087970647211087,1,0.30832612244897956,0.38416200090702946,0.36628571428571427,0.19828571428571426,0000011,0.3453815261044177,0.4197503447491456,0.09150169699287572
9,True,-0.0004402334582022,-0.0001530584543337,0.0,-0.0004402334582022,0.0109807043435666,True,False,0.0,0.0,0.0022987502474147,0.0,-0.0,False,True,7.19605470633493e-05,-0.001312414177519,0.0,-0.001312414177519,0.0044916206153355,True,False,0.0,0.0,-0.0019898321480783,-0.0019898321480783,-0.0,False,True,-0.0001073104600258,2.0910369915732867e-06,0.0,-0.0001073104600258,0.0107878532878419,True,True,-1.2262691263977583e-05,-0.0005260153716056,0.0,-0.0005260153716056,0.0108263068077237,True,True,-0.0004699544530731,0.0032170991760366,0.0,-0.0004699544530731,0.0013587685134691,True,5,2,-0.0009578005155017283,-0.0010297610625650776,0.0003089180993363998,-0.0019898321480783,-0.0019914880034583,-0.0048457600685039995,-0.0006488824161653286,0.038445253567936793,5,0.5367761224489795,0.5946497868480725,0.5782857142857142,0.36628571428571416,1010111,0.8232931726907632,0.7758082454698242,0.2309198497339418
