candidate_id,row,subject_id,sleep_date,route_id,route_name,target,target_index,flat_index,value_mode,applied_logit_move,old_prob,new_prob,prob_delta,h085_q,q_hard,source_mean_move,source_action_delta,h082_cell,h086_resp_weight,h080_bad_same_rank,value_law_score
h094_h057_transfer_known_basin_c1150_r220_q120_ebd00eaf,16,id01,2024-09-04,r016_full_state,full_state,Q1,0,112,hard_binary_edge,-0.014907423648451547,0.4910111852448078,0.4872861019814946,-0.0037250832633132225,0.4547978678879942,0.475755245572822,-0.1453442294150085,1.1172182230580031e-06,0.0,0.000562751620478,0.5702857142857143,0.8114140016400164
h094_h057_transfer_known_basin_c1150_r220_q120_ebd00eaf,16,id01,2024-09-04,r016_full_state,full_state,Q2,1,113,hard_binary_edge,0.0013304889080145365,0.5465171347107587,0.5468468575121997,0.0003297228014410569,0.5665576482997906,0.547868195457122,0.081219027581012,-7.716957350249505e-07,1.0,0.0005705784192831,0.6405714285714286,0.8114140016400164
h094_h057_transfer_known_basin_c1150_r220_q120_ebd00eaf,16,id01,2024-09-04,r016_full_state,full_state,Q3,2,114,hard_binary_edge,-0.002326657935632627,0.5653221271098943,0.5647503037805018,-0.0005718233293924291,0.5405986515284532,0.562977501343233,-0.0982219662391402,-5.139908701470436e-07,1.0,0.0005603980568302,0.7451428571428571,0.8114140016400164
h094_h057_transfer_known_basin_c1150_r220_q120_ebd00eaf,16,id01,2024-09-04,r016_full_state,full_state,S1,3,115,hard_binary_edge,-0.03408901835019559,0.5131757405147508,0.504656402324639,-0.008519338190111747,0.4695012865793382,0.4782652242002676,-0.1752790565175042,-8.436104669534535e-07,1.0,0.0005023069888394,0.1785714285714285,0.8114140016400164
h094_h057_transfer_known_basin_c1150_r220_q120_ebd00eaf,16,id01,2024-09-04,r016_full_state,full_state,S2,4,116,hard_binary_edge,0.020052919526020268,0.6528140558846129,0.6573449710475788,0.004530915162965887,0.67600913148646,0.6711996559705017,0.104312592778712,-1.4059493290341388e-07,1.0,0.0006149477476198,0.1785714285714285,0.8114140016400164
h094_h057_transfer_known_basin_c1150_r220_q120_ebd00eaf,16,id01,2024-09-04,r016_full_state,full_state,S3,5,117,hard_binary_edge,0.17615931154779219,0.8648513448032461,0.8841511415787836,0.019299796775537503,0.8768480097678957,0.8783086034444348,0.1066129208460918,-6.444948603998363e-07,1.0,0.0005683589960367,0.1785714285714285,0.8114140016400164
h094_h057_transfer_known_basin_c1150_r220_q120_ebd00eaf,16,id01,2024-09-04,r016_full_state,full_state,S4,6,118,hard_binary_edge,-0.010298850427287695,0.3605393040371446,0.35816832307561675,-0.00237098096152788,0.3410043464753434,0.3508665006110203,-0.0860752802462941,-4.4330563788753665e-07,1.0,0.0005629364290721,0.1785714285714285,0.8114140016400164
h094_h057_transfer_known_basin_c1150_r220_q120_ebd00eaf,55,id02,2024-10-13,r055_full_state,full_state,Q1,0,385,hard_binary_edge,-0.06942833344484747,0.7411141706981053,0.7275721191800156,-0.013542051518089626,0.7212030521414966,0.7319117666143181,-0.104088947722478,-1.9951674483953938e-06,1.0,0.0005724588656597,0.4805714285714286,0.8685567855678558
h094_h057_transfer_known_basin_c1150_r220_q120_ebd00eaf,55,id02,2024-10-13,r055_full_state,full_state,Q2,1,386,hard_binary_edge,-0.004446202835834274,0.7270723404525963,0.7261891539588589,-0.0008831864937374201,0.7486018617127543,0.7234414488783524,0.0,0.0,0.0,0.0005646920285015,0.8348571428571429,0.8685567855678558
h094_h057_transfer_known_basin_c1150_r220_q120_ebd00eaf,55,id02,2024-10-13,r055_full_state,full_state,Q3,2,387,hard_binary_edge,0.10794163309871524,0.7703591925754281,0.7888957576865069,0.018536565111078818,0.7879880883390011,0.7831419763003201,0.105319273905918,-3.451491440281645e-07,1.0,0.0005761748982015,0.3714285714285714,0.8685567855678558
