target,token,within_subject_cov,perm_p,presence_days,raw_rate_present,raw_rate_absent
Q1,usage_app_name:삼성 인터넷,0.018624510410224695,0.012345679012345678,195,0.5487179487179488,0.4549019607843137
Q2,usage_app_name:YouTube,0.017318074556750513,0.012345679012345678,256,0.578125,0.5412371134020618
Q2,usage_app_name:Instagram,0.012979420006744416,0.012345679012345678,206,0.5776699029126213,0.5491803278688525
Q2,wifi_bssid:8a:ca:4b:0d:3b:67,-0.009026853904902689,0.012345679012345678,55,0.4,0.5848101265822785
Q2,wifi_bssid:b4:a9:4f:45:df:9e,-0.010036954915003695,0.012345679012345678,54,0.3888888888888889,0.5858585858585859
Q2,usage_app_name:시계,-0.01916194090089194,0.012345679012345678,331,0.5196374622356495,0.680672268907563
S2,usage_app_name:One UI 홈,0.005370370370370371,0.012345679012345678,439,0.6514806378132119,0.6363636363636364
S4,ble_device_class:0,0.016742160278745647,0.012345679012345678,416,0.5745192307692307,0.38235294117647056
S4,wifi_bssid:80:ca:4b:59:3b:52,0.01621886695057427,0.012345679012345678,67,0.8059701492537313,0.5169712793733682
S4,ble_device_class:7936,0.0160940121305975,0.012345679012345678,414,0.572463768115942,0.4166666666666667
S4,wifi_bssid:50:46:ae:5f:2e:14,0.01476867982965544,0.012345679012345678,61,0.8032786885245902,0.5218508997429306
S4,wifi_bssid:9e:25:4a:80:6f:61,0.014523325590398763,0.012345679012345678,90,0.7555555555555555,0.5111111111111111
S4,wifi_bssid:98:25:4a:80:6f:62,0.012697928765001937,0.012345679012345678,93,0.7419354838709677,0.5126050420168067
Q1,usage_app_name:Pi,0.002495126705653021,0.024691358024691357,55,0.5818181818181818,0.4835443037974684
Q2,usage_app_name:네이버 웹툰,0.014714996740258062,0.024691358024691357,106,0.49056603773584906,0.5843023255813954
Q2,wifi_bssid:12:96:cd:84:93:6b,-0.0077802414387780254,0.024691358024691357,56,0.4107142857142857,0.583756345177665
Q2,wifi_bssid:80:ca:4b:64:41:c6,-0.008016752894801677,0.024691358024691357,56,0.4107142857142857,0.583756345177665
Q2,wifi_bssid:80:ca:4b:0d:3b:67,-0.008016752894801677,0.024691358024691357,56,0.4107142857142857,0.583756345177665
Q2,wifi_bssid:60:a4:b7:3d:19:aa,-0.008016752894801677,0.024691358024691357,56,0.4107142857142857,0.583756345177665
Q2,wifi_bssid:80:ca:4b:41:e7:fa,-0.008016752894801677,0.024691358024691357,56,0.4107142857142857,0.583756345177665
Q2,wifi_bssid:12:96:cd:e3:57:1f,-0.008824833702882482,0.024691358024691357,53,0.39622641509433965,0.5843828715365239
Q2,wifi_bssid:1c:e8:9e:07:22:d2,-0.009026853904902689,0.024691358024691357,55,0.4,0.5848101265822785
Q2,wifi_bssid:10:27:f5:9e:0f:76,-0.009026853904902689,0.024691358024691357,55,0.4,0.5848101265822785
Q2,wifi_bssid:80:ca:4b:14:42:4a,-0.009026853904902689,0.024691358024691357,55,0.4,0.5848101265822785
