subject_id,n,residual_mean,severity_mean,severity_std,prev_Q1,prev_Q2,prev_Q3,prev_S1,prev_S2,prev_S3,prev_S4
id01,41,2.7185698909780647,0.10884557773749544,1.3787252914541466,0.43902439024390244,0.5609756097560976,0.5853658536585366,0.6341463414634146,0.5853658536585366,0.8536585365853658,0.4878048780487805
id02,48,1.6730349745501416,1.3609842715587515,1.682609619397077,0.5416666666666666,0.6666666666666666,0.7291666666666666,0.875,0.9166666666666666,0.8958333333333334,0.75
id03,33,2.4214414063377867,0.2422891563190053,1.058878025084929,0.8484848484848485,0.8181818181818182,0.7272727272727273,0.8181818181818182,0.5151515151515151,0.48484848484848486,0.15151515151515152
id04,57,2.6467778918430227,0.2160960713479533,1.4546260104433826,0.5614035087719298,0.49122807017543857,0.7719298245614035,0.7543859649122807,0.7017543859649122,0.543859649122807,0.5087719298245614
id05,44,3.619294845410431,-0.8691215326203072,1.2072927438840018,0.6136363636363636,0.4318181818181818,0.6818181818181818,0.4772727272727273,0.25,0.13636363636363635,0.4090909090909091
id06,48,1.8616093156065183,0.4205467345880956,0.9869550067004931,0.14583333333333334,0.3958333333333333,0.5,0.9375,0.9166666666666666,0.9583333333333334,0.8541666666666666
id07,49,2.636688825007754,0.1739872171904042,1.6015544479660726,0.5102040816326531,0.5102040816326531,0.5102040816326531,0.7959183673469388,0.7142857142857143,0.7959183673469388,0.46938775510204084
id08,56,3.150580414256005,-0.08107110213090032,1.3840699533623384,0.4107142857142857,0.7857142857142857,0.44642857142857145,0.44642857142857145,0.6071428571428571,0.6607142857142857,0.6071428571428571
id09,41,2.7377371698630175,-0.01913943918881159,1.2064101397033111,0.5121951219512195,0.43902439024390244,0.43902439024390244,0.5609756097560976,0.7804878048780488,0.7073170731707317,0.5853658536585366
id10,33,2.9369653268702196,-0.22482321555718401,1.468877235663662,0.48484848484848486,0.5454545454545454,0.6363636363636364,0.48484848484848486,0.36363636363636365,0.48484848484848486,0.6666666666666666
