subject_id,state_0_share,state_1_share,state_2_share,Q1,Q2,Q3,S1,S2,S3,S4
id01,0.3902439024390244,0.2682926829268293,0.34146341463414637,0.43902439024390244,0.5609756097560976,0.5853658536585366,0.6341463414634146,0.5853658536585366,0.8536585365853658,0.4878048780487805
id02,0.08333333333333333,0.3541666666666667,0.5625,0.5416666666666666,0.6666666666666666,0.7291666666666666,0.875,0.9166666666666666,0.8958333333333334,0.75
id03,0.48484848484848486,0.12121212121212122,0.3939393939393939,0.8484848484848485,0.8181818181818182,0.7272727272727273,0.8181818181818182,0.5151515151515151,0.48484848484848486,0.15151515151515152
id04,0.2982456140350877,0.19298245614035087,0.5087719298245614,0.5614035087719298,0.49122807017543857,0.7719298245614035,0.7543859649122807,0.7017543859649122,0.543859649122807,0.5087719298245614
id05,0.75,0.045454545454545456,0.20454545454545456,0.6136363636363636,0.4318181818181818,0.6818181818181818,0.4772727272727273,0.25,0.13636363636363635,0.4090909090909091
id06,0.08333333333333333,0.7708333333333334,0.14583333333333334,0.14583333333333334,0.3958333333333333,0.5,0.9375,0.9166666666666666,0.9583333333333334,0.8541666666666666
id07,0.2857142857142857,0.1836734693877551,0.5306122448979592,0.5102040816326531,0.5102040816326531,0.5102040816326531,0.7959183673469388,0.7142857142857143,0.7959183673469388,0.46938775510204084
id08,0.39285714285714285,0.3392857142857143,0.26785714285714285,0.4107142857142857,0.7857142857142857,0.44642857142857145,0.44642857142857145,0.6071428571428571,0.6607142857142857,0.6071428571428571
id09,0.21951219512195122,0.36585365853658536,0.4146341463414634,0.5121951219512195,0.43902439024390244,0.43902439024390244,0.5609756097560976,0.7804878048780488,0.7073170731707317,0.5853658536585366
id10,0.6363636363636364,0.15151515151515152,0.21212121212121213,0.48484848484848486,0.5454545454545454,0.6363636363636364,0.48484848484848486,0.36363636363636365,0.48484848484848486,0.6666666666666666
